seed,arm,lambda_group,K,bank,step,origin,permutation_seed,session_id,correct,shuffled,gap
123,C0,0,64,1,2000,phase22_reused,22103,session11,0.2544725276529789,0.3079441115260124,0.053471583873033524
123,C0,0,64,1,2000,phase22_reused,22103,session12,0.23204439505934715,0.2481112703680992,0.01606687530875206
123,C0,0,64,1,2000,phase22_reused,22103,session13,0.22313900664448738,0.24438383430242538,0.021244827657938004
123,C0,0,64,1,2000,phase22_reused,22103,session14,0.26134245842695236,0.26646750792860985,0.005125049501657486
123,C0,0,64,1,2000,phase22_reused,22103,session15,0.2338467836380005,0.23243793845176697,-0.0014088451862335205
123,C0,0,64,1,2000,phase22_reused,22103,session16,0.27833740040659904,0.2787254564464092,0.00038805603981018066
123,C0,0,64,1,2000,phase22_reused,22103,session17,0.2885318212211132,0.30309585854411125,0.014564037322998047
123,C0,0,64,1,2000,phase22_reused,22103,session18,0.2234853096306324,0.2447306625545025,0.021245352923870087
123,C0,0,64,1,2000,phase22_reused,22103,session19,0.26386262476444244,0.2783505767583847,0.01448795199394226
123,C0,0,64,1,2000,phase22_reused,22103,session2,0.26802315935492516,0.25895125046372414,-0.00907190889120102
123,C0,0,64,1,2000,phase22_reused,22103,session21,0.24889087677001953,0.2556481324136257,0.006757255643606186
123,C0,0,64,1,2000,phase22_reused,22103,session3,0.28598181158304214,0.2945946082472801,0.008612796664237976
123,C0,0,64,1,2000,phase22_reused,22103,session4,0.23377203568816185,0.2305978536605835,-0.003174182027578354
123,C0,0,64,1,2000,phase22_reused,22103,session5,0.21105199307203293,0.22275198996067047,0.011699996888637543
123,C0,0,64,1,2000,phase22_reused,22103,session6,0.21434003487229347,0.20864735916256905,-0.005692675709724426
123,C0,0,64,1,2000,phase22_reused,22103,session7,0.20482494682073593,0.22192904353141785,0.017104096710681915
123,C0,0,64,1,2000,phase22_reused,22103,session9,0.2607817128300667,0.280760008841753,0.019978296011686325
123,C1,0.03,32,0,2000,phase23_new,22101,session0,0.22619418054819107,0.302340529859066,0.07614634931087494
123,C1,0.03,32,0,2000,phase23_new,22101,session1,0.2559448145329952,0.2802388146519661,0.02429400011897087
123,C1,0.03,32,0,2000,phase23_new,22101,session10,0.21572212129831314,0.23654255270957947,0.020820431411266327
123,C1,0.03,32,0,2000,phase23_new,22101,session11,0.25939198583364487,0.31248535960912704,0.05309337377548218
123,C1,0.03,32,0,2000,phase23_new,22101,session12,0.2400486022233963,0.2559123560786247,0.015863753855228424
123,C1,0.03,32,0,2000,phase23_new,22101,session13,0.22076022624969482,0.24231530725955963,0.021555081009864807
123,C1,0.03,32,0,2000,phase23_new,22101,session14,0.26003889739513397,0.27759698778390884,0.017558090388774872
123,C1,0.03,32,0,2000,phase23_new,22101,session15,0.23221208527684212,0.23166144266724586,-0.0005506426095962524
123,C1,0.03,32,0,2000,phase23_new,22101,session16,0.28084249049425125,0.29613490775227547,0.015292417258024216
123,C1,0.03,32,0,2000,phase23_new,22101,session17,0.2934204749763012,0.335913460701704,0.04249298572540283
123,C1,0.03,32,0,2000,phase23_new,22101,session18,0.22785153985023499,0.25856244191527367,0.03071090206503868
123,C1,0.03,32,0,2000,phase23_new,22101,session19,0.2656083479523659,0.2696453295648098,0.004036981612443924
123,C1,0.03,32,0,2000,phase23_new,22101,session2,0.2753698341548443,0.28658678755164146,0.01121695339679718
