seed,arm,lambda_group,K,protocol,frames,FRC,FRC_time,FRVar,FRVar_time,smse,smse_time,temporal_smse,temporal_smse_time,TLCC,TLCC_time
123,C2,0.1,10,"Development-80 full available source sequence, official temporal chunks750, K10 bank0, single processed paired GT; NOT official ten-GT or hidden test",169794,0.20792769862737517,1.3467859670054168,0.00751587375998497,0.12126753901247866,0.09170973300933838,0.17155184800503775,0.006857211235910654,0.20552018299349584,43.224998474121094,5.408932304999325
123,C1,0.1,10,"Development-80 full available source sequence, official temporal chunks750, K10 bank0, single processed paired GT; NOT official ten-GT or hidden test",169794,0.21274520188585888,1.30177068701596,0.004499061498790979,0.12826802901690826,0.08426876366138458,0.177129479998257,0.003779203165322542,0.22776646298007108,43.1875,5.407335653988412
2026,C1,0.1,10,"Development-80 full available source sequence, official temporal chunks750, K10 bank0, single processed paired GT; NOT official ten-GT or hidden test",169794,0.2051022407798258,1.3253660399932414,0.0072476789355278015,0.12525119801284745,0.09453961253166199,0.17527739299112,0.008409094996750355,0.20520682400092483,43.63750076293945,5.629072568000993
42,C1,0.1,10,"Development-80 full available source sequence, official temporal chunks750, K10 bank0, single processed paired GT; NOT official ten-GT or hidden test",169794,0.1951356958316595,1.2998352360154968,0.0066186850890517235,0.12613476501428522,0.11003557592630386,0.17181751801399514,0.007218332029879093,0.21032993699191138,43.650001525878906,5.4308377399866
42,C0,0,10,"Development-80 full available source sequence, official temporal chunks750, K10 bank0, single processed paired GT; NOT official ten-GT or hidden test",169794,0.16150355755495194,1.3333596430020407,0.006084040738642216,0.12633497099159285,0.12726524472236633,0.17324588500196114,0.00820661149919033,0.2054048830177635,44.04999923706055,5.452709725999739
42,C2,0.1,10,"Development-80 full available source sequence, official temporal chunks750, K10 bank0, single processed paired GT; NOT official ten-GT or hidden test",169794,0.18273559161687275,1.3636747440032195,0.008883731439709663,0.12361248099477962,0.11670005321502686,0.17236814901116304,0.009195692837238312,0.20671657400089316,45.38750076293945,5.399897912022425
123,C0,0,10,"Development-80 full available source sequence, official temporal chunks750, K10 bank0, single processed paired GT; NOT official ten-GT or hidden test",169794,0.13245947219696244,1.4010678319900762,0.007450843695551157,0.12010082197957672,0.1086484044790268,0.17626848898362368,0.01261841505765915,0.2156058600230608,48.162498474121094,5.350614046998089
2026,C2,0.1,10,"Development-80 full available source sequence, official temporal chunks750, K10 bank0, single processed paired GT; NOT official ten-GT or hidden test",169794,0.2531831302722312,1.374590924999211,0.009235250763595104,0.13056432199664414,0.11601190268993378,0.1744144530093763,0.006686932407319546,0.20557897799881175,43.724998474121094,5.459541579009965
2026,C0,0,10,"Development-80 full available source sequence, official temporal chunks750, K10 bank0, single processed paired GT; NOT official ten-GT or hidden test",169794,0.1901107462400499,1.3743141799932346,0.013964232057332993,0.12523683399194852,0.07739274203777313,0.1741036479943432,0.017000285908579826,0.20950262900441885,43.92499923706055,5.530519388004905
