arm,step,index,session,FRC,single_FRC,generated_side_mean,target_side_mean,one_to_one_mean
C0,128,63,session4,0.3228412486015375,0.3228412486015375,0.03228412486015375,-0.001644315607465659,-0.0019430308630710533
C0,128,64,session5,0.11149018212029153,-0.03751189139903589,0.011149018212029153,0.00014176413291272163,-0.0002850136887721631
C0,128,65,session5,0.15831139575604156,0.15831139575604156,0.015831139575604156,0.005946323221014639,0.005801149692979391
C0,128,66,session5,0.37741800704153783,0.2471708883223794,0.03774180070415378,0.01591924729934682,0.015714972199676082
C0,128,67,session5,0.44678041925826556,0.44678041925826556,0.044678041925826556,0.008438202775819614,0.00813630027458483
C0,128,68,session6,0.048571801748649,0.04383435912917935,0.0048571801748649,0.0006263173145740306,0.0005579842277031099
C0,128,69,session6,0.19307955782459066,0.19307955782459066,0.019307955782459064,0.0053287504219314205,0.0052714080756331595
C0,128,70,session6,0.05538472456175065,-0.021848909899966934,0.005538472456175065,0.001989180841742212,0.0017151221949936416
C0,128,71,session6,0.0681802230517042,-0.0007889290681271754,0.006818022305170419,0.0016805539184065656,0.0014666364602651004
C0,128,72,session7,0.14649503952943616,0.14649503952943616,0.014649503952943616,0.0012825948853132985,0.0010521797613924002
C0,128,73,session7,0.14086497958425792,0.08789359604361888,0.014086497958425792,0.0013599151306143528,0.001151398568459772
C0,128,74,session7,0.1466792553472611,0.08098248621613087,0.014667925534726109,0.0031446845529112485,0.0026011694776664008
C0,128,75,session7,0.16615082766627276,0.09827762141823443,0.016615082766627275,0.004178323127262432,0.004048335139805623
C0,128,76,session9,0.18921706719918285,0.14433508738288525,0.018921706719918285,0.012475719721376356,0.012177811316658963
C0,128,77,session9,0.2451057265436359,0.06942980897752639,0.024510572654363592,0.012873254614216376,0.012212177440839984
C0,128,78,session9,0.33608171054348945,0.33608171054348945,0.03360817105434895,0.009685381341776683,0.00922842496501627
C0,128,79,session9,0.2080488666622289,0.18924684619662693,0.02080488666622289,0.01494627071647589,0.013672724187344462
C1,128,0,session0,0.2814095321914705,0.23283288503238556,0.02814095321914705,2.5460208810371836e-05,-0.0007947368795735877
C1,128,1,session0,0.2783325691982897,0.2783325691982897,0.02783325691982897,0.007539678603943894,0.006709451363267423
C1,128,2,session0,0.39500586963477474,0.3199744893949257,0.039500586963477476,0.014695079005695421,0.01342389341341994
C1,128,3,session0,0.26384008549438664,0.13074506865947738,0.026384008549438665,0.005173961819696651,0.003844281112474952
C1,128,4,session1,0.4140726264666992,0.3930754377964102,0.04140726264666992,0.03123823582671049,0.0268242967986697
C1,128,5,session1,0.27396628759959873,0.25300234253521553,0.027396628759959872,0.016838016276162535,0.015769598550573114
C1,128,6,session1,0.2945065866089884,0.29026254841128796,0.029450658660898837,0.019937959637897806,0.018020648389057318
C1,128,7,session1,0.3546443607908532,0.20181126034099472,0.035464436079085324,0.01728157614569524,0.015362469319914435
C1,128,8,session10,0.3370692705593571,0.13668186649542224,0.03370692705593571,0.021511259161942797,0.02029199102323818
C1,128,9,session10,0.311904183825169,0.05566766642370316,0.031190418382516898,0.014938339792905559,0.012762783421574313
C1,128,10,session10,0.36472450243088345,0.10582911324517302,0.036472450243088345,0.017596421690574116,0.01556765937430396
C1,128,11,session10,0.44342859301186033,0.42816551589853574,0.04434285930118603,0.02150068960144113,0.020138634168622976
C1,128,12,session11,0.519325820312616,0.519325820312616,0.051932582031261595,0.01739309146825981,0.01523620000784195
C1,128,13,session11,0.15223441826728448,0.03459293857489361,0.015223441826728449,0.00838123377255787,0.008079900497257052
C1,128,14,session11,0.16409196335243476,0.09448530436866834,0.016409196335243476,0.00873348631946317,0.00837688594946766
C1,128,15,session11,0.30700348981187614,0.30700348981187614,0.030700348981187613,0.011747643854232137,0.010523907007698573
