arm,step,conditional_norm,group_norm,weighted_group_norm,ratio,cosine,finite
C1,2300,0.3289931852794219,1.37722313454082,0.137722313454082,0.418617526491046,0.0015250428046543983,True
C1,2400,0.41688848486356794,1.2246973517231041,0.12246973517231041,0.2937709714203073,0.2941616038731263,True
C1,2500,0.2598882259394065,2.3972740705377054,0.23972740705377055,0.9224250394077625,0.5091539037871756,True
C1,2600,0.2063843986807719,2.4599571912352687,0.24599571912352688,1.191929819772978,0.10664914213355979,True
C1,2700,0.31600815287945877,2.064733920716616,0.20647339207166163,0.6533799529862789,-0.33573035563042636,True
C1,2800,0.3688755712868939,1.1792833595316137,0.11792833595316138,0.3196967897379204,0.11318414081527248,True
C1,2900,0.3017400471148005,1.388096625312212,0.1388096625312212,0.4600306252302315,0.7628807588537272,True
C1,3000,0.2819481954757611,1.8621598571796394,0.18621598571796394,0.6604617043345212,0.1136110506185908,True
C1,3100,0.28441021566176383,1.3365228347614628,0.1336522834761463,0.4699278581297266,0.1441819146993187,True
C1,3200,0.37398469162057846,1.3853431675782875,0.13853431675782876,0.37042777381480907,0.38406398340150644,True
C1,3300,0.30594342382971923,1.5621813973400722,0.15621813973400722,0.5106112031385074,0.15181572099510565,True
C1,3400,0.39517706349872467,1.5666698524246712,0.15666698524246714,0.3964475667069497,0.17329043833067756,True
C1,3500,0.2197921732416348,1.1402920133233743,0.11402920133233743,0.5188046491854656,-0.21947660164328203,True
C1,3600,0.3290103488853452,0.9514632944674014,0.09514632944674015,0.28918947312474086,0.25395715917110884,True
C1,3700,0.44641821428106854,1.9928616138963628,0.19928616138963628,0.4464113582609425,0.2711715458344221,True
C1,3800,0.1616648788020492,1.1784601120530669,0.11784601120530669,0.7289524606615604,0.0686997859015546,True
C1,3900,0.3349438809370014,1.3642786256225923,0.13642786256225922,0.4073155842722188,0.39222921975013764,True
C1,4000,0.3911606301986053,1.3519492173664593,0.13519492173664593,0.34562507394469366,0.4171588298937456,True
C1,4100,0.4290811808426062,1.0569279777436889,0.1056927977743689,0.24632354550440816,0.26127939345337464,True
C1,4200,0.22881640944874423,1.5182123729941415,0.15182123729941416,0.6635067723734329,0.36232685798676506,True
C1,4300,0.4272923006428371,2.6595922595649366,0.2659592259564937,0.6224292493835557,0.4154777358304692,True
C1,4400,0.27746920689871457,1.2054868835995658,0.12054868835995658,0.4344578978955342,0.031975008355729306,True
C1,4500,0.42006322083321757,1.0139719877706954,0.10139719877706954,0.24138556709616912,0.3291943585983271,True
C1,4600,0.4147351372225657,1.8720372175099034,0.18720372175099034,0.45138138766026065,0.31256593152259027,True
C1,4700,0.330935393622427,1.314226748038931,0.1314226748038931,0.39712486889159015,0.4354222685267347,True
C1,4800,0.2985814434155404,1.4425864979433458,0.1442586497943346,0.48314673592614266,0.6174394713302527,True
C1,4900,0.2120732536765028,1.394350488312019,0.13943504883120192,0.6574853095048779,0.3459781237801952,True
C1,5000,0.2934438690645425,1.5633160869691403,0.15633160869691404,0.5327479125574409,0.0030279020841796,True
C1,5100,0.3006183748802578,1.1878731116686192,0.11878731116686192,0.3951432150951426,0.4920129286349138,True
C1,5200,0.40780744800767627,1.6255386383984172,0.16255386383984172,0.39860445078673973,0.5395153624140696,True
C1,5300,0.401949884976114,1.9429707201396431,0.19429707201396432,0.48338631077232547,0.38203071222801827,True
C1,5400,0.3023252692227695,1.5224471233610655,0.15224471233610656,0.5035791838621485,-0.008387796569237473,True
C1,5500,0.2702501943789666,1.569661572166864,0.1569661572166864,0.5808179253206228,0.06263702577055195,True
C1,5600,0.30030935648806656,2.277277524286255,0.22772775242862553,0.7583105471363321,-0.1506698398716514,True
C1,5700,0.6210026578476032,2.0112669364935662,0.20112669364935665,0.3238741269585903,0.6158766090501322,True
C1,5800,0.24204083657438066,1.1965731827986303,0.11965731827986303,0.49436830566850065,0.23016227037540604,True
C1,5900,0.4016493680890054,2.1567595707062552,0.21567595707062553,0.5369757161495939,0.25556157882726993,True
C1,6000,0.43986828158171376,1.1959361836542228,0.11959361836542229,0.2718850696289761,0.5303117036677987,True
C2,1,1.1542610816906915,13.659853103515955,1.3659853103515955,1.1834283699063848,0.21181315215608917,True
C2,100,0.5625988767466343,3.260281345208035,0.32602813452080354,0.5795037068081987,-0.30150530242681695,True
C2,200,1.2280536849498283,2.821529686299523,0.2821529686299523,0.22975621675812943,0.7778497940267683,True
C2,300,0.4619220892101533,1.2234027902443618,0.12234027902443619,0.26485046262591044,0.12760903750511665,True
C2,400,0.3030135774076168,0.8378130938300927,0.08378130938300928,0.2764935819041067,-0.07621328953556068,True
C2,500,0.3459043493973858,1.5688934864710171,0.15688934864710172,0.4535628098357974,-0.1898253334129623,True
C2,600,0.3012877065074241,2.3024393791545323,0.23024393791545325,0.7641995771565933,0.1460837500745845,True
C2,700,0.24833153378325398,1.1916270032920424,0.11916270032920424,0.47985327724513044,0.06883465049395994,True
C2,800,0.3458121789473591,1.4567811091889717,0.14567811091889718,0.42126367949890187,0.3087456170216532,True
C2,900,0.2633505262305377,0.43584867462527677,0.04358486746252768,0.16550134942344252,0.09324115606814594,True
C2,1000,0.6927937869087311,2.067576564981568,0.2067576564981568,0.2984404023320076,0.6800805117999726,True
C2,1100,0.4631854840330683,1.6872754121589633,0.16872754121589634,0.3642764012091759,0.6136009139985753,True
C2,1200,0.38573220503698047,2.0239360672572886,0.20239360672572887,0.5246997893430372,0.46132544045810614,True
C2,1300,0.33812461236717445,1.4816036647312072,0.14816036647312072,0.4381827322059337,0.6602262997095819,True
C2,1400,0.39564555016227265,0.9013626482129449,0.0901362648212945,0.2278207470912422,-0.03338670956585749,True
C2,1500,0.23092844936004134,1.182452705890302,0.11824527058903021,0.5120428899804961,-0.003707835245565897,True
C2,1600,0.34308966086918247,1.183098675621358,0.1183098675621358,0.3448365866298911,0.31968312258690784,True
C2,1700,0.2885622218776201,1.8270406869461786,0.18270406869461786,0.6331531116782955,-0.06114113990570239,True
C2,1800,0.28096332807790275,1.0082545888396766,0.10082545888396766,0.3588562947831105,-0.06235943726436767,True
C2,1900,0.30212114070307505,1.8261776721514733,0.18261776721514733,0.6044521306591525,0.12897265394600455,True
C2,2000,0.29455541341156205,0.9998015671563745,0.09998015671563745,0.3394273272986569,-0.036451540287879176,True
C2,2100,0.3137681532695268,1.5918344018169095,0.15918344018169095,0.5073282247511984,0.4700329276701819,True
C2,2200,0.37338474870151833,1.6218803434949456,0.16218803434949458,0.4343724132105534,0.41032814137941404,True
C2,2300,0.322377560726797,1.8662434138919741,0.18662434138919742,0.5788999115461222,0.6565807587316705,True
C2,2400,0.358597463153761,1.317512278056803,0.1317512278056803,0.36740702694036464,-0.024496726464988326,True
C2,2500,0.2979788669038679,2.063919814039576,0.20639198140395762,0.6926396611560461,0.2811702911689728,True
C2,2600,0.28934763963057664,1.6400148122387974,0.16400148122387975,0.5667973702265826,-0.007994183669906074,True
C2,2700,0.25479107378383287,0.6447024166628406,0.06447024166628405,0.25303179074860843,-0.21558581183849113,True
C2,2800,0.4731204255098165,1.1105074153336818,0.11105074153336819,0.2347198208864142,0.21814424821105094,True
C2,2900,0.3307664931402576,0.983297737472334,0.0983297737472334,0.29727852060739973,0.35251383748910503,True
C2,3000,0.3511985184980537,1.3471292042282905,0.13471292042282906,0.38358054868496155,0.4689372216084776,True
C2,3100,0.3388407378950432,1.1655607872275173,0.11655607872275174,0.34398484505382965,-0.19458411484880644,True
C2,3200,0.29728941302699546,1.0781170153078548,0.10781170153078548,0.3626489770794347,0.16702865094627548,True
C2,3300,0.28157723891176173,1.5664496709472318,0.1566449670947232,0.5563126043146238,0.19750982896582964,True
C2,3400,0.4061212073258561,1.2845371069125933,0.12845371069125933,0.31629402349381125,0.3741092207121344,True
C2,3500,0.4630857075583706,2.0350398131432685,0.20350398131432687,0.43945208844234473,0.5043388267757678,True
C2,3600,0.3782463779053661,1.5799041603071793,0.15799041603071795,0.41769181480502043,0.29262031179354797,True
C2,3700,0.6380693325728809,0.8948594094223654,0.08948594094223655,0.14024485486773552,0.7537117748636875,True
C2,3800,0.18717580966256644,1.0573598935481914,0.10573598935481915,0.5649020006668385,0.05715217021778603,True
C2,3900,0.36992401669220926,1.1186917031809362,0.11186917031809362,0.302411212222463,0.17413835894235932,True
C2,4000,0.38904308335787324,1.9573909441298534,0.19573909441298534,0.5031296089973889,0.4273709390129429,True
C2,4100,0.4957894063579967,0.7644361554736191,0.07644361554736191,0.15418565739213064,0.20264964275524924,True
C2,4200,0.25668935877700666,1.206057510790617,0.12060575107906171,0.46985099675999953,0.07353138570494747,True
C2,4300,0.3672390644476568,1.4498049847614172,0.14498049847614172,0.3947850664912203,-0.1607390120989501,True
C2,4400,0.306786488584162,1.4334669420696506,0.14334669420696508,0.4672523058903886,-0.18838939435081772,True
C2,4500,0.35374835590973347,1.1221503107854842,0.11221503107854842,0.3172171098575579,0.03263081410740552,True
C2,4600,0.46957827926448065,1.2726814228542627,0.12726814228542627,0.2710264675886872,0.5395434801108179,True
C2,4700,0.2688563732884611,1.1801458578360207,0.11801458578360208,0.43895030026675985,-0.09167399788834923,True
C2,4800,0.3325537594398662,1.4905082610469842,0.14905082610469841,0.4482006949966549,0.48944180073024907,True
C2,4900,0.25509482285323176,1.5183019540666705,0.15183019540666706,0.5951912065813355,0.14213119199439056,True
C2,5000,0.346784501342481,0.9413033540048101,0.09413033540048102,0.2714375499368665,0.2857554488887644,True
C2,5100,0.345285614486976,2.4025096285413734,0.24025096285413736,0.6958035689123664,0.500245435768993,True
C2,5200,0.389659020786368,1.8012271851229398,0.180122718512294,0.46225727855289905,0.05599417444982928,True
C2,5300,0.41783082185324616,1.4191378785444888,0.1419137878544489,0.3396441344968394,0.22206845730924468,True
C2,5400,0.5939214339453922,2.075638501636498,0.20756385016364984,0.349480315577791,0.5297942817728769,True
C2,5500,0.2933305452931473,0.9983477581513772,0.09983477581513772,0.340349061552268,-0.063653061850767,True
C2,5600,0.44429438076989897,1.0085046639411521,0.10085046639411521,0.22699019109662313,-0.016458725184457675,True
C2,5700,0.47462986606608015,1.167919731987781,0.1167919731987781,0.24606958295059708,-0.2612402056699,True
C2,5800,0.2606640646286742,1.3318193382350516,0.13318193382350516,0.51093323513246,0.3527386745565745,True
C2,5900,0.5149856549159872,1.7156500941519675,0.17156500941519676,0.33314522021625087,0.06083498976345276,True
C2,6000,0.512011862230513,0.8666653527358587,0.08666653527358587,0.16926665506544009,0.13927920680878114,True
