T,arm,step,bank,group,statistics
128,C1,1000,0,expression,"{""cross_distance"": 0.288023261167109, ""self_distance"": 0.11973551455885172, ""ES"": 0.2281555026769638, ""prediction_std"": 0.07267735875211656, ""boundary_fraction"": 0.17790794372558594, ""temporal_mean"": 0.125, ""temporal_std"": 0.045623557607177644, ""velocity_abs_mean"": 0.03272054573171772, ""velocity_rms"": 0.06608871581265703, ""expression_entropy"": 1.3842891857028008}"
750,C1,1000,0,overall,"{""cross_distance"": 0.3829133901745081, ""self_distance"": 0.2590237630531192, ""ES"": 0.25340150874108075, ""prediction_std"": 0.12391855986788869, ""boundary_fraction"": 0.06686228895559906, ""temporal_mean"": 0.17451641662046313, ""temporal_std"": 0.08305347757413983, ""velocity_abs_mean"": 0.040649466321337965, ""velocity_rms"": 0.08366442681290209, ""expression_entropy"": 1.3937107548117638}"
750,C1,1000,0,AU,"{""cross_distance"": 0.3627599310129881, ""self_distance"": 0.13466886654496193, ""ES"": 0.29542549680918456, ""prediction_std"": 0.08452651263214647, ""boundary_fraction"": 0.015773872006684543, ""temporal_mean"": 0.23386398293077945, ""temporal_std"": 0.08647945020347833, ""velocity_abs_mean"": 0.04678068003267981, ""velocity_rms"": 0.08960264687193557}"
750,C1,1000,0,VA,"{""cross_distance"": 0.6807630032300949, ""self_distance"": 0.7735788263380527, ""ES"": 0.29397359006106855, ""prediction_std"": 0.6170711450278759, ""boundary_fraction"": 0.0, ""temporal_mean"": -0.07252464938137564, ""temporal_std"": 0.15692971190437674, ""velocity_abs_mean"": 0.028748653642833234, ""velocity_rms"": 0.0878140676068142}"
750,C1,1000,0,expression,"{""cross_distance"": 0.2936497204005718, ""self_distance"": 0.12547797365114094, ""ES"": 0.23091073390096425, ""prediction_std"": 0.07449050457216799, ""boundary_fraction"": 0.17936864364892244, ""temporal_mean"": 0.125, ""temporal_std"": 0.05816073529422283, ""velocity_abs_mean"": 0.032128647033823655, ""velocity_rms"": 0.06949416275601834, ""expression_entropy"": 1.3937107548117638}"
128,C1,128,0,overall,"{""cross_distance"": 0.34612833242863417, ""self_distance"": 0.0990129439625889, ""ES"": 0.29662186075001956, ""prediction_std"": 0.028358835121616723, ""boundary_fraction"": 0.0042080077214450284, ""temporal_mean"": 0.140288448240608, ""temporal_std"": 0.04176334850490093, ""velocity_abs_mean"": 0.02497208944405429, ""velocity_rms"": 0.04759778821608052, ""expression_entropy"": 1.6154752552509308}"
128,C1,128,0,AU,"{""cross_distance"": 0.35128446891903875, ""self_distance"": 0.010670470888726413, ""ES"": 0.34594923313707115, ""prediction_std"": 0.005514683393994346, ""boundary_fraction"": 0.0, ""temporal_mean"": 0.17176857460290193, ""temporal_std"": 0.03601903399685398, ""velocity_abs_mean"": 0.02295777835533954, ""velocity_rms"": 0.04482331327162683}"
128,C1,128,0,VA,"{""cross_distance"": 0.46455691903829577, ""self_distance"": 0.34478181451559065, ""ES"": 0.29216601168736817, ""prediction_std"": 0.26580882966518404, ""boundary_fraction"": 0.0, ""temporal_mean"": -0.03465860332653392, ""temporal_std"": 0.11015691366046668, ""velocity_abs_mean"": 0.03942805416882038, ""velocity_rms"": 0.060436886618845165}"
128,C1,128,0,expression,"{""cross_distance"": 0.2759423363953829, ""self_distance"": 0.02153703625081107, ""ES"": 0.2651738187298179, ""prediction_std"": 0.011829122499329969, ""boundary_fraction"": 0.0131500244140625, ""temporal_mean"": 0.12499999990686775, ""temporal_std"": 0.035435553477145734, ""velocity_abs_mean"": 0.02513493135047611, ""velocity_rms"": 0.04732151501229964, ""expression_entropy"": 1.6154752552509308}"
750,C1,128,0,overall,"{""cross_distance"": 0.34779172148555515, ""self_distance"": 0.09615285769104957, ""ES"": 0.2997152930125594, ""prediction_std"": 0.02890583253465593, ""boundary_fraction"": 0.005571882609547174, ""temporal_mean"": 0.13634286113083363, ""temporal_std"": 0.04879196928814054, ""velocity_abs_mean"": 0.024758076085709034, ""velocity_rms"": 0.049162515008356424, ""expression_entropy"": 1.6514209285378456}"
750,C1,128,0,AU,"{""cross_distance"": 0.35777409058064225, ""self_distance"": 0.011634745495393872, ""ES"": 0.35195671673864126, ""prediction_std"": 0.005824055621633306, ""boundary_fraction"": 2.430555468890816e-07, ""temporal_mean"": 0.16596630159765483, ""temporal_std"": 0.04223113836487755, ""velocity_abs_mean"": 0.022260714205913246, ""velocity_rms"": 0.046357655216706914}"
750,C1,128,0,VA,"{""cross_distance"": 0.4427523836493492, ""self_distance"": 0.33443159218877555, ""ES"": 0.27553658857941626, ""prediction_std"": 0.26718889754265546, ""boundary_fraction"": 0.0, ""temporal_mean"": -0.04046147595799994, ""temporal_std"": 0.1274146294221282, ""velocity_abs_mean"": 0.04035769407637417, ""velocity_rms"": 0.06156279144342989}"
750,C1,128,0,expression,"{""cross_distance"": 0.28287886939942836, ""self_distance"": 0.02296797288581729, ""ES"": 0.2713948829099536, ""prediction_std"": 0.012613397662062199, ""boundary_fraction"": 0.017411677267955384, ""temporal_mean"": 0.125, ""temporal_std"": 0.04143786842469126, ""velocity_abs_mean"": 0.025540726957842708, ""velocity_rms"": 0.050228946149582045, ""expression_entropy"": 1.6514209285378456}"
128,C1,2000,0,overall,"{""cross_distance"": 0.3821062739938498, ""self_distance"": 0.25548136830329893, ""ES"": 0.25436558816581967, ""prediction_std"": 0.12106101708486676, ""boundary_fraction"": 0.15604626154527068, ""temporal_mean"": 0.12497318908572197, ""temporal_std"": 0.04196667451178655, ""velocity_abs_mean"": 0.028126721375156195, ""velocity_rms"": 0.06014266582787968, ""expression_entropy"": 1.3425208762288094}"
128,C1,2000,0,AU,"{""cross_distance"": 0.35480890683829786, ""self_distance"": 0.10124597148969769, ""ES"": 0.30418592132627964, ""prediction_std"": 0.08018200560472906, ""boundary_fraction"": 0.12403992406907491, ""temporal_mean"": 0.1697916236706078, ""temporal_std"": 0.04334762273938395, ""velocity_abs_mean"": 0.030214518267894164, ""velocity_rms"": 0.06249110822100192}"
128,C1,2000,0,VA,"{""cross_distance"": 0.7050303891301155, ""self_distance"": 0.7888143196702003, ""ES"": 0.3106232300400734, ""prediction_std"": 0.6421912372112274, ""boundary_fraction"": 0.0, ""temporal_mean"": -0.21127220541238784, ""temporal_std"": 0.046171259321272376, ""velocity_abs_mean"": 0.02102296493249014, ""velocity_rms"": 0.05766487750224769}"
128,C1,2000,0,expression,"{""cross_distance"": 0.28449864089488985, ""self_distance"": 0.10603821063414216, ""ES"": 0.2314795356243849, ""prediction_std"": 0.0674266259651631, ""boundary_fraction"": 0.2550697326660156, ""temporal_mean"": 0.125, ""temporal_std"": 0.03832625719951466, ""velocity_abs_mean"": 0.025988039464573377, ""velocity_rms"": 0.05569897492532618, ""expression_entropy"": 1.3425208762288094}"
128,C1,2000,1,overall,"{""cross_distance"": 0.38602283373475077, ""self_distance"": 0.2808310605585575, ""ES"": 0.24560730420053006, ""prediction_std"": 0.13518061572685838, ""boundary_fraction"": 0.1568892783485353, ""temporal_mean"": 0.14393823398277164, ""temporal_std"": 0.04380895947106182, ""velocity_abs_mean"": 0.029470407945336775, ""velocity_rms"": 0.06190706386696547, ""expression_entropy"": 1.264240489900112}"
128,C1,2000,1,AU,"{""cross_distance"": 0.35933163333684204, ""self_distance"": 0.1295187771320343, ""ES"": 0.29457224570214746, ""prediction_std"": 0.09577985196374357, ""boundary_fraction"": 0.11552958766696975, ""temporal_mean"": 0.18845090121030808, ""temporal_std"": 0.04672484681941569, ""velocity_abs_mean"": 0.033219624319463036, ""velocity_rms"": 0.06643899853806942}"
128,C1,2000,1,VA,"{""cross_distance"": 0.7043868027627468, ""self_distance"": 0.8366673544049263, ""ES"": 0.2860531248152256, ""prediction_std"": 0.6616865172982216, ""boundary_fraction"": 0.0, ""temporal_mean"": -0.11415370916947723, ""temporal_std"": 0.054019552562385796, ""velocity_abs_mean"": 0.023873527708929032, ""velocity_rms"": 0.05865958021022379}"
128,C1,2000,1,expression,"{""cross_distance"": 0.2897652264684439, ""self_distance"": 0.13234682446345686, ""ES"": 0.22359181502833964, ""prediction_std"": 0.07743059010244906, ""boundary_fraction"": 0.27366104125976565, ""temporal_mean"": 0.125, ""temporal_std"": 0.03578902970766649, ""velocity_abs_mean"": 0.023839845589827748, ""velocity_rms"": 0.05277906135306694, ""expression_entropy"": 1.264240489900112}"
750,C1,2000,0,overall,"{""cross_distance"": 0.38610973544418814, ""self_distance"": 0.26105149928480387, ""ES"": 0.25558398477733135, ""prediction_std"": 0.12321441313251853, ""boundary_fraction"": 0.1620468026958406, ""temporal_mean"": 0.12028674259781838, ""temporal_std"": 0.06037639200221747, ""velocity_abs_mean"": 0.02814649679348804, ""velocity_rms"": 0.06300411163829267, ""expression_entropy"": 1.3646329194307327}"
750,C1,2000,0,AU,"{""cross_distance"": 0.3597457444295287, ""self_distance"": 0.11130039393901825, ""ES"": 0.3040955472737551, ""prediction_std"": 0.08217346714809537, ""boundary_fraction"": 0.14203269905410706, ""temporal_mean"": 0.16012285714969038, ""temporal_std"": 0.05844624249730259, ""velocity_abs_mean"": 0.030207671798416415, ""velocity_rms"": 0.06560182032408193}"
750,C1,2000,0,VA,"{""cross_distance"": 0.7119224146008492, ""self_distance"": 0.8026352532207965, ""ES"": 0.3106047876179218, ""prediction_std"": 0.6355087496340275, ""boundary_fraction"": 0.0, ""temporal_mean"": -0.19733712077140808, ""temporal_std"": 0.10433612233027816, ""velocity_abs_mean"": 0.019047650159336627, ""velocity_rms"": 0.0518804510938935}"
750,C1,2000,0,expression,"{""cross_distance"": 0.29295039661228656, ""self_distance"": 0.11993325985968113, ""ES"": 0.2329837664961815, ""prediction_std"": 0.07209259946830571, ""boundary_fraction"": 0.24008495230227708, ""temporal_mean"": 0.125, ""temporal_std"": 0.05300549850799143, ""velocity_abs_mean"": 0.0265565077541396, ""velocity_rms"": 0.06035713679157197, ""expression_entropy"": 1.3646329194307327}"
750,C1,2000,1,overall,"{""cross_distance"": 0.39057429172098634, ""self_distance"": 0.2871878623962402, ""ES"": 0.24698036182671784, ""prediction_std"": 0.13710267869755627, ""boundary_fraction"": 0.16062701921910047, ""temporal_mean"": 0.13908593030646443, ""temporal_std"": 0.06350807698909193, ""velocity_abs_mean"": 0.029441023396793754, ""velocity_rms"": 0.06496145911514759, ""expression_entropy"": 1.2787460640072823}"
750,C1,2000,1,AU,"{""cross_distance"": 0.3636675512418151, ""self_distance"": 0.13626262126490474, ""ES"": 0.29553624168038367, ""prediction_std"": 0.09657277381047606, ""boundary_fraction"": 0.13116581179201603, ""temporal_mean"": 0.17802580147981645, ""temporal_std"": 0.0626212281640619, ""velocity_abs_mean"": 0.03320687430095859, ""velocity_rms"": 0.06989543782547117}"
750,C1,2000,1,VA,"{""cross_distance"": 0.7177422769367695, ""self_distance"": 0.8571028873324394, ""ES"": 0.2891908332705498, ""prediction_std"": 0.6611099772155284, ""boundary_fraction"": 0.0, ""temporal_mean"": -0.09661937057971955, ""temporal_std"": 0.1248969068750739, ""velocity_abs_mean"": 0.021177460730541497, ""velocity_rms"": 0.053830317105166614}"
750,C1,2000,1,expression,"{""cross_distance"": 0.29923345893621445, ""self_distance"": 0.14592204233631492, ""ES"": 0.22627243790775536, ""prediction_std"": 0.08209442738443613, ""boundary_fraction"": 0.2560235431417823, ""temporal_mean"": 0.125, ""temporal_std"": 0.04982372149825096, ""velocity_abs_mean"": 0.024445946037303656, ""velocity_rms"": 0.05734447439899668, ""expression_entropy"": 1.2787460640072823}"
128,C1,4000,0,overall,"{""cross_distance"": 0.3917754806578159, ""self_distance"": 0.28895894922316073, ""ES"": 0.24729600511491298, ""prediction_std"": 0.13949909908697009, ""boundary_fraction"": 0.14861388830468059, ""temporal_mean"": 0.17615715116262437, ""temporal_std"": 0.05223603516351431, ""velocity_abs_mean"": 0.03612230065045878, ""velocity_rms"": 0.07753380840877071, ""expression_entropy"": 1.1721931129693985}"
128,C1,4000,0,AU,"{""cross_distance"": 0.36558726653456686, ""self_distance"": 0.14287936156615616, ""ES"": 0.29414758570492266, ""prediction_std"": 0.10398990614339709, ""boundary_fraction"": 0.08871236556806253, ""temporal_mean"": 0.22923069093376397, ""temporal_std"": 0.058015785017050805, ""velocity_abs_mean"": 0.042948921810602766, ""velocity_rms"": 0.08524129813304171}"
128,C1,4000,0,VA,"{""cross_distance"": 0.7060981780290604, ""self_distance"": 0.8351138927042484, ""ES"": 0.2885412320494652, ""prediction_std"": 0.6635402366518974, ""boundary_fraction"": 0.0, ""temporal_mean"": -0.017265657323878258, ""temporal_std"": 0.05576427048072219, ""velocity_abs_mean"": 0.023528896813513712, ""velocity_rms"": 0.0658964298432693}"
128,C1,4000,0,expression,"{""cross_distance"": 0.2944746805354953, ""self_distance"": 0.1331838419660926, ""ES"": 0.22788275880739092, ""prediction_std"": 0.07506857132539153, ""boundary_fraction"": 0.2980827331542969, ""temporal_mean"": 0.12499999990686775, ""temporal_std"": 0.040516954171471296, ""velocity_abs_mean"": 0.026470735733164476, ""velocity_rms"": 0.06259851400973275, ""expression_entropy"": 1.1721931129693985}"
750,C1,4000,0,overall,"{""cross_distance"": 0.39500685073435304, ""self_distance"": 0.2967748809605837, ""ES"": 0.2466194100677967, ""prediction_std"": 0.14158174954354763, ""boundary_fraction"": 0.1595334665849805, ""temporal_mean"": 0.17651841649785638, ""temporal_std"": 0.08576732203364372, ""velocity_abs_mean"": 0.03467116920510307, ""velocity_rms"": 0.07740000723861158, ""expression_entropy"": 1.176421270519495}"
750,C1,4000,0,AU,"{""cross_distance"": 0.37006294168531895, ""self_distance"": 0.15906335320323706, ""ES"": 0.2905312653630972, ""prediction_std"": 0.10606239214539528, ""boundary_fraction"": 0.10074885271023959, ""temporal_mean"": 0.22597275413572787, ""temporal_std"": 0.08596771908923984, ""velocity_abs_mean"": 0.0412750665214844, ""velocity_rms"": 0.08584249003324658}"
750,C1,4000,0,VA,"{""cross_distance"": 0.7219758719205857, ""self_distance"": 0.864292448759079, ""ES"": 0.2898296475410461, ""prediction_std"": 0.6612398408353328, ""boundary_fraction"": 0.0, ""temporal_mean"": 0.011684574767423328, ""temporal_std"": 0.17290069684386253, ""velocity_abs_mean"": 0.020497215690556913, ""velocity_rms"": 0.05799251969438046}"
750,C1,4000,0,expression,"{""cross_distance"": 0.30090153217315674, ""self_distance"": 0.1508915452286601, ""ES"": 0.2254557590931654, ""prediction_std"": 0.07826602482236922, ""boundary_fraction"": 0.3096379840746522, ""temporal_mean"": 0.125, ""temporal_std"": 0.06360824443399907, ""velocity_abs_mean"": 0.025832352321594955, ""velocity_rms"": 0.06339181873481721, ""expression_entropy"": 1.176421270519495}"
128,C1,500,0,overall,"{""cross_distance"": 0.3700036432594061, ""self_distance"": 0.22384061813354492, ""ES"": 0.25808333419263363, ""prediction_std"": 0.09790959348902106, ""boundary_fraction"": 0.02378039502655156, ""temporal_mean"": 0.16132592279464006, ""temporal_std"": 0.05808454619254917, ""velocity_abs_mean"": 0.03857759098755196, ""velocity_rms"": 0.07535218398552387, ""expression_entropy"": 1.5129524491727353}"
128,C1,500,0,AU,"{""cross_distance"": 0.35213973484933375, ""self_distance"": 0.09219313720241189, ""ES"": 0.30604316629469397, ""prediction_std"": 0.056969603756442666, ""boundary_fraction"": 0.001956583766150288, ""temporal_mean"": 0.21730591561645268, ""temporal_std"": 0.05896945253480226, ""velocity_abs_mean"": 0.04163519486319274, ""velocity_rms"": 0.07689346241531894}"
128,C1,500,0,VA,"{""cross_distance"": 0.6260731756687165, ""self_distance"": 0.7114268496632576, ""ES"": 0.27035975083708763, ""prediction_std"": 0.5732428044080734, ""boundary_fraction"": 0.0, ""temporal_mean"": -0.11322020978841466, ""temporal_std"": 0.10485499650239945, ""velocity_abs_mean"": 0.03699717464623973, ""velocity_rms"": 0.09689792860299348}"
128,C1,500,0,expression,"{""cross_distance"": 0.28535477761179207, ""self_distance"": 0.09382440922781825, ""ES"": 0.23844257164746524, ""prediction_std"": 0.05583878082688898, ""boundary_fraction"": 0.0706451416015625, ""temporal_mean"": 0.125, ""temporal_std"": 0.04473274617921561, ""velocity_abs_mean"": 0.033239685182343236, ""velocity_rms"": 0.0650793616543524, ""expression_entropy"": 1.5129524491727353}"
750,C1,500,0,overall,"{""cross_distance"": 0.37367645278573036, ""self_distance"": 0.22846294194459915, ""ES"": 0.2594449814409018, ""prediction_std"": 0.10016457103192807, ""boundary_fraction"": 0.027951365115586668, ""temporal_mean"": 0.15040172468870877, ""temporal_std"": 0.0716839452739805, ""velocity_abs_mean"": 0.037471078475937246, ""velocity_rms"": 0.07803783250274136, ""expression_entropy"": 1.5184838712215423}"
750,C1,500,0,AU,"{""cross_distance"": 0.3558171845972538, ""self_distance"": 0.09683721754699945, ""ES"": 0.30739857610315086, ""prediction_std"": 0.058683784259483215, ""boundary_fraction"": 0.0011481356748959115, ""temporal_mean"": 0.20030045472085475, ""temporal_std"": 0.0715828094049357, ""velocity_abs_mean"": 0.040194060414796694, ""velocity_rms"": 0.07940998316043987}"
750,C1,500,0,VA,"{""cross_distance"": 0.6365826718509198, ""self_distance"": 0.7218758039176464, ""ES"": 0.2756447695195675, ""prediction_std"": 0.5698124215006828, ""boundary_fraction"": 0.0, ""temporal_mean"": -0.12223183484748006, ""temporal_std"": 0.14419091902673245, ""velocity_abs_mean"": 0.03526655678870157, ""velocity_rms"": 0.09812788497656584}"
750,C1,500,0,expression,"{""cross_distance"": 0.293729411251843, ""self_distance"": 0.10526901362463832, ""ES"": 0.2410949045792222, ""prediction_std"": 0.06052908431738615, ""boundary_fraction"": 0.08519526096060873, ""temporal_mean"": 0.125, ""temporal_std"": 0.05374684385024011, ""velocity_abs_mean"": 0.032916621369076894, ""velocity_rms"": 0.06894420169992373, ""expression_entropy"": 1.5184838712215423}"
128,C1,6000,0,overall,"{""cross_distance"": 0.3864015657454729, ""self_distance"": 0.2706972183659673, ""ES"": 0.2510529575869441, ""prediction_std"": 0.1345110846683383, ""boundary_fraction"": 0.15335009419359266, ""temporal_mean"": 0.1612166002392769, ""temporal_std"": 0.06183377411216497, ""velocity_abs_mean"": 0.03843759195588063, ""velocity_rms"": 0.08556862073019147, ""expression_entropy"": 1.2712948761880398}"
128,C1,6000,0,AU,"{""cross_distance"": 0.36107136961072683, ""self_distance"": 0.13668122179806233, ""ES"": 0.2927307588979602, ""prediction_std"": 0.0971347600221634, ""boundary_fraction"": 0.1305204328498803, ""temporal_mean"": 0.22296998631209136, ""temporal_std"": 0.06403006991604343, ""velocity_abs_mean"": 0.04295388959872071, ""velocity_rms"": 0.08881526436889545}"
128,C1,6000,0,VA,"{""cross_distance"": 0.6856040008366108, ""self_distance"": 0.7858210645616055, ""ES"": 0.292693468183279, ""prediction_std"": 0.6268533453345299, ""boundary_fraction"": 0.0, ""temporal_mean"": -0.1570672606001608, ""temporal_std"": 0.09538187589496375, ""velocity_abs_mean"": 0.035192658827872945, ""velocity_rms"": 0.10519540421664715}"
128,C1,6000,0,expression,"{""cross_distance"": 0.2994312133640051, ""self_distance"": 0.143710217718035, ""ES"": 0.22757610427215696, ""prediction_std"": 0.08150614402256906, ""boundary_fraction"": 0.23449325561523438, ""temporal_mean"": 0.12499999990686775, ""temporal_std"": 0.04932870578486472, ""velocity_abs_mean"": 0.03078076480596792, ""velocity_rms"": 0.0715850607259199, ""expression_entropy"": 1.2712948761880398}"
128,C1,6000,1,overall,"{""cross_distance"": 0.39894159212708474, ""self_distance"": 0.30597407892346384, ""ES"": 0.24595455266535282, ""prediction_std"": 0.14610431026667356, ""boundary_fraction"": 0.14829931305721403, ""temporal_mean"": 0.19182404559105634, ""temporal_std"": 0.06278599324868991, ""velocity_abs_mean"": 0.04022573109250516, ""velocity_rms"": 0.08858386148931459, ""expression_entropy"": 1.2109767362475394}"
128,C1,6000,1,AU,"{""cross_distance"": 0.3668852627277374, ""self_distance"": 0.15029927277937533, ""ES"": 0.2917356273159385, ""prediction_std"": 0.10484005808830262, ""boundary_fraction"": 0.11102702443895396, ""temporal_mean"": 0.24533875435590743, ""temporal_std"": 0.06783875700784847, ""velocity_abs_mean"": 0.046856183907948434, ""velocity_rms"": 0.09372717423830182}"
128,C1,6000,1,VA,"{""cross_distance"": 0.7390972502529621, ""self_distance"": 0.8991657093167305, ""ES"": 0.28951439559459685, ""prediction_std"": 0.6941458210349083, ""boundary_fraction"": 0.0, ""temporal_mean"": 0.057760063296882436, ""temporal_std"": 0.08946515461429953, ""velocity_abs_mean"": 0.03342047114274464, ""velocity_rms"": 0.10538816011976451}"
128,C1,6000,1,expression,"{""cross_distance"": 0.30396286826580765, ""self_distance"": 0.15492988117039203, ""ES"": 0.22649792954325676, ""prediction_std"": 0.08646442405879498, ""boundary_fraction"": 0.25525970458984376, ""temporal_mean"": 0.125, ""temporal_std"": 0.04664228232577443, ""velocity_abs_mean"": 0.029494944683392532, ""velocity_rms"": 0.0715820896322839, ""expression_entropy"": 1.2109767362475394}"
750,C1,6000,0,overall,"{""cross_distance"": 0.3876180674880743, ""self_distance"": 0.2806425537914038, ""ES"": 0.24729679096490145, ""prediction_std"": 0.13567358776926994, ""boundary_fraction"": 0.16336966976523398, ""temporal_mean"": 0.16150805670768023, ""temporal_std"": 0.10781002221629024, ""velocity_abs_mean"": 0.03468103228951804, ""velocity_rms"": 0.08014616335276514, ""expression_entropy"": 1.2467757910490036}"
750,C1,6000,0,AU,"{""cross_distance"": 0.3656083973124623, ""self_distance"": 0.15958132511004805, ""ES"": 0.2858177337795496, ""prediction_std"": 0.0989477866794914, ""boundary_fraction"": 0.13857531612738966, ""temporal_mean"": 0.2130954925902188, ""temporal_std"": 0.10664280708879233, ""velocity_abs_mean"": 0.039894227677723396, ""velocity_rms"": 0.08650529661681503}"
750,C1,6000,0,VA,"{""cross_distance"": 0.6855438604950905, ""self_distance"": 0.804343942552805, ""ES"": 0.283371888846159, ""prediction_std"": 0.6174804024398327, ""boundary_fraction"": 0.0, ""temporal_mean"": -0.07936545893899165, ""temporal_std"": 0.2180418012663722, ""velocity_abs_mean"": 0.02652770954882726, ""velocity_rms"": 0.07500304670538753}"
750,C1,6000,0,expression,"{""cross_distance"": 0.30377082452178, ""self_distance"": 0.16524349078536033, ""ES"": 0.22114907950162888, ""prediction_std"": 0.08408276159316301, ""boundary_fraction"": 0.2507015044800937, ""temporal_mean"": 0.125, ""temporal_std"": 0.08244062210433185, ""velocity_abs_mean"": 0.026944622787414118, ""velocity_rms"": 0.06757387088146061, ""expression_entropy"": 1.2467757910490036}"
750,C1,6000,1,overall,"{""cross_distance"": 0.3976132724434137, ""self_distance"": 0.30636732578277587, ""ES"": 0.2444296097382903, ""prediction_std"": 0.14277886431664227, ""boundary_fraction"": 0.15782624818384647, ""temporal_mean"": 0.18444336717948318, ""temporal_std"": 0.10314973187632859, ""velocity_abs_mean"": 0.03603881652816199, ""velocity_rms"": 0.08291060263291002, ""expression_entropy"": 1.2039637379348278}"
750,C1,6000,1,AU,"{""cross_distance"": 0.36838645339012144, ""self_distance"": 0.16612122198566795, ""ES"": 0.2853258430957794, ""prediction_std"": 0.1020243306644261, ""boundary_fraction"": 0.12193777253851294, ""temporal_mean"": 0.22588605927303435, ""temporal_std"": 0.1041694444604218, ""velocity_abs_mean"": 0.04261771614546887, ""velocity_rms"": 0.09015762736089528}"
750,C1,6000,1,VA,"{""cross_distance"": 0.7360692456364631, ""self_distance"": 0.8960937678813934, ""ES"": 0.28802236169576645, ""prediction_std"": 0.6729170866310596, ""boundary_fraction"": 0.0, ""temporal_mean"": 0.11139666541712359, ""temporal_std"": 0.2045334443449974, ""velocity_abs_mean"": 0.02658653788967058, ""velocity_rms"": 0.08436240239534527}"
750,C1,6000,1,expression,"{""cross_distance"": 0.30635258704423907, ""self_distance"": 0.17188159078359605, ""ES"": 0.22041179277002812, ""prediction_std"": 0.0866590547375381, ""boundary_fraction"": 0.2645737058483064, ""temporal_mean"": 0.125, ""temporal_std"": 0.07589185982942581, ""velocity_abs_mean"": 0.02606645186897367, ""velocity_rms"": 0.0664127721101977, ""expression_entropy"": 1.2039637379348278}"
128,C2,1000,0,overall,"{""cross_distance"": 0.39160089679062365, ""self_distance"": 0.2382525397464633, ""ES"": 0.27247462682425977, ""prediction_std"": 0.11676652487367392, ""boundary_fraction"": 0.10424609179608524, ""temporal_mean"": 0.21464952044188976, ""temporal_std"": 0.05892043939093128, ""velocity_abs_mean"": 0.04348650357569568, ""velocity_rms"": 0.08756570616969839, ""expression_entropy"": 1.1585344769060613}"
128,C2,1000,0,AU,"{""cross_distance"": 0.36522736102342607, ""self_distance"": 0.1215890540741384, ""ES"": 0.3044328339397907, ""prediction_std"": 0.07918567974120379, ""boundary_fraction"": 0.047188926558374075, ""temporal_mean"": 0.24640405606478452, ""temporal_std"": 0.06722859698347747, ""velocity_abs_mean"": 0.05230218381038867, ""velocity_rms"": 0.09564585058251396}"
128,C2,1000,0,VA,"{""cross_distance"": 0.7080283842980861, ""self_distance"": 0.6679511077702045, ""ES"": 0.37405282966792586, ""prediction_std"": 0.5662697829306126, ""boundary_fraction"": 0.0, ""temporal_mean"": 0.3350887605920434, ""temporal_std"": 0.05943453344516456, ""velocity_abs_mean"": 0.025684359762817622, ""velocity_rms"": 0.07346228496171534}"
128,C2,1000,0,expression,"{""cross_distance"": 0.2939045553095639, ""self_distance"": 0.13557318430393933, ""ES"": 0.2261179623194039, ""prediction_std"": 0.07485481025651097, ""boundary_fraction"": 0.23728981018066406, ""temporal_mean"": 0.125, ""temporal_std"": 0.04321413175784983, ""velocity_abs_mean"": 0.0314076381502673, ""velocity_rms"": 0.07196981406304985, ""expression_entropy"": 1.1585344769060613}"
750,C2,1000,0,overall,"{""cross_distance"": 0.3978620283305645, ""self_distance"": 0.24258000068366528, ""ES"": 0.27657202575355766, ""prediction_std"": 0.12004125770181417, ""boundary_fraction"": 0.10287139788269997, ""temporal_mean"": 0.21898189838975668, ""temporal_std"": 0.08680930328555406, ""velocity_abs_mean"": 0.045449159771669655, ""velocity_rms"": 0.09532008589012549, ""expression_entropy"": 1.1996446289122105}"
750,C2,1000,0,AU,"{""cross_distance"": 0.3721690997481346, ""self_distance"": 0.13181589180603623, ""ES"": 0.3062611537054181, ""prediction_std"": 0.08415782167576254, ""boundary_fraction"": 0.04382442705100402, ""temporal_mean"": 0.2529854977503419, ""temporal_std"": 0.09316600780002773, ""velocity_abs_mean"": 0.05566323105012998, ""velocity_rms"": 0.1064303262042813}"
750,C2,1000,0,VA,"{""cross_distance"": 0.7324035041034221, ""self_distance"": 0.6908037722110748, ""ES"": 0.3870016183704138, ""prediction_std"": 0.5667798966169357, ""boundary_fraction"": 0.0, ""temporal_mean"": 0.3398825149983168, ""temporal_std"": 0.15169246308505535, ""velocity_abs_mean"": 0.022698141809087247, ""velocity_rms"": 0.06896571589168161}"
750,C2,1000,0,expression,"{""cross_distance"": 0.3018764199689031, ""self_distance"": 0.13752362187951803, ""ES"": 0.23311460968106984, ""prediction_std"": 0.07563804425299167, ""boundary_fraction"": 0.23930231891572476, ""temporal_mean"": 0.125, ""temporal_std"": 0.05866970635252074, ""velocity_abs_mean"": 0.031985534756677224, ""velocity_rms"": 0.07645809708628803, ""expression_entropy"": 1.1996446289122105}"
128,C2,128,0,overall,"{""cross_distance"": 0.340218766964972, ""self_distance"": 0.06327149611897767, ""ES"": 0.3085830196738243, ""prediction_std"": 0.015569593652617186, ""boundary_fraction"": 0.010085937265102984, ""temporal_mean"": 0.16579457614570856, ""temporal_std"": 0.040488135174382475, ""velocity_abs_mean"": 0.026580860873218627, ""velocity_rms"": 0.05237977845827117, ""expression_entropy"": 1.5611459255218505}"
