arm,step,index,max_chunk_error,old_strict_pass,fp64_chunk_max,fp32_to_fp64_max,multi_FRC_chunk_error,single_FRC_chunk_error,boundary_abs_change,interior_abs_change
C1,2000,13,1.043081283569336e-06,True,,,,,0.04040294513106346,0.015517928637564182
C1,2000,14,1.2516975402832031e-06,True,,,,,0.06980340927839279,0.016504157334566116
C1,2000,15,1.2218952178955078e-06,True,,,,,0.10444705933332443,0.027934681624174118
C1,2000,16,8.940696716308594e-07,True,,,,,0.11220285296440125,0.02427997812628746
C1,2000,17,1.1473894119262695e-06,True,,,,,0.07860599458217621,0.024691132828593254
C1,2000,18,1.0132789611816406e-06,True,,,,,0.03466097265481949,0.017023658379912376
C1,2000,19,1.996755599975586e-06,True,,,,,0.08318500965833664,0.017816603183746338
C1,2000,20,9.238719940185547e-07,True,,,,,0.03137228637933731,0.0393657460808754
C1,2000,21,7.748603820800781e-07,True,,,,,0.02375904843211174,0.029082028195261955
C1,2000,22,9.238719940185547e-07,True,,,,,0.0904160737991333,0.03548614680767059
C1,2000,23,8.791685104370117e-07,True,,,,,0.0360872857272625,0.03540056571364403
C1,2000,24,1.3932585716247559e-06,True,,,,,0.04178967326879501,0.027369631454348564
C1,2000,25,8.940696716308594e-07,True,,,,,0.10708442330360413,0.03000875562429428
C1,2000,26,1.0728836059570312e-06,True,,,,,0.048102330416440964,0.02831731177866459
C1,2000,27,1.1175870895385742e-06,True,,,,,0.035901814699172974,0.027700012549757957
C1,2000,28,1.5348196029663086e-06,True,,,,,,0.03267447650432587
C1,2000,29,8.642673492431641e-07,True,,,,,,0.02721729502081871
C1,2000,30,9.238719940185547e-07,True,,,,,0.023552220314741135,0.025940872728824615
C1,2000,31,9.5367431640625e-07,True,,,,,0.09341892600059509,0.033217791467905045
C1,2000,32,7.003545761108398e-07,True,,,,,,0.03821739926934242
C1,2000,33,1.0728836059570312e-06,True,,,,,,0.03238852694630623
C1,2000,34,1.1920928955078125e-06,True,,,,,0.03343699872493744,0.027748120948672295
C1,2000,35,1.3709068298339844e-06,True,,,,,,0.03138536959886551
C1,2000,36,8.791685104370117e-07,True,,,,,,0.031103720888495445
C1,2000,37,9.685754776000977e-07,True,,,,,,0.03619160130620003
C1,2000,38,8.046627044677734e-07,True,,,,,,0.028063463047146797
C1,2000,39,7.450580596923828e-07,True,,,,,,0.036722615361213684
C1,2000,40,8.642673492431641e-07,True,,,,,,0.023587359115481377
C1,2000,41,9.5367431640625e-07,True,,,,,,0.023683074861764908
C1,2000,42,9.5367431640625e-07,True,,,,,0.08800037950277328,0.03029274009168148
C1,2000,43,8.568167686462402e-07,True,,,,,0.07010336965322495,0.029037849977612495
C1,2000,44,9.834766387939453e-07,True,,,,,0.043627746403217316,0.02498086355626583
C1,2000,45,1.1995434761047363e-06,True,,,,,0.0311310775578022,0.02907155267894268
