arm,step,residual_saturation,noise_VJP,outputs,path_gradients
C1,4900,0.6416866779327393,"{""AU"": {""vjp_norm"": 0.4724515378475189, ""finite"": true}, ""VA"": {""vjp_norm"": 2.317628860473633, ""finite"": true}, ""expression"": {""vjp_norm"": 0.4792064130306244, ""finite"": true}}","{""AU"": {""mean"": 0.19566766917705536, ""std"": 0.2441427856683731, ""abs_quantiles"": {""min"": 0.0009030186338350177, ""p05"": 0.006421965546905994, ""p50"": 0.0789329782128334, ""p95"": 0.7793375849723816, ""p99"": 0.9169619083404541, ""max"": 0.9928291440010071}, ""boundary_fraction"": 0.1270444393157959, ""prediction_std"": 0.07265037298202515}, ""VA"": {""mean"": 0.10552456229925156, ""std"": 0.7227771282196045, ""abs_quantiles"": {""min"": 0.0011959964176639915, ""p05"": 0.40803325176239014, ""p50"": 0.7554918527603149, ""p95"": 0.901624858379364, ""p99"": 0.9089324474334717, ""max"": 0.9242477416992188}, ""boundary_fraction"": 0.0, ""prediction_std"": 0.621690034866333}, ""expression"": {""mean"": 0.125, ""std"": 0.1747964471578598, ""abs_quantiles"": {""min"": 7.576491771033034e-05, ""p05"": 0.0024668548721820116, ""p50"": 0.04899122938513756, ""p95"": 0.5545081496238708, ""p99"": 0.7808693647384644, ""max"": 0.9471403360366821}, ""boundary_fraction"": 0.21010416746139526, ""prediction_std"": 0.06830497086048126}}","{""encoder_H"": {""all"": 0.00015759843518026173}, ""decoder_hidden"": {""all"": 2.6064984922413714e-05}, ""base_logits"": {""AU"": 0.00039593339897692204, ""VA"": 0.0004864608054049313, ""expression"": 0.00026133196661248803}, ""stochastic_logits"": {""AU"": 5.624482946586795e-05, ""VA"": 0.0001396227307850495, ""expression"": 4.698252087109722e-05}, ""final_raw"": {""AU"": 0.00021508800273295492, ""VA"": 0.00034642487298697233, ""expression"": 0.0001533898466732353}}"
C1,2400,0.42155665159225464,"{""AU"": {""vjp_norm"": 0.3302203416824341, ""finite"": true}, ""VA"": {""vjp_norm"": 1.449971318244934, ""finite"": true}, ""expression"": {""vjp_norm"": 0.43751856684684753, ""finite"": true}}","{""AU"": {""mean"": 0.23077204823493958, ""std"": 0.26351669430732727, ""abs_quantiles"": {""min"": 0.002342439256608486, ""p05"": 0.0071276407688856125, ""p50"": 0.10348077118396759, ""p95"": 0.8253992795944214, ""p99"": 0.924687385559082, ""max"": 0.9848079681396484}, ""boundary_fraction"": 0.1030944436788559, ""prediction_std"": 0.05522831529378891}, ""VA"": {""mean"": -0.002255019498988986, ""std"": 0.71174156665802, ""abs_quantiles"": {""min"": 0.00024828314781188965, ""p05"": 0.3475002646446228, ""p50"": 0.718026876449585, ""p95"": 0.9054451584815979, ""p99"": 0.9203464984893799, ""max"": 0.9331262707710266}, ""boundary_fraction"": 0.0, ""prediction_std"": 0.5637302398681641}, ""expression"": {""mean"": 0.125, ""std"": 0.18603156507015228, ""abs_quantiles"": {""min"": 0.00029728212393820286, ""p05"": 0.002623796695843339, ""p50"": 0.038941483944654465, ""p95"": 0.5865927934646606, ""p99"": 0.8326140642166138, ""max"": 0.9515069723129272}, ""boundary_fraction"": 0.24308332800865173, ""prediction_std"": 0.04286877065896988}}","{""encoder_H"": {""all"": 0.00019167433492839336}, ""decoder_hidden"": {""all"": 4.110810186830349e-05}, ""base_logits"": {""AU"": 0.0004354321863502264, ""VA"": 0.0006803984870202839, ""expression"": 0.00027068445342592895}, ""stochastic_logits"": {""AU"": 7.910019485279918e-05, ""VA"": 0.0002800785005092621, ""expression"": 4.42327800556086e-05}, ""final_raw"": {""AU"": 0.00023392541334033012, ""VA"": 0.000546550378203392, ""expression"": 0.0001499186037108302}}"
C1,4500,0.7001333236694336,"{""AU"": {""vjp_norm"": 0.4496626555919647, ""finite"": true}, ""VA"": {""vjp_norm"": 2.5659122467041016, ""finite"": true}, ""expression"": {""vjp_norm"": 0.6747384071350098, ""finite"": true}}","{""AU"": {""mean"": 0.2229914516210556, ""std"": 0.2507309019565582, ""abs_quantiles"": {""min"": 0.0010335170663893223, ""p05"": 0.00612196559086442, ""p50"": 0.10483857989311218, ""p95"": 0.7723356485366821, ""p99"": 0.9200506806373596, ""max"": 0.9924612641334534}, ""boundary_fraction"": 0.10346110910177231, ""prediction_std"": 0.06102246046066284}, ""VA"": {""mean"": 0.2415461391210556, ""std"": 0.6145082712173462, ""abs_quantiles"": {""min"": 7.045269012451172e-05, ""p05"": 0.19128508865833282, ""p50"": 0.5872495174407959, ""p95"": 0.9320986866950989, ""p99"": 0.9408665299415588, ""max"": 0.9467682242393494}, ""boundary_fraction"": 0.0, ""prediction_std"": 0.4027959704399109}, ""expression"": {""mean"": 0.125, ""std"": 0.2110961675643921, ""abs_quantiles"": {""min"": 0.000165390272741206, ""p05"": 0.0015003851149231195, ""p50"": 0.03481752425432205, ""p95"": 0.7019392251968384, ""p99"": 0.9076347351074219, ""max"": 0.9733449816703796}, ""boundary_fraction"": 0.2760624885559082, ""prediction_std"": 0.058363545686006546}}","{""encoder_H"": {""all"": 0.00022186516434885561}, ""decoder_hidden"": {""all"": 3.573215508367866e-05}, ""base_logits"": {""AU"": 0.00044531567255035043, ""VA"": 0.000979474512860179, ""expression"": 0.00027678979677148163}, ""stochastic_logits"": {""AU"": 3.822313738055527e-05, ""VA"": 0.00025916387676261365, ""expression"": 4.625026122084819e-05}, ""final_raw"": {""AU"": 0.00023354313452728093, ""VA"": 0.0006486259517259896, ""expression"": 0.00016103062080219388}}"
C1,5800,0.692207396030426,"{""AU"": {""vjp_norm"": 0.38504886627197266, ""finite"": true}, ""VA"": {""vjp_norm"": 1.3367748260498047, ""finite"": true}, ""expression"": {""vjp_norm"": 0.6007049679756165, ""finite"": true}}","{""AU"": {""mean"": 0.19724854826927185, ""std"": 0.24543705582618713, ""abs_quantiles"": {""min"": 0.0009091049432754517, ""p05"": 0.005400631111115217, ""p50"": 0.08130960166454315, ""p95"": 0.7690261602401733, ""p99"": 0.9164378046989441, ""max"": 0.9870343804359436}, ""boundary_fraction"": 0.13551738858222961, ""prediction_std"": 0.08959249407052994}, ""VA"": {""mean"": 0.0018455038079991937, ""std"": 0.6380583643913269, ""abs_quantiles"": {""min"": 0.0018460729625076056, ""p05"": 0.18595631420612335, ""p50"": 0.6252766847610474, ""p95"": 0.9255959391593933, ""p99"": 0.9445608854293823, ""max"": 0.9569051861763}, ""boundary_fraction"": 0.0, ""prediction_std"": 0.5803643465042114}, ""expression"": {""mean"": 0.125, ""std"": 0.19181734323501587, ""abs_quantiles"": {""min"": 0.00016041156777646393, ""p05"": 0.0016023367643356323, ""p50"": 0.041675396263599396, ""p95"": 0.5969811081886292, ""p99"": 0.8799148201942444, ""max"": 0.9671778082847595}, ""boundary_fraction"": 0.252855122089386, ""prediction_std"": 0.07812492549419403}}","{""encoder_H"": {""all"": 0.00016852574481163174}, ""decoder_hidden"": {""all"": 2.134171336365398e-05}, ""base_logits"": {""AU"": 0.000401161378249526, ""VA"": 0.0006130835390649736, ""expression"": 0.0002621327876113355}, ""stochastic_logits"": {""AU"": 4.586256545735523e-05, ""VA"": 0.0001351968530798331, ""expression"": 3.86631436413154e-05}, ""final_raw"": {""AU"": 0.00021909143833909184, ""VA"": 0.00037347449688240886, ""expression"": 0.00015697561320848763}}"
C1,4700,0.609499454498291,"{""AU"": {""vjp_norm"": 0.6550418138504028, ""finite"": true}, ""VA"": {""vjp_norm"": 2.9015843868255615, ""finite"": true}, ""expression"": {""vjp_norm"": 0.3433014154434204, ""finite"": true}}","{""AU"": {""mean"": 0.20059148967266083, ""std"": 0.259738951921463, ""abs_quantiles"": {""min"": 0.0011504682479426265, ""p05"": 0.005832298658788204, ""p50"": 0.06964214146137238, ""p95"": 0.8084981441497803, ""p99"": 0.9283202290534973, ""max"": 0.9796372056007385}, ""boundary_fraction"": 0.1363304853439331, ""prediction_std"": 0.08323226869106293}, ""VA"": {""mean"": -0.05233226343989372, ""std"": 0.7483164668083191, ""abs_quantiles"": {""min"": 6.261467933654785e-05, ""p05"": 0.352914959192276, ""p50"": 0.8602071404457092, ""p95"": 0.9179874062538147, ""p99"": 0.9310004711151123, ""max"": 0.943780243396759}, ""boundary_fraction"": 0.0, ""prediction_std"": 0.5121588706970215}, ""expression"": {""mean"": 0.125, ""std"": 0.18554852902889252, ""abs_quantiles"": {""min"": 8.61729567986913e-05, ""p05"": 0.001619164366275072, ""p50"": 0.03941594809293747, ""p95"": 0.5575772523880005, ""p99"": 0.8243141174316406, ""max"": 0.9330055117607117}, ""boundary_fraction"": 0.2643214762210846, ""prediction_std"": 0.06460581719875336}}","{""encoder_H"": {""all"": 0.00017388003470841795}, ""decoder_hidden"": {""all"": 3.502620165818371e-05}, ""base_logits"": {""AU"": 0.0004666269232984632, ""VA"": 0.0005504545988515019, ""expression"": 0.000273043115157634}, ""stochastic_logits"": {""AU"": 7.725408067926764e-05, ""VA"": 0.0001573453046148643, ""expression"": 4.55802510259673e-05}, ""final_raw"": {""AU"": 0.0002542283327784389, ""VA"": 0.00041778048034757376, ""expression"": 0.0001616265653865412}}"
C1,3500,0.5885226726531982,"{""AU"": {""vjp_norm"": 0.3914453983306885, ""finite"": true}, ""VA"": {""vjp_norm"": 1.7430291175842285, ""finite"": true}, ""expression"": {""vjp_norm"": 0.38262486457824707, ""finite"": true}}","{""AU"": {""mean"": 0.26505205035209656, ""std"": 0.2857449948787689, ""abs_quantiles"": {""min"": 0.002018254017457366, ""p05"": 0.008316081948578358, ""p50"": 0.1278582513332367, ""p95"": 0.8643024563789368, ""p99"": 0.9396371841430664, ""max"": 0.9851884841918945}, ""boundary_fraction"": 0.07181280851364136, ""prediction_std"": 0.10337445139884949}, ""VA"": {""mean"": 0.11426229029893875, ""std"": 0.7091892957687378, ""abs_quantiles"": {""min"": 3.203749656677246e-05, ""p05"": 0.4251020550727844, ""p50"": 0.7259896397590637, ""p95"": 0.8708677291870117, ""p99"": 0.9038390517234802, ""max"": 0.9247676134109497}, ""boundary_fraction"": 0.0, ""prediction_std"": 0.6540567874908447}, ""expression"": {""mean"": 0.125, ""std"": 0.19369915127754211, ""abs_quantiles"": {""min"": 0.0002656474243849516, ""p05"": 0.0019505860982462764, ""p50"": 0.043351780623197556, ""p95"": 0.589957058429718, ""p99"": 0.8913405537605286, ""max"": 0.9635635614395142}, ""boundary_fraction"": 0.28470444679260254, ""prediction_std"": 0.06498433649539948}}","{""encoder_H"": {""all"": 0.00014208682114258409}, ""decoder_hidden"": {""all"": 2.7189742468181066e-05}, ""base_logits"": {""AU"": 0.00043303414713591337, ""VA"": 0.00036498100962489843, ""expression"": 0.0002597590209916234}, ""stochastic_logits"": {""AU"": 5.473350393003784e-05, ""VA"": 0.0001446455717086792, ""expression"": 2.7168895030627027e-05}, ""final_raw"": {""AU"": 0.00023127874010242522, ""VA"": 0.000300570362014696, ""expression"": 0.00014199648285284638}}"
C1,2800,0.5316950082778931,"{""AU"": {""vjp_norm"": 0.4295037090778351, ""finite"": true}, ""VA"": {""vjp_norm"": 3.3164756298065186, ""finite"": true}, ""expression"": {""vjp_norm"": 0.4258204400539398, ""finite"": true}}","{""AU"": {""mean"": 0.20245316624641418, ""std"": 0.26367971301078796, ""abs_quantiles"": {""min"": 0.001590833649970591, ""p05"": 0.007147955242544413, ""p50"": 0.07354670763015747, ""p95"": 0.8547324538230896, ""p99"": 0.9432973265647888, ""max"": 0.9911178946495056}, ""boundary_fraction"": 0.09056278318166733, ""prediction_std"": 0.06818832457065582}, ""VA"": {""mean"": -0.05101039260625839, ""std"": 0.7107179760932922, ""abs_quantiles"": {""min"": 0.00013783574104309082, ""p05"": 0.4263353943824768, ""p50"": 0.7323801517486572, ""p95"": 0.8381701111793518, ""p99"": 0.8746204376220703, ""max"": 0.9156005382537842}, ""boundary_fraction"": 0.0, ""prediction_std"": 0.605034589767456}, ""expression"": {""mean"": 0.125, ""std"": 0.18510174751281738, ""abs_quantiles"": {""min"": 0.00035062976530753076, ""p05"": 0.0023949844762682915, ""p50"": 0.04094715416431427, ""p95"": 0.5308467149734497, ""p99"": 0.8760855793952942, ""max"": 0.9714295864105225}, ""boundary_fraction"": 0.2703849673271179, ""prediction_std"": 0.058096904307603836}}","{""encoder_H"": {""all"": 0.00019476001034490764}, ""decoder_hidden"": {""all"": 4.8136862460523844e-05}, ""base_logits"": {""AU"": 0.00040741090197116137, ""VA"": 0.000590532785281539, ""expression"": 0.00027846082230098546}, ""stochastic_logits"": {""AU"": 5.127647455083206e-05, ""VA"": 0.00026337974122725427, ""expression"": 3.632246807683259e-05}, ""final_raw"": {""AU"": 0.0002118840639013797, ""VA"": 0.0004293681704439223, ""expression"": 0.0001502189552411437}}"
C1,3400,0.5267733335494995,"{""AU"": {""vjp_norm"": 0.3613787293434143, ""finite"": true}, ""VA"": {""vjp_norm"": 2.0351226329803467, ""finite"": true}, ""expression"": {""vjp_norm"": 0.8961217403411865, ""finite"": true}}","{""AU"": {""mean"": 0.19715794920921326, ""std"": 0.24642689526081085, ""abs_quantiles"": {""min"": 0.0017111836932599545, ""p05"": 0.007064311299473047, ""p50"": 0.08098680526018143, ""p95"": 0.7851700186729431, ""p99"": 0.9313020706176758, ""max"": 0.9865091443061829}, ""boundary_fraction"": 0.09929444640874863, ""prediction_std"": 0.08183982223272324}, ""VA"": {""mean"": 0.0021541710011661053, ""std"": 0.7367275953292847, ""abs_quantiles"": {""min"": 0.000686466577462852, ""p05"": 0.4239019751548767, ""p50"": 0.7534545063972473, ""p95"": 0.8847479224205017, ""p99"": 0.9079591035842896, ""max"": 0.9199932813644409}, ""boundary_fraction"": 0.0, ""prediction_std"": 0.5908055901527405}, ""expression"": {""mean"": 0.125, ""std"": 0.22259685397148132, ""abs_quantiles"": {""min"": 0.00020850292639806867, ""p05"": 0.0015470136422663927, ""p50"": 0.0284501351416111, ""p95"": 0.7993612885475159, ""p99"": 0.9162519574165344, ""max"": 0.9572798609733582}, ""boundary_fraction"": 0.32102084159851074, ""prediction_std"": 0.07404728978872299}}","{""encoder_H"": {""all"": 0.00017842912347987294}, ""decoder_hidden"": {""all"": 3.462870517978445e-05}, ""base_logits"": {""AU"": 0.00039707202813588083, ""VA"": 0.0006572863203473389, ""expression"": 0.0002095019444823265}, ""stochastic_logits"": {""AU"": 6.0355599998729303e-05, ""VA"": 0.00023175911337602884, ""expression"": 4.0013273974182084e-05}, ""final_raw"": {""AU"": 0.00021029467461630702, ""VA"": 0.0004423014761414379, ""expression"": 0.00012742020771838725}}"
C1,4600,0.6788634061813354,"{""AU"": {""vjp_norm"": 0.40425074100494385, ""finite"": true}, ""VA"": {""vjp_norm"": 3.451288938522339, ""finite"": true}, ""expression"": {""vjp_norm"": 0.33115798234939575, ""finite"": true}}","{""AU"": {""mean"": 0.21368762850761414, ""std"": 0.27397647500038147, ""abs_quantiles"": {""min"": 0.0009327474399469793, ""p05"": 0.005743866320699453, ""p50"": 0.07631736248731613, ""p95"": 0.8608968257904053, ""p99"": 0.961926281452179, ""max"": 0.9904505610466003}, ""boundary_fraction"": 0.13057897984981537, ""prediction_std"": 0.0754152163863182}, ""VA"": {""mean"": 0.08183688670396805, ""std"": 0.7057784199714661, ""abs_quantiles"": {""min"": 0.0004237293906044215, ""p05"": 0.3026750683784485, ""p50"": 0.7107874155044556, ""p95"": 0.900506317615509, ""p99"": 0.9143477082252502, ""max"": 0.9294103384017944}, ""boundary_fraction"": 0.0, ""prediction_std"": 0.5688424706459045}, ""expression"": {""mean"": 0.125, ""std"": 0.17919529974460602, ""abs_quantiles"": {""min"": 0.0002718304458539933, ""p05"": 0.001723951194435358, ""p50"": 0.04972560331225395, ""p95"": 0.5167815685272217, ""p99"": 0.8471118807792664, ""max"": 0.9533279538154602}, ""boundary_fraction"": 0.25816822052001953, ""prediction_std"": 0.06378302723169327}}","{""encoder_H"": {""all"": 0.00018090101366396993}, ""decoder_hidden"": {""all"": 4.9687791033647954e-05}, ""base_logits"": {""AU"": 0.0003943140327464789, ""VA"": 0.0008089311886578798, ""expression"": 0.0002643971238285303}, ""stochastic_logits"": {""AU"": 5.115714157000184e-05, ""VA"": 0.00032452057348564267, ""expression"": 2.6464225811650977e-05}, ""final_raw"": {""AU"": 0.00021017620747443289, ""VA"": 0.0005860746023245156, ""expression"": 0.00014522708079311997}}"
C1,2200,0.4539366662502289,"{""AU"": {""vjp_norm"": 0.30633893609046936, ""finite"": true}, ""VA"": {""vjp_norm"": 1.3945786952972412, ""finite"": true}, ""expression"": {""vjp_norm"": 0.22357694804668427, ""finite"": true}}","{""AU"": {""mean"": 0.1677112877368927, ""std"": 0.2380957156419754, ""abs_quantiles"": {""min"": 0.0028514289297163486, ""p05"": 0.007562785875052214, ""p50"": 0.049821048974990845, ""p95"": 0.7896945476531982, ""p99"": 0.9138823747634888, ""max"": 0.97905033826828}, ""boundary_fraction"": 0.10062222182750702, ""prediction_std"": 0.0718771368265152}, ""VA"": {""mean"": -0.15879127383232117, ""std"": 0.6779652237892151, ""abs_quantiles"": {""min"": 0.0008976457174867392, ""p05"": 0.4599253833293915, ""p50"": 0.6900684237480164, ""p95"": 0.876528263092041, ""p99"": 0.8918023705482483, ""max"": 0.9097735285758972}, ""boundary_fraction"": 0.0, ""prediction_std"": 0.5916720032691956}, ""expression"": {""mean"": 0.125, ""std"": 0.17060108482837677, ""abs_quantiles"": {""min"": 0.00032786495285108685, ""p05"": 0.002105576219037175, ""p50"": 0.05588054284453392, ""p95"": 0.40997305512428284, ""p99"": 0.8867339491844177, ""max"": 0.9551523327827454}, ""boundary_fraction"": 0.24512499570846558, ""prediction_std"": 0.06657931208610535}}","{""encoder_H"": {""all"": 0.00016718835104256868}, ""decoder_hidden"": {""all"": 5.24622701050248e-05}, ""base_logits"": {""AU"": 0.0004017020692117512, ""VA"": 0.0005860663368366659, ""expression"": 0.00028157696942798793}, ""stochastic_logits"": {""AU"": 6.0109970945632085e-05, ""VA"": 0.00028942895005457103, ""expression"": 4.936404002364725e-05}, ""final_raw"": {""AU"": 0.00020954917999915779, ""VA"": 0.0004515928158070892, ""expression"": 0.00014956883387640119}}"
C1,3200,0.4519166648387909,"{""AU"": {""vjp_norm"": 0.5934550166130066, ""finite"": true}, ""VA"": {""vjp_norm"": 1.7016047239303589, ""finite"": true}, ""expression"": {""vjp_norm"": 0.5914647579193115, ""finite"": true}}","{""AU"": {""mean"": 0.23077212274074554, ""std"": 0.26745373010635376, ""abs_quantiles"": {""min"": 0.0021691424772143364, ""p05"": 0.007858077064156532, ""p50"": 0.10359883308410645, ""p95"": 0.8258654475212097, ""p99"": 0.9170145392417908, ""max"": 0.9817970991134644}, ""boundary_fraction"": 0.08035555481910706, ""prediction_std"": 0.0735948383808136}, ""VA"": {""mean"": 0.13480624556541443, ""std"": 0.6339627504348755, ""abs_quantiles"": {""min"": 0.00023049116134643555, ""p05"": 0.17121241986751556, ""p50"": 0.5625712871551514, ""p95"": 0.9279999136924744, ""p99"": 0.951897919178009, ""max"": 0.9623264074325562}, ""boundary_fraction"": 0.0, ""prediction_std"": 0.4267510175704956}, ""expression"": {""mean"": 0.125, ""std"": 0.22010040283203125, ""abs_quantiles"": {""min"": 0.00031344665330834687, ""p05"": 0.0018579162424430251, ""p50"": 0.02981201559305191, ""p95"": 0.7658494114875793, ""p99"": 0.9307813048362732, ""max"": 0.9665490984916687}, ""boundary_fraction"": 0.29472917318344116, ""prediction_std"": 0.05690791830420494}}","{""encoder_H"": {""all"": 0.0001886042155092582}, ""decoder_hidden"": {""all"": 3.481307066977024e-05}, ""base_logits"": {""AU"": 0.00045046574086882174, ""VA"": 0.0007992860628291965, ""expression"": 0.0002562958688940853}, ""stochastic_logits"": {""AU"": 9.716544445836917e-05, ""VA"": 0.00016466810484416783, ""expression"": 7.381087198155001e-05}, ""final_raw"": {""AU"": 0.0002518613182473928, ""VA"": 0.0005024431739002466, ""expression"": 0.00016333114763256162}}"
C1,5000,0.6210299730300903,"{""AU"": {""vjp_norm"": 0.40937286615371704, ""finite"": true}, ""VA"": {""vjp_norm"": 2.414823055267334, ""finite"": true}, ""expression"": {""vjp_norm"": 0.47859662771224976, ""finite"": true}}","{""AU"": {""mean"": 0.2072921097278595, ""std"": 0.24538210034370422, ""abs_quantiles"": {""min"": 0.0010531157022342086, ""p05"": 0.006689254194498062, ""p50"": 0.09689890593290329, ""p95"": 0.7759543657302856, ""p99"": 0.9350319504737854, ""max"": 0.9961856007575989}, ""boundary_fraction"": 0.10421111434698105, ""prediction_std"": 0.07123936712741852}, ""VA"": {""mean"": -0.09271062165498734, ""std"": 0.7249318957328796, ""abs_quantiles"": {""min"": 0.0005717574968002737, ""p05"": 0.49038609862327576, ""p50"": 0.7360548973083496, ""p95"": 0.8768993616104126, ""p99"": 0.8887532353401184, ""max"": 0.9006949067115784}, ""boundary_fraction"": 0.0, ""prediction_std"": 0.4584786593914032}, ""expression"": {""mean"": 0.125, ""std"": 0.18613523244857788, ""abs_quantiles"": {""min"": 0.0001490593422204256, ""p05"": 0.0020364641677588224, ""p50"": 0.041903384029865265, ""p95"": 0.5542738437652588, ""p99"": 0.8485241532325745, ""max"": 0.9327624440193176}, ""boundary_fraction"": 0.23497916758060455, ""prediction_std"": 0.06466265767812729}}","{""encoder_H"": {""all"": 0.00020380955538712442}, ""decoder_hidden"": {""all"": 5.437190702650696e-05}, ""base_logits"": {""AU"": 0.0004102225066162646, ""VA"": 0.0007130785961635411, ""expression"": 0.00026774758589453995}, ""stochastic_logits"": {""AU"": 6.26905239187181e-05, ""VA"": 0.0002994175592903048, ""expression"": 5.504949513124302e-05}, ""final_raw"": {""AU"": 0.00022078142501413822, ""VA"": 0.0004932087613269687, ""expression"": 0.00016221770783886313}}"
C1,4000,0.6091366410255432,"{""AU"": {""vjp_norm"": 0.3093271255493164, ""finite"": true}, ""VA"": {""vjp_norm"": 1.0124870538711548, ""finite"": true}, ""expression"": {""vjp_norm"": 0.3822721540927887, ""finite"": true}}","{""AU"": {""mean"": 0.1771857887506485, ""std"": 0.23922115564346313, ""abs_quantiles"": {""min"": 0.0014384182868525386, ""p05"": 0.006524054333567619, ""p50"": 0.05187181755900383, ""p95"": 0.7600775957107544, ""p99"": 0.920948326587677, ""max"": 0.9860398769378662}, ""boundary_fraction"": 0.13404443860054016, ""prediction_std"": 0.029047643765807152}, ""VA"": {""mean"": -0.029287023469805717, ""std"": 0.7044211626052856, ""abs_quantiles"": {""min"": 0.0002944469451904297, ""p05"": 0.35187777876853943, ""p50"": 0.7319260239601135, ""p95"": 0.9200327396392822, ""p99"": 0.926177978515625, ""max"": 0.9344845414161682}, ""boundary_fraction"": 0.0, ""prediction_std"": 0.41723868250846863}, ""expression"": {""mean"": 0.125, ""std"": 0.19845245778560638, ""abs_quantiles"": {""min"": 9.452983067603782e-05, ""p05"": 0.00157805101480335, ""p50"": 0.0360504612326622, ""p95"": 0.587385356426239, ""p99"": 0.954229474067688, ""max"": 0.9876149892807007}, ""boundary_fraction"": 0.3073437511920929, ""prediction_std"": 0.03294243663549423}}","{""encoder_H"": {""all"": 0.00019206482102163136}, ""decoder_hidden"": {""all"": 3.658593414002098e-05}, ""base_logits"": {""AU"": 0.00044240886927582324, ""VA"": 0.000754015170969069, ""expression"": 0.0003504609630908817}, ""stochastic_logits"": {""AU"": 6.334667705232278e-05, ""VA"": 0.00023958340170793235, ""expression"": 4.330941374064423e-05}, ""final_raw"": {""AU"": 0.0002325375098735094, ""VA"": 0.0005129231722094119, ""expression"": 0.00018609320977702737}}"
C1,6000,0.6934687495231628,"{""AU"": {""vjp_norm"": 0.6105138659477234, ""finite"": true}, ""VA"": {""vjp_norm"": 1.7130069732666016, ""finite"": true}, ""expression"": {""vjp_norm"": 0.8182989358901978, ""finite"": true}}","{""AU"": {""mean"": 0.2527976334095001, ""std"": 0.27918025851249695, ""abs_quantiles"": {""min"": 0.0007721507572568953, ""p05"": 0.0063001662492752075, ""p50"": 0.12694457173347473, ""p95"": 0.8537336587905884, ""p99"": 0.9427599310874939, ""max"": 0.9912809729576111}, ""boundary_fraction"": 0.09343235939741135, ""prediction_std"": 0.07767898589372635}, ""VA"": {""mean"": 0.31367501616477966, ""std"": 0.6716662645339966, ""abs_quantiles"": {""min"": 0.0003504753112792969, ""p05"": 0.3561093807220459, ""p50"": 0.7859995365142822, ""p95"": 0.9186893701553345, ""p99"": 0.932368814945221, ""max"": 0.9429097175598145}, ""boundary_fraction"": 0.0, ""prediction_std"": 0.563991129398346}, ""expression"": {""mean"": 0.125, ""std"": 0.19493475556373596, ""abs_quantiles"": {""min"": 0.00016592764586675912, ""p05"": 0.001961084548383951, ""p50"": 0.04002172499895096, ""p95"": 0.5936405658721924, ""p99"": 0.8904781937599182, ""max"": 0.966788113117218}, ""boundary_fraction"": 0.26068970561027527, ""prediction_std"": 0.06894402951002121}}","{""encoder_H"": {""all"": 0.00023077894002199173}, ""decoder_hidden"": {""all"": 3.7121866625966504e-05}, ""base_logits"": {""AU"": 0.0005013640038669109, ""VA"": 0.0006098325247876346, ""expression"": 0.00028546492103487253}, ""stochastic_logits"": {""AU"": 6.219544593477622e-05, ""VA"": 0.00024225193192251027, ""expression"": 5.184747351449914e-05}, ""final_raw"": {""AU"": 0.0002723772486206144, ""VA"": 0.0005085967713966966, ""expression"": 0.00016878322639968246}}"
C1,4100,0.58965665102005,"{""AU"": {""vjp_norm"": 0.19260923564434052, ""finite"": true}, ""VA"": {""vjp_norm"": 2.5933802127838135, ""finite"": true}, ""expression"": {""vjp_norm"": 0.2275850623846054, ""finite"": true}}","{""AU"": {""mean"": 0.14894987642765045, ""std"": 0.23496630787849426, ""abs_quantiles"": {""min"": 0.0017194794490933418, ""p05"": 0.006407568231225014, ""p50"": 0.03662044182419777, ""p95"": 0.7759368419647217, ""p99"": 0.9632013440132141, ""max"": 0.9880549311637878}, ""boundary_fraction"": 0.14310000836849213, ""prediction_std"": 0.046584706753492355}, ""VA"": {""mean"": -0.06712808459997177, ""std"": 0.7096108794212341, ""abs_quantiles"": {""min"": 0.000559300126042217, ""p05"": 0.38167014718055725, ""p50"": 0.7220229506492615, ""p95"": 0.8384868502616882, ""p99"": 0.8671788573265076, ""max"": 0.879300594329834}, ""boundary_fraction"": 0.0, ""prediction_std"": 0.4642740786075592}, ""expression"": {""mean"": 0.125, ""std"": 0.1955534666776657, ""abs_quantiles"": {""min"": 0.0004598968953359872, ""p05"": 0.003283880418166518, ""p50"": 0.042629070580005646, ""p95"": 0.5543955564498901, ""p99"": 0.9312520027160645, ""max"": 0.9674477577209473}, ""boundary_fraction"": 0.21265624463558197, ""prediction_std"": 0.059915751218795776}}","{""encoder_H"": {""all"": 0.00014414926408790052}, ""decoder_hidden"": {""all"": 4.075368997291662e-05}, ""base_logits"": {""AU"": 0.0003628037520684302, ""VA"": 0.0006397603428922594, ""expression"": 0.00020365181262604892}, ""stochastic_logits"": {""AU"": 4.682578583015129e-05, ""VA"": 0.0002813196915667504, ""expression"": 3.8247551856329665e-05}, ""final_raw"": {""AU"": 0.00019335997058078647, ""VA"": 0.00045933047658763826, ""expression"": 0.00011927750892937183}}"
