model,flow_updates,warmstart_R2_updates,NFE,FRC80,FRC20,exact_FRD20,FRD_pairs,S_MSE80,FRVar80,single_paired_FRC,target_side_CCC,output_policy,checkpoint_sha256,task_sha256,AU_candidate_pair_mse_offdiagonal,AU_temporal_variance,AU_speed_abs,AU_acceleration_abs,AU_centered_candidate_pair_mse_offdiagonal,AU_target_temporal_variance,AU_target_speed_abs,AU_minimum,AU_maximum,VA_candidate_pair_mse_offdiagonal,VA_temporal_variance,VA_speed_abs,VA_acceleration_abs,VA_centered_candidate_pair_mse_offdiagonal,VA_target_temporal_variance,VA_target_speed_abs,VA_minimum,VA_maximum,expression_candidate_pair_mse_offdiagonal,expression_temporal_variance,expression_speed_abs,expression_acceleration_abs,expression_centered_candidate_pair_mse_offdiagonal,expression_target_temporal_variance,expression_target_speed_abs,expression_minimum,expression_maximum
A,12000,6000,16,0.41471285389293405,0.4159305496539825,154.00543654725146,2000,0.13943853974342346,0.06869899481534958,0.02187107913553695,0.03771607103191958,continuous AU native,43c6afeff6e98c8bca6fbc16120be5c16ed0880e8d3196712f9a29609258e44a,bbf96c02f480a6c2613babbf4e689c092fdfd9a4e64a1b4fc7c72cc312935ac8,0.17226899266242982,0.084437688998878,0.08022766429930925,0.15574769414961337,0.1604422048665583,0.07625392435584218,0.010877395275747404,2.0684201545103914e-08,1.0,0.05748706122394651,0.029072559357155116,0.06888051307760179,0.11873487625271081,0.05044236821122468,0.03659817782463506,0.015472236857749521,-0.802968991547823,0.9016906425356865,0.09837252679280936,0.04909553101751953,0.056229525711387396,0.10088080991990864,0.08916047350503505,0.035838248278014365,0.011865333252353593,5.670253396741225e-08,0.9999619245529174
A,2000,6000,16,0.36073361759805456,0.3575974594604005,,0,0.10651300102472305,0.05949583277106285,0.04650226932577516,0.02344000926015878,continuous AU native,cb48184feee17217a4b74ee4df99d4936bd9faa8e226795936e588136f9e8cfa,51ba575c3641d12108f974d2cd3a1e5a3710b165f2409c40587a713625514421,0.1278813138604164,0.07075353341642768,0.1386795506812632,0.2640401952899992,0.1241399587597698,0.07625392435584218,0.010877395275747404,2.3080067206839624e-14,1.0,0.06141565474681556,0.0347264297073707,0.14446116117760538,0.25134903062134983,0.05859334750566632,0.03659817782463506,0.015472236857749521,-0.8703034609556198,0.9397577233612537,0.07772563300095499,0.044579989137128,0.11011305246502161,0.20156859382987022,0.07447625640779734,0.035838248278014365,0.011865333252353593,4.122496452125185e-10,0.9999983698129654
A,6000,6000,16,0.37363884866539226,0.39101311601971106,,0,0.14051027595996857,0.07186195999383926,0.03528352131863801,0.03263431779485938,continuous AU native,1c7fe3346494c253032b39290fe64fa65b925be726cf2a6712e77c46c5c4c029,4a792bd34bd59a0d247ddafb36a46d3384f4434b5546d5c9b194f5c99ad679e5,0.17401813538745045,0.08906055898405611,0.1312839023768902,0.2560732478275895,0.1660707974806428,0.07625392435584218,0.010877395275747404,3.834546312535274e-11,1.0,0.06394928973168135,0.03319772949907929,0.11759622637182474,0.20394505336880683,0.05962671544402838,0.03659817782463506,0.015472236857749521,-0.8576039083302021,0.8912252858281136,0.09682740168645979,0.04928064080886543,0.09086547615006565,0.1665938038378954,0.09207324171438813,0.035838248278014365,0.011865333252353593,4.02792023962454e-09,0.9999954849481583
