record_type,seed,arm,lambda_group,K,step,banks,origin,marginal_loss,marginal_cross,marginal_self,spread_within_input_descriptor_self,spread_between_input_descriptor_distance,conditional_loss,conditional_cross_distance,conditional_self_distance,conditional_correct_common_loss,conditional_correct_common_cross_distance,conditional_correct_common_self_distance,conditional_shuffled_loss,conditional_shuffled_cross_distance,conditional_shuffled_self_distance,central_overall,central_AU,central_VA,central_expression,central_correct_common_overall,central_correct_common_AU,central_correct_common_VA,central_correct_common_expression,central_shuffled_overall,central_shuffled_AU,central_shuffled_VA,central_shuffled_expression,per_input_population_loss,per_input_population_cross,per_input_population_self,conditional_shuffle_gap_correct,conditional_shuffle_gap_shuffled,conditional_shuffle_gap_ratio,conditional_shuffle_gap_difference,central_shuffle_gap_correct,central_shuffle_gap_shuffled,central_shuffle_gap_ratio,central_shuffle_gap_difference,channels_overall_cross_distance,channels_overall_self_distance,channels_overall_ES,channels_overall_prediction_std,channels_overall_boundary_fraction,channels_overall_temporal_mean,channels_overall_temporal_std,channels_overall_velocity_abs_mean,channels_overall_velocity_rms,channels_overall_expression_entropy,channels_AU_cross_distance,channels_AU_self_distance,channels_AU_ES,channels_AU_prediction_std,channels_AU_boundary_fraction,channels_AU_temporal_mean,channels_AU_temporal_std,channels_AU_velocity_abs_mean,channels_AU_velocity_rms,channels_VA_cross_distance,channels_VA_self_distance,channels_VA_ES,channels_VA_prediction_std,channels_VA_boundary_fraction,channels_VA_temporal_mean,channels_VA_temporal_std,channels_VA_velocity_abs_mean,channels_VA_velocity_rms,channels_expression_cross_distance,channels_expression_self_distance,channels_expression_ES,channels_expression_prediction_std,channels_expression_boundary_fraction,channels_expression_temporal_mean,channels_expression_temporal_std,channels_expression_velocity_abs_mean,channels_expression_velocity_rms,channels_expression_expression_entropy,shuffle_gap_3perm,aux_covariance_population_RMS,aux_covariance_paired_RMS,aux_autocorrelation_population_RMS,aux_autocorrelation_paired_RMS,conditional_delta_C0,conditional_relative_delta_C0,engineering_screen_1pct
"preserved Phase23 historical K32/K64, not Phase24 new measurement",123,C2,0.1,32,2000,"mean(bank0,bank1)",phase22_reused,0.7784739419817925,1.3654768586158752,1.1740058347582818,1.115575408935547,1.19348264336586,0.2442099609412253,0.3866371762007475,0.2848544316366315,0.2442099609412253,0.3866371762007475,0.2848544316366315,0.26701522171497344,0.40944243781268597,0.2848544316366315,0.3675872912630439,0.3456043373793364,0.6624634642153978,0.28029691698029635,0.3675872912630439,0.3456043373793364,0.6624634642153978,0.28029691698029635,0.3880945470184088,0.37292150501161814,0.6510616520419716,0.30476277181878686,0.8076891262084245,1.365476830303669,1.115575408935547,0.2442099609412253,0.26701522171497344,1.0933838947071695,0.022805260773748143,0.3675872912630439,0.3880945470184088,1.0557888051159254,0.020507255755364884,0.38663717489689586,0.2848544278182089,0.24420996122062205,0.13401392283849417,0.07364257638109847,0.15636573573574425,0.05352880990831181,0.03066787406569347,0.06240909777698107,1.3817789852619171,0.3601325611583889,0.1481017435900867,0.28608168847858906,0.09547814866527915,0.047444155216999205,0.20143820568919182,0.046316382323857395,0.031229038737365045,0.06015857327729464,0.7100014965981245,0.8341592334210872,0.29292188007384534,0.6557008385658265,0.0,-0.05621472775819711,0.13467175504192708,0.024441495205974207,0.05867966895457358,0.289660201407969,0.13795927832834423,0.22068056287243962,0.07584679007995873,0.1411752700805664,0.1249999998137355,0.04676638304954395,0.03117228338378482,0.06570076615316793,1.3817789852619171,0.017213947698473932,0.013501866221637774,0.02237234197317856,0.25172049670281493,0.37156828869811953,0.0011038694530725313,0.00454069022423622,True
"preserved Phase23 historical K32/K64, not Phase24 new measurement",123,C2,0.1,64,2000,"mean(bank0,bank1)",phase22_reused,0.7796582341194154,1.3666960477828978,1.1740756258368492,1.1144174557179212,1.1939616825431585,0.2441258513368666,0.3871169749647379,0.28598224790766835,0.2441258513368666,0.3871169749647379,0.28598224790766835,0.2666636283509433,0.40965475235134363,0.28598224790766835,0.3675872912630439,0.3456043373793364,0.6624634642153978,0.28029691698029635,0.3675872912630439,0.3456043373793364,0.6624634642153978,0.28029691698029635,0.3880945470184088,0.37292150501161814,0.6510616520419716,0.30476277181878686,0.8094873182475567,1.3666960462927817,1.1144174557179212,0.2441258513368666,0.2666636283509433,1.0923189450674697,0.022537777014076707,0.3675872912630439,0.3880945470184088,1.0557888051159254,0.020507255755364884,0.38711697086691854,0.2859822452999652,0.2441258480772376,0.13501068348996342,0.0775474225054495,0.1553706455975771,0.05315060247667134,0.030411558283958584,0.06226969820563681,1.3672838069498539,0.35919065941125156,0.14449450741522013,0.2869434058666229,0.09529095129109919,0.05054769152393419,0.19889034908264874,0.045736207842128354,0.030797401364543474,0.05962138285976834,0.7184690829366445,0.8425888113677502,0.2971746776252985,0.6671239167451859,0.0,-0.04954443831957178,0.1333285929635167,0.024309337756130846,0.05840623623225838,0.2896406650543213,0.13856786750257016,0.220356731582433,0.07645689360797406,0.1475587844848633,0.125,0.04700810288777575,0.031213656364707278,0.06617476012324913,1.3672838069498539,0.01708203923578064,,,,,-0.00019596461206677906,-0.0008020757839641236,True
"preserved Phase23 historical K32/K64, not Phase24 new measurement",123,C2,0.3,32,2000,"mean(bank0,bank1)",phase23_new,0.7577913761138917,1.344181102514267,1.1727794528007507,1.113328502327204,1.1925964362919332,0.24605902386829256,0.3871466929093003,0.2821753391064703,0.24605902386829256,0.3871466929093003,0.2821753391064703,0.27171576358377936,0.41280343364924194,0.2821753391064703,0.36490150839090346,0.3554848423227668,0.5570973228663206,0.29225944355130196,0.36490150839090346,0.3554848423227668,0.5570973228663206,0.29225944355130196,0.39787353575229645,0.40063407346606256,0.5655464239418506,0.31580247562378644,0.7875168614089489,1.3441811122000218,1.113328502327204,0.24605902386829256,0.27171576358377936,1.104270770344829,0.025656739715486765,0.36490150839090346,0.39787353575229645,1.090358703932984,0.032972027361392986,0.3871466895565391,0.2821753340773284,0.24605902247130873,0.12783490670844913,0.12077856184914708,0.1577327952720225,0.06607122998684645,0.037840187692199836,0.0819864107237663,1.1681200575083495,0.36295592151582245,0.14497110685333608,0.29047036860138176,0.08348116630222649,0.0649735545837757,0.19134535137563943,0.06434509699465707,0.04358005132526159,0.08777846011216753,0.6761771500110626,0.8022317018359899,0.27506129927933215,0.622266399115324,0.0,0.03656993586628232,0.12801677463576197,0.027688193874200805,0.07476177966454997,0.29936238853260877,0.16684258813038466,0.2159410952590406,0.08739031502045691,0.25560760498046875,0.12499999990686775,0.053821354394312945,0.029615939228096976,0.06994809596217239,1.1681200575083495,0.019592570886015893,0.012825863053702634,0.022139051707207237,0.21638617744682204,0.3532622685593659,0.0029529323801398,0.012146681977665313,False
"preserved Phase23 historical K32/K64, not Phase24 new measurement",123,C2,0.3,64,2000,"mean(bank0,bank1)",phase23_new,0.7543262839317322,1.3586237132549286,1.2085948556661608,1.1469834227114917,1.2291319999843835,0.2448168430477381,0.38738890513777735,0.2851441241800785,0.2448168430477381,0.38738890513777735,0.2851441241800785,0.2709511396475136,0.41352320201694964,0.2851441241800785,0.36490150839090346,0.3554848423227668,0.5570973228663206,0.29225944355130196,0.36490150839090346,0.3554848423227668,0.5570973228663206,0.29225944355130196,0.39787353575229645,0.40063407346606256,0.5655464239418506,0.31580247562378644,0.7851319890469313,1.3586236998438834,1.1469834227114917,0.2448168430477381,0.2709511396475136,1.1067603458859339,0.02613429659977555,0.36490150839090346,0.39787353575229645,1.090358703932984,0.032972027361392986,0.3873889004811645,0.2851441163569689,0.24481684248894453,0.12984214997850357,0.11546209454536438,0.15885727480053902,0.06678538977866993,0.03854133840068243,0.08211895722197368,1.2201240938156843,0.36204338287934656,0.14423818956129253,0.28992428770288825,0.08444378867279738,0.06368942578656062,0.19741232162341477,0.06483188202837482,0.04433451347867959,0.08828638557461091,0.688123794272542,0.8241099409759045,0.27606882378458975,0.6406201373785734,0.0,0.005123645908315665,0.13399040745571256,0.028884318482596427,0.07625243176007643,0.29660551315173506,0.16109370687045155,0.2160586604848504,0.08726959428749978,0.24140138626098634,0.12499999990686775,0.05364697420736775,0.030093388073146342,0.06865558365825564,1.2201240938156843,0.01992988148704171,,,,,0.0004950270988047234,0.0020261272898699756,True
"preserved Phase23 historical K32/K64, not Phase24 new measurement",42,C0,0,32,2000,"mean(bank0,bank1)",phase22_reused,0.9387447744607926,1.7070909887552261,1.5366924196481704,1.432589778676629,1.5713932999720175,0.24568652492016554,0.39782451111823325,0.3042759742587805,0.24568652492016554,0.39782451111823325,0.3042759742587805,0.267880324088037,0.4200183106586337,0.3042759742587805,0.362560535594821,0.3434945423156023,0.6185482237488031,0.2780276270583272,0.362560535594821,0.3434945423156023,0.6185482237488031,0.2780276270583272,0.383615081012249,0.36956038400530816,0.6179792515933513,0.3042789431288838,0.9907961074262857,1.7070909909904004,1.432589778676629,0.24568652492016554,0.267880324088037,1.090322301627085,0.02219379916787148,0.362560535594821,0.383615081012249,1.0580718069132529,0.021054545417428017,0.3978245075792074,0.30427597649395466,0.2456865188665688,0.14274848457425832,0.06493572837207466,0.18487179595977066,0.05136956227943301,0.015138908007065764,0.04847511125262827,1.3532876823097468,0.36521217655390503,0.1530433869920671,0.28869048310443757,0.09968547127209604,0.030693462727094813,0.23951951395720245,0.036699822754599154,0.012010714763891883,0.024972697120392698,0.7692994195967913,0.9282510787248611,0.30517388023436065,0.7018365204334258,0.0,0.014501244007260538,0.24527104878798128,0.056824517576023935,0.1499862692086026,0.2883858562447131,0.14351670406758785,0.21662750374525785,0.08371964355465025,0.14537391662597657,0.12499999990686775,0.030399960256181656,0.010582867180346511,0.02294452557980549,1.3532876823097468,0.017199465942879518,0.014660878649489966,0.02356892685511345,0.37639114935934276,0.4533111418039476,0.0,0.0,True
"preserved Phase23 historical K32/K64, not Phase24 new measurement",42,C0,0,64,2000,"mean(bank0,bank1)",phase22_reused,0.9513041079044342,1.7248425990343095,1.5470769703388214,1.4432444788515568,1.5816878008345765,0.24442089898511768,0.3957959312945604,0.3027500631287694,0.24442089898511768,0.3957959312945604,0.3027500631287694,0.2664584701880813,0.4178335022181272,0.3027500631287694,0.362560535594821,0.3434945423156023,0.6185482237488031,0.2780276270583272,0.362560535594821,0.3434945423156023,0.6185482237488031,0.2780276270583272,0.383615081012249,0.36956038400530816,0.6179792515933513,0.3042789431288838,1.003220359236002,1.724842593073845,1.4432444788515568,0.24442089898511768,0.2664584701880813,1.0901682505617427,0.022037571202963596,0.362560535594821,0.383615081012249,1.0580718069132529,0.021054545417428017,0.3957959258928895,0.30275005772709845,0.244420896563679,0.14316811966709792,0.06737618842162191,0.17820564405992628,0.0533158342121169,0.015441156105953268,0.04998336865683086,1.3605576917529105,0.3634444411844015,0.1523721947334707,0.2872583443298936,0.09960458041168749,0.032829082894022574,0.23373429914936422,0.038429108122363685,0.012172451170044951,0.02585997934220359,0.7626726724207402,0.9256252281367778,0.2998600583523512,0.7048447161912919,0.0,-0.02543654424371198,0.2527081468142569,0.0584289655671455,0.15468417208176105,0.2880055505782366,0.14320687567815182,0.21640211213380098,0.08443062813021243,0.14899606704711915,0.125,0.03138037509052083,0.010823024876299315,0.023588105075759813,1.3605576917529105,0.017100641100356976,,,,,0.0,0.0,True
"preserved Phase23 historical K32/K64, not Phase24 new measurement",42,C1,0.03,32,2000,"mean(bank0,bank1)",phase23_new,0.8564987942576407,1.470709952712059,1.2284223198890687,1.1930103834718466,1.2402262986948092,0.2508595909923315,0.3973827982321382,0.29304641392081976,0.2508595909923315,0.3973827982321382,0.29304641392081976,0.27210821472108365,0.4186314215883613,0.29304641392081976,0.3685758586972952,0.3489864766597748,0.653450983390212,0.27866992391645906,0.3685758586972952,0.3489864766597748,0.653450983390212,0.27866992391645906,0.3918819956481457,0.3823066221550107,0.655944786965847,0.2938203429803252,0.8742047697305679,1.4707099609076977,1.1930103834718466,0.2508595909923315,0.27210821472108365,1.084708372995859,0.021248623728752136,0.3685758586972952,0.3918819956481457,1.0632329448630313,0.023306136950850487,0.3973827937617898,0.29304641485214233,0.25085958624258636,0.1404090288095176,0.07444787421263754,0.1845015550032258,0.040835397760383786,0.012900486719445325,0.030421108927112073,1.2753055311739443,0.37148323375731707,0.16161645390093327,0.29067500652745365,0.10346255516633392,0.01796763185548116,0.2615237612277269,0.029276119079440832,0.01177311026258394,0.021163871677708813,0.736323268711567,0.8463255733251571,0.31316048204898833,0.6538246214389801,0.0,-0.1551586229703389,0.18466361667960882,0.0281547348073218,0.07706686208257452,0.29304435644298793,0.14613255369476974,0.21997807845473288,0.08132978910580277,0.1989603042602539,0.125,0.02655199688160792,0.011200754570018033,0.023354948800988498,1.2753055311739443,0.01595995038126906,0.014279378216678747,0.022910889886790575,0.36579716000290985,0.4469908397946806,0.005173066072165972,0.021055554731163748,False
"preserved Phase23 historical K32/K64, not Phase24 new measurement",42,C1,0.03,64,2000,"mean(bank0,bank1)",phase23_new,0.8605505183339119,1.4473776429891587,1.173654244840145,1.1391487739980222,1.1851560684541862,0.252766178175807,0.39947903249412775,0.2934257058426738,0.252766178175807,0.39947903249412775,0.2934257058426738,0.27369615556672217,0.42040900848805907,0.2934257058426738,0.3685758586972952,0.3489864766597748,0.653450983390212,0.27866992391645906,0.3685758586972952,0.3489864766597748,0.653450983390212,0.27866992391645906,0.3918819956481457,0.3823066221550107,0.655944786965847,0.2938203429803252,0.8778032518923282,1.4473776377737522,1.1391487739980222,0.252766178175807,0.27369615556672217,1.0828017633657112,0.020929977390915164,0.3685758586972952,0.3918819956481457,1.0632329448630313,0.023306136950850487,0.39947902876883745,0.29342569448053835,0.25276618227362635,0.1430966516956687,0.0728528423816897,0.18805114831775427,0.0389279012568295,0.012709159625228495,0.029164429905358703,1.2706956192851067,0.3740425366908312,0.1635516776703298,0.2922666980884969,0.10612295842729508,0.01672434575998523,0.26691669728606937,0.028233226953307166,0.011750407097861171,0.020991850845166485,0.7387477088719607,0.8464776270091534,0.31550889518111946,0.6611461099237204,0.0,-0.15123571909498423,0.1735874840989709,0.026824077422497795,0.07188053200952708,0.29393304930999875,0.14602731755003334,0.22091939109377562,0.08290997871663422,0.19630699157714843,0.12499999990686775,0.025315525237238033,0.010978090530261397,0.022909327936940824,1.2706956192851067,0.015706563213219248,,,,,0.008345279190689309,0.034143067247279196,False
"preserved Phase23 historical K32/K64, not Phase24 new measurement",42,C1,0.1,32,2000,"mean(bank0,bank1)",phase22_reused,0.7899485945701599,1.3772071868181228,1.1745171815156936,1.1347318705171348,1.1877789518485469,0.24527677791193128,0.39144546184688805,0.2923373686149716,0.24527677791193128,0.39144546184688805,0.2923373686149716,0.2680506998673081,0.4142193831503391,0.2923373686149716,0.36615581847727297,0.34410613514482974,0.6393804963678121,0.2873401831835508,0.36615581847727297,0.34410613514482974,0.6393804963678121,0.2873401831835508,0.3832232039421797,0.3704264430329204,0.6233826231211423,0.3032127579674125,0.8098412670195103,1.377207201719284,1.1347318705171348,0.24527677791193128,0.2680506998673081,1.0928639397247684,0.022773921955376836,0.36615581847727297,0.3832232039421797,1.046612356280134,0.017067385464906715,0.391445454955101,0.29233736181631687,0.24527677474543452,0.14220508416183292,0.05801940789679065,0.18662181315012277,0.05183215404395014,0.02307171864376869,0.04557439202908427,1.393297453224659,0.36385932266712184,0.15193906901404264,0.28788978783413766,0.10443131220526994,0.02766805156625196,0.23439640244469045,0.04607258068863303,0.02411623423395213,0.04440453684073873,0.7211321499198675,0.8610876187682152,0.2905883405357599,0.6694118242710829,0.0,0.07479977510374737,0.14006754253059625,0.02193044808227569,0.05715715065598488,0.29002111023291943,0.1398887843824923,0.22007671780884266,0.08122924123890699,0.1294330596923828,0.12499999995343387,0.040572514617815615,0.02139856756257359,0.04284460248309188,1.393297453224659,0.017093186639249323,0.01347077744868403,0.022416112243528956,0.27414890820009563,0.38135999886141914,-0.00040974700823426247,-0.00166776345738704,True
"preserved Phase23 historical K32/K64, not Phase24 new measurement",42,C1,0.1,64,2000,"mean(bank0,bank1)",phase22_reused,0.798103043437004,1.3964185833930969,1.1966310799121858,1.1550799157470464,1.2104814679672318,0.2466298990882933,0.39316082242876293,0.29306184677407143,0.2466298990882933,0.39316082242876293,0.29306184677407143,0.2687790264375508,0.4153099495917558,0.29306184677407143,0.36615581847727297,0.34410613514482974,0.6393804963678121,0.2873401831835508,0.36615581847727297,0.34410613514482974,0.6393804963678121,0.2873401831835508,0.3832232039421797,0.3704264430329204,0.6233826231211423,0.3032127579674125,0.8188786167651414,1.3964185751974583,1.1550799157470464,0.2466298990882933,0.2687790264375508,1.0898118509242471,0.02214912734925746,0.36615581847727297,0.3832232039421797,1.046612356280134,0.017067385464906715,0.3931608160957694,0.2930618468672037,0.24662989266216756,0.1436211983207613,0.058074949879664925,0.18566639265045523,0.05121925506973639,0.022906675486592577,0.045348358480259775,1.392972641438246,0.36358018238097434,0.14947045613080262,0.28884495450183745,0.10524233644828201,0.027306621606709314,0.23216694910079239,0.04427270721644163,0.023842450787196868,0.04385510929278098,0.7346375957131386,0.8741035595536233,0.29758581593632694,0.6806146405637264,0.0,0.07957794981775805,0.15054092649370432,0.022479423676850276,0.05925602080533281,0.2902228495106101,0.13636856242083012,0.22203856860287488,0.08133322431240231,0.13028430938720703,0.12499999995343387,0.03941362206824124,0.02125890821334906,0.042363158386433494,1.392972641438246,0.016691696550697088,,,,,0.0022090001031756235,0.009037689135208218,True
"preserved Phase23 historical K32/K64, not Phase24 new measurement",42,C1,0.3,32,2000,"mean(bank0,bank1)",phase23_new,0.8205808103084564,1.3777643740177155,1.114367125928402,1.0777086734771728,1.1265866100788118,0.2554581452161074,0.38896018676459787,0.26700408179312946,0.2554581452161074,0.38896018676459787,0.26700408179312946,0.27454435024410484,0.4080463917925954,0.26700408179312946,0.3641667034476995,0.3490555346012115,0.6163233999162913,0.2859873140230775,0.3641667034476995,0.3490555346012115,0.6163233999162913,0.2859873140230775,0.3832270909100771,0.372354369983077,0.62671451382339,0.30184782929718496,0.8389100294560194,1.3777643665671349,1.0777086734771728,0.2554581452161074,0.27454435024410484,1.0748034579645789,0.019086205027997488,0.3641667034476995,0.3832270909100771,1.0523397314524527,0.019060387462377593,0.38896018303930757,0.2670040776021778,0.2554581447504461,0.13316894737072288,0.07749383377376944,0.17118028327822687,0.06263072174042464,0.026106947270454837,0.05645207071793266,1.4040511555969715,0.36353286718949673,0.14489226886071266,0.29108673240989447,0.1007800271268934,0.04313781966739043,0.20864369757473467,0.058344246726483105,0.02928970226203091,0.05937153461272829,0.7088737804442644,0.7157177273184061,0.35101491678506136,0.5924412699416279,0.0,0.07492592611961299,0.13587767584249377,0.019652616992243563,0.06107859403127804,0.2951583701185882,0.14371613347902895,0.2233003036119044,0.07908010822720826,0.16128482818603518,0.12499999990686775,0.0523561334470287,0.021752862480934707,0.04841762131545693,1.4040511555969715,0.014836927596479655,0.013517287823844216,0.022479837837476657,0.2948610087729327,0.39560969951581315,0.009771620295941835,0.03977271565510997,False
"preserved Phase23 historical K32/K64, not Phase24 new measurement",42,C1,0.3,64,2000,"mean(bank0,bank1)",phase23_new,0.8145660698413849,1.3874465852975846,1.1457610324025154,1.1098382622003555,1.1577352891365686,0.2532308789901435,0.390400062315166,0.27433836832642555,0.2532308789901435,0.390400062315166,0.27433836832642555,0.27225881144404407,0.4094279941171408,0.27433836832642555,0.3641667034476995,0.3490555346012115,0.6163233999162913,0.2859873140230775,0.3641667034476995,0.3490555346012115,0.6163233999162913,0.2859873140230775,0.3832270909100771,0.372354369983077,0.62671451382339,0.30184782929718496,0.8325274515897035,1.3874465830624103,1.1098382622003555,0.2532308789901435,0.27225881144404407,1.0751412805254787,0.01902793245390058,0.3641667034476995,0.3832270909100771,1.0523397314524527,0.019060387462377593,0.39040005560964347,0.27433836422860625,0.2532308733090758,0.1401652991771698,0.07383755336049944,0.1722034240141511,0.06385187341365964,0.026652525208191946,0.05777860356029123,1.3982809096574784,0.36501442417502405,0.15148697709664705,0.2892709351144731,0.10541427941061557,0.0408705670171912,0.21301510594785214,0.06033707316964865,0.030216413992457093,0.06098388333339244,0.7108786113560199,0.7289497196674347,0.3464037515223026,0.6283523816615344,0.0,0.05492963128199335,0.13733709193766117,0.019442781392717733,0.06172186004696414,0.29605807736516,0.15037479493767023,0.2208706800825894,0.08327671247534454,0.154110050201416,0.125,0.0520708286203444,0.021772668024641464,0.049326954432763165,1.3982809096574784,0.01479748108734687,,,,,0.008809980005025836,0.036044299164296335,False
"preserved Phase23 historical K32/K64, not Phase24 new measurement",42,C2,0.03,32,2000,"mean(bank0,bank1)",phase23_new,0.8376686111092567,1.3649145245552063,1.054491826891899,1.0212380286306142,1.0655764263123273,0.2465644291602075,0.39340359065681696,0.29367832290008666,0.2465644291602075,0.39340359065681696,0.29367832290008666,0.26838707439601417,0.41522623542696235,0.29367832290008666,0.36094977185130117,0.35278558991849424,0.586456073820591,0.27703880332410336,0.36094977185130117,0.35278558991849424,0.586456073820591,0.27703880332410336,0.38174290731549265,0.3797078369185328,0.5888464268296957,0.2946759631857276,0.8542954981327058,1.3649145118892192,1.0212380286306142,0.2465644291602075,0.26838707439601417,1.0885093726721142,0.021822645235806695,0.36094977185130117,0.38174290731549265,1.057606728375375,0.02079313546419148,0.39340358749032023,0.2936783205717802,0.24656442711129783,0.14097237805835905,0.07929003707831725,0.18892904808744787,0.03552437177859247,0.013409273036813829,0.027161227382021026,1.280575617775321,0.36824759338051083,0.15807312345132232,0.28921103160828354,0.1017743016127497,0.019792990103962894,0.25106493504717947,0.02653878024430014,0.01202967979334062,0.020798805891536175,0.7194765575230122,0.856556325033307,0.29119839463382957,0.6569966316223144,0.0,-0.021373755639069708,0.1472090116236359,0.022430796857224777,0.051249921263661236,0.2910389485768974,0.1539214133284986,0.21407824126072228,0.08546272837556898,0.21066951751708984,0.12499999995343387,0.024451200483599677,0.013740628636151088,0.028385726810665802,1.280575617775321,0.01669899734357993,0.013946745495343499,0.022495478100389654,0.33506173924361976,0.4242220359180909,0.0008779042400419435,0.0035732698011305807,True
"preserved Phase23 historical K32/K64, not Phase24 new measurement",42,C2,0.03,64,2000,"mean(bank0,bank1)",phase23_new,0.8419621407985687,1.364049270749092,1.0441742599010468,1.009428196027875,1.055756281192104,0.24754711901769041,0.39337334092706444,0.2916524449363351,0.24754711901769041,0.39337334092706444,0.2916524449363351,0.26962208272889254,0.415448304079473,0.2916524449363351,0.36094977185130117,0.35278558991849424,0.586456073820591,0.27703880332410336,0.36094977185130117,0.35278558991849424,0.586456073820591,0.27703880332410336,0.38174290731549265,0.3797078369185328,0.5888464268296957,0.2946759631857276,0.8593351598829031,1.3640492610633372,1.009428196027875,0.24754711901769041,0.26962208272889254,1.089178262771962,0.022074963711202128,0.36094977185130117,0.38174290731549265,1.057606728375375,0.02079313546419148,0.39337333347648384,0.2916524436324835,0.2475471113808453,0.14189654011279346,0.07795168875018135,0.18614180795848367,0.03567433306016028,0.0135419154597912,0.02742930263048038,1.281379472464323,0.36923675797879696,0.15872961217537523,0.28987195156514645,0.1028570307418704,0.018759970125557857,0.25479726195335384,0.02696843399317004,0.012235745681391564,0.02112139381642919,0.7149451956152917,0.8458186622709036,0.2920358646661043,0.6609263312071563,0.0,-0.08420671491621762,0.1460920365061611,0.022632167767733337,0.05216170694911852,0.2913216524757445,0.15136921755038202,0.21563704442232848,0.08533818814903497,0.20842409133911133,0.12499999995343387,0.024393473321106286,0.013718419629731214,0.028325103866518476,1.281379472464323,0.016900785360485317,,,,,0.003126220032572735,0.012790313944320631,False
"preserved Phase23 historical K32/K64, not Phase24 new measurement",42,C2,0.1,32,2000,"mean(bank0,bank1)",phase22_reused,0.7856889441609383,1.4202341467142106,1.269090411067009,1.1996420200914146,1.2922398747255408,0.24729426307603716,0.3960490547120571,0.29750958308577535,0.24729426307603716,0.3960490547120571,0.29750958308577535,0.2704131743870676,0.41916796658188105,0.29750958308577535,0.36970767788589,0.34508148580789566,0.6652699366211892,0.2864812580868602,0.36970767788589,0.34508148580789566,0.6652699366211892,0.2864812580868602,0.3956398356705904,0.37134881094098093,0.6903195023536682,0.3161200011149049,0.8204131230711937,1.4202341325581074,1.1996420200914146,0.24729426307603716,0.2704131743870676,1.0934851618838155,0.023118911311030416,0.36970767788589,0.3956398356705904,1.0701423295642358,0.025932157784700427,0.3960490485653281,0.2975095774978399,0.24729426046833397,0.14468373926356434,0.08959313782397657,0.19049091795459389,0.05585010645445436,0.03189373675559182,0.06294009970733896,1.2786647256463768,0.36913938764482734,0.14983998062089085,0.2942193976603449,0.10686329784803092,0.04231608295049227,0.24025781452655792,0.05068546247202903,0.03414320402080193,0.06203812460880726,0.7353275708854199,0.8677409570664167,0.30145709253847597,0.6772972371429204,0.0,0.07920303965511266,0.15130806812085212,0.026968590647447853,0.06727730554994196,0.29219464082270863,0.1447633897420019,0.21981294588185846,0.08244371036998926,0.2006359100341797,0.125,0.04166933268425055,0.028907270886702464,0.061593631480354814,1.2786647256463768,0.01726760289942225,0.013490322178215854,0.022487081509604497,0.2557394051418622,0.3764790288569523,0.0016077381558716186,0.006543859726918455,True
"preserved Phase23 historical K32/K64, not Phase24 new measurement",42,C2,0.1,64,2000,"mean(bank0,bank1)",phase22_reused,0.7836807683110236,1.4064673483371735,1.2455731600522995,1.18328505679965,1.266335861136516,0.24731786288321017,0.39535434935241937,0.2960729721933603,0.24731786288321017,0.39535434935241937,0.2960729721933603,0.2701819764450193,0.41821846198290585,0.2960729721933603,0.36970767788589,0.34508148580789566,0.6652699366211892,0.2864812580868602,0.36970767788589,0.34508148580789566,0.6652699366211892,0.2864812580868602,0.3956398356705904,0.37134881094098093,0.6903195023536682,0.3161200011149049,0.8148248244076968,1.406467352807522,1.18328505679965,0.24731786288321017,0.2701819764450193,1.0924456570305805,0.022864113561809077,0.36970767788589,0.3956398356705904,1.0701423295642358,0.025932157784700427,0.3953543428331614,0.2960729692131281,0.247317857760936,0.14495275653898715,0.09208749162498861,0.18894503163173795,0.05502685618121177,0.03154689033690374,0.06243780755321495,1.2776331588625909,0.36805431023240087,0.14562486079521478,0.29524187967181204,0.10668732975609602,0.04437164519149519,0.23567757131531836,0.04981397576630116,0.03365562291583046,0.06123289426905103,0.734909949079156,0.8685017634183168,0.3006590673699975,0.6809394448995589,0.0,0.09423126074834726,0.1450149986427277,0.025950479187304153,0.06546790478751063,0.2923511673696339,0.14367614244110882,0.2205130962654948,0.08270377465523779,0.20457658767700196,0.125,0.04230398094514385,0.028992118078167553,0.062013718561502174,1.2776331588625909,0.017087299780299266,,,,,0.0028969638980924917,0.01185235759348419,False
