seed,arm,lambda_group,bank,conditional_ES,conditional_cross,conditional_self,group_ES,group_cross,group_self,within,between
2026,C1,0.1,24001,0.24504648372530938,0.38930746242403985,0.288521958515048,0.7942148745059967,1.3650588989257812,1.1416880428791045,1.1069908894598484,1.1532537606855233
2026,C1,0.1,24002,0.2459190148860216,0.38824268355965613,0.2846473339945078,0.7963450610637665,1.3607658088207244,1.1288414925336838,1.0950622983276843,1.1401012239356836
2026,C1,0.1,24003,0.24543780367821455,0.38694952689111234,0.28302344530820844,0.7937433123588562,1.3678260147571564,1.148165410757065,1.1144645094871521,1.1593990445137021
2026,C1,0.1,24004,0.24553874898701905,0.39044265598058703,0.289807815477252,0.7954039067029953,1.3587445378303529,1.1266812622547149,1.0891329184174539,1.1391973768671355
2026,C1,0.1,24005,0.24860324431210756,0.39167247489094736,0.28613846078515054,0.8009730964899063,1.3382927536964417,1.0746393144130706,1.03522572144866,1.087777178734541
2026,C1,0.1,24006,0.24591021295636892,0.3885326836258173,0.2852449413388968,0.7993311196565628,1.3597911477088929,1.1209200590848922,1.085106784850359,1.13285781716307
2026,C1,0.1,24007,0.2473702948540449,0.3847591277211905,0.2747776681557298,0.7968476831912994,1.365043932199478,1.1363925069570542,1.1007182113826275,1.1482839388151964
2026,C1,0.1,24008,0.2461625574156642,0.38597648330032824,0.27962785102427007,0.8003873884677887,1.3465045511722564,1.0922343224287032,1.0561429381370544,1.104264783859253
2026,C2,0.03,24001,0.2422177202999592,0.39249819740653036,0.30056095588952303,0.829837965965271,1.4439471304416656,1.2282183349132538,1.1891141906380653,1.2412530496716498
2026,C2,0.03,24002,0.2431443866342306,0.39014228656888006,0.2939957998692989,0.8241360992193222,1.4029767394065857,1.1576812744140625,1.1192655958235265,1.170486500610908
2026,C2,0.03,24003,0.2439666023477912,0.38976412191987037,0.29159503765404227,0.8276631265878678,1.4089507937431336,1.1625753343105316,1.1229867406189442,1.1757715322077273
2026,C2,0.03,24004,0.24300061222165822,0.3935354966670275,0.30106976963579657,0.8259913176298141,1.4202759981155395,1.1885693550109864,1.148139615356922,1.2020459348956742
2026,C2,0.03,24005,0.245632179453969,0.3947050731629133,0.29814578760415317,0.8273861050605774,1.427938026189804,1.2011038422584535,1.1615309976041317,1.2142947904765606
