seed,arm,lambda_group,input_index,frames,K,boundary_abs_change,interior_abs_change,finite,domain,candidate_consistency_max_error
123,C1,0.1,53,5943,10,0.056318238377571106,0.021997233852744102,True,True,1.2516975402832031e-06
123,C1,0.1,54,3480,10,0.06514985859394073,0.025213640183210373,True,True,1.043081283569336e-06
123,C1,0.1,55,3505,10,0.05124416947364807,0.018883924931287766,True,True,1.1473894119262695e-06
123,C1,0.1,56,989,10,0.08132941275835037,0.027764884755015373,True,True,1.0728836059570312e-06
123,C1,0.1,57,1015,10,0.09667934477329254,0.03298715874552727,True,True,1.0132789611816406e-06
123,C1,0.1,58,1198,10,0.041661933064460754,0.028603609651327133,True,True,1.1846423149108887e-06
123,C1,0.1,59,929,10,0.09329313784837723,0.031028131023049355,True,True,1.0058283805847168e-06
123,C1,0.1,60,1892,10,0.0521266795694828,0.018952950835227966,True,True,1.0868534445762634e-06
123,C1,0.1,61,3455,10,0.05442478507757187,0.017887486144900322,True,True,1.1771917343139648e-06
123,C1,0.1,62,3334,10,0.038851048797369,0.01115898136049509,True,True,1.339241862297058e-06
123,C1,0.1,63,3599,10,0.07692509144544601,0.021758919581770897,True,True,1.0132789611816406e-06
123,C1,0.1,64,2610,10,0.04690844193100929,0.023408424109220505,True,True,1.1455267667770386e-06
123,C1,0.1,65,1685,10,0.035098206251859665,0.030748581513762474,True,True,1.430511474609375e-06
123,C1,0.1,66,2613,10,0.05315307527780533,0.0254399161785841,True,True,1.1920928955078125e-06
123,C1,0.1,67,1709,10,0.05654921755194664,0.031340934336185455,True,True,1.0281801223754883e-06
123,C1,0.1,68,4558,10,0.04661160334944725,0.014018290676176548,True,True,1.2665987014770508e-06
123,C1,0.1,69,4473,10,0.03469523787498474,0.006192196626216173,True,True,1.2367963790893555e-06
123,C1,0.1,70,3729,10,0.034777313470840454,0.00800463929772377,True,True,9.834766387939453e-07
123,C1,0.1,71,4561,10,0.03018863871693611,0.007404167205095291,True,True,1.430511474609375e-06
123,C1,0.1,72,3416,10,0.04325585067272186,0.012619797140359879,True,True,9.98377799987793e-07
123,C1,0.1,73,3596,10,0.05742153897881508,0.012559168972074986,True,True,1.2218952178955078e-06
123,C1,0.1,74,5279,10,0.055124226957559586,0.017294397577643394,True,True,1.1920928955078125e-06
123,C1,0.1,75,5456,10,0.05039910972118378,0.015297447331249714,True,True,1.1324882507324219e-06
123,C1,0.1,76,3209,10,0.04731214791536331,0.016189880669116974,True,True,1.2665987014770508e-06
123,C1,0.1,77,2183,10,0.04925141856074333,0.0222135242074728,True,True,1.1324882507324219e-06
123,C1,0.1,78,6781,10,0.05769621953368187,0.015124425292015076,True,True,1.1920928955078125e-06
123,C1,0.1,79,1654,10,0.05339982733130455,0.02496073581278324,True,True,1.1473894119262695e-06
123,C2,0.03,0,1926,10,0.055791664868593216,0.011958759278059006,True,True,1.1324882507324219e-06
123,C2,0.03,1,1167,10,0.10023750364780426,0.017949413508176804,True,True,1.430511474609375e-06
123,C2,0.03,2,1470,10,0.055111389607191086,0.012844816781580448,True,True,1.2628734111785889e-06
123,C2,0.03,3,692,10,,0.015335284173488617,True,True,1.2367963790893555e-06
123,C2,0.03,4,1053,10,0.09852620214223862,0.01121855154633522,True,True,1.169741153717041e-06
123,C2,0.03,5,1048,10,0.06947659701108932,0.014468759298324585,True,True,1.2814998626708984e-06
123,C2,0.03,6,2399,10,0.08975609391927719,0.013210192322731018,True,True,1.3113021850585938e-06
123,C2,0.03,7,1922,10,0.07824699580669403,0.012362843379378319,True,True,1.1548399925231934e-06
123,C2,0.03,8,2068,10,0.08840467780828476,0.010184861719608307,True,True,1.475214958190918e-06
123,C2,0.03,9,1497,10,0.08267542719841003,0.013133094646036625,True,True,1.430511474609375e-06
123,C2,0.03,10,1558,10,0.07041465491056442,0.01316378079354763,True,True,1.1473894119262695e-06
123,C2,0.03,11,1227,10,0.14517003297805786,0.015057234093546867,True,True,1.475214958190918e-06
123,C2,0.03,12,4147,10,0.09346041083335876,0.00866676215082407,True,True,1.51805579662323e-06
123,C2,0.03,13,4776,10,0.07553067803382874,0.009644144214689732,True,True,1.5944242477416992e-06
123,C2,0.03,14,4410,10,0.07711724936962128,0.00979987159371376,True,True,1.5497207641601562e-06
123,C2,0.03,15,1980,10,0.07005686312913895,0.01270526647567749,True,True,1.1920928955078125e-06
123,C2,0.03,16,1085,10,0.13018137216567993,0.011695502325892448,True,True,9.834766387939453e-07
123,C2,0.03,17,3846,10,0.09543156623840332,0.011698047630488873,True,True,1.2367963790893555e-06
123,C2,0.03,18,2070,10,0.07208103686571121,0.009344834834337234,True,True,1.2516975402832031e-06
123,C2,0.03,19,2335,10,0.08673133701086044,0.010660010389983654,True,True,1.7881393432617188e-06
123,C2,0.03,20,1109,10,0.08698331564664841,0.018667859956622124,True,True,1.1902302503585815e-06
123,C2,0.03,21,1020,10,0.05399159714579582,0.014199723489582539,True,True,1.2516975402832031e-06
123,C2,0.03,22,935,10,0.1023247092962265,0.018143191933631897,True,True,1.3113021850585938e-06
123,C2,0.03,23,1051,10,0.07061687111854553,0.01772766187787056,True,True,9.909272193908691e-07
123,C2,0.03,24,990,10,0.08662211149930954,0.012082495726644993,True,True,1.0132789611816406e-06
123,C2,0.03,25,984,10,0.08143581449985504,0.013348887674510479,True,True,1.385807991027832e-06
123,C2,0.03,26,1413,10,0.08923471719026566,0.013651784509420395,True,True,1.2479722499847412e-06
123,C2,0.03,27,1256,10,0.06575297564268112,0.013448823243379593,True,True,1.2814998626708984e-06
123,C2,0.03,28,473,10,,0.018245844170451164,True,True,1.1175870895385742e-06
123,C2,0.03,29,476,10,,0.012981290929019451,True,True,1.341104507446289e-06
123,C2,0.03,30,1232,10,0.053352341055870056,0.015511034056544304,True,True,1.3709068298339844e-06
123,C2,0.03,31,870,10,0.07153166830539703,0.016458598896861076,True,True,1.1622905731201172e-06
123,C2,0.03,32,514,10,,0.01686583273112774,True,True,1.1026859283447266e-06
123,C2,0.03,33,389,10,,0.015536014921963215,True,True,1.3113021850585938e-06
123,C2,0.03,34,1233,10,0.06744472682476044,0.012498259544372559,True,True,1.0281801223754883e-06
123,C2,0.03,35,689,10,,0.016761012375354767,True,True,1.1026859283447266e-06
123,C2,0.03,36,415,10,,0.015996957197785378,True,True,1.3783574104309082e-06
123,C2,0.03,37,600,10,,0.018294785171747208,True,True,1.3336539268493652e-06
123,C2,0.03,38,543,10,,0.01644015870988369,True,True,1.043081283569336e-06
123,C2,0.03,39,516,10,,0.018521780148148537,True,True,1.0766088962554932e-06
123,C2,0.03,40,271,10,,0.014728067442774773,True,True,8.940696716308594e-07
123,C2,0.03,41,511,10,,0.012687120586633682,True,True,1.1026859283447266e-06
123,C2,0.03,42,1350,10,0.08116353303194046,0.01449278462678194,True,True,1.043081283569336e-06
123,C2,0.03,43,1056,10,0.10624528676271439,0.01882445253431797,True,True,1.341104507446289e-06
123,C2,0.03,44,2403,10,0.09046463668346405,0.01384294219315052,True,True,1.3113021850585938e-06
123,C2,0.03,45,2251,10,0.08325705677270889,0.01622600294649601,True,True,1.5348196029663086e-06
123,C2,0.03,46,3687,10,0.06830660253763199,0.012567518278956413,True,True,1.2218952178955078e-06
123,C2,0.03,47,1800,10,0.09711243212223053,0.015815474092960358,True,True,1.2218952178955078e-06
123,C2,0.03,48,935,10,0.050961561501026154,0.01775921694934368,True,True,1.4416873455047607e-06
123,C2,0.03,49,1234,10,0.08129671216011047,0.01409438718110323,True,True,1.259148120880127e-06
123,C2,0.03,50,1231,10,0.1077045276761055,0.019017821177840233,True,True,1.603737473487854e-06
123,C2,0.03,51,1134,10,0.09933549165725708,0.017082633450627327,True,True,1.2516975402832031e-06
123,C2,0.03,52,5696,10,0.095627561211586,0.012243654578924179,True,True,1.6838312149047852e-06
123,C2,0.03,53,5943,10,0.07385598123073578,0.012882476672530174,True,True,1.3560056686401367e-06
123,C2,0.03,54,3480,10,0.07481802999973297,0.013414732180535793,True,True,1.2516975402832031e-06
123,C2,0.03,55,3505,10,0.08102630823850632,0.011738995090126991,True,True,1.2218952178955078e-06
123,C2,0.03,56,989,10,0.11956402659416199,0.015748679637908936,True,True,1.1585652828216553e-06
123,C2,0.03,57,1015,10,0.12325860559940338,0.018053462728857994,True,True,1.2516975402832031e-06
123,C2,0.03,58,1198,10,0.05114753171801567,0.0138800498098135,True,True,1.0728836059570312e-06
123,C2,0.03,59,929,10,0.07212984561920166,0.017725560814142227,True,True,1.4454126358032227e-06
123,C2,0.03,60,1892,10,0.07683602720499039,0.01259765587747097,True,True,1.3336539268493652e-06
123,C2,0.03,61,3455,10,0.07752196490764618,0.011584107764065266,True,True,1.4975666999816895e-06
123,C2,0.03,62,3334,10,0.06769770383834839,0.008370471186935902,True,True,2.1010637283325195e-06
123,C2,0.03,63,3599,10,0.09588202834129333,0.013281361199915409,True,True,1.6391277313232422e-06
123,C2,0.03,64,2610,10,0.06085653603076935,0.014887012541294098,True,True,2.0936131477355957e-06
123,C2,0.03,65,1685,10,0.06145009025931358,0.017650634050369263,True,True,1.989305019378662e-06
123,C2,0.03,66,2613,10,0.09760890901088715,0.015323702245950699,True,True,1.691281795501709e-06
123,C2,0.03,67,1709,10,0.08281991630792618,0.017005279660224915,True,True,1.2479722499847412e-06
123,C2,0.03,68,4558,10,0.04988507926464081,0.008156164549291134,True,True,1.564621925354004e-06
123,C2,0.03,69,4473,10,0.04224288836121559,0.0057458700612187386,True,True,1.3560056686401367e-06
123,C2,0.03,70,3729,10,0.048199355602264404,0.0058460235595703125,True,True,1.2516975402832031e-06
123,C2,0.03,71,4561,10,0.05010237544775009,0.0070371185429394245,True,True,1.3113021850585938e-06
123,C2,0.03,72,3416,10,0.0750318318605423,0.009655670262873173,True,True,1.5050172805786133e-06
123,C2,0.03,73,3596,10,0.08176178485155106,0.009205612353980541,True,True,1.2814998626708984e-06
123,C2,0.03,74,5279,10,0.07404886186122894,0.011529282666742802,True,True,1.4454126358032227e-06
123,C2,0.03,75,5456,10,0.0757797434926033,0.010672567412257195,True,True,1.646578311920166e-06
123,C2,0.03,76,3209,10,0.07066424190998077,0.010974888689815998,True,True,1.1995434761047363e-06
123,C2,0.03,77,2183,10,0.08155479282140732,0.01497853733599186,True,True,1.519918441772461e-06
123,C2,0.03,78,6781,10,0.06940574198961258,0.010495327413082123,True,True,1.5906989574432373e-06
123,C2,0.03,79,1654,10,0.07789004594087601,0.015713520348072052,True,True,1.9818544387817383e-06
123,C2,0.1,0,1926,10,0.07065273821353912,0.02678918093442917,True,True,1.6242265701293945e-06
123,C2,0.1,1,1167,10,0.0682157576084137,0.04671555384993553,True,True,2.0563602447509766e-06
123,C2,0.1,2,1470,10,0.048622000962495804,0.031593769788742065,True,True,1.7285346984863281e-06
123,C2,0.1,3,692,10,,0.04290740191936493,True,True,1.5795230865478516e-06
123,C2,0.1,4,1053,10,0.0545780323445797,0.026798296719789505,True,True,1.8030405044555664e-06
123,C2,0.1,5,1048,10,0.04567844420671463,0.03317561000585556,True,True,1.564621925354004e-06
123,C2,0.1,6,2399,10,0.10046903789043427,0.032134801149368286,True,True,1.4975666999816895e-06
123,C2,0.1,7,1922,10,0.0541040413081646,0.02790628746151924,True,True,1.4007091522216797e-06
123,C2,0.1,8,2068,10,0.05187123268842697,0.01860152557492256,True,True,1.3709068298339844e-06
123,C2,0.1,9,1497,10,0.05625290051102638,0.03556143492460251,True,True,1.4603137969970703e-06
123,C2,0.1,10,1558,10,0.05868528410792351,0.02920760214328766,True,True,1.4659017324447632e-06
123,C2,0.1,11,1227,10,0.09530413150787354,0.037416569888591766,True,True,1.3709068298339844e-06
123,C2,0.1,12,4147,10,0.07593807578086853,0.01777951419353485,True,True,1.7434358596801758e-06
123,C2,0.1,13,4776,10,0.059629689902067184,0.017186565324664116,True,True,1.6978010535240173e-06
123,C2,0.1,14,4410,10,0.07062277942895889,0.0178790632635355,True,True,1.6093254089355469e-06
123,C2,0.1,15,1980,10,0.08768104016780853,0.03017275594174862,True,True,1.4007091522216797e-06
123,C2,0.1,16,1085,10,0.09280466288328171,0.026038620620965958,True,True,1.296401023864746e-06
123,C2,0.1,17,3846,10,0.07982660084962845,0.026873109862208366,True,True,1.341104507446289e-06
123,C2,0.1,18,2070,10,0.0500313937664032,0.01805577613413334,True,True,1.5497207641601562e-06
123,C2,0.1,19,2335,10,0.0822187289595604,0.022183720022439957,True,True,1.6689300537109375e-06
123,C2,0.1,20,1109,10,0.07073408365249634,0.051717013120651245,True,True,1.6689300537109375e-06
123,C2,0.1,21,1020,10,0.0638633519411087,0.034840792417526245,True,True,1.6689300537109375e-06
123,C2,0.1,22,935,10,0.09634380042552948,0.051389019936323166,True,True,1.4677643775939941e-06
123,C2,0.1,23,1051,10,0.05373295769095421,0.04659556597471237,True,True,1.430511474609375e-06
123,C2,0.1,24,990,10,0.04903235659003258,0.028301646932959557,True,True,1.4156103134155273e-06
123,C2,0.1,25,984,10,0.10498496145009995,0.029921386390924454,True,True,1.601874828338623e-06
123,C2,0.1,26,1413,10,0.05566425621509552,0.031317755579948425,True,True,1.4901161193847656e-06
123,C2,0.1,27,1256,10,0.04562171921133995,0.031755510717630386,True,True,1.4901161193847656e-06
123,C2,0.1,28,473,10,,0.045149605721235275,True,True,1.4975666999816895e-06
123,C2,0.1,29,476,10,,0.032429613173007965,True,True,1.043081283569336e-06
123,C2,0.1,30,1232,10,0.06989529728889465,0.038521815091371536,True,True,1.3336539268493652e-06
123,C2,0.1,31,870,10,0.11275344341993332,0.039304785430431366,True,True,1.6987323760986328e-06
123,C2,0.1,32,514,10,,0.04309851676225662,True,True,1.3262033462524414e-06
123,C2,0.1,33,389,10,,0.04192265868186951,True,True,1.4603137969970703e-06
123,C2,0.1,34,1233,10,0.04393024370074272,0.0290223341435194,True,True,1.519918441772461e-06
123,C2,0.1,35,689,10,,0.040779996663331985,True,True,1.430511474609375e-06
123,C2,0.1,36,415,10,,0.0372864194214344,True,True,1.4156103134155273e-06
123,C2,0.1,37,600,10,,0.050861939787864685,True,True,1.8775463104248047e-06
123,C2,0.1,38,543,10,,0.03914882242679596,True,True,1.8477439880371094e-06
123,C2,0.1,39,516,10,,0.04605213180184364,True,True,1.7583370208740234e-06
123,C2,0.1,40,271,10,,0.035012468695640564,True,True,1.2218952178955078e-06
123,C2,0.1,41,511,10,,0.03131209313869476,True,True,1.6819685697555542e-06
123,C2,0.1,42,1350,10,0.09350714087486267,0.03679795190691948,True,True,1.3187527656555176e-06
123,C2,0.1,43,1056,10,0.0951615571975708,0.04274962842464447,True,True,1.5236437320709229e-06
123,C2,0.1,44,2403,10,0.08872014284133911,0.030961325392127037,True,True,1.5050172805786133e-06
123,C2,0.1,45,2251,10,0.06148862838745117,0.039924077689647675,True,True,1.430511474609375e-06
123,C2,0.1,46,3687,10,0.05887126550078392,0.027092766016721725,True,True,1.6316771507263184e-06
123,C2,0.1,47,1800,10,0.060448892414569855,0.040839262306690216,True,True,1.9222497940063477e-06
123,C2,0.1,48,935,10,0.05828455835580826,0.043650105595588684,True,True,1.341104507446289e-06
123,C2,0.1,49,1234,10,0.045349277555942535,0.03417646512389183,True,True,1.3113021850585938e-06
123,C2,0.1,50,1231,10,0.08543389290571213,0.047727447003126144,True,True,1.3932585716247559e-06
123,C2,0.1,51,1134,10,0.06529033184051514,0.046907939016819,True,True,1.2516975402832031e-06
123,C2,0.1,52,5696,10,0.09917329996824265,0.02905946783721447,True,True,1.6689300537109375e-06
123,C2,0.1,53,5943,10,0.07277153432369232,0.031690265983343124,True,True,1.6093254089355469e-06
123,C2,0.1,54,3480,10,0.0807543620467186,0.033235885202884674,True,True,1.6316771507263184e-06
123,C2,0.1,55,3505,10,0.06794054061174393,0.02564600296318531,True,True,1.6391277313232422e-06
123,C2,0.1,56,989,10,0.06851635873317719,0.04025201499462128,True,True,1.296401023864746e-06
123,C2,0.1,57,1015,10,0.1632072627544403,0.049456749111413956,True,True,1.9073486328125e-06
123,C2,0.1,58,1198,10,0.05305151268839836,0.034337256103754044,True,True,1.519918441772461e-06
123,C2,0.1,59,929,10,0.12344661355018616,0.0449322871863842,True,True,1.55717134475708e-06
123,C2,0.1,60,1892,10,0.05877676606178284,0.02818474732339382,True,True,1.6987323760986328e-06
123,C2,0.1,61,3455,10,0.06595658510923386,0.025698397308588028,True,True,1.7285346984863281e-06
123,C2,0.1,62,3334,10,0.04812877997756004,0.014545591548085213,True,True,1.4603137969970703e-06
123,C2,0.1,63,3599,10,0.07589143514633179,0.03273361921310425,True,True,1.5497207641601562e-06
123,C2,0.1,64,2610,10,0.06348496675491333,0.035101424902677536,True,True,1.4603137969970703e-06
123,C2,0.1,65,1685,10,0.044673994183540344,0.04720630124211311,True,True,1.5497207641601562e-06
123,C2,0.1,66,2613,10,0.05803732946515083,0.0382528193295002,True,True,1.9371509552001953e-06
123,C2,0.1,67,1709,10,0.0662345439195633,0.04121579974889755,True,True,1.6391277313232422e-06
123,C2,0.1,68,4558,10,0.0606759749352932,0.018205299973487854,True,True,1.6093254089355469e-06
123,C2,0.1,69,4473,10,0.04071005433797836,0.007959469221532345,True,True,1.341104507446289e-06
123,C2,0.1,70,3729,10,0.03700387850403786,0.008701290003955364,True,True,7.748603820800781e-07
123,C2,0.1,71,4561,10,0.0391666404902935,0.009551324881613255,True,True,1.430511474609375e-06
123,C2,0.1,72,3416,10,0.06280668824911118,0.016809754073619843,True,True,1.6354024410247803e-06
123,C2,0.1,73,3596,10,0.06875057518482208,0.017952173948287964,True,True,1.8477439880371094e-06
123,C2,0.1,74,5279,10,0.06850392371416092,0.026906421408057213,True,True,1.8477439880371094e-06
123,C2,0.1,75,5456,10,0.06690002977848053,0.021460501477122307,True,True,2.3618340492248535e-06
123,C2,0.1,76,3209,10,0.05587521195411682,0.02140825428068638,True,True,1.6242265701293945e-06
123,C2,0.1,77,2183,10,0.06344161182641983,0.03471926599740982,True,True,1.519918441772461e-06
123,C2,0.1,78,6781,10,0.08366230130195618,0.023367054760456085,True,True,1.5497207641601562e-06
123,C2,0.1,79,1654,10,0.060951463878154755,0.038220204412937164,True,True,1.3709068298339844e-06
2026,C0,0,0,1926,10,0.052174635231494904,0.015766514465212822,True,True,2.078711986541748e-06
2026,C0,0,1,1167,10,0.08334482461214066,0.025360940024256706,True,True,2.387911081314087e-06
2026,C0,0,2,1470,10,0.06902987509965897,0.017458409070968628,True,True,1.8477439880371094e-06
2026,C0,0,3,692,10,,0.02416670322418213,True,True,2.0563602447509766e-06
2026,C0,0,4,1053,10,0.14550085365772247,0.017848698422312737,True,True,1.996755599975586e-06
2026,C0,0,5,1048,10,0.067402184009552,0.020873498171567917,True,True,2.5331974029541016e-06
2026,C0,0,6,2399,10,0.07717233896255493,0.016319017857313156,True,True,2.3245811462402344e-06
2026,C0,0,7,1922,10,0.08449728786945343,0.016029413789510727,True,True,1.9669532775878906e-06
2026,C0,0,8,2068,10,0.08107055723667145,0.01529902033507824,True,True,2.592802047729492e-06
2026,C0,0,9,1497,10,0.08297494798898697,0.024397702887654305,True,True,2.905726432800293e-06
2026,C0,0,10,1558,10,0.07881677895784378,0.02321212738752365,True,True,2.6114284992218018e-06
2026,C0,0,11,1227,10,0.14381536841392517,0.021994346752762794,True,True,2.4437904357910156e-06
2026,C0,0,12,4147,10,0.11484988778829575,0.013809897936880589,True,True,3.3080577850341797e-06
2026,C0,0,13,4776,10,0.09352807700634003,0.017414307221770287,True,True,2.950429916381836e-06
2026,C0,0,14,4410,10,0.09707950055599213,0.01573544554412365,True,True,2.557411789894104e-06
2026,C0,0,15,1980,10,0.08967088162899017,0.01808800734579563,True,True,2.5331974029541016e-06
2026,C0,0,16,1085,10,0.07309459894895554,0.017197858542203903,True,True,2.6673078536987305e-06
2026,C0,0,17,3846,10,0.12093712389469147,0.017843544483184814,True,True,2.5890767574310303e-06
2026,C0,0,18,2070,10,0.11301077902317047,0.01537963468581438,True,True,2.6514753699302673e-06
2026,C0,0,19,2335,10,0.11160269379615784,0.01843274012207985,True,True,2.8014183044433594e-06
2026,C0,0,20,1109,10,0.08969457447528839,0.02692822366952896,True,True,2.5471672415733337e-06
2026,C0,0,21,1020,10,0.06596260517835617,0.018139224499464035,True,True,2.3245811462402344e-06
2026,C0,0,22,935,10,0.09678582847118378,0.0241800956428051,True,True,2.1010637283325195e-06
2026,C0,0,23,1051,10,0.08462759852409363,0.021769294515252113,True,True,1.959502696990967e-06
2026,C0,0,24,990,10,0.0839088186621666,0.015556967817246914,True,True,2.7418136596679688e-06
2026,C0,0,25,984,10,0.054936256259679794,0.016739076003432274,True,True,1.8477439880371094e-06
2026,C0,0,26,1413,10,0.06945471465587616,0.017027905210852623,True,True,2.5331974029541016e-06
2026,C0,0,27,1256,10,0.05503565073013306,0.014426837675273418,True,True,2.0489096641540527e-06
2026,C0,0,28,473,10,,0.02404998429119587,True,True,2.034008502960205e-06
2026,C0,0,29,476,10,,0.02129635214805603,True,True,2.5331974029541016e-06
2026,C0,0,30,1232,10,0.06687959283590317,0.027934471145272255,True,True,2.853572368621826e-06
2026,C0,0,31,870,10,0.0394013449549675,0.019349580630660057,True,True,2.0265579223632812e-06
2026,C0,0,32,514,10,,0.023261673748493195,True,True,2.4139881134033203e-06
2026,C0,0,33,389,10,,0.019174199551343918,True,True,1.6819685697555542e-06
2026,C0,0,34,1233,10,0.06577375531196594,0.015340938232839108,True,True,2.473592758178711e-06
2026,C0,0,35,689,10,,0.018043894320726395,True,True,2.130866050720215e-06
2026,C0,0,36,415,10,,0.017908290028572083,True,True,2.1457672119140625e-06
2026,C0,0,37,600,10,,0.02385892905294895,True,True,2.469867467880249e-06
2026,C0,0,38,543,10,,0.025192758068442345,True,True,3.0100345611572266e-06
2026,C0,0,39,516,10,,0.024095291271805763,True,True,2.473592758178711e-06
2026,C0,0,40,271,10,,0.0236124936491251,True,True,3.2782554626464844e-06
2026,C0,0,41,511,10,,0.022183384746313095,True,True,2.4139881134033203e-06
2026,C0,0,42,1350,10,0.07720183581113815,0.02091268263757229,True,True,2.1010637283325195e-06
2026,C0,0,43,1056,10,0.12688621878623962,0.024284057319164276,True,True,2.7120113372802734e-06
2026,C0,0,44,2403,10,0.08010123670101166,0.02084122598171234,True,True,2.428889274597168e-06
2026,C0,0,45,2251,10,0.11422425508499146,0.02989310771226883,True,True,2.689659595489502e-06
2026,C0,0,46,3687,10,0.08143647015094757,0.018625430762767792,True,True,2.562999725341797e-06
2026,C0,0,47,1800,10,0.11546526849269867,0.025286953896284103,True,True,3.904104232788086e-06
2026,C0,0,48,935,10,0.09385143965482712,0.023443222045898438,True,True,2.7865171432495117e-06
2026,C0,0,49,1234,10,0.09921476989984512,0.021139521151781082,True,True,2.5331974029541016e-06
2026,C0,0,50,1231,10,0.08203791081905365,0.03258945047855377,True,True,2.4065375328063965e-06
2026,C0,0,51,1134,10,0.0653146505355835,0.02438737265765667,True,True,2.1010637283325195e-06
2026,C0,0,52,5696,10,0.0910150483250618,0.017256205901503563,True,True,2.9802322387695312e-06
2026,C0,0,53,5943,10,0.09561660885810852,0.020547231659293175,True,True,2.5406479835510254e-06
2026,C0,0,54,3480,10,0.08244527876377106,0.02000465616583824,True,True,2.5331974029541016e-06
2026,C0,0,55,3505,10,0.08496763557195663,0.018290603533387184,True,True,3.0100345611572266e-06
2026,C0,0,56,989,10,0.09390922635793686,0.01918514259159565,True,True,2.0526349544525146e-06
2026,C0,0,57,1015,10,0.08313700556755066,0.02264813333749771,True,True,2.041459083557129e-06
2026,C0,0,58,1198,10,0.0357598252594471,0.01776541769504547,True,True,2.1085143089294434e-06
2026,C0,0,59,929,10,0.18299399316310883,0.021227838471531868,True,True,2.6226043701171875e-06
2026,C0,0,60,1892,10,0.10776282101869583,0.019183572381734848,True,True,2.864748239517212e-06
2026,C0,0,61,3455,10,0.11121291667222977,0.01935282163321972,True,True,2.6747584342956543e-06
2026,C0,0,62,3334,10,0.06368624418973923,0.01160999946296215,True,True,3.0100345611572266e-06
2026,C0,0,63,3599,10,0.1353098303079605,0.021997131407260895,True,True,2.6561319828033447e-06
2026,C0,0,64,2610,10,0.11120284348726273,0.023490607738494873,True,True,3.6545097827911377e-06
2026,C0,0,65,1685,10,0.09202315658330917,0.034330014139413834,True,True,3.069639205932617e-06
2026,C0,0,66,2613,10,0.11275988072156906,0.027845975011587143,True,True,2.6971101760864258e-06
2026,C0,0,67,1709,10,0.08005142211914062,0.027498582378029823,True,True,2.7418136596679688e-06
2026,C0,0,68,4558,10,0.07977716624736786,0.013057132251560688,True,True,3.2186508178710938e-06
2026,C0,0,69,4473,10,0.05195211246609688,0.008417386561632156,True,True,2.7194619178771973e-06
2026,C0,0,70,3729,10,0.045986175537109375,0.009777012281119823,True,True,2.5480985641479492e-06
2026,C0,0,71,4561,10,0.06588707864284515,0.013404419645667076,True,True,2.6971101760864258e-06
2026,C0,0,72,3416,10,0.091428242623806,0.014986248686909676,True,True,3.0547380447387695e-06
2026,C0,0,73,3596,10,0.13288912177085876,0.01686381921172142,True,True,3.5017728805541992e-06
2026,C0,0,74,5279,10,0.1025918647646904,0.018395818769931793,True,True,2.8461217880249023e-06
2026,C0,0,75,5456,10,0.1059723049402237,0.018422581255435944,True,True,2.644956111907959e-06
2026,C0,0,76,3209,10,0.09711024165153503,0.015747610479593277,True,True,2.3990869522094727e-06
2026,C0,0,77,2183,10,0.09275151044130325,0.026285910978913307,True,True,2.8312206268310547e-06
2026,C0,0,78,6781,10,0.09944264590740204,0.01453418843448162,True,True,2.771615982055664e-06
2026,C0,0,79,1654,10,0.11459311097860336,0.029659049585461617,True,True,2.9355287551879883e-06
2026,C1,0.03,0,1926,10,0.048055969178676605,0.009770032949745655,True,True,1.3485550880432129e-06
2026,C1,0.03,1,1167,10,0.05760864168405533,0.01483587734401226,True,True,1.3709068298339844e-06
2026,C1,0.03,2,1470,10,0.07107963413000107,0.010387157090008259,True,True,1.3709068298339844e-06
2026,C1,0.03,3,692,10,,0.013737472705543041,True,True,1.4901161193847656e-06
2026,C1,0.03,4,1053,10,0.10339492559432983,0.010510779917240143,True,True,1.4975666999816895e-06
2026,C1,0.03,5,1048,10,0.05439595878124237,0.011820069514214993,True,True,1.4603137969970703e-06
2026,C1,0.03,6,2399,10,0.05186175927519798,0.009938432835042477,True,True,1.4454126358032227e-06
2026,C1,0.03,7,1922,10,0.04317433759570122,0.01001916453242302,True,True,1.3560056686401367e-06
2026,C1,0.03,8,2068,10,0.058487311005592346,0.008249878883361816,True,True,2.3096799850463867e-06
2026,C1,0.03,9,1497,10,0.06475894153118134,0.01291195023804903,True,True,1.519918441772461e-06
2026,C1,0.03,10,1558,10,0.06337679177522659,0.011266559362411499,True,True,1.73225998878479e-06
2026,C1,0.03,11,1227,10,0.13013388216495514,0.012793466448783875,True,True,2.294778823852539e-06
2026,C1,0.03,12,4147,10,0.08002272993326187,0.008678771555423737,True,True,1.773238182067871e-06
2026,C1,0.03,13,4776,10,0.06307501345872879,0.010178678669035435,True,True,1.9371509552001953e-06
2026,C1,0.03,14,4410,10,0.0638502687215805,0.009658305905759335,True,True,1.9818544387817383e-06
2026,C1,0.03,15,1980,10,0.05418695881962776,0.010585404001176357,True,True,1.7248094081878662e-06
2026,C1,0.03,16,1085,10,0.06754633784294128,0.0102164251729846,True,True,1.385807991027832e-06
2026,C1,0.03,17,3846,10,0.08981290459632874,0.010216861963272095,True,True,1.7285346984863281e-06
2026,C1,0.03,18,2070,10,0.0717453733086586,0.009557360783219337,True,True,1.6689300537109375e-06
2026,C1,0.03,19,2335,10,0.07248720526695251,0.01068125106394291,True,True,1.5944242477416992e-06
2026,C1,0.03,20,1109,10,0.0541367344558239,0.01563606970012188,True,True,1.9632279872894287e-06
