model,seed,arm,lambda_group,input_index,official_FRC,generated_side_mean,target_side_mean,one_to_one_mean
seed123_C1_lambda0.03,123,C1,0.03,40,0.19583911246685595,0.019583911246685595,0.017504069107648474,0.011620927127334958
seed123_C1_lambda0.03,123,C1,0.03,41,0.10890123518824317,0.010890123518824317,0.007722901374251009,0.0052427437514411725
seed123_C1_lambda0.03,123,C1,0.03,42,0.23489064344909252,0.02348906434490925,0.013857909142648183,0.012268031531623614
seed123_C1_lambda0.03,123,C1,0.03,43,0.4014883647710523,0.04014883647710523,0.012350395381514428,0.009902957568143942
seed123_C1_lambda0.03,123,C1,0.03,44,0.3763697395581643,0.03763697395581643,0.018723118656015912,0.017345717051290555
seed123_C1_lambda0.03,123,C1,0.03,45,0.18203026213024054,0.018203026213024054,0.012565091740879594,0.008789220540535993
seed123_C1_lambda0.03,123,C1,0.03,46,0.20765329016331086,0.020765329016331085,0.01175080148069116,0.010791237270708357
seed123_C1_lambda0.03,123,C1,0.03,47,0.643733829982695,0.0643733829982695,0.03370503731835257,0.025803779469858578
seed123_C1_lambda0.03,123,C1,0.03,48,0.11484181000119456,0.011484181000119456,0.0054825605918892,0.003869697896345001
seed123_C1_lambda0.03,123,C1,0.03,49,-0.002138283327596932,-0.00021382833275969323,-0.0034245687076999076,-0.004443951108390779
seed123_C1_lambda0.03,123,C1,0.03,50,0.11886645797409058,0.011886645797409058,0.007997727554216693,0.007629299103801118
seed123_C1_lambda0.03,123,C1,0.03,51,0.30924182174982645,0.030924182174982644,0.01099855991545363,0.007283906717070356
seed123_C1_lambda0.03,123,C1,0.03,52,0.7251842792172046,0.07251842792172046,0.021359314271039192,0.020123336232863883
seed123_C1_lambda0.03,123,C1,0.03,53,0.1861334321261596,0.01861334321261596,0.014625456435920035,0.011601326168512055
seed123_C1_lambda0.03,123,C1,0.03,54,0.23478111354246844,0.023478111354246843,0.013343924952996467,0.012089673385147793
seed123_C1_lambda0.03,123,C1,0.03,55,0.5447614992844739,0.05447614992844739,0.027667457222889786,0.024364575043129034
seed123_C1_lambda0.03,123,C1,0.03,56,0.5694633092762593,0.05694633092762593,0.01951949354529272,0.01624868792949069
seed123_C1_lambda0.03,123,C1,0.03,57,0.5706477605082318,0.057064776050823184,0.02935808219622202,0.023208777022557678
seed123_C1_lambda0.03,123,C1,0.03,58,0.22103630699378166,0.022103630699378166,0.015301730850308785,0.01234377367222139
seed123_C1_lambda0.03,123,C1,0.03,59,0.24507220576336136,0.024507220576336135,0.007568268951461477,0.004174595565931661
seed123_C1_lambda0.03,123,C1,0.03,60,0.3388238561256079,0.03388238561256079,0.009540688166956603,0.00842372420657823
seed123_C1_lambda0.03,123,C1,0.03,61,0.28515615191942323,0.028515615191942324,0.003084337753639662,0.0013671449080115263
seed123_C1_lambda0.03,123,C1,0.03,62,0.10819003963189458,0.010819003963189458,0.005667739461977815,0.005260407960266993
seed123_C1_lambda0.03,123,C1,0.03,63,0.22660946964893966,0.022660946964893965,0.00015068659949209925,-0.002551844906150622
seed123_C1_lambda0.03,123,C1,0.03,64,0.13466267438423726,0.013466267438423727,0.0038287717964394655,0.002824409253894514
seed123_C1_lambda0.03,123,C1,0.03,65,0.10361327628726757,0.010361327628726758,0.003971125139886982,0.003436001920337934
seed123_C1_lambda0.03,123,C1,0.03,66,0.45180891153805347,0.045180891153805344,0.02128445990881684,0.019152255502656347
seed123_C1_lambda0.03,123,C1,0.03,67,0.23867926991335517,0.023867926991335518,0.007831382315118974,0.007126274589826236
seed123_C1_lambda0.03,123,C1,0.03,68,0.13155247019690217,0.013155247019690217,0.0052304571511970115,0.004473460646892074
seed123_C1_lambda0.03,123,C1,0.03,69,0.12496214271513592,0.012496214271513591,0.006434953220337323,0.005117207608027368
seed123_C1_lambda0.03,123,C1,0.03,70,0.07690776876798251,0.007690776876798251,0.004608054586819625,0.0019529352843192856
seed123_C1_lambda0.03,123,C1,0.03,71,0.0620774990016796,0.00620774990016796,0.004409495726424165,0.0039255239286226425
