arm,step,source,group,weight,total,DC,slow,fast
B0-fixed,500,36,expression,0.32,0.06540257703073908,0.026771375581727107,0.03190047198857473,0.006730729460437255
B0-fixed,500,37,AU,0.6,0.09840257573027626,0.027606229433345817,0.05628427581321105,0.014512070483719388
B0-fixed,500,37,VA,0.08,0.03175136423015711,0.01808999986214616,0.011501837481283065,0.0021595268867278944
B0-fixed,500,37,expression,0.32,0.0666189087326951,0.02713970954861089,0.0337255952297498,0.005753603954334413
B0-fixed,500,38,AU,0.6,0.10915719156313945,0.038459389682893995,0.0589057968974481,0.011792004982797345
B0-fixed,500,38,VA,0.08,0.02591402815360885,0.00942866020617734,0.013617852946596313,0.002867515000835206
B0-fixed,500,38,expression,0.32,0.04454160381731307,0.009548326300761762,0.028574810921724425,0.00641846659482688
B0-fixed,500,39,AU,0.6,0.13020241613622127,0.03677919271964972,0.07545773512591049,0.017965488290661066
B0-fixed,500,39,VA,0.08,0.038007976288711866,0.01778100827991225,0.017223462950309323,0.0030035050584902804
B0-fixed,500,39,expression,0.32,0.08278082367983979,0.035402892685544876,0.040372265311352705,0.007005665682942201
B0-fixed,500,40,AU,0.6,0.09705082870372048,0.03041629542549159,0.04898853037365227,0.017646002904576595
B0-fixed,500,40,VA,0.08,0.026293817482284435,0.013253639513041827,0.010076152120112768,0.0029640258491298406
B0-fixed,500,40,expression,0.32,0.03948321796468854,0.013041601715956991,0.01990352876209141,0.006538087486640137
B0-fixed,500,41,AU,0.6,0.10760956115665476,0.03440560348418776,0.05792049360305921,0.015283464069407782
B0-fixed,500,41,VA,0.08,0.02721259706399793,0.012831068316722134,0.011950014150427082,0.0024315145968487138
B0-fixed,500,41,expression,0.32,0.06896633988855179,0.028895197056613354,0.03493417546802758,0.0051369673639108365
B0-fixed,500,42,AU,0.6,0.11619357312947076,0.03758044249695275,0.059682213147990125,0.018930917484527892
B0-fixed,500,42,VA,0.08,0.03147711924411236,0.017073283872311825,0.01161255982877452,0.002791275543026015
B0-fixed,500,42,expression,0.32,0.10333964251619401,0.05955379617301907,0.03706304526512454,0.006722801078050398
B0-fixed,500,43,AU,0.6,0.09885151294332563,0.022582720538647825,0.06345312111713551,0.012815671287542301
B0-fixed,500,43,VA,0.08,0.03755760898896589,0.01845002117105229,0.01674757065424914,0.0023600171636644573
B0-fixed,500,43,expression,0.32,0.059253796723206305,0.01440682381085441,0.038324036485791045,0.006522936426560848
B0-fixed,500,44,AU,0.6,0.12757583552251714,0.05058181604735752,0.058566896931278443,0.01842712254388117
