arm,step,source,group,weight,total,DC,slow,fast
B0-fixed,1000,5,VA,0.08,0.025211692699966367,0.011378196061732513,0.011877566694114898,0.0019559299441189604
B0-fixed,1000,5,expression,0.32,0.044392427251718374,0.01157074216756232,0.02983592213143935,0.0029857629527167045
B0-fixed,1000,6,AU,0.6,0.1061470576851001,0.026337151603602733,0.07054694225863742,0.009262963822859962
B0-fixed,1000,6,VA,0.08,0.029805383810122446,0.01103840604489692,0.016854959755184105,0.0019120180100414264
B0-fixed,1000,6,expression,0.32,0.057603155832541095,0.013657639501783217,0.03995277833569358,0.0039927379950643
B0-fixed,1000,7,AU,0.6,0.11216267792679503,0.035492648918223645,0.06400161321455496,0.012668415794016443
B0-fixed,1000,7,VA,0.08,0.03731175796061058,0.02232770898147913,0.013076090011400409,0.0019079589677310465
B0-fixed,1000,7,expression,0.32,0.07574326582890656,0.02474136732315756,0.045098242514816284,0.005903655990932736
B0-fixed,1000,8,AU,0.6,0.10283041165544414,0.037804808912454274,0.050285857258379564,0.01473974548461029
B0-fixed,1000,8,VA,0.08,0.027836421041228594,0.011828641294608352,0.012982182983285106,0.0030255967633351284
B0-fixed,1000,8,expression,0.32,0.07078638221885611,0.019936737762311096,0.04038411349750531,0.010465530959039694
B0-fixed,1000,9,AU,0.6,0.1043160324744246,0.02774200382569709,0.06334207405296867,0.013231954595758851
B0-fixed,1000,9,VA,0.08,0.03156185446625782,0.016723703316591745,0.012837680517812358,0.002000470631853725
B0-fixed,1000,9,expression,0.32,0.048937767824071984,0.010086173839486961,0.03402930527192875,0.0048222887126562605
B0-fixed,1000,10,AU,0.6,0.11450795696890885,0.05522873682567365,0.04815091071195154,0.011128309431283654
B0-fixed,1000,10,VA,0.08,0.020638104492102752,0.009670391005953814,0.008987153242438031,0.0019805602437109092
B0-fixed,1000,10,expression,0.32,0.06798334007269989,0.03495335224849719,0.026917213869517766,0.006112773954684925
B0-fixed,1000,11,AU,0.6,0.09503936269216637,0.02765874629525903,0.056180534121381534,0.011200082275525788
B0-fixed,1000,11,VA,0.08,0.01868702529501065,0.007070098695640499,0.009740671324116032,0.0018762552752541173
B0-fixed,1000,11,expression,0.32,0.051797775503628955,0.011227649838593813,0.03477524043812273,0.005794885226912414
B0-fixed,1000,12,AU,0.6,0.09608464805425443,0.028697993829411957,0.0518484376622308,0.01553821656261165
B0-fixed,1000,12,VA,0.08,0.02890147163449331,0.014448915521753966,0.011971701525456114,0.002480854587283238
B0-fixed,1000,12,expression,0.32,0.07933383806168444,0.036231957124529916,0.03477811097948784,0.0083237699576667
B0-fixed,1000,13,AU,0.6,0.10068580308033905,0.04886326971096741,0.03870562207699748,0.013116911292374158
B0-fixed,1000,13,VA,0.08,0.02695499320207816,0.017019012472300362,0.007617264524116766,0.002318716205661026
B0-fixed,1000,13,expression,0.32,0.07218148960076698,0.04016700374069845,0.026223100250704037,0.005791385609364515
B0-fixed,1000,14,AU,0.6,0.07639091767524908,0.024475822358589756,0.039653574524669805,0.012261520791989519
B0-fixed,1000,14,VA,0.08,0.02096869554058442,0.009529025924024166,0.009269368992080656,0.0021703006244796026
B0-fixed,1000,14,expression,0.32,0.033355965487288974,0.008037053270637888,0.021751759376678288,0.0035671528399727898
B0-fixed,1000,15,AU,0.6,0.1015055646662621,0.033145202078087486,0.06013750551713205,0.00822285707104255
B0-fixed,1000,15,VA,0.08,0.023909933161728302,0.009549678367458578,0.012360530717686561,0.0019997240765831604
B0-fixed,1000,15,expression,0.32,0.09675741119454456,0.05658420417633399,0.03524626882700684,0.004926938191203745
B0-fixed,1000,16,AU,0.6,0.08619123078711037,0.02510858885614284,0.05122733611959892,0.009855305811368611
B0-fixed,1000,16,VA,0.08,0.027266481755275122,0.011982345839216072,0.013310489028701378,0.0019736468873576838
B0-fixed,1000,16,expression,0.32,0.0651071019128369,0.02933466153023681,0.03227485245499798,0.0034975879276021088
B0-fixed,1000,17,AU,0.6,0.08191590497059999,0.025150822289368824,0.04163711419205025,0.015127968489180913
B0-fixed,1000,17,VA,0.08,0.021514941443273865,0.009225925020712929,0.00964424261566186,0.00264477380689908
B0-fixed,1000,17,expression,0.32,0.06316376775227248,0.025106097886580647,0.02919104065043461,0.00886662921525721
B0-fixed,1000,18,AU,0.6,0.07974615825235845,0.02167664237007311,0.04870624155470496,0.0093632743275804
B0-fixed,1000,18,VA,0.08,0.023696512772373442,0.012354230186360235,0.009325368442430414,0.0020169141435827896
B0-fixed,1000,18,expression,0.32,0.05340744628921155,0.017513377169871367,0.03107298779079413,0.004821081328546061
B0-fixed,1000,19,AU,0.6,0.08486040841537767,0.02419127680411428,0.048841324189238935,0.011827807422024468
B0-fixed,1000,19,VA,0.08,0.023810658840266313,0.012840915252775555,0.009086995867577484,0.0018827477199132735
B0-fixed,1000,19,expression,0.32,0.05322284272187208,0.018861720183389417,0.029761477001303615,0.004599645537179057
B0-fixed,1000,20,AU,0.6,0.08096145982495867,0.01828179818664167,0.05351719880622227,0.009162462832094728
B0-fixed,1000,20,VA,0.08,0.024613850287236342,0.011813966279627094,0.010900635221600665,0.0018992487860085784
B0-fixed,1000,20,expression,0.32,0.04499107250772836,0.011238049971303456,0.029702927498851346,0.004050095037573556
B0-fixed,1000,21,AU,0.6,0.09192013805639779,0.017579220489055025,0.0632052766059592,0.011135640961383551
B0-fixed,1000,21,VA,0.08,0.027723558466830396,0.008791366980100909,0.01692235453780892,0.0020098369489205724
B0-fixed,1000,21,expression,0.32,0.07297766117489804,0.03216689595465808,0.03712367570749207,0.003687089512747884
B0-fixed,1000,22,AU,0.6,0.09455066535188326,0.027603062277085793,0.05518443758006695,0.01176316549473054
B0-fixed,1000,22,VA,0.08,0.02653087652630195,0.012706318294402535,0.012156283831716483,0.0016682744001829334
B0-fixed,1000,22,expression,0.32,0.0732917650943587,0.032212438212634434,0.036255550268838074,0.0048237766128861916
B0-fixed,1000,23,AU,0.6,0.09647866668633237,0.02885459786093373,0.05944191362759549,0.008182155197803149
B0-fixed,1000,23,VA,0.08,0.020812298156368782,0.008690650924967487,0.010600287182399217,0.0015213600490020787
B0-fixed,1000,23,expression,0.32,0.052009362455168816,0.01393451045325537,0.03373524504227964,0.004339606959633814
B0-fixed,1000,24,AU,0.6,0.10083170689676035,0.030303518289467004,0.057697341921245274,0.012830846686048098
B0-fixed,1000,24,VA,0.08,0.02458659300575318,0.009400345428809343,0.012839584559285291,0.0023466630176585414
B0-fixed,1000,24,expression,0.32,0.061403458427901826,0.021849002869655812,0.0348639605876769,0.0046904949705691215
B0-fixed,1000,25,AU,0.6,0.11724107463975869,0.03453492728681198,0.0707068268403408,0.011999320512605913
B0-fixed,1000,25,VA,0.08,0.021144754868117004,0.006688239032306936,0.012380266689996526,0.0020762491458135423
B0-fixed,1000,25,expression,0.32,0.08352578601929264,0.04238116045733295,0.03605283246505393,0.005091793096905771
B0-fixed,1000,26,AU,0.6,0.09977388892502133,0.031245248064357904,0.05812095453933984,0.010407686321323613
B0-fixed,1000,26,VA,0.08,0.030489850340098462,0.01610840492754795,0.01244412734573777,0.0019373180668127473
B0-fixed,1000,26,expression,0.32,0.08090414550122879,0.04613574963439066,0.03088516043212485,0.003883235434713305
B0-fixed,1000,27,AU,0.6,0.07736164203714471,0.020678575944351164,0.049802024868614896,0.006881041224178647
B0-fixed,1000,27,VA,0.08,0.019641366588818654,0.006128887263123793,0.011816842331880207,0.0016956369938146512
B0-fixed,1000,27,expression,0.32,0.06488255418174904,0.028619523401808452,0.03245600989459789,0.003807020885342695
B0-fixed,1000,28,AU,0.6,0.13004835107023902,0.04179825694256882,0.07446255935536622,0.013787534772303957
B0-fixed,1000,28,VA,0.08,0.021246402422541652,0.0056278795273588585,0.013532013534229321,0.002086509360953471
B0-fixed,1000,28,expression,0.32,0.057470079297538786,0.01659034236051476,0.03693687466309166,0.003942862273932387
B0-fixed,1000,29,AU,0.6,0.09818879974965966,0.03489428211411124,0.05629628494567693,0.006998232689871496
B0-fixed,1000,29,VA,0.08,0.01893293967618982,0.007077645033117089,0.01050905741368946,0.001346237229383268
B0-fixed,1000,29,expression,0.32,0.040050459456655654,0.014268306028242795,0.023009169158275066,0.002772984270137788
B0-fixed,1000,30,AU,0.6,0.09650360515960224,0.042238370897443464,0.046322720815316715,0.007942513446842043
B0-fixed,1000,30,VA,0.08,0.020314276664210432,0.008994250182260799,0.009977293729760934,0.0013427327521887
B0-fixed,1000,30,expression,0.32,0.053917573428619296,0.019721439894761293,0.030235092744950124,0.0039610407889078825
B0-fixed,1000,31,AU,0.6,0.08325532470927474,0.018383382161480225,0.05361911166992777,0.011252830877866748
B0-fixed,1000,31,VA,0.08,0.02167843561666206,0.009013815085904724,0.01074874000485656,0.0019158805259007767
B0-fixed,1000,31,expression,0.32,0.051606359076127914,0.015921318780171924,0.030929572672225684,0.0047554676237303055
B0-fixed,1000,32,AU,0.6,0.10000905604230993,0.025776081169702692,0.06277775665372769,0.011455218218879541
B0-fixed,1000,32,VA,0.08,0.02673405896306875,0.011049280800318502,0.013583947386106241,0.0021008307766440084
B0-fixed,1000,32,expression,0.32,0.052775281102241396,0.014212331231086324,0.033794868002141785,0.004768081869013285
B0-fixed,1000,33,AU,0.6,0.10974734053396128,0.03687229268191239,0.0625038209537991,0.010371226898249796
B0-fixed,1000,33,VA,0.08,0.02751216298462805,0.012928708022585498,0.012463218551218142,0.0021202364108244137
B0-fixed,1000,33,expression,0.32,0.056391359746477944,0.017363431391937554,0.034059201056102065,0.004968727298438327
B0-fixed,1000,34,AU,0.6,0.09728554616855936,0.024183413055357827,0.061224861254866626,0.011877271858334893
B0-fixed,1000,34,VA,0.08,0.035840829798390775,0.019797825039409033,0.014110299792004398,0.001932704966977333
B0-fixed,1000,34,expression,0.32,0.08274701753559287,0.03976265016651665,0.039079298208067124,0.003905069161009099
B0-fixed,1000,35,AU,0.6,0.10029803317159837,0.03467273600524552,0.05720519756948936,0.008420099596863479
B0-fixed,1000,35,VA,0.08,0.033952657351247646,0.016661243407189563,0.015367960873513088,0.0019234530705449955
B0-fixed,1000,35,expression,0.32,0.06044962677520928,0.026246816283872494,0.031086601290879326,0.003116209200457456
B0-fixed,1000,36,AU,0.6,0.08635321794241473,0.028464644898794886,0.0469604086112692,0.010928164432350639
B0-fixed,1000,36,VA,0.08,0.02557783972818772,0.012150219012541806,0.011442908689247775,0.0019847120263981385
B0-fixed,1000,36,expression,0.32,0.06343341546824263,0.03176294791851488,0.0278207291611945,0.0038497383885332526
B0-fixed,1000,37,AU,0.6,0.08624210471294955,0.023133917927399675,0.053266015226032616,0.009842171559517254
B0-fixed,1000,37,VA,0.08,0.02631654128874158,0.015453057859805514,0.009446983127099316,0.0014165003018367513
B0-fixed,1000,37,expression,0.32,0.05616095605604616,0.021982518724913535,0.03048012687784451,0.0036983104532881147
B0-fixed,1000,38,AU,0.6,0.09449404673782841,0.0358579495318735,0.050733586443315846,0.007902510762639068
B0-fixed,1000,38,VA,0.08,0.022748370682023105,0.010001256155474262,0.01061647672677534,0.0021306377997734973
B0-fixed,1000,38,expression,0.32,0.02995562597058558,0.006151738392199421,0.02001921032622169,0.003784677252164472
B0-fixed,1000,39,AU,0.6,0.1114929436783619,0.030469777475547185,0.07005394377898581,0.01096922242382892
B0-fixed,1000,39,VA,0.08,0.0287529242615988,0.01284221371416801,0.014058836657667812,0.001851873889762977
B0-fixed,1000,39,expression,0.32,0.07784933593956861,0.03512088407012361,0.03828703950420919,0.0044414123652358065
B0-fixed,1000,40,AU,0.6,0.09918853242972278,0.03802105669951347,0.04649857567267115,0.014668900057538148
B0-fixed,1000,40,VA,0.08,0.023671645499554465,0.011859438743690946,0.009577861008274974,0.002234345747588543
B0-fixed,1000,40,expression,0.32,0.03695532953466621,0.013097274715035714,0.018988792242135216,0.004869262577495288
B0-fixed,1000,41,AU,0.6,0.08386729974384909,0.02339542188307892,0.049696755276109006,0.010775122584661151
B0-fixed,1000,41,VA,0.08,0.024287648893806014,0.011621307886601918,0.01062139957800731,0.0020449414291967834
B0-fixed,1000,41,expression,0.32,0.06121662397901212,0.02420202817698389,0.03314332534460319,0.003871270457425041
B0-fixed,1000,42,AU,0.6,0.10085119706285683,0.03119064192905726,0.05909282125579885,0.010567733878000722
B0-fixed,1000,42,VA,0.08,0.024789938279526753,0.0133809452057357,0.009641575716101644,0.001767417357689406
B0-fixed,1000,42,expression,0.32,0.08671914497806935,0.04686811878649756,0.03575812990472344,0.004092896286848336
B0-fixed,1000,43,AU,0.6,0.0927889848714251,0.021508335801268853,0.06197427982685309,0.009306369243303166
B0-fixed,1000,43,VA,0.08,0.03582397282807093,0.016982505017700048,0.01690339077726699,0.0019380770331038875
B0-fixed,1000,43,expression,0.32,0.05832835855683667,0.014666634177610379,0.03869278202281829,0.004968942356408004
B0-fixed,1000,44,AU,0.6,0.12864726989595732,0.04593443508818248,0.07047667402995857,0.012236160777816266
B0-fixed,1000,44,VA,0.08,0.041331665681706244,0.02281091645338117,0.016130074944791586,0.0023906742835334907
B0-fixed,1000,44,expression,0.32,0.09268231881133149,0.041590623630739725,0.04528509694311809,0.0058065982374736645
B0-fixed,1000,45,AU,0.6,0.1143560660969822,0.035237297070191964,0.06583682220082271,0.013281946825967521
B0-fixed,1000,45,VA,0.08,0.02745376552841313,0.013996465626069609,0.01143447288240571,0.002022827019937814
B0-fixed,1000,45,expression,0.32,0.06442880741741606,0.027774383803623195,0.031636990947773,0.005017432666019864
B0-fixed,1000,46,AU,0.6,0.10149590347069724,0.022875872970381236,0.06395536297471427,0.014664667525601745
B0-fixed,1000,46,VA,0.08,0.030843084733650588,0.013881192402279583,0.014595253105507331,0.002366639225863675
B0-fixed,1000,46,expression,0.32,0.07314062905975688,0.0265893813554889,0.04074295895619952,0.005808288748068452
B0-fixed,1000,47,AU,0.6,0.10008191090766869,0.021689664068682883,0.06599776037346138,0.012394486465524424
B0-fixed,1000,47,VA,0.08,0.023743893426328214,0.007437815725248316,0.014157978304608815,0.002148099396471084
B0-fixed,1000,47,expression,0.32,0.07588058718692899,0.027724568297965647,0.0417947731049874,0.006361245783975951
B0-fixed,1000,48,AU,0.6,0.0720964513252773,0.02759931639796757,0.036057331335830695,0.008439803591479026
B0-fixed,1000,48,VA,0.08,0.015663217931390933,0.008194673855169449,0.006040296365476767,0.0014282477107447217
B0-fixed,1000,48,expression,0.32,0.043656286480684314,0.018624312641762657,0.020573428687982776,0.004458545150938882
B0-fixed,1000,49,AU,0.6,0.09025832657816871,0.031283721525542575,0.05393195977791065,0.005042645274715483
B0-fixed,1000,49,VA,0.08,0.022030162666082535,0.009788870513372216,0.010664446678129496,0.0015768454745808279
B0-fixed,1000,49,expression,0.32,0.07353675226238245,0.04200300362121096,0.027642922267880725,0.0038908263732907564
B0-fixed,1000,50,AU,0.6,0.08439514040641559,0.031004051086830017,0.04269717952790936,0.0106939097916762
B0-fixed,1000,50,VA,0.08,0.017340341637291413,0.0068898381441833976,0.008738227091230111,0.001712276401877911
B0-fixed,1000,50,expression,0.32,0.04166165605070073,0.015901817566873748,0.022707080634981027,0.0030527578488459455
B0-fixed,1000,51,AU,0.6,0.12285596187180087,0.04062802528607836,0.0705672379641234,0.011660698621599113
B0-fixed,1000,51,VA,0.08,0.022666544149308607,0.008002980485454038,0.013035861543788545,0.0016277021200660304
B0-fixed,1000,51,expression,0.32,0.08712264779694023,0.0392845205326008,0.04391604028031498,0.003922086984024451
B0-fixed,1000,52,AU,0.6,0.1063317777593551,0.03957347596198197,0.050154925832273614,0.016603375965099525
B0-fixed,1000,52,VA,0.08,0.03989886542216842,0.02472319329357801,0.01233106302378127,0.002844609104809141
B0-fixed,1000,52,expression,0.32,0.06827638239666362,0.029102105376558416,0.031469683926256424,0.00770459309384878
B0-fixed,1000,53,AU,0.6,0.06899107862603526,0.021744982068745113,0.03579065992895437,0.011455436628335777
B0-fixed,1000,53,VA,0.08,0.013545730201035213,0.004753308976808464,0.00637230806941771,0.002420113154809042
B0-fixed,1000,53,expression,0.32,0.049521116095443324,0.02128482353540922,0.02251077761153637,0.005725514948497752
B0-fixed,1000,54,AU,0.6,0.10844120121427393,0.048442117889405514,0.05058847932291951,0.009410604001948928
B0-fixed,1000,54,VA,0.08,0.03823222382470672,0.021621122565628398,0.014550837316842981,0.002060263942235345
B0-fixed,1000,54,expression,0.32,0.09025022080156271,0.04726995452164942,0.03760689423264679,0.005373372047266516
B0-fixed,1000,55,AU,0.6,0.09471933918148083,0.02734804170794836,0.054006625604825276,0.013364671868707198
B0-fixed,1000,55,VA,0.08,0.023194395941547635,0.010755128390173434,0.010356894525742675,0.0020823730256315284
B0-fixed,1000,55,expression,0.32,0.0622040961101935,0.019087273958037825,0.03659879926179624,0.006518022890359447
B0-fixed,1000,56,AU,0.6,0.0881494274424035,0.026008685913049726,0.05338200404308134,0.008758737486272428
B0-fixed,1000,56,VA,0.08,0.021496522606601502,0.007285654235014693,0.012267582657246607,0.0019432857143401965
B0-fixed,1000,56,expression,0.32,0.05991714081437161,0.01948305420709876,0.035156215034282554,0.005277871572990292
B0-fixed,1000,57,AU,0.6,0.10710494871384557,0.030352463715138518,0.06783034316593822,0.008922141832768824
B0-fixed,1000,57,VA,0.08,0.03758643831584662,0.02062989378827502,0.015031971203229933,0.0019245733243416724
B0-fixed,1000,57,expression,0.32,0.06812806210845626,0.026772123151029212,0.03687020733626611,0.004485731621160933
B0-fixed,1000,58,AU,0.6,0.0737697774762871,0.018939206852688274,0.04612377380423977,0.008706796819359054
B0-fixed,1000,58,VA,0.08,0.025404819604307266,0.010546984589651242,0.012781749309854363,0.0020760857048016637
B0-fixed,1000,58,expression,0.32,0.06243882480214291,0.025176519830281217,0.032678343938479126,0.004583961033382575
B0-fixed,1000,59,AU,0.6,0.10466596234953088,0.03856855250903936,0.05820313522599139,0.00789427461450012
B0-fixed,1000,59,VA,0.08,0.021121466462524184,0.007137080220992708,0.012460971950325259,0.0015234142912062159
B0-fixed,1000,59,expression,0.32,0.05762022861631437,0.01866308960004084,0.03510494701723294,0.0038521919990405773
B0-fixed,1000,60,AU,0.6,0.10845759624487974,0.03810463069758995,0.06084621268310568,0.009506752864184103
B0-fixed,1000,60,VA,0.08,0.024983775216513772,0.010173996830535019,0.012919240661116467,0.0018905377248622862
B0-fixed,1000,60,expression,0.32,0.07085473287467672,0.02845452261585445,0.03630292090308795,0.006097289355734343
B0-fixed,1000,61,AU,0.6,0.08767962340651059,0.024794795560722234,0.05105544822824369,0.011829379617544662
B0-fixed,1000,61,VA,0.08,0.02246591315347006,0.009833944370229983,0.010189899288361183,0.0024420694948788933
B0-fixed,1000,61,expression,0.32,0.0517048084096314,0.013177113043312164,0.03207567778594637,0.0064520175803728695
B0-fixed,1000,62,AU,0.6,0.04305006497934119,0.01655084826711588,0.01847680301698771,0.008022413695237592
B0-fixed,1000,62,VA,0.08,0.012902178197020305,0.006618040452541173,0.004798984954165194,0.0014851527903139367
B0-fixed,1000,62,expression,0.32,0.0401783894599545,0.018785343908275864,0.01565939373263264,0.005733651819046
B0-fixed,1000,63,AU,0.6,0.10721981525639712,0.04692770670942596,0.050160768341183375,0.010131340205787775
B0-fixed,1000,63,VA,0.08,0.022953959431264794,0.009501065950358396,0.011389650471676902,0.0020632430092294963
B0-fixed,1000,63,expression,0.32,0.07450610921808101,0.034745784373107554,0.034571067185560383,0.005189257659413071
B0-fixed,1000,64,AU,0.6,0.10445728906304695,0.030132712580444716,0.06240546259655024,0.011919113886051982
B0-fixed,1000,64,VA,0.08,0.03184522455906001,0.017130872194228913,0.012632174758655468,0.0020821776061756268
B0-fixed,1000,64,expression,0.32,0.07156921907118267,0.02488010220287943,0.03936081473857049,0.007328302129732749
B0-fixed,1000,65,AU,0.6,0.08183235159793054,0.024199966305463675,0.04820371120098034,0.00942867409148652
B0-fixed,1000,65,VA,0.08,0.015648124833593395,0.005682202981897399,0.008338840749739531,0.0016270811019564657
B0-fixed,1000,65,expression,0.32,0.04985183123011398,0.019311734883724556,0.027432932935965607,0.0031071634104238074
B0-fixed,1000,66,AU,0.6,0.07740046168103688,0.018994995333063182,0.048713574803213214,0.00969189154476049
B0-fixed,1000,66,VA,0.08,0.01931432889765987,0.007745372913135549,0.009726002908766471,0.0018429530757578443
B0-fixed,1000,66,expression,0.32,0.06594622701946626,0.03389682956298831,0.027463573044695877,0.004585824411782072
B0-fixed,1000,67,AU,0.6,0.0965042252682235,0.029411014953026993,0.05531404166820995,0.011779168646986566
B0-fixed,1000,67,VA,0.08,0.03217445070806763,0.01446864832254043,0.015801906231396098,0.0019038961541311022
B0-fixed,1000,67,expression,0.32,0.06969137938014291,0.03049619068021891,0.03558248690346912,0.0036127017964548785
B0-fixed,1000,68,AU,0.6,0.06985645570185481,0.03346948773812744,0.02430693985645926,0.012080028107268095
B0-fixed,1000,68,VA,0.08,0.02242826406651337,0.01485784115479816,0.005519899638383673,0.002050523273331534
B0-fixed,1000,68,expression,0.32,0.08968666128983178,0.06236429379306706,0.020572843824699108,0.006749523672065616
B0-fixed,1000,69,AU,0.6,0.07537672657616125,0.05523044058820706,0.012631329820161059,0.007514956167793124
B0-fixed,1000,69,VA,0.08,0.01396384465264302,0.009886286390242773,0.0028839090617724483,0.0011936492006278082
B0-fixed,1000,69,expression,0.32,0.05314244542306523,0.04016689766713816,0.009146738245421013,0.0038288095105060613
B0-fixed,1000,70,AU,0.6,0.07354944530259175,0.04438450065466545,0.020683649974376304,0.008481294673549999
B0-fixed,1000,70,VA,0.08,0.014867051495059909,0.009526337070463384,0.00407006912688883,0.0012706452977076913
B0-fixed,1000,70,expression,0.32,0.07104437752741073,0.04962674158962588,0.016194778274281816,0.005222857663503055
B0-fixed,1000,71,AU,0.6,0.05304281091521773,0.030598813190785838,0.014730742589218094,0.0077132551352137955
B0-fixed,1000,71,VA,0.08,0.024523861724589657,0.019214116330268174,0.003731875092534663,0.0015778703017868205
B0-fixed,1000,71,expression,0.32,0.06282888665531022,0.045519328264418714,0.012449643759434947,0.004859914631456573
B0-fixed,1000,72,AU,0.6,0.09736053437122458,0.035586945189363825,0.05065059373748284,0.011122995444377908
B0-fixed,1000,72,VA,0.08,0.03535033441221953,0.021752458284164524,0.011384145054443453,0.002213731073611557
B0-fixed,1000,72,expression,0.32,0.05753906361727128,0.019415372441762165,0.03182332487892418,0.006300366296584933
B0-fixed,1000,73,AU,0.6,0.08784891997899774,0.04021915600350504,0.03545892483576837,0.01217083913972433
B0-fixed,1000,73,VA,0.08,0.025446526893138286,0.013876050646130787,0.008891248243776469,0.002679228003231032
B0-fixed,1000,73,expression,0.32,0.09079969808402975,0.04891708883556897,0.03203570326004175,0.009846905988419035
B0-fixed,1000,74,AU,0.6,0.09109438116277792,0.029843265100126175,0.04992778389632659,0.01132333216632515
B0-fixed,1000,74,VA,0.08,0.020280042756549883,0.008897765895253335,0.009300237884011943,0.0020820389772846014
B0-fixed,1000,74,expression,0.32,0.05394572458590947,0.020251433325013096,0.02876559338413668,0.004928697876759683
B0-fixed,1000,75,AU,0.6,0.09584662202746895,0.04293551497597984,0.04273386751977422,0.010177239531714899
B0-fixed,1000,75,VA,0.08,0.030923453560695577,0.018866662945613618,0.009423943790340741,0.0026328468247412205
B0-fixed,1000,75,expression,0.32,0.07240478565277586,0.0333124804781974,0.03126783981193807,0.007824465362640398
B0-fixed,1000,76,AU,0.6,0.08900731657803297,0.02935318637900064,0.04692204879471793,0.012732081404314397
B0-fixed,1000,76,VA,0.08,0.020270307999090627,0.005879481855546397,0.011868011842127312,0.002522814301416926
B0-fixed,1000,76,expression,0.32,0.07045317238880458,0.028709808717989237,0.03537182272770917,0.006371540943106162
B0-fixed,1000,77,AU,0.6,0.10219417239460817,0.044682018070834065,0.04707702227113994,0.010435132052634149
B0-fixed,1000,77,VA,0.08,0.02599739406267926,0.015879130452228378,0.008347701230827514,0.001770562379623373
B0-fixed,1000,77,expression,0.32,0.059270153820144715,0.024147831442683714,0.029596937668440963,0.005525384709020037
B0-fixed,1000,78,AU,0.6,0.06294458331614294,0.019896877377187327,0.03462511917806255,0.008422586760893056
B0-fixed,1000,78,VA,0.08,0.018725490775276635,0.008274867865721,0.008170421116725937,0.002280201792829695
B0-fixed,1000,78,expression,0.32,0.05740849625914649,0.02264568450858356,0.026591814819792628,0.008170996930770313
B0-fixed,1000,79,AU,0.6,0.12134384165004233,0.03351926327424452,0.07202489693694746,0.01579968143885037
B0-fixed,1000,79,VA,0.08,0.028890969292453914,0.013493673965263069,0.012931133732578301,0.0024661615946125525
B0-fixed,1000,79,expression,0.32,0.08252701957502338,0.03817738494840383,0.03831287997647766,0.006036754650141905
B0-fixed,2000,0,AU,0.6,0.08964512148369931,0.02211386152324793,0.055608504855875984,0.011922755104575413
B0-fixed,2000,0,VA,0.08,0.025876899544227425,0.011157228701201399,0.012401679870305127,0.0023179909727208954
B0-fixed,2000,0,expression,0.32,0.06537789397344561,0.026239525367360995,0.03330141834493592,0.005836950261148691
B0-fixed,2000,1,AU,0.6,0.11266404379608803,0.036162957053181045,0.06424075883620967,0.012260327906697318
B0-fixed,2000,1,VA,0.08,0.018728986798990457,0.005654477804616364,0.011223952455240728,0.0018505565391333631
B0-fixed,2000,1,expression,0.32,0.07084539549956988,0.03156819034596447,0.03463231528973091,0.004644889863874497
B0-fixed,2000,2,AU,0.6,0.10661508796844556,0.03887297295806836,0.05783490125343453,0.009907213756942658
B0-fixed,2000,2,VA,0.08,0.021396193862282902,0.008999427660263837,0.010781697370745502,0.0016150688312735657
B0-fixed,2000,2,expression,0.32,0.0579946258331535,0.021765901564788824,0.031564562046373285,0.0046641622219914
B0-fixed,2000,3,AU,0.6,0.0959597390075899,0.027719423227304765,0.059282104375330186,0.008958211404954963
B0-fixed,2000,3,VA,0.08,0.016330721789461017,0.0051455070760167325,0.009870751846666562,0.0013144628667777203
B0-fixed,2000,3,expression,0.32,0.05418654317259397,0.014537620554444285,0.0357040691930947,0.003944853425054993
B0-fixed,2000,4,AU,0.6,0.0925128954570522,0.03536876751347375,0.0482867649250013,0.008857363018577149
B0-fixed,2000,4,VA,0.08,0.01712808411417091,0.006034987868506447,0.009369315820847436,0.0017237804248170297
B0-fixed,2000,4,expression,0.32,0.053312510311497086,0.024698238225621602,0.024486611168283583,0.004127660917591903
B0-fixed,2000,5,AU,0.6,0.08145133170543734,0.025237105902185135,0.048636812467394375,0.007577413335857842
B0-fixed,2000,5,VA,0.08,0.018826350165929272,0.008228935703322171,0.008837667478702294,0.0017597469839048046
B0-fixed,2000,5,expression,0.32,0.03647248826670421,0.00916135638956352,0.024228424521422706,0.0030827073557179873
B0-fixed,2000,6,AU,0.6,0.08847365379316859,0.02306352001745311,0.0568971770467574,0.00851295672895808
B0-fixed,2000,6,VA,0.08,0.021011390034536608,0.007794301660910289,0.011423629017667213,0.0017934593559591032
B0-fixed,2000,6,expression,0.32,0.04341195803247534,0.009802950156295495,0.030078774130839373,0.003530233745340468
B0-fixed,2000,7,AU,0.6,0.09633788993332269,0.030426686905670727,0.053305334880118134,0.012605868147533842
B0-fixed,2000,7,VA,0.08,0.027355588072576806,0.015304918196551073,0.010203482928710268,0.0018471869473154626
B0-fixed,2000,7,expression,0.32,0.06560881150887105,0.01701584866919989,0.04246702178728254,0.006125941052388609
B0-fixed,2000,8,AU,0.6,0.08656502997456071,0.03388644391063312,0.03883085139070661,0.013847734673220985
B0-fixed,2000,8,VA,0.08,0.021868657050754272,0.008869786869694628,0.010310036670492235,0.002688833510567416
B0-fixed,2000,8,expression,0.32,0.06158181877789235,0.01659862785090457,0.03512590177498965,0.009857289151998131
B0-fixed,2000,9,AU,0.6,0.08468833429269301,0.02105700598256604,0.05113395255492445,0.012497375755202525
