/home/zhengshiyi/react2025_new/.venv/lib/python3.10/site-packages/torch/_utils.py:831: UserWarning: TypedStorage is deprecated. It will be removed in the future and UntypedStorage will be the only storage class. This should only matter to you if you are using storages directly.  To access UntypedStorage directly, use tensor.untyped_storage() instead of tensor.storage()
  return self.fget.__get__(instance, owner)()
M1-mode 172 2.2684850692749023 10.068236351013184
M1-mode 173 2.145442008972168 9.986053943634033
M1-mode 174 2.1963768005371094 10.089807033538818
M1-mode 175 2.08415150642395 9.959681987762451
M1-mode 176 2.248988628387451 10.018530368804932
M1-mode 177 2.2334702014923096 9.917019605636597
M1-mode 178 2.562624216079712 10.153614282608032
M1-mode 179 2.1261579990386963 10.098187446594238
M1-mode 180 2.184343099594116 9.967066287994385
M1-mode 181 2.6137313842773438 10.05983591079712
M1-mode 182 2.2561142444610596 10.022939443588257
M1-mode 183 2.4858388900756836 10.07576298713684
M1-mode 184 2.317213296890259 9.985558271408081
M1-mode 185 1.9903217554092407 10.190725803375244
M1-mode 186 2.890306234359741 10.129571676254272
M1-mode 187 2.387650966644287 9.715004920959473
M1-mode 188 2.8063008785247803 10.083058834075928
M1-mode 189 2.1121983528137207 9.805602550506592
M1-mode 190 2.08414888381958 10.121473789215088
M1-mode 191 2.0278496742248535 9.895433187484741
M1-mode 192 2.747631072998047 10.179544687271118
M1-mode 193 2.252495765686035 10.071433305740356
M1-mode 194 2.3162999153137207 10.018038511276245
M1-mode 195 2.2203564643859863 10.070027112960815
M1-mode 196 2.2584517002105713 9.973097801208496
M1-mode 197 2.047434091567993 10.058858394622803
M1-mode 198 2.3316686153411865 10.142358779907227
M1-mode 199 2.448943614959717 9.911123514175415
M1-mode 200 2.1590983867645264 10.05101490020752
M1-mode 201 2.066279411315918 9.370340347290039
M1-mode 202 2.228882074356079 10.011139631271362
