model,source,group,left_block,right_block,left_frames,right_frames,mean_abs_change,candidate_covariance
G0-local,67,AU,0,1,750,750,0.08505653368463958,0.0014194682852802034
G0-local,67,AU,1,2,750,209,0.09404388374822059,-0.00050088565202111
G0-local,67,VA,0,1,750,750,0.03833493230585664,0.00016130920237221902
G0-local,67,VA,1,2,750,209,0.06865218065695144,-0.0002661890733926009
G0-local,67,expression,0,1,750,750,0.052698389831768375,0.0007370023961715316
G0-local,67,expression,1,2,750,209,0.0639846935772038,-0.0006599289356504244
G0-local,68,AU,0,1,750,750,0.05766167885932152,0.001980392291055469
G0-local,68,AU,1,2,750,750,0.08245856157137832,-0.0006872065712881388
G0-local,68,AU,2,3,750,750,0.08195677808713808,0.0032385147625132796
G0-local,68,AU,3,4,750,750,0.07299283818355702,-0.0014952083061115405
G0-local,68,AU,4,5,750,750,0.056178100128178816,0.0020816704550651577
G0-local,68,AU,5,6,750,58,0.13359585321246126,0.0014106670624084864
G0-local,68,VA,0,1,750,750,0.04510722280750131,9.109140835977935e-05
G0-local,68,VA,1,2,750,750,0.04555349018100087,-0.0003648932538703705
G0-local,68,VA,2,3,750,750,0.03887632493366892,-3.248823146731393e-05
G0-local,68,VA,3,4,750,750,0.03587833407486081,-0.00030015062261363757
G0-local,68,VA,4,5,750,750,0.04414077598436755,9.230527950810696e-05
G0-local,68,VA,5,6,750,58,0.19809982186529015,2.5971533416671675e-06
G0-local,68,expression,0,1,750,750,0.06229910142705619,0.00019002941122495343
G0-local,68,expression,1,2,750,750,0.06865114516192164,-0.0007006575913497572
G0-local,68,expression,2,3,750,750,0.07860903708066104,-0.0011324525173847019
G0-local,68,expression,3,4,750,750,0.08202813185933855,-0.0026429944260756935
G0-local,68,expression,4,5,750,750,0.07670887024585367,0.0032870812432576673
G0-local,68,expression,5,6,750,58,0.10147884622259958,0.006488793596858943
G0-local,69,AU,0,1,750,750,0.04659716855302372,0.00019685428298903417
G0-local,69,AU,1,2,750,750,0.04247555804801498,0.0010111325107641416
G0-local,69,AU,2,3,750,750,0.06801800562683875,-0.004242443346630317
G0-local,69,AU,3,4,750,750,0.05228176260020953,-0.0011980977714105372
G0-local,69,AU,4,5,750,723,0.07593730028506541,-0.003162864921922326
G0-local,69,VA,0,1,750,750,0.029809230815349398,0.0003223048386018101
G0-local,69,VA,1,2,750,750,0.03200007876079829,0.00014836903567652472
G0-local,69,VA,2,3,750,750,0.022115724203683455,0.00016974148095769343
G0-local,69,VA,3,4,750,750,0.034211630648494126,-0.0001840172869756368
G0-local,69,VA,4,5,750,723,0.04617761261549792,-8.699334052226604e-05
G0-local,69,expression,0,1,750,750,0.06780488467217563,0.00010171991256229727
G0-local,69,expression,1,2,750,750,0.06072883373261699,-0.0005805741060021859
G0-local,69,expression,2,3,750,750,0.05996393332094295,0.0006615132157221679
G0-local,69,expression,3,4,750,750,0.06747262891204833,-0.0016285066197758988
G0-local,69,expression,4,5,750,723,0.08647943814100409,-0.0017778514070289106
G0-local,70,AU,0,1,750,750,0.06519640309928992,0.00033253048927077997
G0-local,70,AU,1,2,750,750,0.042929625661948446,0.001299601482581517
G0-local,70,AU,2,3,750,750,0.05131877690395991,-0.0020287988711563663
G0-local,70,AU,3,4,750,729,0.04380213346983583,0.0008721924989839458
G0-local,70,VA,0,1,750,750,0.04244121255934041,9.974023797925423e-05
G0-local,70,VA,1,2,750,750,0.03229461281769229,8.0685966113336e-05
G0-local,70,VA,2,3,750,750,0.038283219549984884,-0.0004337876368182371
G0-local,70,VA,3,4,750,729,0.0371428781195849,2.778007326670654e-05
G0-local,70,expression,0,1,750,750,0.07679194521192041,0.0006371048011199658
G0-local,70,expression,1,2,750,750,0.07467867323945576,-4.717530784571583e-06
G0-local,70,expression,2,3,750,750,0.07504161406348325,-0.0013178460874675075
G0-local,70,expression,3,4,750,729,0.04925300721875658,0.0024362298194379453
G0-local,71,AU,0,1,750,750,0.061345411872604755,0.001311021495506706
G0-local,71,AU,1,2,750,750,0.03474182178433876,0.006118142692770002
G0-local,71,AU,2,3,750,750,0.0707038297058955,9.126899113487336e-05
G0-local,71,AU,3,4,750,750,0.08186422113385725,-0.0010812798509029324
G0-local,71,AU,4,5,750,750,0.06736140925616269,0.0006373130299380714
G0-local,71,AU,5,6,750,61,0.13348115067566926,0.006842057836557496
G0-local,71,VA,0,1,750,750,0.02940053066640212,2.5271511948940206e-05
G0-local,71,VA,1,2,750,750,0.028955229907009196,5.3291546110638355e-05
G0-local,71,VA,2,3,750,750,0.05136175725604699,2.8611063219866748e-05
G0-local,71,VA,3,4,750,750,0.053849977414462645,0.00021788280589043972
G0-local,71,VA,4,5,750,750,0.051798962070880826,-9.30007293894178e-05
G0-local,71,VA,5,6,750,61,0.19604606000812988,-0.0009794521659682112
G0-local,71,expression,0,1,750,750,0.07281977362577405,0.0009357275075064333
G0-local,71,expression,1,2,750,750,0.056896518351237116,0.000571911229201835
G0-local,71,expression,2,3,750,750,0.07447805269709477,0.0011298563963619349
G0-local,71,expression,3,4,750,750,0.08572503364636733,-0.00014510862710454328
G0-local,71,expression,4,5,750,750,0.08333161782612121,0.0009973080468272215
G0-local,71,expression,5,6,750,61,0.1518025812780164,-0.00041895969820322955
G0-local,72,AU,0,1,750,750,0.08217795500456938,-0.00014359006275237225
G0-local,72,AU,1,2,750,750,0.06979910542954913,0.0006026789533761488
G0-local,72,AU,2,3,750,750,0.09339963829959769,-0.003062204983264295
G0-local,72,AU,3,4,750,416,0.0919184491945254,-0.0015461632708852074
G0-local,72,VA,0,1,750,750,0.038875546373452134,-8.26050139050809e-05
G0-local,72,VA,1,2,750,750,0.044926128832760634,-4.731466839095647e-05
G0-local,72,VA,2,3,750,750,0.052589149675747224,-0.000156458697715571
G0-local,72,VA,3,4,750,416,0.05837769044269869,-0.00030912420019150864
G0-local,72,expression,0,1,750,750,0.05705910078641363,-0.0003640739665190191
G0-local,72,expression,1,2,750,750,0.06816395078974233,-0.0005188298687414774
G0-local,72,expression,2,3,750,750,0.0748154438572767,-0.0013054691603188145
G0-local,72,expression,3,4,750,416,0.07953405267569899,-0.0014831019067918243
G0-local,73,AU,0,1,750,750,0.08390377625137219,-0.0007873132139024782
G0-local,73,AU,1,2,750,750,0.05521715296859881,0.000784290374398676
G0-local,73,AU,2,3,750,750,0.07116421621775143,-0.0012385180622536492
G0-local,73,AU,3,4,750,596,0.06645467567420034,0.0006969973083675477
G0-local,73,VA,0,1,750,750,0.04130373194665905,-0.00011972000141303127
G0-local,73,VA,1,2,750,750,0.025251897966913323,0.0003129235641779256
G0-local,73,VA,2,3,750,750,0.033850112321633125,2.0771548766526193e-05
G0-local,73,VA,3,4,750,596,0.041671201682782225,-6.928930479201936e-05
G0-local,73,expression,0,1,750,750,0.0580323656969984,0.0015110874565517753
G0-local,73,expression,1,2,750,750,0.044506775470329205,0.0007643247487485808
G0-local,73,expression,2,3,750,750,0.06237501208740244,0.0005021868399900369
G0-local,73,expression,3,4,750,596,0.06441523423926891,-0.0009506890813430231
G0-local,74,AU,0,1,750,750,0.08243692875837567,0.0014141971918181684
G0-local,74,AU,1,2,750,750,0.09073969814033035,-0.002363104410985226
G0-local,74,AU,2,3,750,750,0.11076045293152849,-0.0011416965121830906
G0-local,74,AU,3,4,750,750,0.13450263122545147,0.0001141079384062073
G0-local,74,AU,4,5,750,750,0.14072625595225763,-0.0008186585988979338
G0-local,74,AU,5,6,750,750,0.1063014481805598,0.0021896167981040274
G0-local,74,AU,6,7,750,29,0.25289612016091534,0.00108995518508699
G0-local,74,VA,0,1,750,750,0.028878401349408767,0.0004727940904321172
G0-local,74,VA,1,2,750,750,0.03274094635630202,0.00026741884098551203
G0-local,74,VA,2,3,750,750,0.05237762819167482,-0.00030721585055594735
G0-local,74,VA,3,4,750,750,0.053594659916121445,-9.449162328647342e-05
G0-local,74,VA,4,5,750,750,0.08639503924879119,-0.0003812529857345094
G0-local,74,VA,5,6,750,750,0.0463098424805435,-0.0004368903404867411
G0-local,74,VA,6,7,750,29,0.2781612504938084,-0.001475661711661648
G0-local,74,expression,0,1,750,750,0.053145223037507947,0.00025491999376848866
G0-local,74,expression,1,2,750,750,0.05706597513329218,-0.0003556939774299997
G0-local,74,expression,2,3,750,750,0.07713637521078923,-0.0013406220954604818
G0-local,74,expression,3,4,750,750,0.07275503250274076,0.0019039928599587563
G0-local,74,expression,4,5,750,750,0.10293351087860705,-0.0005922667375929156
G0-local,74,expression,5,6,750,750,0.093535584410435,-0.0006752361187161892
G0-local,74,expression,6,7,750,29,0.13140430629877384,-0.00020156225020625954
G0-local,75,AU,0,1,750,750,0.12890697211239,0.0005945723986701191
G0-local,75,AU,1,2,750,750,0.07267613035785156,0.0012898189128769536
G0-local,75,AU,2,3,750,750,0.08680243376242942,0.003013485514219051
G0-local,75,AU,3,4,750,750,0.10141631169000957,-0.0002024532231051329
G0-local,75,AU,4,5,750,750,0.0733933936268385,-0.0002564842904240955
G0-local,75,AU,5,6,750,750,0.09492916945578381,-0.0005020047679490555
G0-local,75,AU,6,7,750,206,0.24025447670908373,-0.002712780182455327
G0-local,75,VA,0,1,750,750,0.07202228664898805,-0.00015681248872656284
G0-local,75,VA,1,2,750,750,0.03962580150050889,0.00015987645905918618
G0-local,75,VA,2,3,750,750,0.03224529899132662,0.0002758326949250041
G0-local,75,VA,3,4,750,750,0.05091776255455831,-0.00018596766248972886
G0-local,75,VA,4,5,750,750,0.05273428145098915,-0.0006235680601659019
G0-local,75,VA,5,6,750,750,0.09924828163969306,0.00022598223661100342
G0-local,75,VA,6,7,750,206,0.08514301063293125,-0.0008291855664703369
G0-local,75,expression,0,1,750,750,0.0764519234435447,-0.00017819824444245298
G0-local,75,expression,1,2,750,750,0.06286676335378928,0.0015707569586230464
G0-local,75,expression,2,3,750,750,0.05587428240307516,-0.00011681825831741209
G0-local,75,expression,3,4,750,750,0.0645853180559685,-0.0005138178181975956
G0-local,75,expression,4,5,750,750,0.07465753210458934,-0.00031035763134147664
G0-local,75,expression,5,6,750,750,0.12062283987698526,0.0007228131646881443
G0-local,75,expression,6,7,750,206,0.11284666352414432,0.0008145578261302109
G0-local,76,AU,0,1,750,750,0.11803394189995838,0.0011279276941722968
G0-local,76,AU,1,2,750,750,0.07937029809165776,-0.0006102872317038773
G0-local,76,AU,2,3,750,750,0.09470798333348625,-0.0015291036435302117
G0-local,76,AU,3,4,750,209,0.12964419538141805,-0.00026236922967435634
G0-local,76,VA,0,1,750,750,0.06840787120485839,-0.00010178045009504296
G0-local,76,VA,1,2,750,750,0.044285737090122276,-0.00038186906172899687
G0-local,76,VA,2,3,750,750,0.05612388825659211,-0.0010448744232945196
G0-local,76,VA,3,4,750,209,0.06893915808736407,-0.0005715998992869523
G0-local,76,expression,0,1,750,750,0.08261676607796294,-1.0401830825244356e-05
G0-local,76,expression,1,2,750,750,0.06868269199708646,-0.0003268211589642487
G0-local,76,expression,2,3,750,750,0.0723532909638702,-0.0025767917379550757
G0-local,76,expression,3,4,750,209,0.08214778507179887,-0.001353932123421926
G0-local,77,AU,0,1,750,750,0.09126342318555809,-0.0012648703526639863
G0-local,77,AU,1,2,750,683,0.11052771936485589,-0.0015131716756037515
G0-local,77,VA,0,1,750,750,0.055408200975769574,6.016731810233113e-05
G0-local,77,VA,1,2,750,683,0.04834601759603964,-8.298444805777018e-05
G0-local,77,expression,0,1,750,750,0.07330544588904334,-2.423159338418741e-05
G0-local,77,expression,1,2,750,683,0.07391681646319123,-0.0006027032565675411
G0-local,78,AU,0,1,750,750,0.09532314437835333,0.0011990415799090935
G0-local,78,AU,1,2,750,750,0.14115447320045205,-0.00469778229470267
G0-local,78,AU,2,3,750,750,0.09780212878881994,0.0007871759815611966
G0-local,78,AU,3,4,750,750,0.05794008697508993,0.0013122411438012938
G0-local,78,AU,4,5,750,750,0.06024101808077345,-0.00019214939621580796
G0-local,78,AU,5,6,750,750,0.07539476571205544,-0.0032027637182450376
G0-local,78,AU,6,7,750,750,0.06695232404831339,0.00023827015377116828
G0-local,78,AU,7,8,750,750,0.162266956032361,-0.004385021192947176
G0-local,78,AU,8,9,750,31,0.17956556634974707,0.003618021229697626
G0-local,78,VA,0,1,750,750,0.04389408113796941,-0.00011209980343568017
G0-local,78,VA,1,2,750,750,0.07829829638292858,-0.00048727272768217474
G0-local,78,VA,2,3,750,750,0.06287770976198129,-0.0003623909656818069
G0-local,78,VA,3,4,750,750,0.03422268104949932,0.00021375947051481051
G0-local,78,VA,4,5,750,750,0.032460817946781274,0.00022837637965011722
G0-local,78,VA,5,6,750,750,0.058384051060901276,-6.727930146787863e-05
G0-local,78,VA,6,7,750,750,0.0647756883731638,9.942443510241464e-06
G0-local,78,VA,7,8,750,750,0.14126161540709536,-0.0004621933204400815
G0-local,78,VA,8,9,750,31,0.20648855043353223,0.0025486149096754515
G0-local,78,expression,0,1,750,750,0.08045617947099593,-0.001896286821676445
G0-local,78,expression,1,2,750,750,0.08168085204304162,-0.00013611265334019775
G0-local,78,expression,2,3,750,750,0.08907285540798152,-0.0022273023417959522
G0-local,78,expression,3,4,750,750,0.06638342607724282,0.0007154014624558342
G0-local,78,expression,4,5,750,750,0.05752679654784203,-0.00021600970322080255
G0-local,78,expression,5,6,750,750,0.08380793344794929,-1.5673089767552848e-05
G0-local,78,expression,6,7,750,750,0.10675822402629395,0.00039968313929355706
G0-local,78,expression,7,8,750,750,0.13745207578562293,5.676037799549441e-05
G0-local,78,expression,8,9,750,31,0.14911824220647055,0.0011772232532477728
G0-local,79,AU,0,1,750,750,0.12343175386911573,-0.0002325511352506478
G0-local,79,AU,1,2,750,154,0.11705916149725544,0.0015377077656518383
G0-local,79,VA,0,1,750,750,0.04482197301779656,2.2663913890589235e-05
G0-local,79,VA,1,2,750,154,0.062374747512171716,0.0003845860329813357
G0-local,79,expression,0,1,750,750,0.07852393015667479,0.0016387608735286988
G0-local,79,expression,1,2,750,154,0.10080606428803748,0.00016395259877944896
G1-shared,0,AU,0,1,750,750,0.06724534772676902,0.023334878801776746
G1-shared,0,AU,1,2,750,426,0.043707017053657475,0.0330946902078582
G1-shared,0,VA,0,1,750,750,0.04703481714486808,0.017587608212919374
G1-shared,0,VA,1,2,750,426,0.031908061141623215,0.021718288230574503
G1-shared,0,expression,0,1,750,750,0.0489409490230063,0.023956255834833167
G1-shared,0,expression,1,2,750,426,0.03918650250418954,0.028603988433688794
G1-shared,1,AU,0,1,750,417,0.04819937442264627,0.02301355299126737
G1-shared,1,VA,0,1,750,417,0.02966465323266374,0.005535323194930253
G1-shared,1,expression,0,1,750,417,0.030988335241186736,0.023301825152741353
G1-shared,2,AU,0,1,750,720,0.045975150312228215,0.023586137142829474
G1-shared,2,VA,0,1,750,720,0.04839928612492889,0.007834506241513071
G1-shared,2,expression,0,1,750,720,0.0540441313027179,0.012281257738257405
G1-shared,4,AU,0,1,750,303,0.059262494333668744,0.018620552609651578
G1-shared,4,VA,0,1,750,303,0.043287658817948715,0.008006345585576644
G1-shared,4,expression,0,1,750,303,0.04739188213788827,0.014641909570867275
G1-shared,5,AU,0,1,750,298,0.09159246271382708,0.021288248925215233
G1-shared,5,VA,0,1,750,298,0.06606446590776456,0.008046419112894011
G1-shared,5,expression,0,1,750,298,0.06507023576963476,0.014212218208429099
G1-shared,6,AU,0,1,750,750,0.04572598787824627,0.01885349597958946
G1-shared,6,AU,1,2,750,750,0.08179141181827906,0.022745825160719244
G1-shared,6,AU,2,3,750,149,0.06450160706582314,0.028962327466915842
G1-shared,6,VA,0,1,750,750,0.0367894616082897,0.006643942568091151
G1-shared,6,VA,1,2,750,750,0.05070377142388879,0.007856329860614238
G1-shared,6,VA,2,3,750,149,0.0501389035804385,0.010422232055966188
G1-shared,6,expression,0,1,750,750,0.03322587538399771,0.010123938992390946
G1-shared,6,expression,1,2,750,750,0.06754055420668323,0.009770906031694936
G1-shared,6,expression,2,3,750,149,0.04293594906017078,0.01664252681204663
G1-shared,7,AU,0,1,750,750,0.0583273612658358,0.025409775042702656
G1-shared,7,AU,1,2,750,422,0.04936901297566851,0.028510631545709833
G1-shared,7,VA,0,1,750,750,0.03916336670291457,0.019121079777852587
G1-shared,7,VA,1,2,750,422,0.04064066922101174,0.02300133850922074
G1-shared,7,expression,0,1,750,750,0.041826743483849835,0.018352397533063367
G1-shared,7,expression,1,2,750,422,0.05500384788270768,0.02463379237062837
G1-shared,8,AU,0,1,750,750,0.07092313385177694,0.019312561296637283
G1-shared,8,AU,1,2,750,568,0.02507182602807008,0.023182641259617158
G1-shared,8,VA,0,1,750,750,0.053109905689196234,0.007947161177879804
G1-shared,8,VA,1,2,750,568,0.024844783054500892,0.0078045614668904905
G1-shared,8,expression,0,1,750,750,0.06802699074111947,0.009055286007935053
G1-shared,8,expression,1,2,750,568,0.030839067641779943,0.015890717979848635
G1-shared,9,AU,0,1,750,747,0.07504392904610123,0.013502357308694726
G1-shared,9,VA,0,1,750,747,0.037635627058655474,0.012394872144269709
G1-shared,9,expression,0,1,750,747,0.03704943086379401,0.008425870447918296
G1-shared,10,AU,0,1,750,750,0.0609870601377758,0.02842502488855601
G1-shared,10,AU,1,2,750,58,0.09797660252318764,0.023563185115547395
G1-shared,10,VA,0,1,750,750,0.044276974842409014,0.007573137977272849
G1-shared,10,VA,1,2,750,58,0.07376352799024971,0.010690024440581591
G1-shared,10,expression,0,1,750,750,0.04473286828128781,0.019341954191792618
G1-shared,10,expression,1,2,750,58,0.08110262837022683,0.01893701546982892
G1-shared,11,AU,0,1,750,477,0.1311368876328294,0.010037309692003423
G1-shared,11,VA,0,1,750,477,0.08084982322384224,0.0049464150465716806
G1-shared,11,expression,0,1,750,477,0.09664394232161841,0.0056038333094533665
G1-shared,12,AU,0,1,750,750,0.06517671516098208,0.01369292343750003
G1-shared,12,AU,1,2,750,750,0.021199535443127183,0.018381687279965274
G1-shared,12,AU,2,3,750,750,0.0671432818345351,0.01712700551571445
G1-shared,12,AU,3,4,750,750,0.0789302086234626,0.0181530902284796
G1-shared,12,AU,4,5,750,397,0.07768554590077643,0.017751192187874198
G1-shared,12,VA,0,1,750,750,0.05784873666571342,0.009718263705032806
G1-shared,12,VA,1,2,750,750,0.0169730402921181,0.010935947470413538
G1-shared,12,VA,2,3,750,750,0.036680973821866296,0.011512008856949328
G1-shared,12,VA,3,4,750,750,0.05376017399378733,0.011703319802127613
G1-shared,12,VA,4,5,750,397,0.06964112910318308,0.010635025059703576
G1-shared,12,expression,0,1,750,750,0.05046981415598627,0.01705287199107378
G1-shared,12,expression,1,2,750,750,0.023110525156220654,0.025406038127519556
G1-shared,12,expression,2,3,750,750,0.06108471223779331,0.023199212685775114
G1-shared,12,expression,3,4,750,750,0.07132548002986673,0.023256306695189202
G1-shared,12,expression,4,5,750,397,0.08233188604371905,0.022325191180216936
G1-shared,13,AU,0,1,750,750,0.061272440192308576,0.01781363348560788
G1-shared,13,AU,1,2,750,750,0.026123998358709734,0.023082839086783644
G1-shared,13,AU,2,3,750,750,0.04104664105724587,0.024919211884937023
G1-shared,13,AU,3,4,750,750,0.03502687653751265,0.028869071710851252
G1-shared,13,AU,4,5,750,750,0.029743128921074967,0.02982461602306702
G1-shared,13,AU,5,6,750,276,0.05056581139196403,0.02431585335023997
G1-shared,13,VA,0,1,750,750,0.02426641497403489,0.010154516550035023
G1-shared,13,VA,1,2,750,750,0.02673655860057449,0.010453105330524882
G1-shared,13,VA,2,3,750,750,0.03850801113173147,0.010827002885508034
G1-shared,13,VA,3,4,750,750,0.023446842650093596,0.010858641132504447
G1-shared,13,VA,4,5,750,750,0.02630753234361738,0.011625897640374706
G1-shared,13,VA,5,6,750,276,0.03317592428539436,0.009647019085688824
G1-shared,13,expression,0,1,750,750,0.019913450696622828,0.01762596771413231
G1-shared,13,expression,1,2,750,750,0.027818906330264043,0.01959258911284297
G1-shared,13,expression,2,3,750,750,0.026898525381647755,0.021461827041765625
G1-shared,13,expression,3,4,750,750,0.02338866282305877,0.022068537207022235
G1-shared,13,expression,4,5,750,750,0.020741560174680252,0.026623450087770232
G1-shared,13,expression,5,6,750,276,0.052753904499967176,0.02451547203914362
G1-shared,14,AU,0,1,750,750,0.06709040424117899,0.01169177899081506
G1-shared,14,AU,1,2,750,750,0.03542699528946786,0.015617870530338532
G1-shared,14,AU,2,3,750,750,0.02850526339650544,0.013998305702308835
G1-shared,14,AU,3,4,750,750,0.036901032460368396,0.012036727394574362
G1-shared,14,AU,4,5,750,660,0.018910841222553897,0.013872099702987549
G1-shared,14,VA,0,1,750,750,0.04135100438573565,0.007833598835308585
G1-shared,14,VA,1,2,750,750,0.02536376632126982,0.008580233021883887
G1-shared,14,VA,2,3,750,750,0.022314263294071435,0.007651356092984017
G1-shared,14,VA,3,4,750,750,0.026838077203068376,0.006840419871017411
G1-shared,14,VA,4,5,750,660,0.029550026007592427,0.006468374073293104
G1-shared,14,expression,0,1,750,750,0.04028015150841211,0.006018451359523373
G1-shared,14,expression,1,2,750,750,0.025242123155007484,0.007988876130743318
G1-shared,14,expression,2,3,750,750,0.021401218566176893,0.0068570228955257065
G1-shared,14,expression,3,4,750,750,0.0350166912403518,0.004636355327403849
G1-shared,14,expression,4,5,750,660,0.015833748880729068,0.004495005818784551
G1-shared,15,AU,0,1,750,750,0.07765704836753033,0.018300567551627928
G1-shared,15,AU,1,2,750,480,0.0373252770788868,0.023495211302660537
G1-shared,15,VA,0,1,750,750,0.029449961639690082,0.00829295878261614
G1-shared,15,VA,1,2,750,480,0.02872118352700051,0.009148880551411305
G1-shared,15,expression,0,1,750,750,0.03964086389276491,0.031779546947325155
G1-shared,15,expression,1,2,750,480,0.03394060345933885,0.034099187878983014
G1-shared,16,AU,0,1,750,335,0.06418611348919488,0.0179916751091275
G1-shared,16,VA,0,1,750,335,0.03992543365752586,0.009076738765289591
G1-shared,16,expression,0,1,750,335,0.03735058834943235,0.015167245787868853
G1-shared,17,AU,0,1,750,750,0.052666233249712695,0.013605210296866921
G1-shared,17,AU,1,2,750,750,0.038249675588329014,0.017372162631722678
G1-shared,17,AU,2,3,750,750,0.025849228913013677,0.020241311640373228
G1-shared,17,AU,3,4,750,750,0.05591222908828444,0.01867944520021144
G1-shared,17,AU,4,5,750,96,0.07712328256730579,0.016634454657121996
G1-shared,17,VA,0,1,750,750,0.041509160195200526,0.005275373075613486
G1-shared,17,VA,1,2,750,750,0.02552309604239127,0.005738519967346558
G1-shared,17,VA,2,3,750,750,0.02255847055988125,0.0057412441730928096
G1-shared,17,VA,3,4,750,750,0.03207038651172788,0.0052040388534717215
G1-shared,17,VA,4,5,750,96,0.04654553572326675,0.004982278252920917
G1-shared,17,expression,0,1,750,750,0.043991454312099124,0.010728628716342068
G1-shared,17,expression,1,2,750,750,0.03994510496897935,0.014481356200266492
G1-shared,17,expression,2,3,750,750,0.022158388749329874,0.016972534553187913
G1-shared,17,expression,3,4,750,750,0.054859110501705485,0.010504460974277765
G1-shared,17,expression,4,5,750,96,0.0725561260045311,0.009665524778776032
G1-shared,18,AU,0,1,750,750,0.06105074984332244,0.011227588873986734
G1-shared,18,AU,1,2,750,570,0.04035421785846549,0.014819935109269551
G1-shared,18,VA,0,1,750,750,0.036017647933119616,0.008701995942934651
G1-shared,18,VA,1,2,750,570,0.018321335092564665,0.008926052687079968
G1-shared,18,expression,0,1,750,750,0.024552345140317088,0.01101235468737277
G1-shared,18,expression,1,2,750,570,0.028138448116377744,0.014898211881041238
G1-shared,19,AU,0,1,750,750,0.06044731805114819,0.00712844238695031
G1-shared,19,AU,1,2,750,750,0.042909651133768933,0.013771858353940201
G1-shared,19,AU,2,3,750,85,0.057392782152935015,0.013962900341777789
G1-shared,19,VA,0,1,750,750,0.045630670714811764,0.00864848558592895
G1-shared,19,VA,1,2,750,750,0.030986620349403103,0.00864435324753071
G1-shared,19,VA,2,3,750,85,0.05754936834438033,0.00985391917448559
G1-shared,19,expression,0,1,750,750,0.019523480841670656,0.007728583965868392
G1-shared,19,expression,1,2,750,750,0.04209343365878162,0.00983477257781822
G1-shared,19,expression,2,3,750,85,0.04696140264488201,0.01295263130935837
G1-shared,20,AU,0,1,750,359,0.0642332456142778,0.009934195272650138
G1-shared,20,VA,0,1,750,359,0.04207021175092153,0.007634573120310053
G1-shared,20,expression,0,1,750,359,0.03893244048607791,0.00808671128999918
G1-shared,21,AU,0,1,750,270,0.0668461407752412,0.012824051880794867
G1-shared,21,VA,0,1,750,270,0.035681339143361315,0.005419270467301356
G1-shared,21,expression,0,1,750,270,0.053283328131644235,0.020180316038095756
G1-shared,22,AU,0,1,750,185,0.08478175518425342,0.010902444017247548
G1-shared,22,VA,0,1,750,185,0.04956063394375737,0.009468853249654009
G1-shared,22,expression,0,1,750,185,0.05466498112813549,0.0241924716747461
G1-shared,23,AU,0,1,750,301,0.055157138331965734,0.014251831845081156
G1-shared,23,VA,0,1,750,301,0.03909710993041301,0.005858371104114706
G1-shared,23,expression,0,1,750,301,0.03680108911540981,0.009252124643642959
G1-shared,24,AU,0,1,750,240,0.08433268945452713,0.02033061884937394
G1-shared,24,VA,0,1,750,240,0.03921000594590176,0.00594134693100206
G1-shared,24,expression,0,1,750,240,0.04564551106889864,0.019068440582710827
G1-shared,25,AU,0,1,750,234,0.08632678881219072,0.023303022963081496
G1-shared,25,VA,0,1,750,234,0.049396650430850265,0.004648404147776179
G1-shared,25,expression,0,1,750,234,0.05405889887266938,0.02359650495397338
G1-shared,26,AU,0,1,750,663,0.05118029197607829,0.029887889145320985
G1-shared,26,VA,0,1,750,663,0.030084954305630546,0.010116232009434652
G1-shared,26,expression,0,1,750,663,0.03157156494548189,0.02665132368267724
G1-shared,27,AU,0,1,750,506,0.07650365336200907,0.01053384053838669
G1-shared,27,VA,0,1,750,506,0.021742102643446077,0.005029645788904263
G1-shared,27,expression,0,1,750,506,0.03591676698117159,0.01896469458422914
G1-shared,30,AU,0,1,750,482,0.034670826273844074,0.022337553389346166
G1-shared,30,VA,0,1,750,482,0.048526584328820774,0.005576624799656748
G1-shared,30,expression,0,1,750,482,0.034003423887159816,0.011285720074597182
G1-shared,31,AU,0,1,750,120,0.07383917835319984,0.01164752346622048
G1-shared,31,VA,0,1,750,120,0.04447489704260592,0.00552268268230223
G1-shared,31,expression,0,1,750,120,0.05031811438790497,0.008809017043638913
G1-shared,34,AU,0,1,750,483,0.08181945520188882,0.014171435025521241
G1-shared,34,VA,0,1,750,483,0.04940274372726943,0.016085202336895307
G1-shared,34,expression,0,1,750,483,0.048889562989607935,0.03152929572480908
G1-shared,42,AU,0,1,750,600,0.04894012756576919,0.019777831386663794
G1-shared,42,VA,0,1,750,600,0.031882655707752436,0.011720901252294743
G1-shared,42,expression,0,1,750,600,0.03514352382155964,0.033055383155648724
G1-shared,43,AU,0,1,750,306,0.09580802255795232,0.011058732839058014
G1-shared,43,VA,0,1,750,306,0.04746491708583683,0.01179336443775967
G1-shared,43,expression,0,1,750,306,0.07151810611523104,0.00860333334010512
G1-shared,44,AU,0,1,750,750,0.0573010497503991,0.023742145449450493
G1-shared,44,AU,1,2,750,750,0.0352295502507385,0.024547600541880033
G1-shared,44,AU,2,3,750,153,0.06336095618420522,0.026807207489971754
G1-shared,44,VA,0,1,750,750,0.033681024844905705,0.014256055677201004
G1-shared,44,VA,1,2,750,750,0.015269023658429184,0.014918335948795318
G1-shared,44,VA,2,3,750,153,0.045671325891031345,0.015754668537714015
G1-shared,44,expression,0,1,750,750,0.05047034495272608,0.017730587176789235
G1-shared,44,expression,1,2,750,750,0.0266541363722946,0.022356725819847864
G1-shared,44,expression,2,3,750,153,0.0597882714584124,0.020015971654053208
G1-shared,45,AU,0,1,750,750,0.055408313216268316,0.01898707668077794
G1-shared,45,AU,1,2,750,750,0.09024059381565683,0.022220618791770185
