model,source,group,total,DC,slow,fast,weight,speed,acceleration
G0-local,66,expression,0.042772865174322654,0.0029198627331375668,0.035223446102552736,0.004629556338632349,0.32,0.029781168122514703,0.05144789687346277
G0-local,67,AU,0.10689901369775694,0.009958075685096025,0.09273471727696939,0.004206220735691517,0.6,0.015717484958682675,0.027508301561509064
G0-local,67,VA,0.030808132666476862,0.001366196148588209,0.027089943440503805,0.0023519930773848435,0.08,0.030368604561947454,0.05195992867642109
G0-local,67,expression,0.04713917128000526,0.003769890121192136,0.040182511963091555,0.00318676919572158,0.32,0.02163033646944124,0.037266867382357335
G0-local,68,AU,0.05334339865386757,0.003624351036434514,0.0470626939412559,0.0026563536761771453,0.6,0.009887745321093336,0.01738568824738607
G0-local,68,VA,0.011404422904603933,0.00042907152934260577,0.009099376855856468,0.001875974519404859,0.08,0.026815903262600024,0.04606384323440123
G0-local,68,expression,0.04083113676459298,0.0027332865609475407,0.034791305738999107,0.003306544464646345,0.32,0.024960176100852407,0.04328485438979118
G0-local,69,AU,0.035280647773209294,0.002781517931659304,0.0316815509609661,0.00081757888058389,0.6,0.004777506584425452,0.008313604652293305
G0-local,69,VA,0.006426714946391313,0.0004456434178890654,0.004706045357163491,0.0012750261713387547,0.08,0.026098235011152864,0.04489288305052781
G0-local,69,expression,0.02924250709802296,0.0021646473834171943,0.02138718304620793,0.005690676668397837,0.32,0.035208363077142604,0.060989472889124624
G0-local,70,AU,0.0367283915495063,0.0027617383982513183,0.03287091415605618,0.0010957389951987944,0.6,0.00536037996145057,0.009342106096680932
G0-local,70,VA,0.00706624597056665,0.00021796425159788054,0.005738736642947254,0.0011095450760215167,0.08,0.023877568460834424,0.041023946696667146
G0-local,70,expression,0.031122058455683613,0.0021231865658173678,0.02504812154890023,0.003950750340966016,0.32,0.030024106498620782,0.0520104899138829
G0-local,71,AU,0.044998315987336994,0.005187342265312516,0.037464373239272285,0.0023466004827521927,0.6,0.008668632428925916,0.015217522635341445
G0-local,71,VA,0.010277632512008325,0.00023725320668580916,0.008215716795040176,0.0018246625102823425,0.08,0.026694691442500633,0.045748543557152785
G0-local,71,expression,0.032248539077296176,0.001924148458430968,0.026296761721023333,0.004027628897841877,0.32,0.028309906549590435,0.04903726090306055
G0-local,72,AU,0.07195008876451987,0.002447223609432864,0.06399557920728446,0.0055072859478025584,0.6,0.01874178393347885,0.032996225859546896
G0-local,72,VA,0.02069871628457653,0.00045315312074415207,0.01770728219421915,0.002538280969613232,0.08,0.032898506014367196,0.05638124685882101
G0-local,72,expression,0.04542229807811742,0.00151967344471197,0.03880300337064806,0.005099621262757388,0.32,0.03053433114832178,0.05278210358501526
G0-local,73,AU,0.05451266246425205,0.00364666462750314,0.0468623166155461,0.004003681221202807,0.6,0.016146662551634487,0.028263427144746688
G0-local,73,VA,0.017654629147068054,0.00030311938745055793,0.015125354021994667,0.00222615573762283,0.08,0.03133895568418982,0.05389535557649208
G0-local,73,expression,0.03709090887689655,0.0020720923711196066,0.03049597507593577,0.004522841429841178,0.32,0.029003609963649007,0.05020954380534333
G0-local,74,AU,0.06231054619096575,0.0030607100223025508,0.05490756189122524,0.004342274277437947,0.6,0.016680879418405042,0.029244724902101893
G0-local,74,VA,0.01481859144110987,0.0003486414116280784,0.012342502356874124,0.002127447672607665,0.08,0.03005390982604736,0.05164017498975185
G0-local,74,expression,0.030880709753866736,0.0008099154646514044,0.02582861997314691,0.004242174316068418,0.32,0.029480045670976868,0.05098140345665325
G0-local,75,AU,0.06674692047572048,0.003113204633613722,0.057790348941661566,0.005843366900445199,0.6,0.01934029364080047,0.034205640031993945
G0-local,75,VA,0.01667868252902815,0.00022615683375578965,0.013839917379523314,0.0026126083157490504,0.08,0.03456291423188391,0.05937670484626808
G0-local,75,expression,0.041209698782845965,0.001851191009672954,0.03374853992748899,0.005609967845684023,0.32,0.03363030715138847,0.0582499781798108
G0-local,76,AU,0.07545026171148102,0.004396343102640771,0.06766970525343931,0.003384213355400939,0.6,0.01450661404142252,0.025282135980476926
G0-local,76,VA,0.024379971285422023,0.0007064047342900037,0.021086198411783778,0.002587368139348242,0.08,0.032995005030186306,0.056646968090609456
G0-local,76,expression,0.04130650182613774,0.0021129581274058557,0.0352915858092328,0.00390195788949908,0.32,0.025404810811178173,0.04385886310492773
G0-local,77,AU,0.07197302496335019,0.00539782434635203,0.06381237662933668,0.0027628239876614606,0.6,0.013039060046130316,0.02256653743461045
G0-local,77,VA,0.019580487973902314,0.0005636360623089124,0.01728260435487923,0.001734247556714166,0.08,0.02744305755618141,0.04691343686699177
G0-local,77,expression,0.04301567608873877,0.0029518471461138914,0.03637080885372676,0.0036930200888981284,0.32,0.026514603125932477,0.04571025647856933
G0-local,78,AU,0.06161948380087536,0.0016421068940378491,0.053128006317417154,0.006849370589420371,0.6,0.02032122813103102,0.036213977015356155
G0-local,78,VA,0.01565259425936362,0.00025571691831768927,0.012801664158311575,0.002595213182734356,0.08,0.034078648594344486,0.05858509167677617
G0-local,78,expression,0.0356522438025856,0.0006871330274663856,0.029074526662876746,0.005890584112242467,0.32,0.034503973274030326,0.060004297631207
G0-local,79,AU,0.09692903453785796,0.012534005297602046,0.0803093681605143,0.00408566107974162,0.6,0.014384690918412962,0.025239399688659393
G0-local,79,VA,0.020679300205885216,0.0010730412013696493,0.017575073804713293,0.0020311851998022793,0.08,0.028745634538753936,0.04917641185959247
G0-local,79,expression,0.051181707274141716,0.006898445066751498,0.04013385517554389,0.004149407031846331,0.32,0.02567949188103851,0.0444242922268835
G1-shared,0,AU,0.14298246490425084,0.05437255243347817,0.06063530229010639,0.027974610180666284,0.6,0.04302422179419629,0.08063894023423882
G1-shared,0,VA,0.06201601582076072,0.037591839430461495,0.019793440699432705,0.004630735690866513,0.08,0.04665372525485522,0.08010430384398387
G1-shared,0,expression,0.10429030311805956,0.05166318426838738,0.041391909550583604,0.011235209299088581,0.32,0.036345775242926925,0.06381560405818397
G1-shared,1,AU,0.13418130303861295,0.04698890448809528,0.0645932631060915,0.02259913544442617,0.6,0.03543720592218215,0.06597298104931422
G1-shared,1,VA,0.030814466487304168,0.011026595392370452,0.016681631872746773,0.003106239222186937,0.08,0.03753257534090949,0.06423843864509521
G1-shared,1,expression,0.09941513496462696,0.04695767614672618,0.0432948075508753,0.009162651267025486,0.32,0.03135156763279893,0.05483485259080437
G1-shared,2,AU,0.12797531289893346,0.04850504279726914,0.057314004625674354,0.022156265475989957,0.6,0.034822028156850614,0.06500325428484297
G1-shared,2,VA,0.034433037577444744,0.016035379854562926,0.015271054840813142,0.0031266028820686837,0.08,0.0378047512371914,0.06489277568803557
G1-shared,2,expression,0.07445055509069284,0.02608032453593233,0.03921315477656809,0.00915707577819242,0.32,0.036381351628278574,0.06353715223023418
G1-shared,3,AU,0.1134286335605033,0.03887882349857103,0.05784514195553306,0.016704668106399232,0.6,0.027380508811492482,0.0504864182682553
G1-shared,3,VA,0.026475080818692612,0.01040352679484251,0.013666690716469426,0.0024048633073806723,0.08,0.033332104958181105,0.05679026582416476
G1-shared,3,expression,0.07976184144177584,0.02938894328840483,0.042554988801775266,0.007817909351595754,0.32,0.03072003613490625,0.05360933381668538
G1-shared,4,AU,0.11064825372783077,0.03884990930245813,0.051127361215149256,0.02067098321022338,0.6,0.032418088757695425,0.060287426155096295
G1-shared,4,VA,0.032906026685303506,0.015561680211180786,0.013826528668172586,0.0035178178059501377,0.08,0.040127391673772765,0.06889954609627007
G1-shared,4,expression,0.07419581430822002,0.030007371996965487,0.034789997412591735,0.009398444898662813,0.32,0.030887103021965515,0.05416625476849442
G1-shared,5,AU,0.1141099361815939,0.043526581015979476,0.05580328898979593,0.014780066175818526,0.6,0.025146201018276634,0.04662947710810744
G1-shared,5,VA,0.033886250392318934,0.015731714162006947,0.015074569118179167,0.003079967112132823,0.08,0.037915854297820344,0.06493355076283946
G1-shared,5,expression,0.064803448525981,0.025614119696164676,0.03360592819136313,0.00558340063845318,0.32,0.022052799564782004,0.03860340790990197
G1-shared,6,AU,0.1315729386685114,0.04414492205401667,0.06584961421256617,0.021578402401928553,0.6,0.03499010750949467,0.06502473114493891
G1-shared,6,VA,0.038321729151281285,0.01580498380216153,0.01890043275814509,0.0036163125909746663,0.08,0.04027566204561032,0.06916566750290132
G1-shared,6,expression,0.07307462286373145,0.02277780313836379,0.042391792532868046,0.00790502719249964,0.32,0.029061774250730164,0.0508071874596937
G1-shared,7,AU,0.14067027546241387,0.05273031285391471,0.0594511722348388,0.028488790373660346,0.6,0.042165948089952894,0.07954805971927585
G1-shared,7,VA,0.06205964212057133,0.040569008529409506,0.01739854491099519,0.004092088680166626,0.08,0.042238245129868825,0.07277273149359861
G1-shared,7,expression,0.09897643652021015,0.04114000079517767,0.04740382930752828,0.010432606417504212,0.32,0.034478231759580806,0.06078089473489764
G1-shared,8,AU,0.10587708574917117,0.042933365329636854,0.03876406758971232,0.024179652829822006,0.6,0.035468671553782395,0.06712582740157359
G1-shared,8,VA,0.03610775413492836,0.01584656138469641,0.01475796853605255,0.005503224214179393,0.08,0.050696574076864,0.08732794179921041
G1-shared,8,expression,0.08191828248465947,0.024571777456811605,0.04048719823980498,0.016859306788042885,0.32,0.04642416706941419,0.08224910423348576
G1-shared,9,AU,0.11295462374702973,0.029861808109433594,0.06020863238127899,0.02288418325631716,0.6,0.0346949322170984,0.06494010921870941
G1-shared,9,VA,0.04484565612212256,0.024963222951663856,0.016432558360214167,0.003449874810244531,0.08,0.039729884977544594,0.06830299082685477
G1-shared,9,expression,0.07005697188613141,0.0189002712264704,0.04232768084623191,0.008829019813429102,0.32,0.029863989762446395,0.05242249583549358
G1-shared,10,AU,0.14082767715040387,0.05885277997087603,0.05804996678070501,0.023924930398822816,0.6,0.03643452353161213,0.06808062172106628
G1-shared,10,VA,0.03531364359165493,0.01593262840522927,0.015326030109543759,0.004054985076881901,0.08,0.04172982014965914,0.07145895366562553
G1-shared,10,expression,0.09090396582441512,0.039826545444415544,0.040007535511973905,0.011069884868025657,0.32,0.035584407030272824,0.06230428543833578
G1-shared,11,AU,0.10103915563311168,0.029483477256133483,0.048685605017990435,0.02287007335898777,0.6,0.034741670372728274,0.06509115460785272
G1-shared,11,VA,0.026203429924196407,0.01005272338782517,0.012793039471217446,0.0033576670651537916,0.08,0.039929198656283464,0.06836103778344592
G1-shared,11,expression,0.0626331978741349,0.013629359987027904,0.03835832517187773,0.01064551271522928,0.32,0.03612951566255144,0.06342625630939845
G1-shared,12,AU,0.10872280776760658,0.03391442061422325,0.04771208712005884,0.02709630003332449,0.6,0.04184720639518476,0.078484797074061
G1-shared,12,VA,0.040118358630883005,0.02159771033951874,0.013999294889376875,0.004521353401987387,0.08,0.046836136860148814,0.0805172208522683
G1-shared,12,expression,0.09267870549705849,0.04405497892904134,0.035899741157252196,0.01272398541076497,0.32,0.04122162704567095,0.07253472848790923
G1-shared,13,AU,0.11235462639096183,0.04863224350339808,0.03694733286549614,0.026775050022067624,0.6,0.04075964054866432,0.07667322643878915
G1-shared,13,VA,0.03667213823539662,0.021448290768144935,0.010621431361193359,0.004602416106058338,0.08,0.048558218768395466,0.0836077367366068
G1-shared,13,expression,0.07801028063141154,0.04344883892676099,0.024287847461331606,0.01027359424331894,0.32,0.03205846607802543,0.05696936677547466
G1-shared,14,AU,0.08840105497059714,0.02631971521619917,0.03685743824874447,0.0252239015056535,0.6,0.03960885531833358,0.07420264433929093
G1-shared,14,VA,0.03065778939247003,0.014795996493289082,0.011887953654016657,0.00397383924516429,0.08,0.04566818059749137,0.07864597035754774
G1-shared,14,expression,0.043191733254283576,0.011752755781700047,0.023568478493152537,0.007870498979430984,0.32,0.024980475358275554,0.044435856724365744
G1-shared,15,AU,0.1199413706926143,0.043062462735423995,0.05538434818630508,0.021494559770885234,0.6,0.034768060035748886,0.06472380672883445
G1-shared,15,VA,0.037634240652287966,0.017715198614144074,0.016307125141998734,0.0036119168961451565,0.08,0.04141643060298964,0.07116978559152658
G1-shared,15,expression,0.11208088514027152,0.06651179138917628,0.0371817767338584,0.008387317017236851,0.32,0.03033293128544042,0.05335689692979095
G1-shared,16,AU,0.1063579697426572,0.03801949850514259,0.04979373617813315,0.01854473505938146,0.6,0.031043357013015253,0.05755094886306385
G1-shared,16,VA,0.034168863178970874,0.01684323587583913,0.01413111132055759,0.0031945159825741525,0.08,0.03870186763718608,0.06654670383124131
G1-shared,16,expression,0.06914900063316232,0.030559132804632225,0.03242208406924125,0.006167783759288818,0.32,0.025726629644983325,0.045071331527573734
G1-shared,17,AU,0.0980089511545136,0.03413421479792909,0.03553390950101199,0.028340826855572532,0.6,0.042188613695312766,0.07966678516594614
G1-shared,17,VA,0.027205182852684504,0.010831359152081945,0.011389328713322811,0.004984494987279748,0.08,0.0504024572423573,0.08689301731737871
G1-shared,17,expression,0.06931633287722361,0.024915187176526837,0.028852144342387913,0.01554900135830886,0.32,0.04714866828613603,0.08349931282312215
G1-shared,18,AU,0.08580313768653375,0.02640792397101742,0.041978368027856185,0.01741684568766014,0.6,0.029929383747017424,0.055202890468602925
G1-shared,18,VA,0.031866823778693924,0.018280943647680716,0.01030414156462404,0.00328173856638918,0.08,0.0400948748837257,0.06875336472234204
G1-shared,18,expression,0.06725767904347492,0.026039893330783954,0.03248522594077323,0.008732559771917748,0.32,0.031050819924017974,0.05432936135014632
G1-shared,19,AU,0.08932750453839641,0.022402214414157795,0.04479911329936981,0.02212617682486881,0.6,0.034663194950932556,0.0647260972358187
G1-shared,19,VA,0.031869547399701235,0.017367410533207023,0.010959127752197198,0.0035430091142970082,0.08,0.041777217609999216,0.07192768475544382
G1-shared,19,expression,0.05421388752807651,0.01878737718419472,0.026850129863653188,0.008576380480228607,0.32,0.026301071469079597,0.04635619977205757
G1-shared,20,AU,0.09788664385762127,0.021605297152875905,0.05685697013110937,0.019424376573635986,0.6,0.031114052952525877,0.05756773780757572
G1-shared,20,VA,0.032995787075897946,0.015008974142939738,0.014569700558388722,0.0034171123745694934,0.08,0.039109539320167315,0.06674693338052677
G1-shared,20,expression,0.058481932348554796,0.016616741651138134,0.03392757554974231,0.007937615147674356,0.32,0.031011214973061207,0.05377918594241492
G1-shared,21,AU,0.11576511800975257,0.029048753949571397,0.06315558593749356,0.023560778122687625,0.6,0.03713897919766129,0.06893112761949091
G1-shared,21,VA,0.03466906650550252,0.012532165541361936,0.018775943388968597,0.003360957575171981,0.08,0.03823097382356671,0.06542928619011877
G1-shared,21,expression,0.08867586734406267,0.04450812772811959,0.037406142445325086,0.006761597170618011,0.32,0.02497232767771304,0.043830292339287286
G1-shared,22,AU,0.09980293181731377,0.025275214037520203,0.0502649188939881,0.02426279888580548,0.6,0.03757614263169492,0.07013995325322427
G1-shared,22,VA,0.03492954970008772,0.01786095207140199,0.013952863342636372,0.003115734286049369,0.08,0.03730802279627263,0.06399610271784606
G1-shared,22,expression,0.08995721679402752,0.04378515965837621,0.036963302518203345,0.009208754617447953,0.32,0.03087226331961604,0.05408431807358536
G1-shared,23,AU,0.09599037989189378,0.029203592551293817,0.04819756033876121,0.01858922700183877,0.6,0.03065617392461705,0.05683252661503279
G1-shared,23,VA,0.027468205979626046,0.011666719761284472,0.012832517777769472,0.00296896844057211,0.08,0.037344039023274794,0.0642236322178334
G1-shared,23,expression,0.060703367090184354,0.01884174388093219,0.03294740077696372,0.008914222432288442,0.32,0.0317843309793656,0.05575095316788583
G1-shared,24,AU,0.13393397077600772,0.04392027966323653,0.06441470941150931,0.025598981701261868,0.6,0.03907603712106117,0.07330497995975185
G1-shared,24,VA,0.03575803003832036,0.014013965321948731,0.017366176866681356,0.004377887849690264,0.08,0.04263130963767266,0.07287847960633924
G1-shared,24,expression,0.08263474599779792,0.035101591003615706,0.039022611506657416,0.008510543487524806,0.32,0.027875588919394043,0.04891262419451557
G1-shared,25,AU,0.1467458926733481,0.049607936261931475,0.07186399354528222,0.025273962866134394,0.6,0.038913012754255585,0.0729157019068045
G1-shared,25,VA,0.031309336733704854,0.009396561065713892,0.01767076155021711,0.0042420141177738555,0.08,0.043620501475520365,0.07492736111320493
G1-shared,25,expression,0.09769435855815459,0.04818537876631653,0.040820400502432894,0.008688579289405175,0.32,0.028819306246762204,0.05054026696308013
G1-shared,26,AU,0.1477516699259012,0.06188604554563758,0.06273850416230974,0.023127120217953902,0.6,0.03640644204925724,0.06820679597755137
G1-shared,26,VA,0.041904431054184836,0.020397735325858715,0.01787327943821192,0.003633416290114213,0.08,0.040371913816314386,0.0691878535469507
G1-shared,26,expression,0.10286060433328541,0.054262090645644905,0.04053582836486029,0.008062685322780214,0.32,0.030190156519265595,0.052730661595920506
G1-shared,27,AU,0.09095292402400057,0.02394921906971762,0.050096300031290064,0.016907404922992877,0.6,0.029481121281101995,0.05459504534067588
G1-shared,27,VA,0.02791959583874002,0.0104464669517888,0.014546535984289956,0.0029265929026612673,0.08,0.03702644996346094,0.0634695836227525
G1-shared,27,expression,0.08011959948085892,0.037705023362297314,0.03544287562413107,0.00697170049443053,0.32,0.028210664037915875,0.049445080991871254
G1-shared,28,AU,0.14829794667118937,0.05039339892998507,0.07316034221586083,0.024744205525343482,0.6,0.03743037186413549,0.07004273254370107
G1-shared,28,VA,0.029069723925327366,0.008171410419867261,0.017270519911923417,0.003627793593536686,0.08,0.039317169677790545,0.06694514470461463
G1-shared,28,expression,0.07838063741288634,0.02698870905925062,0.043576954464724184,0.007814973888911548,0.32,0.027289190029815728,0.04750926930901197
G1-shared,29,AU,0.09316079552071693,0.040533857795058165,0.042882959830448646,0.009743977895210127,0.6,0.018422948301989088,0.03358597069303814
G1-shared,29,VA,0.020259643543429188,0.008552107637344753,0.00973328828137695,0.001974247624707488,0.08,0.030208961664921125,0.05178938450807041
G1-shared,29,expression,0.05022858074999325,0.020810540978118696,0.024783572195751988,0.004634467576122572,0.32,0.02292120840934113,0.039818631937706156
G1-shared,30,AU,0.0997322798403346,0.046093709630196905,0.03936262702258284,0.014275943187554858,0.6,0.022245768226147447,0.041588528675444554
G1-shared,30,VA,0.024615670991022683,0.01120618921092318,0.011072406314072252,0.0023370754660272447,0.08,0.03375353920753683,0.057985762931199294
G1-shared,30,expression,0.058699439884602515,0.02283001050452448,0.02934285858269201,0.006526570797386054,0.32,0.02541233978504122,0.044497365618273985
G1-shared,31,AU,0.10596492779144291,0.02648751253119175,0.058575848739563424,0.020901566520687736,0.6,0.03297246216956674,0.061372205130087835
G1-shared,31,VA,0.029460983691481965,0.012297022341825973,0.013992168665173372,0.0031717926844826196,0.08,0.03744586981979258,0.06440398365209676
G1-shared,31,expression,0.06534456221500037,0.02187865206784875,0.03564954798814886,0.007816362159002777,0.32,0.02893375236001754,0.05078797693274339
G1-shared,32,AU,0.12142840622884477,0.03464621974249332,0.06378389272963965,0.022998293756711807,0.6,0.034736862879810336,0.0647410473570716
G1-shared,32,VA,0.034873677979598186,0.014778097192725869,0.016372231831947588,0.003723348954924736,0.08,0.03953355243180698,0.06771328530923242
G1-shared,32,expression,0.0771246377198916,0.02222264040181603,0.04659077658750993,0.008311220730565635,0.32,0.03107197085465489,0.0544895205619836
G1-shared,33,AU,0.12537761487674923,0.04211468410968706,0.06544059037685206,0.017822340390210092,0.6,0.028327755855421695,0.05251082142235632
G1-shared,33,VA,0.03846040659144567,0.0173578158286478,0.017882595077296226,0.0032199956855016518,0.08,0.03774491421816342,0.06419738373162724
G1-shared,33,expression,0.08312963600885137,0.03031688273998905,0.045372692676572894,0.007440060592289423,0.32,0.027121111545491464,0.04732606882087927
G1-shared,34,AU,0.1298079284566794,0.03157315246280138,0.07102994120313802,0.02720483479074002,0.6,0.04238957747133084,0.07941131976241166
G1-shared,34,VA,0.05670049404300069,0.03233420738509228,0.020900954307298436,0.003465332350609992,0.08,0.03914900148211033,0.06730468232034723
G1-shared,34,expression,0.11254635898938607,0.06377039072155188,0.04186284739562766,0.006913120872206545,0.32,0.024977706445513743,0.04354972730600563
G1-shared,35,AU,0.12430397475799457,0.04392294187611686,0.060275544776415585,0.020105488105462133,0.6,0.03321319372456101,0.061722459677218136
G1-shared,35,VA,0.04429245854456551,0.022902971573757324,0.018133512059998667,0.0032559749108095285,0.08,0.037500713386482455,0.06415091134071617
G1-shared,35,expression,0.07019232681773926,0.02771652346938542,0.03638393569906859,0.00609186764928527,0.32,0.02411318622793226,0.04212029080826117
G1-shared,36,AU,0.1082918773952246,0.032806330648500165,0.05668610013003617,0.01879944661668827,0.6,0.031042238047836564,0.057441546814723625
G1-shared,36,VA,0.03311347619168143,0.01418979993244722,0.015397107984022256,0.0035265682752119534,0.08,0.038460131994540556,0.06567979115824468
G1-shared,36,expression,0.07446008749146867,0.031004962808617715,0.03592939609675782,0.007525728586093137,0.32,0.028282674475822552,0.04916895390692418
G1-shared,37,AU,0.10357649486210521,0.02963328667629854,0.05712276882545627,0.016820439360350395,0.6,0.02760551156313956,0.05117812929198459
G1-shared,37,VA,0.03774551560640626,0.02192710034498034,0.013357496451346524,0.0024609188100793936,0.08,0.03473906466065159,0.05938309764078683
G1-shared,37,expression,0.07347521355606004,0.029579383022002824,0.037092530053349615,0.0068033004807076004,0.32,0.028997101005378428,0.05063113478071906
G1-shared,38,AU,0.11267944122226263,0.040963025969999414,0.0570202178064582,0.014696197445804998,0.6,0.024864602256229544,0.046090712517221855
G1-shared,38,VA,0.031598248361028,0.012652897371028917,0.01577992940074029,0.00316542158925879,0.08,0.03781582304994812,0.0644049136371276
G1-shared,38,expression,0.050211138018569086,0.010445094299440573,0.03198748471394878,0.0077785590051797325,0.32,0.02685921422155676,0.04696766128236351
G1-shared,39,AU,0.1325996473861491,0.04103191411666938,0.06836133082186943,0.023206402447610283,0.6,0.03573888777732502,0.06633434098444968
G1-shared,39,VA,0.04249265601512879,0.020333561226478215,0.018541028764270485,0.0036180660243800853,0.08,0.040309311628441064,0.0695943188839056
G1-shared,39,expression,0.093811535008657,0.04370689026143261,0.04184896974116741,0.008255675006056968,0.32,0.02873388356184473,0.05069529060569705
G1-shared,40,AU,0.09584888103578218,0.03080572729543891,0.04568534731613549,0.01935780642420778,0.6,0.029551374355086327,0.05496999580506021
G1-shared,40,VA,0.028561958338744194,0.014256659986213683,0.011088977752007678,0.0032163206005228306,0.08,0.03514202673235222,0.05972880038520711
G1-shared,40,expression,0.04708466019806814,0.016974296565990213,0.022418820753599564,0.007691542878478355,0.32,0.025743918679090032,0.044759419670685016
G1-shared,41,AU,0.12379484858125223,0.044152258808803566,0.06040382891191667,0.019238760860531993,0.6,0.03238407840809022,0.05941007778492917
G1-shared,41,VA,0.03162414086520764,0.014488234404744837,0.014404743972196401,0.002731162488266393,0.08,0.03580876117473593,0.06134041404673036
G1-shared,41,expression,0.07656400331421309,0.033216965021391105,0.037133817767196764,0.006213220525625239,0.32,0.026414344185313042,0.04609583741594062
G1-shared,42,AU,0.12427273510429959,0.041607637241608667,0.05862669650076061,0.02403840136193031,0.6,0.037118331357462175,0.06936830977087459
G1-shared,42,VA,0.04205274429883067,0.023585769848887154,0.014909136790361656,0.00355783765958186,0.08,0.0402199870342034,0.06932303509977664
G1-shared,42,expression,0.1139295179540522,0.0671413083582445,0.03909930659469708,0.007688903001110615,0.32,0.02663604231004284,0.04658622910796045
G1-shared,43,AU,0.1111947320771123,0.02557920942213404,0.06759136664292997,0.01802415601204829,0.6,0.028803522888764383,0.0533220385651741
G1-shared,43,VA,0.044461773645718704,0.02219404506485269,0.019303694230492115,0.0029640343503738887,0.08,0.036563718215942814,0.06256692892345145
G1-shared,43,expression,0.06646608202000587,0.01546031816561708,0.04362055312688898,0.00738521072749981,0.32,0.0281457883399257,0.04923069675284422
G1-shared,44,AU,0.12981888647278114,0.05078737827422579,0.055732786655181464,0.02329872154337389,0.6,0.035941434799335044,0.06721441145270865
G1-shared,44,VA,0.049757381993111215,0.029565899518427596,0.01613792906589941,0.004053553408784206,0.08,0.04245541477734545,0.07288263866508485
G1-shared,44,expression,0.09332677833735707,0.041226781603467176,0.04204967961452734,0.010050317119362587,0.32,0.032899089785620374,0.05784331656859721
G1-shared,45,AU,0.14250247953195677,0.0462640641045742,0.06456772646261871,0.031670688964763855,0.6,0.04665038277662272,0.08772439907328912
G1-shared,45,VA,0.04375294862876578,0.023723757989311426,0.015896838933631217,0.0041323517058231415,0.08,0.043741798952360356,0.0749690259312063
G1-shared,45,expression,0.08543029275976231,0.04268520982914873,0.03246804838462645,0.010277034545987128,0.32,0.03486809929707037,0.061326586252022856
G1-shared,46,AU,0.11475231055892185,0.02980440958437133,0.05428645605184653,0.03066144492270399,0.6,0.04651477419813424,0.08739117290251797
G1-shared,46,VA,0.04214362704664413,0.022006584618983464,0.015644685934091476,0.004492356493569193,0.08,0.046828230337203694,0.08047672391078023
G1-shared,46,expression,0.08214691003591987,0.03362614810173313,0.03697937986623274,0.011541382067953977,0.32,0.03812338526903021,0.06713902014796183
G1-shared,47,AU,0.12300817250397793,0.027895731924640652,0.06902409335088751,0.026088347228449774,0.6,0.03930891551010001,0.07361685426700908
G1-shared,47,VA,0.03337652678963661,0.009359437577794937,0.019601868753109288,0.004415220458732382,0.08,0.04436744910581557,0.07613702023983945
G1-shared,47,expression,0.09755185097955961,0.03614961654310011,0.04999778047754792,0.011404453958911548,0.32,0.035538319073723124,0.06231563543472731
G1-shared,48,AU,0.07304394473219183,0.028612738985831377,0.03021451988708633,0.014216685859274127,0.6,0.023181462027108798,0.042839855375324455
G1-shared,48,VA,0.020310956318075744,0.010211084241867223,0.007754440966640857,0.0023454311095676647,0.08,0.033711772634095506,0.0578138314026253
G1-shared,48,expression,0.05482798106434182,0.023157326121690736,0.023853590309700756,0.007817064632950342,0.32,0.029766923454378313,0.05195758757310642
G1-shared,49,AU,0.10550170554629164,0.044976275006244494,0.046932205851830534,0.0135932246882166,0.6,0.024790817805328613,0.0454885578367928
G1-shared,49,VA,0.029515132743616026,0.014293006835252456,0.01264913074105108,0.0025729951673124857,0.08,0.035127517181292055,0.0600957463567197
G1-shared,49,expression,0.08590961718544737,0.05511532104805164,0.025488698057796907,0.005305598079598859,0.32,0.02195306166645797,0.03807480606644964
G1-shared,50,AU,0.09059551344786254,0.03028281105515716,0.04090839864442555,0.019404303748279818,0.6,0.03015725280696529,0.05657254237610988
G1-shared,50,VA,0.023569062003062843,0.008721034662125857,0.011925803249928545,0.0029222240910084436,0.08,0.03758477557561632,0.06491536331708618
G1-shared,50,expression,0.06256844123578642,0.026912408431497607,0.028925155025082486,0.006730877779206327,0.32,0.025851943719463005,0.04523658891629591
G1-shared,51,AU,0.13485629181417697,0.04578331182818877,0.06571316936464376,0.023359810621344446,0.6,0.03572982021849952,0.06695708809924256
G1-shared,51,VA,0.029037463413238724,0.012795401283437754,0.013380843184173796,0.002861218945627176,0.08,0.036678384882484066,0.0626918668689655
G1-shared,51,expression,0.09259832921814105,0.04262674200433771,0.04264446427967751,0.0073271229341258515,0.32,0.02737338532947956,0.047992801207489506
G1-shared,52,AU,0.12287122635075189,0.04615429597408676,0.047157445522354235,0.02955948485431089,0.6,0.044241848827005596,0.08335730935749974
G1-shared,52,VA,0.06392032397903503,0.04269288857046926,0.016152337433499152,0.005075097975066609,0.08,0.04985666338887993,0.08590884721297842
G1-shared,52,expression,0.09160908986009361,0.046950039442468984,0.03265496194207523,0.012004088475549395,0.32,0.03812120768290916,0.06753959859073526
G1-shared,53,AU,0.10536017881394863,0.035212977130434545,0.03925747773390878,0.030889723949605312,0.6,0.045661337456041264,0.08646778628681934
G1-shared,53,VA,0.023157022695208786,0.009136780231918213,0.009179518485027401,0.004840723978263175,0.08,0.05106987943122442,0.08810673641229716
G1-shared,53,expression,0.06826351103345014,0.030293894332036414,0.02539190538717758,0.01257771131423614,0.32,0.039051959295111835,0.06923876460283393
