model,source,candidate,best_CCC
G0-local,77,5,0.06793700316223591
G0-local,77,6,0.11081634956180883
G0-local,77,7,0.07937091367881434
G0-local,77,8,0.11373596609030867
G0-local,77,9,0.0714786851675499
G0-local,78,0,0.0338812754318747
G0-local,78,1,0.09207048814524446
G0-local,78,2,0.04172694198506917
G0-local,78,3,0.04535164085611961
G0-local,78,4,0.055358279126117405
G0-local,78,5,0.07502588326847834
G0-local,78,6,0.0758298385440138
G0-local,78,7,0.04116708823579323
G0-local,78,8,0.07350733305640053
G0-local,78,9,0.04566506177629239
G0-local,79,0,0.06935589138319595
G0-local,79,1,0.06806111890929434
G0-local,79,2,0.07906284723981727
G0-local,79,3,0.1204526412330241
G0-local,79,4,0.1535847062888027
G0-local,79,5,0.06701345572449345
G0-local,79,6,0.04970372162443765
G0-local,79,7,0.1041088352348903
G0-local,79,8,0.12571130850177734
G0-local,79,9,0.11157268189733399
G1-shared,0,0,0.017711738922062938
G1-shared,0,1,0.02963747652646075
G1-shared,0,2,0.021580921802422673
G1-shared,0,3,0.030453884729483505
G1-shared,0,4,0.03878137253454882
G1-shared,0,5,0.05167555330312191
G1-shared,0,6,0.04502240843358173
G1-shared,0,7,0.03884353004611387
G1-shared,0,8,0.013521751272717248
G1-shared,0,9,0.010252200549868822
G1-shared,1,0,0.025897686478375447
G1-shared,1,1,0.09150604232101525
G1-shared,1,2,0.07263452268415162
G1-shared,1,3,0.019071692767332015
G1-shared,1,4,0.02832772528962029
G1-shared,1,5,0.04085065604172694
G1-shared,1,6,0.04634094416945347
G1-shared,1,7,0.010923610607553319
G1-shared,1,8,0.04965737674967073
G1-shared,1,9,0.010395242267453213
G1-shared,2,0,0.0626402207812038
G1-shared,2,1,0.051809492848075456
G1-shared,2,2,0.023968618863521942
G1-shared,2,3,0.04552014683129127
G1-shared,2,4,0.036644421081558624
G1-shared,2,5,0.05216037826444425
G1-shared,2,6,0.060089457171753666
G1-shared,2,7,0.04209349160115243
G1-shared,2,8,0.03031002699104952
G1-shared,2,9,0.046725805456687246
G1-shared,3,0,0.03387320391240306
G1-shared,3,1,0.04728917827394815
G1-shared,3,2,0.021087219520795963
G1-shared,3,3,0.013887634735460975
G1-shared,3,4,0.011224815252174742
G1-shared,3,5,0.028859162054478086
G1-shared,3,6,0.03568395131714191
G1-shared,3,7,0.06797266929806393
G1-shared,3,8,0.047363750609859645
G1-shared,3,9,0.037207386723604144
G1-shared,4,0,0.10902029518592261
G1-shared,4,1,0.11816791138122294
G1-shared,4,2,0.09786322597612943
G1-shared,4,3,0.0716450061199964
G1-shared,4,4,0.05627617485470957
G1-shared,4,5,0.05561114901369029
G1-shared,4,6,0.04176369579898707
G1-shared,4,7,0.08775031006482521
G1-shared,4,8,0.13864882933531228
G1-shared,4,9,0.06656272545223932
G1-shared,5,0,0.07009041652847839
G1-shared,5,1,0.0910509399106058
G1-shared,5,2,0.07186592355691418
G1-shared,5,3,0.08379316721247865
G1-shared,5,4,0.039500246309340216
G1-shared,5,5,0.10230240305234943
G1-shared,5,6,0.031859983962846464
G1-shared,5,7,0.045000988429109136
G1-shared,5,8,0.11897924892796632
G1-shared,5,9,0.0706964626682736
G1-shared,6,0,0.08719746062734092
G1-shared,6,1,0.09705370949459428
G1-shared,6,2,0.061982452802053695
G1-shared,6,3,0.09184852600610866
G1-shared,6,4,0.10085721683469769
G1-shared,6,5,0.05953752286085843
G1-shared,6,6,0.08394491289492406
G1-shared,6,7,0.1453670677304656
G1-shared,6,8,0.05594141909677932
G1-shared,6,9,0.07284417080917999
G1-shared,7,0,0.08222642202532607
G1-shared,7,1,0.04275350757797242
G1-shared,7,2,0.07411361901947564
G1-shared,7,3,0.08460964548523195
G1-shared,7,4,0.12741519036277033
G1-shared,7,5,0.06130532479689952
G1-shared,7,6,0.05340099024504414
G1-shared,7,7,0.0862789522601519
G1-shared,7,8,0.10116323716843388
G1-shared,7,9,0.08529558981202079
G1-shared,8,0,0.04132800259585725
G1-shared,8,1,0.0536367811015158
G1-shared,8,2,0.07523934969733505
G1-shared,8,3,0.03733058436378526
G1-shared,8,4,0.04981740382113445
G1-shared,8,5,0.045438411548439195
G1-shared,8,6,0.03478779471135529
G1-shared,8,7,0.02656079701448902
G1-shared,8,8,0.06794936466494393
G1-shared,8,9,0.060278229591525116
G1-shared,9,0,0.03873102224150997
G1-shared,9,1,0.03192585795146899
G1-shared,9,2,0.05694796807009486
G1-shared,9,3,0.03424163589838427
G1-shared,9,4,0.03633587949153713
G1-shared,9,5,0.09358788394596672
G1-shared,9,6,0.04383979623288299
G1-shared,9,7,0.056563252941783076
G1-shared,9,8,0.04720869420066824
G1-shared,9,9,0.043926748624563104
G1-shared,10,0,0.046395609118046945
G1-shared,10,1,0.05712754631493107
G1-shared,10,2,0.046789482454050776
G1-shared,10,3,0.04473812480506858
G1-shared,10,4,0.03370786913729944
G1-shared,10,5,0.021531118075311165
G1-shared,10,6,0.04819732266466759
G1-shared,10,7,0.052757024650132205
G1-shared,10,8,0.08274333634308782
G1-shared,10,9,0.06322907109542107
G1-shared,11,0,0.05561482232682456
G1-shared,11,1,0.11822599828963645
G1-shared,11,2,0.08375289035892106
G1-shared,11,3,0.0535922462658501
G1-shared,11,4,0.06974034663435595
G1-shared,11,5,0.046435176012034125
G1-shared,11,6,0.04885675194204658
G1-shared,11,7,0.08156963784808269
G1-shared,11,8,0.1206035313529029
G1-shared,11,9,0.08073837187714604
G1-shared,12,0,0.03593207662779727
G1-shared,12,1,0.03112745111540606
G1-shared,12,2,0.026525844615631747
G1-shared,12,3,0.019838680927381513
G1-shared,12,4,0.048861126048302415
G1-shared,12,5,0.03127400967336159
G1-shared,12,6,0.029148861770152638
G1-shared,12,7,0.029839173385110947
G1-shared,12,8,0.04011905462895366
G1-shared,12,9,0.02818409692341188
G1-shared,13,0,0.021097222412158917
G1-shared,13,1,0.018016977101007806
G1-shared,13,2,0.03919929486720214
G1-shared,13,3,0.02813871889587889
G1-shared,13,4,0.03741063634305165
G1-shared,13,5,0.025283149256238088
G1-shared,13,6,0.024208682399849985
G1-shared,13,7,0.06473465212893145
G1-shared,13,8,0.04035100966985871
G1-shared,13,9,0.020822710040521022
G1-shared,14,0,0.01787956779816542
G1-shared,14,1,0.01649112949970971
G1-shared,14,2,0.013129224560504853
G1-shared,14,3,0.0190366079254077
G1-shared,14,4,0.025341933479963257
G1-shared,14,5,0.013632156708544
G1-shared,14,6,0.015478174866230656
G1-shared,14,7,0.019131506811919153
G1-shared,14,8,0.021793227108328823
G1-shared,14,9,0.030822639306116485
G1-shared,15,0,0.04685126703408199
G1-shared,15,1,0.0561635114925525
G1-shared,15,2,0.033569219358657205
G1-shared,15,3,0.08829248643384979
G1-shared,15,4,0.03275641456843958
G1-shared,15,5,0.09267065330025828
G1-shared,15,6,0.02325458504887825
G1-shared,15,7,0.06804096305797822
G1-shared,15,8,0.04550386413859889
G1-shared,15,9,0.05899254683428898
G1-shared,16,0,0.03809750220276513
G1-shared,16,1,0.06445952965676437
G1-shared,16,2,0.06161580488534594
G1-shared,16,3,0.04847156214985322
G1-shared,16,4,0.05966924184167389
G1-shared,16,5,0.06838950604807639
G1-shared,16,6,0.0828109256862978
G1-shared,16,7,0.055571353519694
G1-shared,16,8,0.08691611181765463
G1-shared,16,9,0.09419663279126324
G1-shared,17,0,0.03076796943903439
G1-shared,17,1,0.041525040878308606
G1-shared,17,2,0.03530329904371449
G1-shared,17,3,0.05064901965322721
G1-shared,17,4,0.030099964346909928
G1-shared,17,5,0.03510086060925079
G1-shared,17,6,0.0331272897543095
G1-shared,17,7,0.03317131807300089
G1-shared,17,8,0.03970869436360434
G1-shared,17,9,0.04602143391531123
G1-shared,18,0,0.03993128422212868
G1-shared,18,1,0.05003969403432882
G1-shared,18,2,0.053220055971884506
G1-shared,18,3,0.058278729938429336
G1-shared,18,4,0.05464016305732355
G1-shared,18,5,0.045829531708946734
G1-shared,18,6,0.06069648974296259
G1-shared,18,7,0.03547061162915261
G1-shared,18,8,0.05215577640668649
G1-shared,18,9,0.03583571178362972
G1-shared,19,0,0.05164133032888213
G1-shared,19,1,0.02979581093609611
G1-shared,19,2,0.022165392031220074
G1-shared,19,3,0.026938231328831375
G1-shared,19,4,0.02814707870852088
G1-shared,19,5,0.03649239393281322
G1-shared,19,6,0.016993347599844937
G1-shared,19,7,0.04451647775867146
G1-shared,19,8,0.04248014041941662
G1-shared,19,9,0.034772700775580485
G1-shared,20,0,0.07978705345636512
G1-shared,20,1,0.07786340999275286
G1-shared,20,2,0.07194028392233168
G1-shared,20,3,0.06621875707790224
G1-shared,20,4,0.07874237790769921
G1-shared,20,5,0.10815038214566507
G1-shared,20,6,0.056011735025522265
G1-shared,20,7,0.08304838671238425
G1-shared,20,8,0.05640994449484017
G1-shared,20,9,0.1083917389235286
G1-shared,21,0,0.10173208012145571
G1-shared,21,1,0.05371943021378818
G1-shared,21,2,0.10688987766010516
G1-shared,21,3,0.11936339278112783
G1-shared,21,4,0.11993013453588298
G1-shared,21,5,0.03977109393619675
G1-shared,21,6,0.048137445802293774
G1-shared,21,7,0.12067424135591352
G1-shared,21,8,0.10902536008948598
G1-shared,21,9,0.10870687471209887
G1-shared,22,0,0.13632364186622983
G1-shared,22,1,0.07465081623556859
G1-shared,22,2,0.02624114852142429
G1-shared,22,3,0.07131798936110995
G1-shared,22,4,0.0628815008408918
G1-shared,22,5,0.04632266665809553
G1-shared,22,6,0.12830429609362315
G1-shared,22,7,0.04823552465014986
G1-shared,22,8,0.0669825017311972
G1-shared,22,9,0.09587867239983154
G1-shared,23,0,0.0985335307025347
G1-shared,23,1,0.0926708206024167
G1-shared,23,2,0.07839194128370959
G1-shared,23,3,0.08232026187151416
G1-shared,23,4,0.03245006864801517
G1-shared,23,5,0.12624188451024687
G1-shared,23,6,0.05298417928450825
G1-shared,23,7,0.09153286805163774
G1-shared,23,8,0.06843950244269005
G1-shared,23,9,0.04320617688071687
G1-shared,24,0,0.1340022277015337
G1-shared,24,1,0.13724811172660312
G1-shared,24,2,0.08966392509203787
G1-shared,24,3,0.11034533275398677
G1-shared,24,4,0.146018426247024
G1-shared,24,5,0.11305364337269351
G1-shared,24,6,0.12560131024952845
G1-shared,24,7,0.071819856778612
G1-shared,24,8,0.11341908016067105
G1-shared,24,9,0.1416482562601553
G1-shared,25,0,0.13797516309255242
G1-shared,25,1,0.11091291804521104
G1-shared,25,2,0.15627269307047897
G1-shared,25,3,0.030420286042901142
G1-shared,25,4,0.07653350026342026
G1-shared,25,5,0.12811357168550389
G1-shared,25,6,0.10019060839132568
G1-shared,25,7,0.14380849233875945
G1-shared,25,8,0.16012575791435688
G1-shared,25,9,0.12086930086770047
G1-shared,26,0,0.06630408172142067
G1-shared,26,1,0.09650524148955185
G1-shared,26,2,0.09475977820374869
G1-shared,26,3,0.05091389450506316
G1-shared,26,4,0.0693819097916313
G1-shared,26,5,0.07944331290332932
G1-shared,26,6,0.06693089750069704
G1-shared,26,7,0.09891876753534412
G1-shared,26,8,0.10775509021732382
G1-shared,26,9,0.07730802544945176
G1-shared,27,0,0.08549483843283447
G1-shared,27,1,0.08726135166166285
G1-shared,27,2,0.07020342750631227
G1-shared,27,3,0.03711427619756693
G1-shared,27,4,0.10258403669863808
G1-shared,27,5,0.15297770127055263
G1-shared,27,6,0.10065575486384279
G1-shared,27,7,0.07254428313550519
G1-shared,27,8,0.13650392989527213
G1-shared,27,9,0.09515135620196052
G1-shared,28,0,0.1749291264358616
G1-shared,28,1,0.12522467095749962
G1-shared,28,2,0.058812597270641066
G1-shared,28,3,0.049701024189317565
G1-shared,28,4,0.10045811951466091
G1-shared,28,5,0.11215211015328384
G1-shared,28,6,0.12770857176622366
G1-shared,28,7,0.2142567843577291
G1-shared,28,8,0.0561744633011737
G1-shared,28,9,0.04816898775781112
G1-shared,29,0,0.04561598215598531
G1-shared,29,1,0.12282527735376653
G1-shared,29,2,0.060066609925540755
G1-shared,29,3,0.038611648901887195
G1-shared,29,4,0.047317381605299476
G1-shared,29,5,0.07922121176315294
G1-shared,29,6,0.0765610315722721
G1-shared,29,7,0.15149453602033539
G1-shared,29,8,0.07182608016856055
G1-shared,29,9,0.0380101486365085
G1-shared,30,0,0.0640098438109098
G1-shared,30,1,0.04974323546237988
G1-shared,30,2,0.03596341127465045
G1-shared,30,3,0.08086927439047184
G1-shared,30,4,0.04707505945807662
G1-shared,30,5,0.04970197269570131
G1-shared,30,6,0.03626997906137504
G1-shared,30,7,0.05259984262948523
G1-shared,30,8,0.05559082504500556
G1-shared,30,9,0.026399194317306897
G1-shared,31,0,0.039660177978380146
G1-shared,31,1,0.05513976442240856
G1-shared,31,2,0.06138170978370059
G1-shared,31,3,0.07093182027739532
G1-shared,31,4,0.06197176550696745
G1-shared,31,5,0.06086598497982822
G1-shared,31,6,0.04897597318470485
G1-shared,31,7,0.05291969196855345
G1-shared,31,8,0.0420638136976033
G1-shared,31,9,0.08000805069524036
G1-shared,32,0,0.112481288518625
G1-shared,32,1,0.1152335426905012
G1-shared,32,2,0.08566521801391817
G1-shared,32,3,0.07620171543962866
G1-shared,32,4,0.11352355153929633
G1-shared,32,5,0.07286477398511122
G1-shared,32,6,0.09036508890113688
G1-shared,32,7,0.10721322819404033
G1-shared,32,8,0.12240905028013781
G1-shared,32,9,0.10378417407923266
G1-shared,33,0,0.08400615243434639
G1-shared,33,1,0.1545857815676199
G1-shared,33,2,0.20131218350161395
G1-shared,33,3,0.14495274417346754
G1-shared,33,4,0.08895863256121128
G1-shared,33,5,0.15975961877029532
G1-shared,33,6,0.11167046073948095
G1-shared,33,7,0.05981648414074822
G1-shared,33,8,0.10994834010919088
G1-shared,33,9,0.08954773426512139
G1-shared,34,0,0.08131630078580887
G1-shared,34,1,0.09063531531660975
G1-shared,34,2,0.1210576539257835
G1-shared,34,3,0.12518298210760878
G1-shared,34,4,0.15892838228901215
G1-shared,34,5,0.06860350966024804
G1-shared,34,6,0.0761695112079617
G1-shared,34,7,0.10742158118939935
G1-shared,34,8,0.13123673670291747
G1-shared,34,9,0.09517004899417617
G1-shared,35,0,0.10712810991256654
G1-shared,35,1,0.11013139117688564
G1-shared,35,2,0.1470756217027503
G1-shared,35,3,0.11289890400845425
G1-shared,35,4,0.11975304882187637
G1-shared,35,5,0.1307517967630123
G1-shared,35,6,0.10352587612165048
G1-shared,35,7,0.10786557031078649
G1-shared,35,8,0.01862831563421343
G1-shared,35,9,0.12314050555912949
G1-shared,36,0,0.2406248337279159
G1-shared,36,1,0.1586207546770041
G1-shared,36,2,0.2239134541769731
G1-shared,36,3,0.13542543279232652
G1-shared,36,4,0.15204798672482225
G1-shared,36,5,0.22244466113123249
G1-shared,36,6,0.1271652048854544
G1-shared,36,7,0.23595358311951095
G1-shared,36,8,0.16215885323984527
G1-shared,36,9,0.1575578643574542
G1-shared,37,0,0.1789957628395198
G1-shared,37,1,0.12115298947430059
G1-shared,37,2,0.08091358688433054
G1-shared,37,3,0.124017805139736
G1-shared,37,4,0.14828669339398068
G1-shared,37,5,0.1120920993318358
G1-shared,37,6,0.18199267464011473
G1-shared,37,7,0.09290501690423644
G1-shared,37,8,0.11752500170466532
G1-shared,37,9,0.1501447997232431
G1-shared,38,0,0.06629039907299539
G1-shared,38,1,0.1164585794315396
G1-shared,38,2,0.20401754053833634
G1-shared,38,3,0.19512817787163605
G1-shared,38,4,0.11326355786676161
G1-shared,38,5,0.14045158646639053
G1-shared,38,6,0.22221103170910092
G1-shared,38,7,0.038746945219115245
G1-shared,38,8,0.23174920986886952
G1-shared,38,9,0.20291856079983506
G1-shared,39,0,0.2582843215881145
G1-shared,39,1,0.17397158759905487
G1-shared,39,2,0.1903491118662063
G1-shared,39,3,0.1472453432941024
G1-shared,39,4,0.2180786800380322
G1-shared,39,5,0.1975925556262963
G1-shared,39,6,0.18417092006577732
G1-shared,39,7,0.15001244579065062
G1-shared,39,8,0.08084514424576832
G1-shared,39,9,0.20305439152271362
G1-shared,40,0,0.10115941887074889
G1-shared,40,1,0.0834106450727631
G1-shared,40,2,0.026942898663790578
G1-shared,40,3,0.032186869822604165
G1-shared,40,4,0.04964712959521075
G1-shared,40,5,0.028840071757423605
G1-shared,40,6,0.05401868411432063
G1-shared,40,7,0.09691791025324605
G1-shared,40,8,0.04073872496290025
G1-shared,40,9,0.03399558942778698
G1-shared,41,0,0.17544448510404995
G1-shared,41,1,0.14552643982570074
G1-shared,41,2,0.15926100681421598
G1-shared,41,3,0.11150506651952329
G1-shared,41,4,0.16661472853945064
G1-shared,41,5,0.10015352009459191
G1-shared,41,6,0.14929442369717516
G1-shared,41,7,0.1980677028685207
G1-shared,41,8,0.15050054055419007
G1-shared,41,9,0.20779958348467045
G1-shared,42,0,0.04024053413865729
G1-shared,42,1,0.03478626776338284
G1-shared,42,2,0.07594488483099311
G1-shared,42,3,0.016909354321570924
G1-shared,42,4,0.07158939432870676
G1-shared,42,5,0.008773442661840707
G1-shared,42,6,0.06967601140287126
G1-shared,42,7,0.052686751781985244
G1-shared,42,8,0.04153243667517836
G1-shared,42,9,0.0425715602102995
G1-shared,43,0,0.1569253586174526
G1-shared,43,1,0.08327442077232465
G1-shared,43,2,0.12169942383939215
G1-shared,43,3,0.0732895306662419
G1-shared,43,4,0.0874781446409118
G1-shared,43,5,0.1353024848933609
G1-shared,43,6,0.13910759928736494
G1-shared,43,7,0.09680556326307688
G1-shared,43,8,0.1507445453836179
G1-shared,43,9,0.1204193817698391
G1-shared,44,0,0.058060401017776916
G1-shared,44,1,0.08858889283823877
G1-shared,44,2,0.038119108929242945
G1-shared,44,3,0.04620731596531966
G1-shared,44,4,0.04325920745060679
G1-shared,44,5,0.05706454353122508
G1-shared,44,6,0.05002788047662799
G1-shared,44,7,0.07260507696402492
G1-shared,44,8,0.08363629010841205
G1-shared,44,9,0.04425731438136021
G1-shared,45,0,0.05686153008032825
G1-shared,45,1,0.0379317310175422
G1-shared,45,2,0.05868956993286245
G1-shared,45,3,0.06542917292854356
G1-shared,45,4,0.06554849769465176
G1-shared,45,5,0.07133497509709325
G1-shared,45,6,0.04523857024430525
G1-shared,45,7,0.07932409249147096
G1-shared,45,8,0.08378089809483967
G1-shared,45,9,0.10197172982935075
G1-shared,46,0,0.04545666401723201
G1-shared,46,1,0.035343462430361704
G1-shared,46,2,0.03689082912862484
G1-shared,46,3,0.05940570962143988
G1-shared,46,4,0.047593819252781874
G1-shared,46,5,0.03553176082586494
G1-shared,46,6,0.052446662815114224
G1-shared,46,7,0.04064555254421721
G1-shared,46,8,0.04140760311898392
G1-shared,46,9,0.06107124099947349
G1-shared,47,0,0.12039276610302883
G1-shared,47,1,0.06308920008602144
G1-shared,47,2,0.10973381375739594
G1-shared,47,3,0.06726631634621211
G1-shared,47,4,0.07793281421040821
G1-shared,47,5,0.08047321232216915
G1-shared,47,6,0.06643207334677345
G1-shared,47,7,0.08944487481799411
G1-shared,47,8,0.09044646405887766
G1-shared,47,9,0.11901432334957587
G1-shared,48,0,0.09782442955191518
G1-shared,48,1,0.03262476946298743
G1-shared,48,2,0.08751348291809098
G1-shared,48,3,0.047247797682749094
G1-shared,48,4,0.059549992857731125
G1-shared,48,5,0.09184936882074451
G1-shared,48,6,0.04220405277038844
G1-shared,48,7,0.07036889805629536
G1-shared,48,8,0.026276378303468628
G1-shared,48,9,0.030301774526564077
G1-shared,49,0,0.039667537461661004
G1-shared,49,1,0.01592259457689688
G1-shared,49,2,0.0818213696725314
G1-shared,49,3,0.10929001111110911
G1-shared,49,4,0.08777952015025939
G1-shared,49,5,0.025182702856720095
G1-shared,49,6,0.09173643449041574
G1-shared,49,7,0.03540190085853966
G1-shared,49,8,0.0525371586671364
G1-shared,49,9,0.05557763836109784
G1-shared,50,0,0.0647367271550605
G1-shared,50,1,0.027187316251941162
G1-shared,50,2,0.028040468176132732
G1-shared,50,3,0.0651953461354182
G1-shared,50,4,0.09371533137910396
G1-shared,50,5,0.07311009235858003
G1-shared,50,6,0.036189682811862564
G1-shared,50,7,0.07555664992513224
G1-shared,50,8,0.08236870802766734
G1-shared,50,9,0.0615725211408703
G1-shared,51,0,0.01829269732716094
G1-shared,51,1,0.0630883855512191
G1-shared,51,2,0.078729809295722
G1-shared,51,3,0.05136510604918394
G1-shared,51,4,0.07594739845536216
G1-shared,51,5,0.07426131336899693
G1-shared,51,6,0.0976860064968003
G1-shared,51,7,0.1514512482129604
G1-shared,51,8,0.06963725850694504
G1-shared,51,9,0.02508061119574626
G1-shared,52,0,0.09669046710694662
G1-shared,52,1,0.03627567763060982
G1-shared,52,2,0.05685784378458329
G1-shared,52,3,0.05459757451176472
G1-shared,52,4,0.08164817954566311
G1-shared,52,5,0.0286635363092442
G1-shared,52,6,0.044961353457600196
G1-shared,52,7,0.07445414660164623
G1-shared,52,8,0.03251243771496381
G1-shared,52,9,0.03453983615414468
G1-shared,53,0,0.044707141315353
G1-shared,53,1,0.02318712468285108
G1-shared,53,2,0.036287258509522614
G1-shared,53,3,0.05275204629848283
G1-shared,53,4,0.035360846792659516
G1-shared,53,5,0.03029897190165233
G1-shared,53,6,0.06558179401220282
G1-shared,53,7,0.038977896529132354
G1-shared,53,8,0.025001135539018293
G1-shared,53,9,0.06229585207219467
G1-shared,54,0,0.021841138037268153
G1-shared,54,1,0.0249613728700619
G1-shared,54,2,0.020655359030673077
G1-shared,54,3,0.02684865866377681
G1-shared,54,4,0.0915257812476522
G1-shared,54,5,0.021234497464547527
G1-shared,54,6,0.05118259468083522
G1-shared,54,7,0.0680865081680406
G1-shared,54,8,0.05943854998321763
G1-shared,54,9,0.07653266802639674
G1-shared,55,0,0.06528795079573792
G1-shared,55,1,0.11907823442316831
G1-shared,55,2,0.0641091168196467
G1-shared,55,3,0.07936759797835703
G1-shared,55,4,0.0458687653024997
G1-shared,55,5,0.09550650868554389
G1-shared,55,6,0.06395352100972167
G1-shared,55,7,0.0842971274737701
G1-shared,55,8,0.0836794496019298
G1-shared,55,9,0.06318903829323229
G1-shared,56,0,0.09661086587776758
G1-shared,56,1,0.050598426886646675
G1-shared,56,2,0.09289512968298101
G1-shared,56,3,0.07901739796250955
G1-shared,56,4,0.07086295594744557
G1-shared,56,5,0.13240253249275738
G1-shared,56,6,0.11536439537181434
G1-shared,56,7,0.17967634051206788
G1-shared,56,8,0.11075839647213107
G1-shared,56,9,0.07551080633280288
G1-shared,57,0,0.10837993729680002
G1-shared,57,1,0.1063841162875563
G1-shared,57,2,0.21912232631753106
G1-shared,57,3,0.06362278158550871
G1-shared,57,4,0.06610066469735082
G1-shared,57,5,0.1845531584614934
G1-shared,57,6,0.16986057975119223
G1-shared,57,7,0.09247484797117034
G1-shared,57,8,0.08829408777490069
G1-shared,57,9,0.08541382891294624
G1-shared,58,0,0.08378714314736493
G1-shared,58,1,0.09114960959633574
G1-shared,58,2,0.10617996191982165
G1-shared,58,3,0.08670089294668604
G1-shared,58,4,0.08315509892291324
G1-shared,58,5,0.1377914231953393
G1-shared,58,6,0.08445854865684817
G1-shared,58,7,0.10813263030237444
G1-shared,58,8,0.07243137546925153
G1-shared,58,9,0.11168793092763706
G1-shared,59,0,0.07006614489540279
G1-shared,59,1,0.077574557041097
G1-shared,59,2,0.06273623789523418
G1-shared,59,3,0.09526716742785882
G1-shared,59,4,0.05092066770890474
G1-shared,59,5,0.038932859065255454
G1-shared,59,6,0.0859438742123658
G1-shared,59,7,0.13405354252557022
G1-shared,59,8,0.10225956490426252
G1-shared,59,9,0.05572990123129617
G1-shared,60,0,0.04201394754640546
G1-shared,60,1,0.024367780765605588
G1-shared,60,2,0.037700492550416714
G1-shared,60,3,0.056526966458094643
G1-shared,60,4,0.052043378293575256
G1-shared,60,5,0.04866225298874313
G1-shared,60,6,0.03348571377364032
G1-shared,60,7,0.06210753745849872
G1-shared,60,8,0.03484707130577789
G1-shared,60,9,0.1104839637223266
G1-shared,61,0,0.037855399425253136
G1-shared,61,1,0.055778185247663245
G1-shared,61,2,0.051314591181981284
G1-shared,61,3,0.03866725920807521
G1-shared,61,4,0.05894369782967458
G1-shared,61,5,0.07578034439203347
G1-shared,61,6,0.060055054454694744
G1-shared,61,7,0.0635010452080787
G1-shared,61,8,0.04002180778034187
G1-shared,61,9,0.06426132227309295
G1-shared,62,0,0.013221626800650161
G1-shared,62,1,0.01103387679245065
G1-shared,62,2,0.012310923508664083
G1-shared,62,3,0.010379478777254543
G1-shared,62,4,0.01784413772258258
G1-shared,62,5,0.01826359371989529
G1-shared,62,6,0.013716969329739839
G1-shared,62,7,0.013133939721628378
G1-shared,62,8,0.00771537427974185
G1-shared,62,9,0.015762481513347967
G1-shared,63,0,0.02373981910461147
G1-shared,63,1,0.0319439025772308
G1-shared,63,2,0.022312698764336572
G1-shared,63,3,0.039115874704157984
G1-shared,63,4,0.016415910478983983
G1-shared,63,5,0.03609935665792859
G1-shared,63,6,0.02693008850083943
G1-shared,63,7,0.023816636449845816
G1-shared,63,8,0.023500421685700434
G1-shared,63,9,0.04477798367823811
G1-shared,64,0,0.04037823897582142
G1-shared,64,1,0.10798174654212149
G1-shared,64,2,0.01852378987258269
G1-shared,64,3,0.06490145900470143
G1-shared,64,4,0.06476444800152988
G1-shared,64,5,0.09559763483702635
G1-shared,64,6,0.021843666619260772
G1-shared,64,7,0.1798437013083226
G1-shared,64,8,0.0636300751920737
G1-shared,64,9,0.030417877265116366
G1-shared,65,0,0.03785885620832177
G1-shared,65,1,0.05290078047214715
G1-shared,65,2,0.07075289525537883
G1-shared,65,3,0.04436467479904027
G1-shared,65,4,0.01674760695806389
G1-shared,65,5,0.0548355209799532
G1-shared,65,6,0.028651618686548225
G1-shared,65,7,0.007470777555642524
G1-shared,65,8,0.04199956395866419
G1-shared,65,9,0.012169965344461868
G1-shared,66,0,0.025721733083461946
G1-shared,66,1,0.024701325725868563
G1-shared,66,2,0.04861374443093124
G1-shared,66,3,0.029647664992364927
G1-shared,66,4,0.04557743276532853
G1-shared,66,5,0.040617701847694
G1-shared,66,6,0.04508379182296197
G1-shared,66,7,0.060164134113843186
G1-shared,66,8,0.09957804070309315
G1-shared,66,9,0.03913798712526992
G1-shared,67,0,0.033399068903780624
G1-shared,67,1,0.09827432485559068
G1-shared,67,2,0.019753947707920484
G1-shared,67,3,0.06089341672202336
G1-shared,67,4,0.08995718204061498
G1-shared,67,5,0.019521588463774418
G1-shared,67,6,0.03257450147397825
G1-shared,67,7,0.042819511162142845
G1-shared,67,8,0.03183898504126461
G1-shared,67,9,0.04364182608325407
G1-shared,68,0,0.0174483479716384
G1-shared,68,1,0.010881352787395852
G1-shared,68,2,0.025084180655066915
G1-shared,68,3,0.004812535614023737
G1-shared,68,4,0.03447525562843354
G1-shared,68,5,0.026343300632424863
G1-shared,68,6,0.007857923345662442
G1-shared,68,7,0.009153586715945706
G1-shared,68,8,0.08553208798330092
G1-shared,68,9,0.015660618531638873
G1-shared,69,0,0.01075655640116037
G1-shared,69,1,0.06278883842212793
G1-shared,69,2,0.01618203724372873
G1-shared,69,3,0.047751363958437355
G1-shared,69,4,0.07305958444953865
G1-shared,69,5,0.04897126965135732
G1-shared,69,6,0.04729632426460999
G1-shared,69,7,0.029921057800989245
G1-shared,69,8,0.024626260076743053
G1-shared,69,9,0.015912345045952018
G1-shared,70,0,0.03339879569401158
G1-shared,70,1,0.029638276691448983
G1-shared,70,2,0.024712911167765236
G1-shared,70,3,0.011931999425917389
G1-shared,70,4,0.05295893595982438
G1-shared,70,5,0.013384314017309072
G1-shared,70,6,0.03432680381749619
G1-shared,70,7,0.044244132569198215
G1-shared,70,8,0.039278184383505776
G1-shared,70,9,0.028967943792363116
G1-shared,71,0,0.01159273674680163
G1-shared,71,1,0.011452150014643328
