/home/zhengshiyi/react2025_new/.venv/lib/python3.10/site-packages/torch/_utils.py:831: UserWarning: TypedStorage is deprecated. It will be removed in the future and UntypedStorage will be the only storage class. This should only matter to you if you are using storages directly.  To access UntypedStorage directly, use tensor.untyped_storage() instead of tensor.storage()
  return self.fget.__get__(instance, owner)()
CURVE C0_lambda0_step000128.json 0.2842987148091197 0.9263032585382461
CURVE C0_lambda0_step000500.json 0.2604570770636201 1.0019310265779495
CURVE C0_lambda0_step001000.json 0.2516483299434185 0.9127596646547318
CURVE C0_lambda0_step001500.json 0.2538172945380211 0.982014736533165
CURVE C0_lambda0_step002000.json 0.2604824837297201 1.0847131818532945
CURVE C1_lambda0.1_step000128.json 0.28224858436733485 0.9190472543239594
CURVE C1_lambda0.1_step000500.json 0.2602842912077904 0.8477913647890091
CURVE C1_lambda0.1_step001000.json 0.2542132820934057 0.8223069489002228
CURVE C1_lambda0.1_step001500.json 0.26756740678101776 0.8524828970432281
CURVE C1_lambda0.1_step002000.json 0.24988610111176968 0.8133488237857819
CURVE C2_lambda0.1_step000128.json 0.3213195886462927 1.0242518603801727
CURVE C2_lambda0.1_step000500.json 0.2683889066800475 0.8624397665262222
CURVE C2_lambda0.1_step001000.json 0.25034748055040834 0.7993692845106125
CURVE C2_lambda0.1_step001500.json 0.2547538371756673 0.8130863219499588
CURVE C2_lambda0.1_step002000.json 0.2564407728612423 0.8022350281476974
CURVE C1_lambda0.03_step000128.json 0.2831207213923335 0.919114688038826
CURVE C1_lambda0.03_step000500.json 0.2689446249976754 0.9219226688146591
CURVE C1_lambda0.03_step001000.json 0.24647927265614272 0.8442688941955566
CURVE C1_lambda0.03_step001500.json 0.24561710692942143 0.843846321105957
CURVE C1_lambda0.03_step002000.json 0.24957915674895048 0.8467242658138275
CURVE C2_lambda0.03_step000128.json 0.2822018815204501 0.9164125770330429
CURVE C2_lambda0.03_step000500.json 0.273607929982245 0.9320434302091598
CURVE C2_lambda0.03_step001000.json 0.25406648851931096 0.8669509619474411
CURVE C2_lambda0.03_step001500.json 0.2501237699761987 0.8563068330287933
CURVE C2_lambda0.03_step002000.json 0.24708252735435962 0.826734259724617
CURVE C1_lambda0.3_step000128.json 0.284602065384388 0.8866766154766083
CURVE C1_lambda0.3_step000500.json 0.27144600357860327 0.8425582975149155
CURVE C1_lambda0.3_step001000.json 0.26224953681230545 0.8081324934959412
CURVE C1_lambda0.3_step001500.json 0.25567387584596873 0.7885672330856324
CURVE C1_lambda0.3_step002000.json 0.2506086895242333 0.7692469179630279
CURVE C2_lambda0.3_step000128.json 0.342190975882113 0.9573470771312713
CURVE C2_lambda0.3_step000500.json 0.2563605569303036 0.7856515377759934
CURVE C2_lambda0.3_step001000.json 0.25516560263931753 0.7732045739889145
CURVE C2_lambda0.3_step001500.json 0.2549995396286249 0.7665632545948029
CURVE C2_lambda0.3_step002000.json 0.24551475867629052 0.7456756740808487
COMPLETE created
