,weighted_task_to_FM,weighted_task_to_FM,weighted_task_to_FM,weighted_task_to_FM,cosine,cosine
,mean,median,min,max,mean,median
model,,,,,,
G0-local,1.5555395057509318,1.3559543530153773,0.7550156159990077,2.9527074686264956,0.06914568475137155,0.0648176446557045
G1-shared,0.44138843793840704,0.48179788143987773,0.13821208436969365,0.6948759789745959,0.025606243006352867,0.034440986812114716
