pairing,model_minus_G0,source,group,r_contribution,scale_contribution,mean_contribution
A_native,T0,54,all,-0.033222862247263264,-0.00026920689409638853,4.919209955566994e-05
A_native,T0,55,all,-0.059925614288908906,0.0029025407997050594,0.005983258747922561
A_native,T0,56,all,0.0029589274111693773,0.006121283779311796,0.0023739636343125792
A_native,T0,57,all,-0.03235632507440672,0.0047000819380257994,-0.008427805090750274
A_native,T0,58,all,0.006091550520250553,0.012977004125960602,-0.0032919619077533286
A_native,T0,59,all,-0.005905093536692571,0.012960117941390441,0.004885923535036421
A_native,T0,60,all,-0.008890553765576776,0.0011618788175372877,0.002505466946192139
A_native,T0,61,all,-0.020620157022107576,0.0004772864573387575,-0.004465431657833508
A_native,T0,62,all,-0.007529174579168084,-0.0034371753702400892,-4.4604844488018714e-05
A_native,T0,63,all,-0.03206897524249498,-0.00022493671512503673,-0.0017959369996624474
A_native,T0,64,all,0.007512867421547147,0.002684597612773171,0.0020966129719122107
A_native,T0,65,all,0.006651429596419561,0.0028478847930489895,-0.0013656721985376408
A_native,T0,66,all,0.004726655552201135,0.00011785323728069108,0.0002320823419307587
A_native,T0,67,all,-0.0008578180849477358,0.0025686394814822882,0.006197227680293262
A_native,T0,68,all,-0.0038827456744612485,-0.0021774124797960684,0.002087461120223905
A_native,T0,69,all,-0.015862253119102956,-0.010301190451685092,0.0010757736413262347
A_native,T0,70,all,-0.011070592812065055,-0.0005988434064900527,0.002984648067055617
A_native,T0,71,all,-0.025478384443988252,-0.0062101260485255515,0.0010077871846354582
A_native,T0,72,all,-0.005626510809263479,0.0033870260851047006,-0.002469086283551735
A_native,T0,73,all,0.011750916211676796,0.003456406698085399,0.0003475782088373282
A_native,T0,74,all,-1.8401320762840624e-05,-0.00016846911487615633,-0.003707256402975909
A_native,T0,75,all,-0.005359935300370855,-0.00015826682079799425,-0.002099164560090537
A_native,T0,76,all,-0.030004289525497177,0.00794578565795017,0.003962596257882914
A_native,T0,77,all,-0.024633830303561335,0.00390370266127338,0.001302539772680438
A_native,T0,78,all,-0.004221771602453497,0.0010018389196495374,-0.0005451977307314596
A_native,T0,79,all,-0.015112152988447935,0.002788863224346442,0.004436263813119949
A_native,G1-shared,0,AU,0.002772558853597127,-0.001091734466314848,-0.0020082659017496337
A_native,G1-shared,1,AU,-0.037305785100268135,-0.012397218109957064,0.003113145168736475
A_native,G1-shared,2,AU,-0.0012345196037748156,-0.006236345608059823,0.001611187825778733
A_native,G1-shared,3,AU,-0.03233993284046492,-0.011361855113440435,0.005674523433838509
A_native,G1-shared,4,AU,-0.018910044073019883,-0.007226309259517558,0.00047559715714274014
A_native,G1-shared,5,AU,-0.045567906606619864,0.0017188759478194862,-0.005393372512962347
A_native,G1-shared,6,AU,0.0033648084398035824,-0.0031817848153050444,0.0015291335228939495
A_native,G1-shared,7,AU,-0.01332620674792956,-0.005734927222720591,-0.0064778242579236365
A_native,G1-shared,8,AU,-0.02561920755866487,-0.012019579517652297,0.0014363996118983149
A_native,G1-shared,9,AU,-0.016248763983441723,-0.006581774472578708,0.0023589359567468523
A_native,G1-shared,10,AU,0.005187119401036206,0.0019402620578598672,0.003606257324693188
A_native,G1-shared,11,AU,-0.04096675315474832,-0.018592031277085846,0.0026474869612814695
A_native,G1-shared,12,AU,-0.014560315444146198,-0.003549228094138126,-0.004231035019466058
A_native,G1-shared,13,AU,-0.016829675858211265,-0.002139647196282992,-0.001188347886510073
A_native,G1-shared,14,AU,-0.011176699014467693,0.0024383834418632558,-0.002827910687221246
