pairing,model,group,ccc,GT_zero_mean_ccc,mean_mismatch,mean_fraction,std_ratio,scale_factor,mean_factor,pearson_r,constant_p,constant_y,pearson_undefined_fraction,pearson_r_within_q10,pearson_r_within_q50,pearson_r_within_q90,std_ratio_within_q10,std_ratio_within_q50,std_ratio_within_q90,pearson_r_source_q10,pearson_r_source_q50,pearson_r_source_q90,std_ratio_source_q10,std_ratio_source_q50,std_ratio_source_q90,mean_fraction_source_q10,mean_fraction_source_q50,mean_fraction_source_q90,ccc_source_q10,ccc_source_q50,ccc_source_q90
B_fixed_G0,G0-local,AU,0.10551686295205198,0.11733150015476083,0.04490989537701047,0.20039382018287483,0.7338197030002231,0.42703857520811245,0.7996061798171252,0.17629607351697654,0.0,0.27291666666666664,0.27291666666666664,-0.08996412730921474,0.16076845628421765,0.4861723986188882,0.0006751967138268356,0.6476008969359099,1.4625545106083155,0.08031932525458098,0.157639618559123,0.29318665812219696,0.49241964574530755,0.6635504647034578,1.0267316238351485,0.14073989909689846,0.1950386875135929,0.2729638703207556,0.04029348536884536,0.09590460758864383,0.18544434510876345
B_fixed_G0,G0-local,VA,0.13869805912248348,0.1826418786152889,0.0454507526022012,0.3070805874623493,0.6996895592939109,0.8367092275443042,0.6929194125376508,0.2182652545218872,0.0,0.0,0.0,-0.029621984754132184,0.23130957784747236,0.4550278296113593,0.4078794583678246,0.6194734279066324,1.0376811288297179,0.09172249792246727,0.2150132819360955,0.3501346831475851,0.5345060758292675,0.6733947288244962,0.9018465045094493,0.15024891897050632,0.30309692361592777,0.4329216153381997,0.05451547654039149,0.12902665349310016,0.2500685256576751
B_fixed_G0,G0-local,all,0.0977341087330938,0.11208173737215477,0.039197186161645504,0.20181077510466774,120.67330922645473,0.4808675537328019,0.7981892248953322,0.15567612851515206,0.0,0.16375,0.16375,-0.09082867856165687,0.1255551712233139,0.4574213719893989,0.001927431322305893,0.6421012884005904,2.5116279120743275,0.07415254801453208,0.14712298652775718,0.2538958287191363,0.7458437923206301,3.5551138492421632,18.192026020551967,0.14835132663500428,0.19784225008596482,0.256919283499357,0.038237467426425156,0.09062388101023745,0.15298354535569608
B_fixed_G0,G0-local,expression,0.07290045697519976,0.08459839684398483,0.02692246477269728,0.1781501124936091,302.5513876936998,0.49283647001371883,0.821849887506391,0.113762367530824,0.0,0.0,0.0,-0.09053591734794576,0.07127691509860991,0.38734889407731554,0.013695786571024656,0.6493334462866187,276.07234112381957,0.04581315995243557,0.09486422114041713,0.21671663461689403,0.9084915017681943,7.77338765950808,44.92740072136489,0.12939828086501695,0.16966490830685926,0.23834297227239565,0.0271979852229552,0.06727307555249046,0.11742977517194211
B_fixed_G0,G1-shared,AU,0.05302254398900608,0.06150604625711109,0.06253141412886351,0.22473035004530134,0.6386749290951121,0.38339514691995713,0.7752696499546986,0.10173313272389653,0.0,0.27291666666666664,0.27291666666666664,-0.07241522928860833,0.07041820086739996,0.33735598595080696,8.951661701075864e-05,0.4359184722867212,1.4144096125662329,0.03189315852392783,0.08071922081779827,0.1949035054138254,0.4156635077168242,0.5857525159393495,0.9306236036963745,0.1749617033443025,0.21671270905249235,0.28638897783839523,0.013343949067074673,0.04332450505171767,0.09978555704508676
B_fixed_G0,G1-shared,VA,0.09086225613711682,0.12849666534309562,0.059234951455818884,0.3481525476484916,0.676056607561186,0.824224602808244,0.6518474523515085,0.15647572034214777,0.0,0.0,0.0,-0.062275252492204246,0.16488382522931005,0.35898104686384336,0.38070829398930073,0.601007129997015,1.0420740696787836,0.04467934230711633,0.14367620790390212,0.29677740399131003,0.49968882873654363,0.6391798775643109,0.8650624928623438,0.19836877083399826,0.34818617245692507,0.47187454657657224,0.02933916937736666,0.06977531615009101,0.20268998293594587
B_fixed_G0,G1-shared,all,0.0525435989373053,0.06381550206883407,0.058552256432115604,0.22522042465998685,1369.306727701845,0.45632718562271013,0.7747795753400132,0.09403322488008416,0.0,0.16375,0.16375,-0.07643140594066662,0.05599852667514582,0.3282647811989262,0.0013229573181934037,0.5615900035016239,3.879881279617546,0.035383144527572234,0.07904898733997523,0.18359196784258966,1.206566299618084,3.7507581905673453,32.00800132120237,0.1846076669558468,0.2225787772475904,0.27244176232299677,0.015282298291863734,0.04120680808178909,0.09818315791302097
B_fixed_G0,G1-shared,expression,0.04206591266541346,0.05197544089724928,0.050920661994787474,0.19540628381539604,3425.4816253548806,0.5011004038939887,0.804593716184604,0.06847113397859993,0.0,0.0,0.0,-0.07372809113821652,0.027554860805077887,0.2820871350916838,0.050208659546478886,0.7405860770493746,357.83243303239436,0.021052256386234817,0.059676773415367215,0.12086891243832935,2.112027607119599,8.82140452995518,66.5755252239878,0.1525800739846523,0.18577672784208416,0.24824848890079204,0.011499259196973484,0.03599739425796812,0.07957705197002306
B_fixed_G0,T0,AU,0.07062470360976483,0.07810962840334827,0.04643869355983337,0.18579133401736536,0.8344406319820209,0.4778522960648581,0.8142086659826347,0.11544677705818554,0.0,0.27291666666666664,0.27291666666666664,-0.08049567215400642,0.07571419147151733,0.3810900352721452,0.014217510865428268,0.7072654349729419,1.626909110620618,0.035288800662982664,0.09426383493342412,0.22097876988640605,0.5583294479564846,0.7590643401650128,1.1160684832149217,0.12003323496556215,0.18446590568594584,0.25589948664524775,0.020732227540380455,0.058575014409160894,0.13320581361993936
B_fixed_G0,T0,VA,0.09982970950360341,0.14047216330934642,0.05062633562434399,0.3131453862675246,0.7856771246343851,0.8702288620033565,0.6868546137324755,0.16076179168267504,0.0,0.0,0.0,-0.06984462827245826,0.16465096726679346,0.3831805823720934,0.4591838307306171,0.6915593052282929,1.1687051254883412,0.04245535821936009,0.1479467719719722,0.30180523632410544,0.5931555622816086,0.7524401105940342,1.0385278469324115,0.15885784780463016,0.3156748974676029,0.45862177055347775,0.03288390211685141,0.09450010243227043,0.17731347671674638
B_fixed_G0,T0,all,0.06731022281219073,0.0776246907471144,0.04131001110298024,0.1851937799046892,1655.764159411497,0.5419887973629348,0.8148062200953108,0.1044849943503425,0.0,0.16375,0.16375,-0.08346450472302569,0.061137023690436366,0.36886267940888906,0.0519511100689124,0.8002715356647968,6.195614544004202,0.039043058756959945,0.08632258659204572,0.18281728852035603,1.4409269805521958,7.2102894509056785,37.85772799811125,0.13282842455951901,0.17689120325976135,0.24814695839193482,0.025691964779464282,0.058250037835204806,0.11511721538264381
B_fixed_G0,T0,expression,0.05296569964388611,0.06100356450111784,0.02936465036603969,0.15208546435271253,4142.3829367802355,0.5801847211367231,0.8479145356472875,0.07555417094725239,0.0,0.0,0.0,-0.08091907145895441,0.03294673028507329,0.3072909738428805,0.17381157557363622,1.1501200400292872,974.1929642054453,0.02990929054944514,0.06044125932378773,0.14498448990276114,2.397962528058197,17.0523413806397,97.41514902373127,0.1040174771813865,0.1515074157698651,0.22024518344928865,0.0205983254243492,0.04665164295487467,0.09160480079578408
