model,source,group,candidate_covariance,correlation,undefined_fraction
T0,2,VA,-0.0020274236544497114,-0.3033736046774106,0.0
T0,2,expression,-0.001721160578818978,-0.06268584205734241,0.0
T0,4,AU,-0.0015262405519004317,-0.1549207375497361,0.0
T0,4,VA,0.000806734567199045,0.1608123487864049,0.0
T0,4,expression,-0.0008027441941762916,-0.004922333687113839,0.0
T0,5,AU,0.002991678344574125,0.20737742495072464,0.0
T0,5,VA,0.0017890307832132586,0.2943604134790081,0.0
T0,5,expression,0.00027054592235926196,0.06333598228107475,0.0
T0,6,AU,-0.0006881915122716882,0.013704160139049466,0.0
T0,6,VA,-2.2520758045215498e-05,-0.09691372659773934,0.0
T0,6,expression,-0.0006592657834478171,-0.04099587442559966,0.0
T0,7,AU,0.0007596627666638482,-0.017442122360631335,0.0
T0,7,VA,0.0003697079214972998,0.26267003001352485,0.0
T0,7,expression,0.0022608253892679696,0.32678450259958614,0.0
T0,8,AU,0.0010016815469008956,-0.08817832399608741,0.0
T0,8,VA,0.0003935165456205553,0.2183058120882699,0.0
T0,8,expression,0.0010568694057927425,0.01984638935250985,0.0
T0,9,AU,0.0020013322599944793,0.1820702536766375,0.0
T0,9,VA,0.0008656943296001104,0.37766104279347257,0.0
T0,9,expression,0.0020916746396900444,0.23536097630385872,0.0
T0,10,AU,0.002926752131006392,0.10750626887485637,0.0
T0,10,VA,0.00016161267872332559,-0.11915868402103005,0.0
T0,10,expression,0.0006832988272608945,0.0742005136645575,0.0
T0,11,AU,0.00044089649181644984,-0.046036063465362854,0.0
T0,11,VA,0.0012127097872480326,0.41114035303043395,0.0
T0,11,expression,0.002255394850287188,0.23638017894824143,0.0
T0,12,AU,0.0016934288202308829,0.04375998202133986,0.0
T0,12,VA,4.019033143226078e-05,0.03573669870860639,0.0
T0,12,expression,5.843774992582086e-05,0.00949907074255626,0.0
T0,13,AU,0.0002462034827105152,-0.05455516179793738,0.0
T0,13,VA,0.00018206211236851963,0.0389878956939859,0.0
T0,13,expression,0.0001689202828558384,0.007155003994170792,0.0
T0,14,AU,0.00031853136515728233,-0.035411133462548074,0.0
T0,14,VA,-0.00037466499734584494,-0.11855287995633934,0.0
T0,14,expression,-0.000533937001355617,-0.03972682385712538,0.0
T0,15,AU,0.0008645667572956348,0.016245690070784573,0.0
T0,15,VA,0.0004149876363378231,0.07208903608767402,0.0
T0,15,expression,0.001365448368700913,-0.0019174151647576888,0.0
T0,16,AU,0.00411919935527682,0.14847496125267645,0.0
T0,16,VA,0.0003895075122944783,0.18163442216511164,0.0
T0,16,expression,0.002256101689268887,0.22043237396416704,0.0
T0,17,AU,0.0014611502729803645,-0.026234653659456347,0.0
T0,17,VA,-0.0005030126478521933,-0.1434626725397606,0.0
T0,17,expression,-0.0003034157578831958,0.021697511500935154,0.0
T0,18,AU,-2.6836597985659062e-05,0.05866181151506008,0.0
T0,18,VA,0.00042227149575375965,0.025578285116904485,0.0
T0,18,expression,0.0006158817536163856,-0.014887697208255814,0.0
T0,19,AU,-0.0005184571050784433,-0.00484430691837615,0.0
T0,19,VA,0.0007573005321301271,0.21270451396192555,0.0
T0,19,expression,-0.0011580610391711168,-0.07482665815846308,0.0
T0,20,AU,-0.003568819306632509,-0.10571745344958731,0.0
T0,20,VA,0.00031281259067357476,0.1652091092694173,0.0
T0,20,expression,0.0004507333801465224,0.007001410679544948,0.0
T0,21,AU,0.005455203843881449,0.13859265944485205,0.0
T0,21,VA,0.0023990015298255805,0.44683599153936504,0.0
T0,21,expression,-0.00031813781941749335,-0.06523422037569325,0.0
T0,22,AU,-0.0011505497939835025,-0.06953635611726977,0.0
T0,22,VA,0.0035851764669820553,0.4299782825262935,0.0
T0,22,expression,0.004621121243098797,-0.03365651872778787,0.0
T0,23,AU,0.002599523460004679,0.07105897797447745,0.0
T0,23,VA,0.000526041514962719,-0.04962960117895682,0.0
T0,23,expression,0.0013769501074454111,0.042493891902111544,0.0
T0,24,AU,0.001024694885602224,-0.10147575500903697,0.0
T0,24,VA,0.00035367864488405475,0.16920684919849316,0.0
T0,24,expression,0.0030718826474202456,0.10661007624086627,0.0
T0,25,AU,-0.002898225365851825,-0.06509179941573325,0.0
T0,25,VA,0.00026976395715656057,0.01999964955846454,0.0
T0,25,expression,-0.0007327659091208214,-0.0497479118836688,0.0
T0,26,AU,-0.001138312909595099,-0.02786814217364938,0.0
T0,26,VA,0.0007751634374347982,0.345726829791714,0.0
T0,26,expression,-0.0003053628950586289,-0.02355359681367905,0.0
T0,27,AU,-0.00014584477610338613,0.010326696716942078,0.0
T0,27,VA,-0.0007847547471055527,-0.15963020204177425,0.0
T0,27,expression,0.0002725441364930225,-0.045384072517395714,0.0
T0,30,AU,0.0012712185376654336,0.05984456951558508,0.0
T0,30,VA,-0.0007748242078139053,-0.2761716395558385,0.0
T0,30,expression,-0.0018465692949824963,-0.07901072195639011,0.0
T0,31,AU,-0.0010746176186294174,-0.15583309495163497,0.0
T0,31,VA,0.003118179994269542,0.08611490335442074,0.0
T0,31,expression,0.0037594010156887818,0.06251411621456292,0.0
T0,34,AU,-0.0017889699103799392,0.047630047347202914,0.0
T0,34,VA,-6.618333609732948e-05,0.15505049323487313,0.0
T0,34,expression,-0.0019685425676552377,-0.12808217390018556,0.0
T0,42,AU,-0.00044685402049585556,-0.03759463539642733,0.0
T0,42,VA,-0.00023016098640669957,-0.20004402225857204,0.0
T0,42,expression,-0.0026793102346451825,-0.13782321307816453,0.0
T0,43,AU,-0.0013093855657128623,-0.02139974758369628,0.0
T0,43,VA,-6.9200157329880645e-06,-0.04241835242511725,0.0
T0,43,expression,-0.0006397604562687772,-0.18765829144508514,0.0
T0,44,AU,-0.001110376164922275,0.01962413579082616,0.0
T0,44,VA,0.0009264942400550292,0.21983505224297925,0.0
T0,44,expression,0.0005710669847809203,0.09796864314370524,0.0
T0,45,AU,-0.001550117923550619,-0.11578262649115238,0.0
T0,45,VA,0.0020330461229821025,0.1323551687767179,0.0
T0,45,expression,0.0006620935184294966,-0.003393722253775618,0.0
T0,46,AU,-0.0014139118626740142,-0.023079047056934407,0.0
T0,46,VA,-0.0007664813211903752,-0.1121084891347636,0.0
T0,46,expression,0.00035643773440025104,0.030712781783756974,0.0
T0,47,AU,-0.0001262265727560528,0.0003144427051889817,0.0
T0,47,VA,-0.00126262561159995,-0.06320089806056561,0.0
T0,47,expression,-0.0016487456239162694,-0.06935304342619433,0.0
T0,48,AU,-0.0001912484947129795,-0.044667813832214256,0.0
T0,48,VA,0.0007231322841515568,0.21996626752721818,0.0
T0,48,expression,-0.0010987652792164703,-0.12069733883705694,0.0
T0,49,AU,0.0019946559542013084,0.1742519391788208,0.0
T0,49,VA,-0.0008274472504415149,-0.17353847948805803,0.0
T0,49,expression,-0.0003623955928538659,0.039660317641909276,0.0
T0,50,AU,-0.0011624155345070532,0.0749108342844273,0.0
T0,50,VA,-0.00040206348516080506,-0.14043930086355677,0.0
T0,50,expression,-0.0022075392492932663,0.1629019233414898,0.0
T0,51,AU,0.0013107765136612395,0.04740867556542804,0.0
T0,51,VA,-0.0011444110716705602,-0.21546979323094267,0.0
T0,51,expression,-0.0001776211181438643,0.06407789387605514,0.0
T0,52,AU,-3.5431391687990466e-06,-0.03561969358074713,0.0
T0,52,VA,-7.582512271362167e-05,-0.04058823778225511,0.0
T0,52,expression,0.00031756171027451174,0.0018924194028868146,0.0
T0,53,AU,-0.0011234792660573232,-0.04694876493128416,0.0
T0,53,VA,-0.000367580743908643,-0.03151397086995894,0.0
T0,53,expression,6.5341191740894e-05,-0.04227635806947415,0.0
T0,54,AU,-6.331452407351752e-05,-0.04191521051469494,0.0
T0,54,VA,-0.00023975235443402171,-0.10823745776426182,0.0
T0,54,expression,-0.000518699022890164,-0.054425876040107964,0.0
T0,55,AU,-0.0016327256283796042,-0.11210229778224683,0.0
T0,55,VA,-0.00013001332100985813,-0.10744138667469602,0.0
T0,55,expression,-0.00024008458289042842,-0.049180580388741076,0.0
T0,56,AU,0.0013884811169060066,0.0508383451610745,0.0
T0,56,VA,-0.000150748769033827,0.24527929076018187,0.0
T0,56,expression,0.0006934069920264794,-0.03511601353949512,0.0
T0,57,AU,-0.0009743071179819897,-0.06098640749558441,0.0
T0,57,VA,-0.0005199559380888613,-0.3208587131012571,0.0
T0,57,expression,7.818470827186162e-05,-0.00669581234555525,0.0
T0,58,AU,-0.002513873068432807,-0.028458344503182024,0.0
T0,58,VA,0.0005766925287669022,0.4424167751930353,0.0
T0,58,expression,0.0005588217433772143,0.010577497364850807,0.0
T0,59,AU,-0.00026484592946366537,-0.08218712356684192,0.0
T0,59,VA,-0.0010050874014011972,0.05458091525070785,0.0
T0,59,expression,-0.0021492055662937362,-0.11590613552678972,0.0
T0,60,AU,-0.0003488162040403483,-0.02704657336555067,0.0
T0,60,VA,-0.000740858176961013,-0.19521371875496432,0.0
T0,60,expression,0.002309858601900157,0.15749992649998934,0.0
T0,61,AU,0.0008231720242028515,0.07044472037415199,0.0
T0,61,VA,4.91405922876976e-05,-0.04583060270446917,0.0
T0,61,expression,-0.0007886901840653505,0.11652150815038341,0.0
T0,62,AU,0.0002108571384301291,0.047082068932673825,0.0
T0,62,VA,0.00015115536114417225,-0.05617236631008796,0.0
T0,62,expression,0.00027197248051438565,0.10838716094769917,0.0
T0,63,AU,-8.295665249134115e-06,-0.07580056359308343,0.0
T0,63,VA,-0.00041609188093217963,-0.12314186352998352,0.0
T0,63,expression,-0.00012380548328136908,-0.0273498046415339,0.0
T0,64,AU,0.00023282787202788392,0.001011616819210636,0.0
T0,64,VA,0.0005021572508973116,0.13406788857845617,0.0
T0,64,expression,-9.511094206794532e-05,0.042250516318761505,0.0
T0,65,AU,-0.0011203752422745724,-0.061983493161514004,0.0
T0,65,VA,0.0005153705889172891,-0.04737320201435733,0.0
T0,65,expression,-0.00022899855250770515,-0.0351549795799834,0.0
T0,66,AU,0.001444912769485316,0.06334350501466017,0.0
T0,66,VA,-0.00014913776426528296,-0.016392153262221553,0.0
T0,66,expression,0.00012524215913071278,0.02430940885985751,0.0
T0,67,AU,-0.002196413343012393,-0.030981767410845518,0.0
T0,67,VA,-0.00035024457826610383,0.031160759505616205,0.0
T0,67,expression,0.00013161625483752948,-0.04213434970144487,0.0
T0,68,AU,0.0008275126543847875,-0.00019577876800425686,0.0
T0,68,VA,-3.782048358968559e-05,-0.03461585849131756,0.0
T0,68,expression,0.00010659178697630739,-0.006873177095010434,0.0
T0,69,AU,-0.0003690044056661097,0.033374538804952246,0.0
T0,69,VA,0.00010477215495507388,0.05326316077856208,0.0
T0,69,expression,0.0004017285245395851,0.11778258836089775,0.0
T0,70,AU,0.00014567839935628377,-0.04543206755458194,0.0
T0,70,VA,1.5087362159961064e-05,-0.08400996532764249,0.0
T0,70,expression,0.0005667056643780294,0.1188725172792795,0.0
T0,71,AU,0.0016320081840399143,0.09763390176064772,0.0
T0,71,VA,-0.0003892584062110953,0.005483415889615474,0.0
T0,71,expression,0.0003786955052486618,0.06068962418182511,0.0
T0,72,AU,-0.0013484393299468623,-0.018558449695542836,0.0
T0,72,VA,-0.0004618179339440254,-0.1236794555672023,0.0
T0,72,expression,-0.0017015989440570495,0.030993403605464914,0.0
T0,73,AU,7.668739014071595e-05,0.09354307032217103,0.0
T0,73,VA,0.0002906267515311812,0.1257342965188112,0.0
T0,73,expression,0.000759865361047153,0.05755931946410918,0.0
T0,74,AU,0.00018646131951507931,0.004866936594220078,0.0
T0,74,VA,-0.00035053929083733243,-0.04784648560136151,0.0
T0,74,expression,0.00022494215285428584,0.005914271402179631,0.0
T0,75,AU,-0.0004318398243140236,0.03652137074723059,0.0
T0,75,VA,-0.0004586938432973149,-0.11605686885004597,0.0
T0,75,expression,0.0008952888163812035,0.015319081284059784,0.0
T0,76,AU,0.0006774382761096971,-0.01075826620447396,0.0
T0,76,VA,-0.0011499335629129616,-0.2152481123834901,0.0
T0,76,expression,-0.002378675161792609,-0.01924562560794677,0.0
T0,77,AU,-0.0017584230851018195,-0.26681112310067157,0.0
T0,77,VA,-0.0005229350079427238,-0.19690214481549873,0.0
T0,77,expression,0.0010794144970161662,-0.0745832256544189,0.0
T0,78,AU,-0.000809756954698067,-0.03453364861216307,0.0
T0,78,VA,0.00025607331426695545,0.012907934425291836,0.0
T0,78,expression,0.00047290753628807184,0.04494195552930856,0.0
T0,79,AU,5.538882326270267e-05,-0.01239510051242666,0.0
T0,79,VA,-0.00028225864891108526,-0.16329518596391573,0.0
T0,79,expression,0.000329837083885304,-0.007838991972519202,0.0
