pairing,model,source,candidate,target,target_switched,ccc
B_fixed_G0,T0,21,1,0,0,0.10755983084364469
B_fixed_G0,T0,21,2,6,1,0.11554874428985207
B_fixed_G0,T0,21,3,4,0,0.16727562434153959
B_fixed_G0,T0,21,4,6,0,0.15854272377386705
B_fixed_G0,T0,21,5,8,0,0.09374562999666695
B_fixed_G0,T0,21,6,6,0,0.16590644073852467
B_fixed_G0,T0,21,7,6,0,0.11985641580965709
B_fixed_G0,T0,21,8,6,0,0.13253798635817307
B_fixed_G0,T0,21,9,7,1,0.03805760783372789
A_native,G0-local,21,0,7,0,0.07066055802023137
A_native,G0-local,21,1,0,0,0.0812331912489383
A_native,G0-local,21,2,6,0,0.07661753508602594
A_native,G0-local,21,3,4,0,0.18125345542508103
A_native,G0-local,21,4,6,0,0.126425671987206
A_native,G0-local,21,5,8,0,0.04139999165485096
A_native,G0-local,21,6,6,0,0.07582215242557978
A_native,G0-local,21,7,6,0,0.1285906728730935
A_native,G0-local,21,8,6,0,0.16268500861369542
A_native,G0-local,21,9,7,0,0.113250683164796
B_fixed_G0,G0-local,21,0,7,0,0.07066055802023137
B_fixed_G0,G0-local,21,1,0,0,0.0812331912489383
B_fixed_G0,G0-local,21,2,6,0,0.07661753508602594
B_fixed_G0,G0-local,21,3,4,0,0.18125345542508103
B_fixed_G0,G0-local,21,4,6,0,0.126425671987206
B_fixed_G0,G0-local,21,5,8,0,0.04139999165485096
B_fixed_G0,G0-local,21,6,6,0,0.07582215242557978
B_fixed_G0,G0-local,21,7,6,0,0.1285906728730935
B_fixed_G0,G0-local,21,8,6,0,0.16268500861369542
B_fixed_G0,G0-local,21,9,7,0,0.113250683164796
A_native,G1-shared,21,0,8,1,0.10173208012145568
A_native,G1-shared,21,1,8,1,0.05371943021378819
A_native,G1-shared,21,2,6,0,0.10688987766010516
A_native,G1-shared,21,3,6,1,0.11936339278112783
A_native,G1-shared,21,4,6,0,0.11993013453588298
A_native,G1-shared,21,5,8,0,0.039771093936196746
A_native,G1-shared,21,6,8,1,0.048137445802293774
A_native,G1-shared,21,7,6,0,0.12067424135591352
A_native,G1-shared,21,8,6,0,0.10902536008948598
A_native,G1-shared,21,9,8,1,0.10870687471209886
B_fixed_G0,G1-shared,21,0,7,1,0.021822969148000443
B_fixed_G0,G1-shared,21,1,0,1,0.013586537263107639
B_fixed_G0,G1-shared,21,2,6,0,0.10688987766010516
B_fixed_G0,G1-shared,21,3,4,1,0.07688489294129258
B_fixed_G0,G1-shared,21,4,6,0,0.11993013453588298
B_fixed_G0,G1-shared,21,5,8,0,0.039771093936196746
B_fixed_G0,G1-shared,21,6,6,1,0.037508718163946186
B_fixed_G0,G1-shared,21,7,6,0,0.12067424135591352
B_fixed_G0,G1-shared,21,8,6,0,0.10902536008948598
B_fixed_G0,G1-shared,21,9,7,1,0.062138968920518935
A_native,T0,22,0,5,0,0.09945477690446541
A_native,T0,22,1,5,0,0.18498861803152444
A_native,T0,22,2,2,0,0.10400573036558418
A_native,T0,22,3,5,1,0.17570102595182324
A_native,T0,22,4,5,1,0.10220649869404635
A_native,T0,22,5,5,0,0.22245420687444395
A_native,T0,22,6,5,0,0.1693664810702896
A_native,T0,22,7,0,1,0.07534713177716564
A_native,T0,22,8,5,0,0.10589521650511574
A_native,T0,22,9,9,1,0.09415991332055741
B_fixed_G0,T0,22,0,5,0,0.09945477690446541
B_fixed_G0,T0,22,1,5,0,0.18498861803152444
B_fixed_G0,T0,22,2,2,0,0.10400573036558418
B_fixed_G0,T0,22,3,2,1,0.106561735008457
B_fixed_G0,T0,22,4,6,1,0.07952268329556536
B_fixed_G0,T0,22,5,5,0,0.22245420687444395
B_fixed_G0,T0,22,6,5,0,0.1693664810702896
B_fixed_G0,T0,22,7,6,1,-0.00014221988879291217
B_fixed_G0,T0,22,8,5,0,0.10589521650511574
B_fixed_G0,T0,22,9,5,1,0.07767003920415413
A_native,G0-local,22,0,5,0,0.1847646625489155
A_native,G0-local,22,1,5,0,0.16420247796876575
A_native,G0-local,22,2,2,0,0.12686233438298328
A_native,G0-local,22,3,2,0,0.18493619848865972
A_native,G0-local,22,4,6,0,0.10731027535573577
A_native,G0-local,22,5,5,0,0.19279826496036356
A_native,G0-local,22,6,5,0,0.19363787579024347
A_native,G0-local,22,7,6,0,0.07914180000680632
A_native,G0-local,22,8,5,0,0.13956376273748622
A_native,G0-local,22,9,5,0,0.10925389515147606
B_fixed_G0,G0-local,22,0,5,0,0.1847646625489155
B_fixed_G0,G0-local,22,1,5,0,0.16420247796876575
B_fixed_G0,G0-local,22,2,2,0,0.12686233438298328
B_fixed_G0,G0-local,22,3,2,0,0.18493619848865972
B_fixed_G0,G0-local,22,4,6,0,0.10731027535573577
B_fixed_G0,G0-local,22,5,5,0,0.19279826496036356
B_fixed_G0,G0-local,22,6,5,0,0.19363787579024347
B_fixed_G0,G0-local,22,7,6,0,0.07914180000680632
B_fixed_G0,G0-local,22,8,5,0,0.13956376273748622
B_fixed_G0,G0-local,22,9,5,0,0.10925389515147606
A_native,G1-shared,22,0,6,1,0.13632364186622983
A_native,G1-shared,22,1,7,1,0.07465081623556859
A_native,G1-shared,22,2,7,1,0.026241148521424295
A_native,G1-shared,22,3,0,1,0.07131798936110995
A_native,G1-shared,22,4,6,0,0.0628815008408918
A_native,G1-shared,22,5,5,0,0.046322666658095535
A_native,G1-shared,22,6,5,0,0.12830429609362312
A_native,G1-shared,22,7,5,1,0.048235524650149866
A_native,G1-shared,22,8,6,1,0.0669825017311972
A_native,G1-shared,22,9,9,1,0.09587867239983154
B_fixed_G0,G1-shared,22,0,5,1,0.03339315115494208
B_fixed_G0,G1-shared,22,1,5,1,0.05507571391307145
B_fixed_G0,G1-shared,22,2,2,1,0.010337229819054964
B_fixed_G0,G1-shared,22,3,2,1,0.05092270784374693
B_fixed_G0,G1-shared,22,4,6,0,0.0628815008408918
B_fixed_G0,G1-shared,22,5,5,0,0.046322666658095535
B_fixed_G0,G1-shared,22,6,5,0,0.12830429609362312
B_fixed_G0,G1-shared,22,7,6,1,0.016610031357680754
B_fixed_G0,G1-shared,22,8,5,1,0.059302583096753264
B_fixed_G0,G1-shared,22,9,5,1,0.0871112840082243
A_native,T0,23,0,4,0,0.08240999895340143
A_native,T0,23,1,9,1,0.08522001260752937
A_native,T0,23,2,9,0,0.121084566065143
A_native,T0,23,3,9,1,0.10566956598880836
A_native,T0,23,4,1,0,0.09085150437035691
A_native,T0,23,5,9,1,0.12832999769329057
A_native,T0,23,6,7,1,0.11095830106555513
A_native,T0,23,7,1,1,0.11987545521593851
A_native,T0,23,8,9,1,0.06235674888050673
A_native,T0,23,9,1,0,0.140256884551705
B_fixed_G0,T0,23,0,4,0,0.08240999895340143
B_fixed_G0,T0,23,1,2,1,0.021645418862438506
B_fixed_G0,T0,23,2,9,0,0.121084566065143
B_fixed_G0,T0,23,3,0,1,0.03725056966812652
B_fixed_G0,T0,23,4,1,0,0.09085150437035691
B_fixed_G0,T0,23,5,1,1,0.11777248435056582
B_fixed_G0,T0,23,6,8,1,0.0655988172501571
B_fixed_G0,T0,23,7,2,1,0.035101076591885084
B_fixed_G0,T0,23,8,0,1,0.03489365319218973
B_fixed_G0,T0,23,9,1,0,0.140256884551705
A_native,G0-local,23,0,4,0,0.06790956481251165
A_native,G0-local,23,1,2,0,0.03416509004642487
A_native,G0-local,23,2,9,0,0.08720249952112764
A_native,G0-local,23,3,0,0,0.04827940603952948
A_native,G0-local,23,4,1,0,0.12006770262848397
A_native,G0-local,23,5,1,0,0.11323492709479728
A_native,G0-local,23,6,8,0,0.14329403511258929
A_native,G0-local,23,7,2,0,0.07180462387347307
A_native,G0-local,23,8,0,0,0.08179913130544968
A_native,G0-local,23,9,1,0,0.14027890909543478
B_fixed_G0,G0-local,23,0,4,0,0.06790956481251165
B_fixed_G0,G0-local,23,1,2,0,0.03416509004642487
B_fixed_G0,G0-local,23,2,9,0,0.08720249952112764
B_fixed_G0,G0-local,23,3,0,0,0.04827940603952948
B_fixed_G0,G0-local,23,4,1,0,0.12006770262848397
B_fixed_G0,G0-local,23,5,1,0,0.11323492709479728
B_fixed_G0,G0-local,23,6,8,0,0.14329403511258929
B_fixed_G0,G0-local,23,7,2,0,0.07180462387347307
B_fixed_G0,G0-local,23,8,0,0,0.08179913130544968
B_fixed_G0,G0-local,23,9,1,0,0.14027890909543478
A_native,G1-shared,23,0,5,1,0.09853353070253469
A_native,G1-shared,23,1,6,1,0.0926708206024167
A_native,G1-shared,23,2,4,1,0.07839194128370958
A_native,G1-shared,23,3,1,1,0.08232026187151416
A_native,G1-shared,23,4,4,1,0.032450068648015175
A_native,G1-shared,23,5,1,0,0.12624188451024687
A_native,G1-shared,23,6,6,1,0.052984179284508263
A_native,G1-shared,23,7,1,1,0.09153286805163774
A_native,G1-shared,23,8,1,1,0.06843950244269005
A_native,G1-shared,23,9,6,1,0.04320617688071687
B_fixed_G0,G1-shared,23,0,4,1,0.07341524938064135
B_fixed_G0,G1-shared,23,1,2,1,0.012427915022598436
B_fixed_G0,G1-shared,23,2,9,1,0.03253726557426515
B_fixed_G0,G1-shared,23,3,0,1,0.005259970736011208
B_fixed_G0,G1-shared,23,4,1,1,0.013822733310394845
B_fixed_G0,G1-shared,23,5,1,0,0.12624188451024687
B_fixed_G0,G1-shared,23,6,8,1,0.04274174966732614
B_fixed_G0,G1-shared,23,7,2,1,0.03401090991668171
B_fixed_G0,G1-shared,23,8,0,1,0.0178763249121156
B_fixed_G0,G1-shared,23,9,1,1,0.015315055251285337
A_native,T0,24,0,7,1,0.12938865672645294
A_native,T0,24,1,7,0,0.1388441866917934
A_native,T0,24,2,7,1,0.16453619005342557
A_native,T0,24,3,7,0,0.20346219319962158
A_native,T0,24,4,7,1,0.1910220106071058
A_native,T0,24,5,7,1,0.1578058553382478
A_native,T0,24,6,7,1,0.14089241134940372
A_native,T0,24,7,5,0,0.15457678336726344
A_native,T0,24,8,7,0,0.12741697108355454
A_native,T0,24,9,7,0,0.17570571460750448
B_fixed_G0,T0,24,0,5,1,0.07033964908992926
B_fixed_G0,T0,24,1,7,0,0.1388441866917934
B_fixed_G0,T0,24,2,5,1,0.08636241672939912
B_fixed_G0,T0,24,3,7,0,0.20346219319962158
B_fixed_G0,T0,24,4,5,1,0.06345201066472853
B_fixed_G0,T0,24,5,0,1,0.03358733074799738
B_fixed_G0,T0,24,6,0,1,0.10997887574532651
B_fixed_G0,T0,24,7,5,0,0.15457678336726344
B_fixed_G0,T0,24,8,7,0,0.12741697108355454
B_fixed_G0,T0,24,9,7,0,0.17570571460750448
A_native,G0-local,24,0,5,0,0.178500717802729
A_native,G0-local,24,1,7,0,0.19103922878445329
A_native,G0-local,24,2,5,0,0.1838007764159978
A_native,G0-local,24,3,7,0,0.2229289457018875
A_native,G0-local,24,4,5,0,0.17889699967367936
A_native,G0-local,24,5,0,0,0.09027056177963232
A_native,G0-local,24,6,0,0,0.1439656380883346
A_native,G0-local,24,7,5,0,0.20708902803727075
A_native,G0-local,24,8,7,0,0.14722714967570755
A_native,G0-local,24,9,7,0,0.1686196663880074
B_fixed_G0,G0-local,24,0,5,0,0.178500717802729
B_fixed_G0,G0-local,24,1,7,0,0.19103922878445329
B_fixed_G0,G0-local,24,2,5,0,0.1838007764159978
B_fixed_G0,G0-local,24,3,7,0,0.2229289457018875
B_fixed_G0,G0-local,24,4,5,0,0.17889699967367936
B_fixed_G0,G0-local,24,5,0,0,0.09027056177963232
B_fixed_G0,G0-local,24,6,0,0,0.1439656380883346
B_fixed_G0,G0-local,24,7,5,0,0.20708902803727075
B_fixed_G0,G0-local,24,8,7,0,0.14722714967570755
B_fixed_G0,G0-local,24,9,7,0,0.1686196663880074
A_native,G1-shared,24,0,7,1,0.1340022277015337
A_native,G1-shared,24,1,7,0,0.13724811172660314
A_native,G1-shared,24,2,2,1,0.08966392509203785
A_native,G1-shared,24,3,2,1,0.11034533275398677
A_native,G1-shared,24,4,7,1,0.146018426247024
A_native,G1-shared,24,5,7,1,0.11305364337269351
A_native,G1-shared,24,6,7,1,0.12560131024952845
A_native,G1-shared,24,7,5,0,0.071819856778612
A_native,G1-shared,24,8,7,0,0.11341908016067105
A_native,G1-shared,24,9,5,1,0.1416482562601553
B_fixed_G0,G1-shared,24,0,5,1,0.11668605991633547
B_fixed_G0,G1-shared,24,1,7,0,0.13724811172660314
B_fixed_G0,G1-shared,24,2,5,1,0.07355735914487975
B_fixed_G0,G1-shared,24,3,7,1,0.08054905595023745
B_fixed_G0,G1-shared,24,4,5,1,0.11301281331097962
B_fixed_G0,G1-shared,24,5,0,1,0.06389222893782058
B_fixed_G0,G1-shared,24,6,0,1,0.08208022242112145
B_fixed_G0,G1-shared,24,7,5,0,0.071819856778612
B_fixed_G0,G1-shared,24,8,7,0,0.11341908016067105
B_fixed_G0,G1-shared,24,9,7,1,0.11030604475456984
A_native,T0,25,0,3,1,0.13785544198780822
A_native,T0,25,1,4,1,0.08701234596799338
A_native,T0,25,2,4,1,0.17669609753892448
A_native,T0,25,3,4,1,0.18383265453062184
A_native,T0,25,4,1,1,0.09835043846945758
A_native,T0,25,5,4,1,0.16029577478485493
A_native,T0,25,6,4,1,0.11913172982524625
A_native,T0,25,7,4,1,0.2031217162589631
A_native,T0,25,8,4,1,0.1184554944138622
A_native,T0,25,9,4,0,0.18253444157934243
B_fixed_G0,T0,25,0,2,1,0.11291432531830195
B_fixed_G0,T0,25,1,3,1,0.08582476878903351
B_fixed_G0,T0,25,2,2,1,0.13720099304774613
B_fixed_G0,T0,25,3,2,1,0.12794338320359128
B_fixed_G0,T0,25,4,3,1,0.04616098147670522
B_fixed_G0,T0,25,5,2,1,0.09129792549055683
B_fixed_G0,T0,25,6,2,1,0.08725761934122298
B_fixed_G0,T0,25,7,2,1,0.11520852346061547
B_fixed_G0,T0,25,8,2,1,0.10659321782520148
B_fixed_G0,T0,25,9,4,0,0.18253444157934243
A_native,G0-local,25,0,2,0,0.15273117350651394
A_native,G0-local,25,1,3,0,0.06782600680903954
A_native,G0-local,25,2,2,0,0.1583628764109773
A_native,G0-local,25,3,2,0,0.17855491276047497
A_native,G0-local,25,4,3,0,0.10824558382943567
A_native,G0-local,25,5,2,0,0.1825300787454762
A_native,G0-local,25,6,2,0,0.16326925324109048
A_native,G0-local,25,7,2,0,0.18288526862984011
A_native,G0-local,25,8,2,0,0.16050037876992232
A_native,G0-local,25,9,4,0,0.15799457193088526
B_fixed_G0,G0-local,25,0,2,0,0.15273117350651394
B_fixed_G0,G0-local,25,1,3,0,0.06782600680903954
B_fixed_G0,G0-local,25,2,2,0,0.1583628764109773
B_fixed_G0,G0-local,25,3,2,0,0.17855491276047497
B_fixed_G0,G0-local,25,4,3,0,0.10824558382943567
B_fixed_G0,G0-local,25,5,2,0,0.1825300787454762
B_fixed_G0,G0-local,25,6,2,0,0.16326925324109048
B_fixed_G0,G0-local,25,7,2,0,0.18288526862984011
B_fixed_G0,G0-local,25,8,2,0,0.16050037876992232
B_fixed_G0,G0-local,25,9,4,0,0.15799457193088526
A_native,G1-shared,25,0,2,0,0.13797516309255242
A_native,G1-shared,25,1,3,0,0.11091291804521104
A_native,G1-shared,25,2,4,1,0.15627269307047897
A_native,G1-shared,25,3,4,1,0.030420286042901142
A_native,G1-shared,25,4,2,1,0.07653350026342026
A_native,G1-shared,25,5,4,1,0.12811357168550389
A_native,G1-shared,25,6,4,1,0.10019060839132568
A_native,G1-shared,25,7,2,0,0.14380849233875945
A_native,G1-shared,25,8,4,1,0.16012575791435682
A_native,G1-shared,25,9,4,0,0.12086930086770044
B_fixed_G0,G1-shared,25,0,2,0,0.13797516309255242
B_fixed_G0,G1-shared,25,1,3,0,0.11091291804521104
B_fixed_G0,G1-shared,25,2,2,1,0.11693855617416515
B_fixed_G0,G1-shared,25,3,2,1,0.018183881269583806
B_fixed_G0,G1-shared,25,4,3,1,0.05371031207646262
B_fixed_G0,G1-shared,25,5,2,1,0.11570375530948171
B_fixed_G0,G1-shared,25,6,2,1,0.07724417592630883
B_fixed_G0,G1-shared,25,7,2,0,0.14380849233875945
B_fixed_G0,G1-shared,25,8,2,1,0.12309517402595882
B_fixed_G0,G1-shared,25,9,4,0,0.12086930086770044
A_native,T0,26,0,5,1,0.05181396569299967
A_native,T0,26,1,5,1,0.14263629133732925
A_native,T0,26,2,0,0,0.148696957955828
A_native,T0,26,3,0,0,0.11409592961342321
A_native,T0,26,4,9,1,0.11947374166937971
A_native,T0,26,5,9,0,0.10093238434420516
A_native,T0,26,6,9,0,0.10246972334118784
A_native,T0,26,7,9,1,0.0703544457270155
A_native,T0,26,8,5,0,0.10546960731839622
A_native,T0,26,9,0,1,0.08685805190421365
B_fixed_G0,T0,26,0,2,1,-0.011563813322038461
B_fixed_G0,T0,26,1,0,1,0.09774359561713951
B_fixed_G0,T0,26,2,0,0,0.148696957955828
B_fixed_G0,T0,26,3,0,0,0.11409592961342321
B_fixed_G0,T0,26,4,0,1,0.09969321777765902
B_fixed_G0,T0,26,5,9,0,0.10093238434420516
B_fixed_G0,T0,26,6,9,0,0.10246972334118784
B_fixed_G0,T0,26,7,0,1,0.037336049841497805
B_fixed_G0,T0,26,8,5,0,0.10546960731839622
B_fixed_G0,T0,26,9,9,1,0.07736237522040307
A_native,G0-local,26,0,2,0,0.06031586516655756
A_native,G0-local,26,1,0,0,0.13973204641623757
A_native,G0-local,26,2,0,0,0.19174894436686785
A_native,G0-local,26,3,0,0,0.14406636823095398
A_native,G0-local,26,4,0,0,0.17737482949607902
A_native,G0-local,26,5,9,0,0.1254397425111219
A_native,G0-local,26,6,9,0,0.13548450423792002
A_native,G0-local,26,7,0,0,0.08718241619217448
A_native,G0-local,26,8,5,0,0.15324458221307982
A_native,G0-local,26,9,9,0,0.10686255247551861
B_fixed_G0,G0-local,26,0,2,0,0.06031586516655756
B_fixed_G0,G0-local,26,1,0,0,0.13973204641623757
B_fixed_G0,G0-local,26,2,0,0,0.19174894436686785
B_fixed_G0,G0-local,26,3,0,0,0.14406636823095398
B_fixed_G0,G0-local,26,4,0,0,0.17737482949607902
B_fixed_G0,G0-local,26,5,9,0,0.1254397425111219
B_fixed_G0,G0-local,26,6,9,0,0.13548450423792002
B_fixed_G0,G0-local,26,7,0,0,0.08718241619217448
B_fixed_G0,G0-local,26,8,5,0,0.15324458221307982
B_fixed_G0,G0-local,26,9,9,0,0.10686255247551861
A_native,G1-shared,26,0,5,1,0.06630408172142067
A_native,G1-shared,26,1,0,0,0.09650524148955184
A_native,G1-shared,26,2,0,0,0.09475977820374867
A_native,G1-shared,26,3,9,1,0.05091389450506316
A_native,G1-shared,26,4,1,1,0.0693819097916313
A_native,G1-shared,26,5,5,1,0.07944331290332932
A_native,G1-shared,26,6,9,0,0.06693089750069704
A_native,G1-shared,26,7,0,0,0.09891876753534413
A_native,G1-shared,26,8,9,1,0.10775509021732382
A_native,G1-shared,26,9,9,0,0.07730802544945176
B_fixed_G0,G1-shared,26,0,2,1,-0.000767722757139884
B_fixed_G0,G1-shared,26,1,0,0,0.09650524148955184
B_fixed_G0,G1-shared,26,2,0,0,0.09475977820374867
B_fixed_G0,G1-shared,26,3,0,1,0.04989568984131036
B_fixed_G0,G1-shared,26,4,0,1,0.037561667614689244
B_fixed_G0,G1-shared,26,5,9,1,0.07717633342198248
B_fixed_G0,G1-shared,26,6,9,0,0.06693089750069704
B_fixed_G0,G1-shared,26,7,0,0,0.09891876753534413
B_fixed_G0,G1-shared,26,8,5,1,0.0804576524227066
B_fixed_G0,G1-shared,26,9,9,0,0.07730802544945176
A_native,T0,27,0,6,0,0.10870505002050988
A_native,T0,27,1,9,1,0.07164811520102848
A_native,T0,27,2,6,0,0.08328539867357306
A_native,T0,27,3,8,0,0.11946724722396587
A_native,T0,27,4,6,0,0.08931476403094113
A_native,T0,27,5,6,0,0.10629881010759477
A_native,T0,27,6,5,1,0.07870389190326613
A_native,T0,27,7,8,1,0.06030526139409011
A_native,T0,27,8,6,0,0.08435476050223994
A_native,T0,27,9,8,1,0.12074952331394816
B_fixed_G0,T0,27,0,6,0,0.10870505002050988
B_fixed_G0,T0,27,1,6,1,0.059041450143946815
B_fixed_G0,T0,27,2,6,0,0.08328539867357306
B_fixed_G0,T0,27,3,8,0,0.11946724722396587
B_fixed_G0,T0,27,4,6,0,0.08931476403094113
B_fixed_G0,T0,27,5,6,0,0.10629881010759477
B_fixed_G0,T0,27,6,6,1,0.0714759425181709
B_fixed_G0,T0,27,7,6,1,0.045001140156344495
B_fixed_G0,T0,27,8,6,0,0.08435476050223994
B_fixed_G0,T0,27,9,4,1,0.07430450785688668
A_native,G0-local,27,0,6,0,0.12974706973107816
A_native,G0-local,27,1,6,0,0.13606702712103902
A_native,G0-local,27,2,6,0,0.16689124263074043
A_native,G0-local,27,3,8,0,0.09498823527399834
A_native,G0-local,27,4,6,0,0.13956448396303772
A_native,G0-local,27,5,6,0,0.12491409743301025
A_native,G0-local,27,6,6,0,0.12576666763812924
A_native,G0-local,27,7,6,0,0.11465721052987643
A_native,G0-local,27,8,6,0,0.1261821351351785
A_native,G0-local,27,9,4,0,0.11041058139909969
B_fixed_G0,G0-local,27,0,6,0,0.12974706973107816
B_fixed_G0,G0-local,27,1,6,0,0.13606702712103902
B_fixed_G0,G0-local,27,2,6,0,0.16689124263074043
B_fixed_G0,G0-local,27,3,8,0,0.09498823527399834
B_fixed_G0,G0-local,27,4,6,0,0.13956448396303772
B_fixed_G0,G0-local,27,5,6,0,0.12491409743301025
B_fixed_G0,G0-local,27,6,6,0,0.12576666763812924
B_fixed_G0,G0-local,27,7,6,0,0.11465721052987643
B_fixed_G0,G0-local,27,8,6,0,0.1261821351351785
B_fixed_G0,G0-local,27,9,4,0,0.11041058139909969
A_native,G1-shared,27,0,6,0,0.08549483843283447
A_native,G1-shared,27,1,6,0,0.08726135166166285
A_native,G1-shared,27,2,6,0,0.07020342750631228
A_native,G1-shared,27,3,6,1,0.03711427619756693
A_native,G1-shared,27,4,6,0,0.10258403669863808
A_native,G1-shared,27,5,6,0,0.15297770127055263
A_native,G1-shared,27,6,6,0,0.10065575486384279
A_native,G1-shared,27,7,6,0,0.07254428313550519
A_native,G1-shared,27,8,6,0,0.13650392989527213
A_native,G1-shared,27,9,6,1,0.09515135620196052
B_fixed_G0,G1-shared,27,0,6,0,0.08549483843283447
B_fixed_G0,G1-shared,27,1,6,0,0.08726135166166285
B_fixed_G0,G1-shared,27,2,6,0,0.07020342750631228
B_fixed_G0,G1-shared,27,3,8,1,0.021814500969415528
B_fixed_G0,G1-shared,27,4,6,0,0.10258403669863808
B_fixed_G0,G1-shared,27,5,6,0,0.15297770127055263
B_fixed_G0,G1-shared,27,6,6,0,0.10065575486384279
B_fixed_G0,G1-shared,27,7,6,0,0.07254428313550519
B_fixed_G0,G1-shared,27,8,6,0,0.13650392989527213
B_fixed_G0,G1-shared,27,9,4,1,0.05611017560552889
A_native,T0,28,0,6,0,0.19551519919178276
A_native,T0,28,1,5,1,0.15867474624874225
A_native,T0,28,2,6,0,0.0452970047068088
A_native,T0,28,3,6,1,0.04761811757295445
A_native,T0,28,4,4,0,0.06794505934413238
A_native,T0,28,5,4,1,0.09467754501567714
A_native,T0,28,6,6,1,0.1196876664725257
A_native,T0,28,7,5,0,0.19550212395531738
A_native,T0,28,8,5,0,0.15198281181044415
A_native,T0,28,9,3,1,0.04076392045716536
B_fixed_G0,T0,28,0,6,0,0.19551519919178276
B_fixed_G0,T0,28,1,6,1,0.12075650803535455
B_fixed_G0,T0,28,2,6,0,0.0452970047068088
B_fixed_G0,T0,28,3,4,1,0.01694107398428635
B_fixed_G0,T0,28,4,4,0,0.06794505934413238
B_fixed_G0,T0,28,5,6,1,0.057134111848589485
B_fixed_G0,T0,28,6,4,1,0.10178338931411605
B_fixed_G0,T0,28,7,5,0,0.19550212395531738
B_fixed_G0,T0,28,8,5,0,0.15198281181044415
B_fixed_G0,T0,28,9,5,1,0.012092091317010431
A_native,G0-local,28,0,6,0,0.21349801175583566
A_native,G0-local,28,1,6,0,0.13774397597058957
A_native,G0-local,28,2,6,0,0.07475093145530234
A_native,G0-local,28,3,4,0,0.08464059842639404
A_native,G0-local,28,4,4,0,0.12719418078804404
A_native,G0-local,28,5,6,0,0.11949123342580988
A_native,G0-local,28,6,4,0,0.15900743361923245
A_native,G0-local,28,7,5,0,0.1883883424295442
A_native,G0-local,28,8,5,0,0.1337714486217704
A_native,G0-local,28,9,5,0,0.10515855405483436
B_fixed_G0,G0-local,28,0,6,0,0.21349801175583566
B_fixed_G0,G0-local,28,1,6,0,0.13774397597058957
B_fixed_G0,G0-local,28,2,6,0,0.07475093145530234
B_fixed_G0,G0-local,28,3,4,0,0.08464059842639404
B_fixed_G0,G0-local,28,4,4,0,0.12719418078804404
B_fixed_G0,G0-local,28,5,6,0,0.11949123342580988
B_fixed_G0,G0-local,28,6,4,0,0.15900743361923245
B_fixed_G0,G0-local,28,7,5,0,0.1883883424295442
B_fixed_G0,G0-local,28,8,5,0,0.1337714486217704
B_fixed_G0,G0-local,28,9,5,0,0.10515855405483436
A_native,G1-shared,28,0,6,0,0.1749291264358616
A_native,G1-shared,28,1,6,0,0.12522467095749962
A_native,G1-shared,28,2,4,1,0.05881259727064106
A_native,G1-shared,28,3,6,1,0.049701024189317565
A_native,G1-shared,28,4,4,0,0.10045811951466091
A_native,G1-shared,28,5,4,1,0.11215211015328384
A_native,G1-shared,28,6,4,0,0.12770857176622366
A_native,G1-shared,28,7,5,0,0.21425678435772905
A_native,G1-shared,28,8,5,0,0.0561744633011737
A_native,G1-shared,28,9,4,1,0.04816898775781112
B_fixed_G0,G1-shared,28,0,6,0,0.1749291264358616
B_fixed_G0,G1-shared,28,1,6,0,0.12522467095749962
B_fixed_G0,G1-shared,28,2,6,1,0.04926362145164529
B_fixed_G0,G1-shared,28,3,4,1,0.045421661083930365
B_fixed_G0,G1-shared,28,4,4,0,0.10045811951466091
B_fixed_G0,G1-shared,28,5,6,1,0.09249385207783335
B_fixed_G0,G1-shared,28,6,4,0,0.12770857176622366
B_fixed_G0,G1-shared,28,7,5,0,0.21425678435772905
B_fixed_G0,G1-shared,28,8,5,0,0.0561744633011737
B_fixed_G0,G1-shared,28,9,5,1,-0.021471283043424324
A_native,T0,29,0,1,1,0.06570063715686578
A_native,T0,29,1,1,0,0.04374200534024817
A_native,T0,29,2,3,0,0.05268759431880622
A_native,T0,29,3,3,0,0.11479618183932955
A_native,T0,29,4,1,1,0.04886805180756158
A_native,T0,29,5,3,0,0.1055094921159454
A_native,T0,29,6,1,1,0.06403583187907178
A_native,T0,29,7,3,0,0.07260111407200809
A_native,T0,29,8,1,1,0.08053428562920553
A_native,T0,29,9,3,0,0.08635892400121271
B_fixed_G0,T0,29,0,3,1,-0.01054665100692667
B_fixed_G0,T0,29,1,1,0,0.04374200534024817
B_fixed_G0,T0,29,2,3,0,0.05268759431880622
B_fixed_G0,T0,29,3,3,0,0.11479618183932955
B_fixed_G0,T0,29,4,9,1,0.022943028890445902
B_fixed_G0,T0,29,5,3,0,0.1055094921159454
B_fixed_G0,T0,29,6,5,1,0.06224370461827808
B_fixed_G0,T0,29,7,3,0,0.07260111407200809
B_fixed_G0,T0,29,8,5,1,0.061919673967370734
B_fixed_G0,T0,29,9,3,0,0.08635892400121271
A_native,G0-local,29,0,3,0,0.06688672202645085
A_native,G0-local,29,1,1,0,0.08354036978820002
A_native,G0-local,29,2,3,0,0.0821682107163151
A_native,G0-local,29,3,3,0,0.14903639348297198
A_native,G0-local,29,4,9,0,0.047296416823399585
A_native,G0-local,29,5,3,0,0.1666944865425846
A_native,G0-local,29,6,5,0,0.11847155547390269
