pairing,comparison,group,source,r_contribution,scale_contribution,mean_contribution
A_native,G1-minus-T0,all,22,-0.03252638250764774,-0.018304861541859306,-0.006812840064182369
A_native,G1-minus-T0,all,23,-0.014008228605866485,-0.010740057082707175,-0.0032758944228508313
A_native,G1-minus-T0,all,24,-0.02387753199306278,-0.0028080231672384347,-0.013397525107851542
A_native,G1-minus-T0,all,25,-0.01948713628265466,-0.00432460615354476,-0.0063946419282870075
A_native,G1-minus-T0,all,26,-0.011410813645108714,-0.005865060988475924,-0.0061821353250570065
A_native,G1-minus-T0,all,27,0.014582564126651586,-0.008206709540530936,-0.004610041236821607
A_native,G1-minus-T0,all,28,0.006280618278068194,-0.012358363909223652,0.001069971724020617
A_native,G1-minus-T0,all,29,-0.0011615054421129178,-0.0003373714049737471,0.0011704558413920515
A_native,G1-minus-T0,all,30,-0.0008421469724705377,-0.008112022215684054,-0.006866668893909675
A_native,G1-minus-T0,all,31,-0.0080357653586659,-0.004671697206411169,-0.004598027601769476
A_native,G1-minus-T0,all,32,0.004691667083495497,-0.004430828643365144,-0.0066337173928663505
A_native,G1-minus-T0,all,33,0.000365946399962243,0.0008361466710683636,-0.00010438247995517003
A_native,G1-minus-T0,all,34,-0.00871194363820046,-0.008283099348568477,-0.006248673623209745
A_native,G1-minus-T0,all,35,-0.001503412020803487,-0.005181223394044869,-0.0054473747427792145
A_native,G1-minus-T0,all,36,0.027398720813035224,-0.0019416510388099296,0.0027686227437739345
A_native,G1-minus-T0,all,37,0.011047829841446817,-0.0083540651612126,0.0033294977551965857
A_native,G1-minus-T0,all,38,-0.006617560452837111,-0.005037552971450157,0.0046289918065440154
A_native,G1-minus-T0,all,39,0.041156118126693744,-0.0050603168152013305,0.005021289468429309
A_native,G1-minus-T0,all,40,-0.00840527273323093,-0.00049661371028452,-0.002355569908638655
A_native,G1-minus-T0,all,41,-0.008616366597748846,-0.014931930778240184,-0.008968748401634728
A_native,G1-minus-T0,all,42,-0.002509904218458348,0.002953878185215109,-0.006966368708356073
A_native,G1-minus-T0,all,43,-0.024277546619339622,-0.01355425483622176,-0.0046082893607142005
A_native,G1-minus-T0,all,44,0.00356597469200471,-0.008395885193792129,-0.0017314695534424054
A_native,G1-minus-T0,all,45,-0.001087141038008812,-0.003488437968788897,-0.004218516984896739
A_native,G1-minus-T0,all,46,-0.029601414677150502,-0.007611645047119448,-0.007801750843497901
A_native,G1-minus-T0,all,47,-0.025301739646366735,-0.013807620389018354,-0.009524122838443687
A_native,G1-minus-T0,all,48,-0.023305143904227353,-0.03377350511912137,-0.0006904756179137874
