model,source,group,left_block,right_block,left_frames,right_frames,candidate_covariance,correlation,undefined_fraction
G1-shared,51,expression,0,1,750,384,0.017683759604939342,0.6772409794382359,0.0
T0,52,AU,0,1,750,750,3.996660201397014e-06,-0.14583827953011352,0.0
T0,52,AU,1,2,750,750,-0.0009892244198577251,-0.0067056430069751035,0.0
T0,52,AU,2,3,750,750,0.0008544258215373228,0.09518572669283816,0.0
T0,52,AU,3,4,750,750,0.00021690985338430077,-0.059804266651874306,0.0
T0,52,AU,4,5,750,750,0.0005413751077690335,-0.01580837625821175,0.0
T0,52,AU,5,6,750,750,0.0005663648021764935,-0.15273162729661474,0.0
T0,52,AU,6,7,750,446,-0.0012186497993924158,0.03636461098572134,0.0
T0,52,VA,0,1,750,750,-0.00025227029630621597,-0.19259805301942726,0.0
T0,52,VA,1,2,750,750,0.00014171352788540283,0.12627388896958797,0.0
T0,52,VA,2,3,750,750,0.0002665972970805507,0.2084671728611185,0.0
T0,52,VA,3,4,750,750,-0.0003863247472238179,-0.3008447743927198,0.0
T0,52,VA,4,5,750,750,6.315598200886814e-05,0.0265994024548485,0.0
T0,52,VA,5,6,750,750,0.0002479209242889859,0.13714143332577972,0.0
T0,52,VA,6,7,750,446,-0.0006115685467291253,-0.2891567346749734,0.0
T0,52,expression,0,1,750,750,0.0009778473110259676,-0.05352316536146178,0.0
T0,52,expression,1,2,750,750,0.0007795151438112584,0.007302193162237701,0.0
T0,52,expression,2,3,750,750,0.002212639441930366,0.12963020001266828,0.0
T0,52,expression,3,4,750,750,0.0001733918472520392,0.005901015122806802,0.0
T0,52,expression,4,5,750,750,-0.0007116347782863486,-0.14741476427391279,0.0
T0,52,expression,5,6,750,750,-0.001608610926029324,0.021357140785391103,0.0
T0,52,expression,6,7,750,446,0.0003997839322176231,0.04999431637247838,0.0
G0-local,52,AU,0,1,750,750,-0.001009672954545187,-0.23198719363083142,0.0
G0-local,52,AU,1,2,750,750,0.0011190961323456583,0.10510871447626782,0.0
G0-local,52,AU,2,3,750,750,0.0020042005390719596,0.14629739464967173,0.0
G0-local,52,AU,3,4,750,750,-0.0015053760519099936,-0.049813294919015344,0.0
G0-local,52,AU,4,5,750,750,0.0020228519506558626,0.10140081294077516,0.0
G0-local,52,AU,5,6,750,750,0.0014319234167947982,-0.13346871452836737,0.0
G0-local,52,AU,6,7,750,446,0.0008029678878212693,0.033576852972676055,0.0
G0-local,52,VA,0,1,750,750,-0.0002613272431882151,-0.2773470346359694,0.0
G0-local,52,VA,1,2,750,750,6.144700351018428e-06,0.02090987602603009,0.0
G0-local,52,VA,2,3,750,750,0.0001155094087183102,0.23027270949551665,0.0
G0-local,52,VA,3,4,750,750,-0.00040166844804779027,-0.33270118318619407,0.0
G0-local,52,VA,4,5,750,750,0.00019897874628515557,0.1151922750626964,0.0
G0-local,52,VA,5,6,750,750,2.6416589566579055e-05,-0.047764600686044725,0.0
G0-local,52,VA,6,7,750,446,-0.00031848484848210517,-0.2638967646651073,0.0
G0-local,52,expression,0,1,750,750,0.00038607537535632344,0.0024888478507996484,0.0
G0-local,52,expression,1,2,750,750,0.0002285955470999166,-0.0008233735839773132,0.0
G0-local,52,expression,2,3,750,750,0.0008574624996363096,0.373821744535659,0.0
G0-local,52,expression,3,4,750,750,0.0008768207613933045,0.21894033939250457,0.0
G0-local,52,expression,4,5,750,750,0.00039425066207832534,-0.04081168196934271,0.0
G0-local,52,expression,5,6,750,750,-0.002185859254930005,-0.02726527410478432,0.0
G0-local,52,expression,6,7,750,446,-0.0005692356392637931,0.02642213201887224,0.0
G1-shared,52,AU,0,1,750,750,0.018336078003393683,0.8713589242113506,0.0
G1-shared,52,AU,1,2,750,750,0.020793928252494143,0.8244156554994648,0.0
G1-shared,52,AU,2,3,750,750,0.024820215061758737,0.8780475767647111,0.0
G1-shared,52,AU,3,4,750,750,0.030439527628107765,0.8660638341406156,0.0
G1-shared,52,AU,4,5,750,750,0.02121789508288298,0.6965052902958189,0.0
G1-shared,52,AU,5,6,750,750,0.020763509402868762,0.7806963836028706,0.0
G1-shared,52,AU,6,7,750,446,0.024728687078024773,0.8250214499391846,0.0
G1-shared,52,VA,0,1,750,750,0.014265780527337284,0.9656292868315963,0.0
G1-shared,52,VA,1,2,750,750,0.016103282108724047,0.9551325191129347,0.0
G1-shared,52,VA,2,3,750,750,0.023199156024178356,0.9848502595023587,0.0
G1-shared,52,VA,3,4,750,750,0.03062106817927833,0.9683278178757508,0.0
G1-shared,52,VA,4,5,750,750,0.024480229000689344,0.9248522660672778,0.0
G1-shared,52,VA,5,6,750,750,0.01935398933825123,0.9791396206369523,0.0
G1-shared,52,VA,6,7,750,446,0.024338580651346198,0.9668716957038314,0.0
G1-shared,52,expression,0,1,750,750,0.016694140729620666,0.8508909095968171,0.0
G1-shared,52,expression,1,2,750,750,0.01926890844942754,0.8838429861971269,0.0
G1-shared,52,expression,2,3,750,750,0.026273163111097828,0.8331624274404483,0.0
G1-shared,52,expression,3,4,750,750,0.03175715184208493,0.7745919946985089,0.0
G1-shared,52,expression,4,5,750,750,0.022720375452557076,0.6047215373090502,0.0
G1-shared,52,expression,5,6,750,750,0.024312827804255928,0.8328286322863181,0.0
G1-shared,52,expression,6,7,750,446,0.024247941246033078,0.7556610891967225,0.0
T0,53,AU,0,1,750,750,-0.0003181197494489675,0.085510571111342,0.0
T0,53,AU,1,2,750,750,4.638378444176194e-05,-0.07150813533286415,0.0
T0,53,AU,2,3,750,750,-0.00012152381010276568,-0.06825994857756673,0.0
T0,53,AU,3,4,750,750,-0.0016378307463582888,-0.20636861563757,0.0
T0,53,AU,4,5,750,750,-0.0015705757454731607,-0.003980504324188164,0.0
T0,53,AU,5,6,750,750,-0.0033992937537517956,-0.05149044999148306,0.0
T0,53,AU,6,7,750,693,-0.0008633948417080449,-0.01254427176665901,0.0
T0,53,VA,0,1,750,750,-0.0007030796589548321,-0.10366259163292278,0.0
T0,53,VA,1,2,750,750,-0.0006805524971649372,-0.06329751637690718,0.0
T0,53,VA,2,3,750,750,0.00041355852822834227,0.13058655548322115,0.0
T0,53,VA,3,4,750,750,-0.0007832985664830768,-0.2142500021535437,0.0
T0,53,VA,4,5,750,750,3.876021506866859e-06,-0.028236706514754135,0.0
T0,53,VA,5,6,750,750,-0.0009907715690034647,-0.0202721539011487,0.0
T0,53,VA,6,7,750,693,0.00016720253451060058,0.07853461900634277,0.0
T0,53,expression,0,1,750,750,-0.00011649313585613966,0.004366137995884416,0.0
T0,53,expression,1,2,750,750,0.0015018340966739337,0.037448186330846935,0.0
T0,53,expression,2,3,750,750,0.0008931405838946846,0.09437805052989771,0.0
T0,53,expression,3,4,750,750,-0.0034137241385705968,-0.37305891930784574,0.0
T0,53,expression,4,5,750,750,0.0009609489661683691,0.09837586245294948,0.0
T0,53,expression,5,6,750,750,0.002329932657755247,-0.024118338085011543,0.0
T0,53,expression,6,7,750,693,-0.0016982506878792398,-0.13332548640304026,0.0
G0-local,53,AU,0,1,750,750,-0.0021488359512212563,-0.11178239250169623,0.0
G0-local,53,AU,1,2,750,750,-4.6828904244476855e-05,0.02689320162421993,0.0
G0-local,53,AU,2,3,750,750,-0.0009994124012491332,-0.023344224371291085,0.0
G0-local,53,AU,3,4,750,750,-0.002602942685914148,-0.19799006757915133,0.0
G0-local,53,AU,4,5,750,750,-0.002325498145055246,-0.19587094623783424,0.0
G0-local,53,AU,5,6,750,750,-0.0051376520171570435,-0.1388183592273596,0.0
G0-local,53,AU,6,7,750,693,-0.0015395664866701276,-0.040400648214690235,0.0
G0-local,53,VA,0,1,750,750,-0.000651538018113395,-0.32499334436527205,0.0
G0-local,53,VA,1,2,750,750,-0.00023896980159377083,-0.06728337329863845,0.0
G0-local,53,VA,2,3,750,750,0.0002707234138380617,0.18566318270895965,0.0
G0-local,53,VA,3,4,750,750,-0.0005701597219161547,-0.34452079301247895,0.0
G0-local,53,VA,4,5,750,750,0.00016654209869954354,-0.06562255278417363,0.0
G0-local,53,VA,5,6,750,750,-0.0007316448412051722,-0.17762784390018807,0.0
G0-local,53,VA,6,7,750,693,0.00010194172743104452,0.06406606103197021,0.0
G0-local,53,expression,0,1,750,750,-0.0008129529380189212,-0.17384740896399864,0.0
G0-local,53,expression,1,2,750,750,-0.001591279138195062,-0.03652845600655537,0.0
G0-local,53,expression,2,3,750,750,0.0016447852811729998,0.27540024832795407,0.0
G0-local,53,expression,3,4,750,750,-0.002585142384070525,-0.2862570698097261,0.0
G0-local,53,expression,4,5,750,750,-0.0011632888557001665,-0.16305730323413936,0.0
G0-local,53,expression,5,6,750,750,-0.0015010618363163698,-0.14240173351378654,0.0
G0-local,53,expression,6,7,750,693,-0.0005256880519209229,-0.077476059365267,0.0
G1-shared,53,AU,0,1,750,750,0.015731931512400252,0.8284738100998925,0.0
G1-shared,53,AU,1,2,750,750,0.017068356905169276,0.8458225741134591,0.0
G1-shared,53,AU,2,3,750,750,0.01967710250884235,0.8987495754879019,0.0
G1-shared,53,AU,3,4,750,750,0.018734408750438306,0.861058700916086,0.0
G1-shared,53,AU,4,5,750,750,0.023042299069485937,0.9065870501581814,0.0
G1-shared,53,AU,5,6,750,750,0.020015810634825087,0.9038584831060675,0.0
G1-shared,53,AU,6,7,750,693,0.01644957826114634,0.9115886348723746,0.0
G1-shared,53,VA,0,1,750,750,0.0033804075267437,0.852152669849745,0.0
G1-shared,53,VA,1,2,750,750,0.005324795800447002,0.9519989599494383,0.0
G1-shared,53,VA,2,3,750,750,0.005532634164511482,0.9544317416623859,0.0
G1-shared,53,VA,3,4,750,750,0.004850996598926236,0.9114732919574882,0.0
G1-shared,53,VA,4,5,750,750,0.005297995495625792,0.9495224068184083,0.0
G1-shared,53,VA,5,6,750,750,0.003705055031705256,0.8771983585005448,0.0
G1-shared,53,VA,6,7,750,693,0.004107632562796086,0.9202700518313089,0.0
G1-shared,53,expression,0,1,750,750,0.010014569059635072,0.8656015181607661,0.0
G1-shared,53,expression,1,2,750,750,0.01599445770964321,0.8933848513759435,0.0
G1-shared,53,expression,2,3,750,750,0.020979745541649827,0.8737353812657551,0.0
G1-shared,53,expression,3,4,750,750,0.015288566850599223,0.8424975590721492,0.0
G1-shared,53,expression,4,5,750,750,0.017161620633182304,0.9393475195143515,0.0
G1-shared,53,expression,5,6,750,750,0.017302877763338685,0.9522074062593631,0.0
G1-shared,53,expression,6,7,750,693,0.014854411888351819,0.9321638250413917,0.0
T0,54,AU,0,1,750,750,-0.0002504732102419719,-0.06151394943024513,0.0
T0,54,AU,1,2,750,750,-0.001967684865380917,-0.01438026300470865,0.0
T0,54,AU,2,3,750,750,-0.0005448938072634428,-0.0927811546260804,0.0
T0,54,AU,3,4,750,480,0.0025097937865922616,0.0010145250022544192,0.0
T0,54,VA,0,1,750,750,-0.0016726811906804225,-0.3887279859784344,0.0
T0,54,VA,1,2,750,750,-0.00023093488577308652,-0.21679966439938586,0.0
T0,54,VA,2,3,750,750,3.161370144255047e-05,-0.08819086045204293,0.0
T0,54,VA,3,4,750,480,0.0009129929572748716,0.2607686797728159,0.0
T0,54,expression,0,1,750,750,-0.004110300531098391,-0.08475683927858167,0.0
T0,54,expression,1,2,750,750,-0.0016004792979680718,0.02372275175847871,0.0
T0,54,expression,2,3,750,750,-0.0005181011755440186,-0.19393144255745998,0.0
T0,54,expression,3,4,750,480,0.004154084913049826,0.03726202591713109,0.0
G0-local,54,AU,0,1,750,750,0.0016336315016057834,0.0019039411741648496,0.0
G0-local,54,AU,1,2,750,750,-0.00011698406805844186,0.05611056699397771,0.0
G0-local,54,AU,2,3,750,750,0.0008294476704857704,-0.04080446812975757,0.0
G0-local,54,AU,3,4,750,480,0.000721207710247734,-0.07580769555974803,0.0
G0-local,54,VA,0,1,750,750,-0.0002156473177597829,-0.15052292981059498,0.0
G0-local,54,VA,1,2,750,750,-0.0001420206080088775,-0.2081777876193058,0.0
G0-local,54,VA,2,3,750,750,-1.6058555655705192e-05,-0.06903362820662323,0.0
G0-local,54,VA,3,4,750,480,0.00048291407260257665,0.19318019040625645,0.0
G0-local,54,expression,0,1,750,750,-0.0011983527595315368,-0.08479955537837633,0.0
G0-local,54,expression,1,2,750,750,-0.0005215731768265507,-0.12313398992641233,0.0
G0-local,54,expression,2,3,750,750,0.00027036199194944505,-0.19814496943454113,0.0
G0-local,54,expression,3,4,750,480,0.001062760038384873,-0.038157641831612854,0.0
G1-shared,54,AU,0,1,750,750,0.024247377044900726,0.894424257416704,0.0
G1-shared,54,AU,1,2,750,750,0.019098820598435352,0.8019474538007464,0.0
G1-shared,54,AU,2,3,750,750,0.0315484617796784,0.9075463816654847,0.0
G1-shared,54,AU,3,4,750,480,0.03690961334391342,0.9337329576533393,0.0
G1-shared,54,VA,0,1,750,750,0.012897097281072877,0.9750398616840115,0.0
G1-shared,54,VA,1,2,750,750,0.013854646485164521,0.9191598037723558,0.0
G1-shared,54,VA,2,3,750,750,0.01761872889111779,0.9463804607966612,0.0
G1-shared,54,VA,3,4,750,480,0.01886286067395852,0.9699751876179992,0.0
G1-shared,54,expression,0,1,750,750,0.0247703497766021,0.9267709320100699,0.0
G1-shared,54,expression,1,2,750,750,0.021675806630932222,0.8128566327905709,0.0
G1-shared,54,expression,2,3,750,750,0.027333784681267063,0.8650057140595705,0.0
G1-shared,54,expression,3,4,750,480,0.02948160257634235,0.964856026300076,0.0
T0,55,AU,0,1,750,750,-0.0014674754759225997,-0.11843580069938402,0.0
T0,55,AU,1,2,750,750,-0.00278642091615131,-0.16464651685495896,0.0
T0,55,AU,2,3,750,750,-0.0020027363105456194,-0.12313253809206985,0.0
T0,55,AU,3,4,750,505,-0.00027426981089888797,-0.04219433548257448,0.0
T0,55,VA,0,1,750,750,-5.5921398557415704e-05,0.07935615024112727,0.0
T0,55,VA,1,2,750,750,-0.0006593161597626304,-0.18076244804998395,0.0
T0,55,VA,2,3,750,750,-0.0010547433989443738,-0.5304022256798178,0.0
T0,55,VA,3,4,750,505,0.0012499276732249873,0.20204297678989033,0.0
T0,55,expression,0,1,750,750,-0.00023079258534363528,0.04725884202780415,0.0
T0,55,expression,1,2,750,750,-0.0017947443407047756,-0.19733362115401312,0.0
T0,55,expression,2,3,750,750,-0.0009909314367467022,-0.14757073960870193,0.0
T0,55,expression,3,4,750,505,0.0020561300312333993,0.1009231971799466,0.0
G0-local,55,AU,0,1,750,750,5.0335508407356245e-05,0.09676812225451896,0.0
G0-local,55,AU,1,2,750,750,-0.0016607205373643228,0.033720380672361015,0.0
G0-local,55,AU,2,3,750,750,-0.0008083033577863904,-0.051439849151424535,0.0
G0-local,55,AU,3,4,750,505,-0.0029565241924981254,-0.06254505860243578,0.0
G0-local,55,VA,0,1,750,750,-0.00018473045008432688,-0.03423812969101953,0.0
G0-local,55,VA,1,2,750,750,-9.107157255056719e-05,-0.060977235045883836,0.0
G0-local,55,VA,2,3,750,750,-0.0005121049795107433,-0.506897950564009,0.0
G0-local,55,VA,3,4,750,505,0.00038180264419887387,0.12715403608131817,0.0
G0-local,55,expression,0,1,750,750,-6.70831306829144e-05,-0.005968924919619492,0.0
G0-local,55,expression,1,2,750,750,-0.00021121478212474544,-0.10593327955999554,0.0
G0-local,55,expression,2,3,750,750,-0.0016287967720197416,-0.2352338081307038,0.0
G0-local,55,expression,3,4,750,505,0.0017847502298985077,-0.054224657868675474,0.0
G1-shared,55,AU,0,1,750,750,0.017107250615674623,0.7830661704911729,0.0
G1-shared,55,AU,1,2,750,750,0.02098509901067338,0.6992720917444075,0.0
G1-shared,55,AU,2,3,750,750,0.02420972820884599,0.793069609469621,0.0
G1-shared,55,AU,3,4,750,505,0.02367465750632655,0.8169255022665953,0.0
G1-shared,55,VA,0,1,750,750,0.008495197639249084,0.8402076399271706,0.0
G1-shared,55,VA,1,2,750,750,0.010418337766155722,0.9385960088342096,0.0
G1-shared,55,VA,2,3,750,750,0.007009158002697104,0.900270514936585,0.0
G1-shared,55,VA,3,4,750,505,0.005834081346218679,0.9354372901199607,0.0
G1-shared,55,expression,0,1,750,750,0.01628977413499626,0.7478127016852687,0.0
G1-shared,55,expression,1,2,750,750,0.020013516953947957,0.7950234193907755,0.0
G1-shared,55,expression,2,3,750,750,0.015964644775016905,0.9068102506712588,0.0
G1-shared,55,expression,3,4,750,505,0.01864904422383311,0.8399367832053952,0.0
T0,56,AU,0,1,750,239,0.0013884811169060066,0.0508383451610745,0.0
T0,56,VA,0,1,750,239,-0.000150748769033827,0.24527929076018187,0.0
T0,56,expression,0,1,750,239,0.0006934069920264794,-0.03511601353949512,0.0
G0-local,56,AU,0,1,750,239,-0.000245882448370168,0.10025384477081671,0.0
G0-local,56,VA,0,1,750,239,-0.00019354408034364298,0.11733602832267406,0.0
G0-local,56,expression,0,1,750,239,-0.00028883324773392105,-0.16012212441165444,0.0
G1-shared,56,AU,0,1,750,239,0.019919226537459953,0.8627512074100883,0.0
G1-shared,56,VA,0,1,750,239,0.005579951997813179,0.9270934178973864,0.0
G1-shared,56,expression,0,1,750,239,0.012642203143196026,0.7916379013494209,0.0
T0,57,AU,0,1,750,265,-0.0009743071179819897,-0.06098640749558441,0.0
T0,57,VA,0,1,750,265,-0.0005199559380888613,-0.3208587131012571,0.0
T0,57,expression,0,1,750,265,7.818470827186162e-05,-0.00669581234555525,0.0
G0-local,57,AU,0,1,750,265,-0.0030376489121860853,-0.16116880689159357,0.0
G0-local,57,VA,0,1,750,265,-0.0002136584366149302,-0.1984642060271273,0.0
G0-local,57,expression,0,1,750,265,0.001160404150865745,0.11646472071465581,0.0
G1-shared,57,AU,0,1,750,265,0.015738187269912902,0.7019719149492404,0.0
G1-shared,57,VA,0,1,750,265,0.013873380800000747,0.9509518923409661,0.0
G1-shared,57,expression,0,1,750,265,0.016516282592670052,0.7091593788027432,0.0
T0,58,AU,0,1,750,448,-0.002513873068432807,-0.028458344503182024,0.0
T0,58,VA,0,1,750,448,0.0005766925287669022,0.4424167751930353,0.0
T0,58,expression,0,1,750,448,0.0005588217433772143,0.010577497364850807,0.0
G0-local,58,AU,0,1,750,448,-0.00021234887037434926,0.11563360336243216,0.0
G0-local,58,VA,0,1,750,448,0.00039794965547560715,0.4167619339801941,0.0
G0-local,58,expression,0,1,750,448,0.001416860374879812,0.13479178822000593,0.0
G1-shared,58,AU,0,1,750,448,0.015088115322892592,0.8034040309333939,0.0
G1-shared,58,VA,0,1,750,448,0.007334682015148085,0.9832330394272479,0.0
G1-shared,58,expression,0,1,750,448,0.018730881054923026,0.8584572811618948,0.0
T0,59,AU,0,1,750,179,-0.00026484592946366537,-0.08218712356684192,0.0
T0,59,VA,0,1,750,179,-0.0010050874014011972,0.05458091525070785,0.0
T0,59,expression,0,1,750,179,-0.0021492055662937362,-0.11590613552678972,0.0
G0-local,59,AU,0,1,750,179,-0.0010792810682296523,-0.004008374750437862,0.0
G0-local,59,VA,0,1,750,179,-0.000647845066072725,0.03700425121291867,0.0
G0-local,59,expression,0,1,750,179,-0.002095671089790395,-0.020161190901177177,0.0
G1-shared,59,AU,0,1,750,179,0.01786546190658176,0.5440023128645215,0.0
G1-shared,59,VA,0,1,750,179,0.003984094048849034,0.8235548245212941,0.0
G1-shared,59,expression,0,1,750,179,0.010571425334647852,0.6655308127834512,0.0
T0,60,AU,0,1,750,750,-0.0005989990377658417,-0.1375677659132895,0.0
T0,60,AU,1,2,750,392,-9.863337031485491e-05,0.08347461918218817,0.0
T0,60,VA,0,1,750,750,-0.00030885385617142,-0.20009816612949138,0.0
T0,60,VA,1,2,750,392,-0.001172862497750606,-0.19032927138043726,0.0
T0,60,expression,0,1,750,750,0.001483378317026481,-0.013833447650925985,0.0
T0,60,expression,1,2,750,392,0.003136338886773833,0.32883330065090466,0.0
G0-local,60,AU,0,1,750,750,0.0010125635251433188,0.04354287949335655,0.0
G0-local,60,AU,1,2,750,392,0.0026870238821445113,0.13688731117604,0.0
G0-local,60,VA,0,1,750,750,4.427409261144018e-05,-0.039734689759940545,0.0
G0-local,60,VA,1,2,750,392,-0.0002863363746955608,-0.21444513943554624,0.0
G0-local,60,expression,0,1,750,750,0.0004605662775478496,0.10087543650573944,0.0
G0-local,60,expression,1,2,750,392,0.002470223382871063,0.35726135461982855,0.0
G1-shared,60,AU,0,1,750,750,0.02295753098268917,0.8860194466388636,0.0
G1-shared,60,AU,1,2,750,392,0.023830260635007514,0.7190811296070151,0.0
G1-shared,60,VA,0,1,750,750,0.0071487917782183516,0.9523698282501941,0.0
G1-shared,60,VA,1,2,750,392,0.007958943006420565,0.9544716870095253,0.0
G1-shared,60,expression,0,1,750,750,0.01852468240138351,0.8856116095312108,0.0
G1-shared,60,expression,1,2,750,392,0.022280040036266383,0.8708411135047365,0.0
T0,61,AU,0,1,750,750,0.002850778981763177,0.19603996517706263,0.0
T0,61,AU,1,2,750,750,-0.0010761563901307309,-0.08781989107559847,0.0
T0,61,AU,2,3,750,750,0.0018132129732329279,0.26352753512802274,0.0
T0,61,AU,3,4,750,455,-0.0002951474680539681,-0.08996872773287894,0.0
T0,61,VA,0,1,750,750,0.0007448319719686767,0.10641874184150217,0.0
T0,61,VA,1,2,750,750,-0.00023936802460925707,-0.21065765737710493,0.0
T0,61,VA,2,3,750,750,-0.0003946314892964979,-0.18887332817420915,0.0
T0,61,VA,3,4,750,455,8.572991108786866e-05,0.10978983289193525,0.0
T0,61,expression,0,1,750,750,0.00016939656232881593,0.06687418517550746,0.0
T0,61,expression,1,2,750,750,-0.003031612058256938,0.14508500881973657,0.0
T0,61,expression,2,3,750,750,-9.309315421635088e-05,0.13866702185921242,0.0
T0,61,expression,3,4,750,455,-0.00019945208611692915,0.11545981674707718,0.0
G0-local,61,AU,0,1,750,750,0.006309248687112165,0.4066926006489347,0.0
G0-local,61,AU,1,2,750,750,1.4648529197932343e-05,-0.023113106295201413,0.0
G0-local,61,AU,2,3,750,750,0.0011121357482155052,-0.03374440138364788,0.0
G0-local,61,AU,3,4,750,455,-0.0011525320055920513,-0.058190852344208954,0.0
G0-local,61,VA,0,1,750,750,0.0007129447768809105,0.4759703415279437,0.0
G0-local,61,VA,1,2,750,750,0.000503678173758197,0.22794342972576717,0.0
G0-local,61,VA,2,3,750,750,-0.00021804998763349685,-0.23454815760832784,0.0
G0-local,61,VA,3,4,750,455,-3.36649502197789e-05,-0.03629287126589758,0.0
G0-local,61,expression,0,1,750,750,0.0009314569014686657,0.2204558535768343,0.0
G0-local,61,expression,1,2,750,750,-0.00024080814426696596,0.07411712520599653,0.0
G0-local,61,expression,2,3,750,750,-0.0009644330887736989,-0.10824297448273734,0.0
G0-local,61,expression,3,4,750,455,0.00028403609697151566,0.0972127309315833,0.0
G1-shared,61,AU,0,1,750,750,0.00995423993185412,0.7026695967239226,0.0
G1-shared,61,AU,1,2,750,750,0.014862798747334788,0.6822407958276138,0.0
G1-shared,61,AU,2,3,750,750,0.015893238957163557,0.80996083489265,0.0
G1-shared,61,AU,3,4,750,455,0.017353248259639645,0.6554751216854954,0.0
G1-shared,61,VA,0,1,750,750,0.006925404883868753,0.9671495210100737,0.0
G1-shared,61,VA,1,2,750,750,0.007797611043486508,0.9767971346842611,0.0
G1-shared,61,VA,2,3,750,750,0.007729506081539227,0.9297911492754221,0.0
G1-shared,61,VA,3,4,750,455,0.007487905872169546,0.9520333854210847,0.0
G1-shared,61,expression,0,1,750,750,0.008336154644890022,0.8401378118171595,0.0
G1-shared,61,expression,1,2,750,750,0.012994553023765197,0.8698036528531317,0.0
G1-shared,61,expression,2,3,750,750,0.011693729157638277,0.843472452734224,0.0
G1-shared,61,expression,3,4,750,455,0.011520323142192253,0.831867714782362,0.0
T0,62,AU,0,1,750,750,-0.0006040823890078726,0.0863688378627253,0.0
T0,62,AU,1,2,750,750,-0.00047989279836827746,0.008677473732840826,0.0
T0,62,AU,2,3,750,750,0.00046914857730724814,0.05145702512180715,0.0
T0,62,AU,3,4,750,334,0.0014582551637894183,0.04182493901332202,0.0
T0,62,VA,0,1,750,750,-0.0003445105558792542,-0.38221166467287643,0.0
T0,62,VA,1,2,750,750,-7.81709670334829e-05,-0.0419215002380733,0.0
T0,62,VA,2,3,750,750,-0.00015550045418776795,-0.14858616516440043,0.0
T0,62,VA,3,4,750,334,0.001182803421677194,0.3480298648349983,0.0
T0,62,expression,0,1,750,750,-0.00043987325994847726,-0.059996068761727056,0.0
T0,62,expression,1,2,750,750,-0.001112947801518961,0.10042700678220623,0.0
T0,62,expression,2,3,750,750,-0.001620744164652617,0.06569744711439064,0.0
T0,62,expression,3,4,750,334,0.004261455148177598,0.32742025865592683,0.0
G0-local,62,AU,0,1,750,750,-0.0019040869469438763,-0.1200043887644267,0.0
G0-local,62,AU,1,2,750,750,-0.002623069620782688,-0.11991666838296731,0.0
G0-local,62,AU,2,3,750,750,0.0013379026071221602,0.0924634751284211,0.0
G0-local,62,AU,3,4,750,334,0.0006520632812683953,-0.04323594320298505,0.0
G0-local,62,VA,0,1,750,750,-0.00035426165138710563,-0.48464854846795663,0.0
G0-local,62,VA,1,2,750,750,1.6912816379761878e-05,-0.02105994251413912,0.0
G0-local,62,VA,2,3,750,750,-9.794058169826345e-05,-0.11738679173988137,0.0
G0-local,62,VA,3,4,750,334,0.0007770157295129247,0.404426555133008,0.0
G0-local,62,expression,0,1,750,750,-0.0012735306007610634,-0.07900266025786082,0.0
G0-local,62,expression,1,2,750,750,-0.004223954267370743,-0.21743173831495088,0.0
G0-local,62,expression,2,3,750,750,-0.0006953121141783212,0.18823827884131633,0.0
G0-local,62,expression,3,4,750,334,0.001634608131995482,0.14343119126459358,0.0
G1-shared,62,AU,0,1,750,750,0.011814349505873515,0.9185071226024152,0.0
G1-shared,62,AU,1,2,750,750,0.010835321735589045,0.7813829415574023,0.0
G1-shared,62,AU,2,3,750,750,0.011040061845193152,0.7940704818149875,0.0
G1-shared,62,AU,3,4,750,334,0.01153396740261342,0.8706744204517499,0.0
G1-shared,62,VA,0,1,750,750,0.004781352554415098,0.9601932402036009,0.0
G1-shared,62,VA,1,2,750,750,0.00422326647503838,0.9483278246231079,0.0
G1-shared,62,VA,2,3,750,750,0.0050898713436676995,0.9619908904161398,0.0
G1-shared,62,VA,3,4,750,334,0.005305374490743807,0.9555201387708769,0.0
G1-shared,62,expression,0,1,750,750,0.005828553763086044,0.8566562962799309,0.0
G1-shared,62,expression,1,2,750,750,0.008538777191523326,0.8944754632699388,0.0
G1-shared,62,expression,2,3,750,750,0.01058117601772967,0.871106980688022,0.0
G1-shared,62,expression,3,4,750,334,0.010712495796989534,0.8920424165975385,0.0
T0,63,AU,0,1,750,750,-0.00043615127934360014,-0.1394281300294178,0.0
T0,63,AU,1,2,750,750,0.0009264736286666561,-0.013243943557479258,0.0
T0,63,AU,2,3,750,750,0.00043275354543214245,0.026167644681598476,0.0
T0,63,AU,3,4,750,599,-0.0009562585557517348,-0.17669782546703514,0.0
T0,63,VA,0,1,750,750,-0.0013547838622030254,-0.192344027278004,0.0
T0,63,VA,1,2,750,750,-0.0008367111413569941,-0.282222775095162,0.0
T0,63,VA,2,3,750,750,4.740955796553228e-05,-0.15246353443927285,0.0
T0,63,VA,3,4,750,599,0.0004797179218657687,0.1344628826925048,0.0
T0,63,expression,0,1,750,750,-0.0017289420132171082,-0.06040413935937772,0.0
T0,63,expression,1,2,750,750,-0.0002452437499033672,-0.09646293189807101,0.0
T0,63,expression,2,3,750,750,-0.00044134355647599416,-0.09349826425025122,0.0
T0,63,expression,3,4,750,599,0.0019203073864709932,0.14096611694156436,0.0
G0-local,63,AU,0,1,750,750,-0.000667428590408254,-0.1906211253257526,0.0
G0-local,63,AU,1,2,750,750,0.002072611785905838,-0.000973410664428967,0.0
G0-local,63,AU,2,3,750,750,0.001965583467901481,0.022592811765715533,0.0
