arm,step,input_index,group,candidate_mse_offdiag,centered_candidate_mse_offdiag,temporal_variance,speed_abs,near_duplicate_pairs_mse_lt_1e_8,minimum,maximum
MAM,archive,5,expression,0.08276181779789793,0.033914448212453444,0.034570315647231,0.016157247492799936,0,7.493802023361695e-09,0.9999933242797852
MAM,archive,6,AU,0.22270081669831565,0.11602590010258483,0.09106795146666499,0.020047261606894635,0,0.0,1.0
MAM,archive,6,VA,0.13279403202121348,0.007323438014433987,0.022916162001335973,0.027742335713488688,0,-0.6099197864532471,0.8893814086914062
MAM,archive,6,expression,0.1345072905499239,0.026688764607844882,0.0193396783260714,0.012997946691874925,0,6.605271352100317e-08,0.9999477863311768
MAM,archive,7,AU,0.22091031718503104,0.0982015953676804,0.07217457955528493,0.01860489328474753,0,0.0,1.0
MAM,archive,7,VA,0.11578744319881956,0.006951559558607206,0.012338162732784312,0.02436797500063555,0,-0.6923012733459473,0.7199065685272217
MAM,archive,7,expression,0.13501428110073516,0.018998311372067183,0.01179828896790086,0.012063393573754357,0,8.289875950140413e-07,0.9997969269752502
MAM,archive,8,AU,0.18384339852424958,0.09471277621129466,0.08474247617764268,0.015568456700532172,0,0.0,1.0
MAM,archive,8,VA,0.11384572386967992,0.007706776634713459,0.01461484362271558,0.020582745206444257,0,-0.632655143737793,0.7356606721878052
MAM,archive,8,expression,0.12652957458721092,0.029926308239281645,0.024568669700272234,0.009276192885048657,0,4.987019508462254e-08,0.9999356269836426
MAM,archive,9,AU,0.16704025334619857,0.11142311805546982,0.11192315111506436,0.017263814616755795,0,0.0,1.0
MAM,archive,9,VA,0.12364803070868849,0.008051601374002102,0.023307200971489195,0.021723740670458354,0,-0.5999323129653931,0.9053239226341248
MAM,archive,9,expression,0.12349529974809989,0.03479134743493088,0.026290480769446945,0.010910425188160334,0,6.587274725688985e-08,0.9999814033508301
MAM,archive,10,AU,0.21317548614082632,0.10200834473268275,0.07665605576043585,0.020496681652751016,0,0.0,1.0
MAM,archive,10,VA,0.06101736272463693,0.004143114462669912,0.01301347914378544,0.02647165792299261,0,-0.8318395614624023,0.4807072877883911
MAM,archive,10,expression,0.1232987612793029,0.01410691078143659,0.009144236014582963,0.01415136669152128,0,5.059262093709549e-07,0.9982136487960815
MAM,archive,11,AU,0.16625916870415647,0.10233416220404185,0.0874607004887758,0.01648178357803154,0,0.0,1.0
MAM,archive,11,VA,0.11170735084943322,0.007539763897072607,0.011529785808478505,0.021598245485900697,0,-0.5457116365432739,0.6741257905960083
MAM,archive,11,expression,0.1084339766662834,0.02883457548876012,0.02253206398296931,0.011648704845814964,0,1.8284937652879307e-07,0.9996795654296875
MAM,archive,12,AU,0.18713000919897474,0.10518145296955073,0.08740658745748892,0.0170767004341534,0,0.0,1.0
MAM,archive,12,VA,0.12883410197821019,0.005888962723156014,0.0198247762464005,0.02167853747010129,0,-0.6610622406005859,0.9008395671844482
MAM,archive,12,expression,0.14685632333736504,0.022700186126816735,0.015882482801491873,0.008431827872689824,0,2.3558428097203432e-08,0.9999852180480957
MAM,archive,13,AU,0.188320305229853,0.09140680142705379,0.06286274274221519,0.017422687609075043,0,0.0,1.0
