/home/zhengshiyi/react2025_new/.venv/lib/python3.10/site-packages/torch/_utils.py:831: UserWarning: TypedStorage is deprecated. It will be removed in the future and UntypedStorage will be the only storage class. This should only matter to you if you are using storages directly.  To access UntypedStorage directly, use tensor.untyped_storage() instead of tensor.storage()
  return self.fget.__get__(instance, owner)()
MC seed123_C0_lambda0_bank24001.json 0.24258504062891006 0.9197647124528885
MC seed123_C0_lambda0_bank24002.json 0.2445315532386303 0.9360443443059921
MC seed123_C0_lambda0_bank24003.json 0.24358312748372554 0.9319430410861969
MC seed123_C0_lambda0_bank24004.json 0.2456214414909482 0.9458894699811935
MC seed123_C0_lambda0_bank24005.json 0.24634110499173403 0.9099933624267578
MC seed123_C0_lambda0_bank24006.json 0.2451694868505001 0.9458047658205032
MC seed123_C0_lambda0_bank24007.json 0.24621271397918462 0.9426979720592499
MC seed123_C0_lambda0_bank24008.json 0.25095714181661605 0.957624763250351
MC seed123_C1_lambda0.1_bank24001.json 0.2436077207326889 0.8180097490549088
MC seed123_C1_lambda0.1_bank24002.json 0.24433875940740107 0.8200291842222214
MC seed123_C1_lambda0.1_bank24003.json 0.24501686580479146 0.8104834139347077
MC seed123_C1_lambda0.1_bank24004.json 0.24364952705800533 0.8059524953365326
MC seed123_C1_lambda0.1_bank24005.json 0.24630654361099005 0.8123302012681961
MC seed123_C1_lambda0.1_bank24006.json 0.2427840916439891 0.8013421148061752
MC seed123_C1_lambda0.1_bank24007.json 0.24199013281613588 0.8024792283773422
MC seed123_C1_lambda0.1_bank24008.json 0.24602459631860257 0.8140248417854309
MC seed123_C2_lambda0.1_bank24001.json 0.24411462601274253 0.7804464787244797
MC seed123_C2_lambda0.1_bank24002.json 0.24736308865249157 0.789093840122223
MC seed123_C2_lambda0.1_bank24003.json 0.24625512342900038 0.7847904592752457
MC seed123_C2_lambda0.1_bank24004.json 0.24479567501693963 0.7867632538080216
MC seed123_C2_lambda0.1_bank24005.json 0.24359001964330673 0.780758586525917
MC seed123_C2_lambda0.1_bank24006.json 0.242947287671268 0.7808671087026596
MC seed123_C2_lambda0.1_bank24007.json 0.24310967586934568 0.7793045103549957
MC seed123_C2_lambda0.1_bank24008.json 0.24372502472251653 0.78101387321949
MC seed123_C1_lambda0.03_bank24001.json 0.24438326377421618 0.8367285966873169
MC seed123_C1_lambda0.03_bank24002.json 0.2463738927617669 0.8467513710260391
MC seed123_C1_lambda0.03_bank24003.json 0.24598283432424067 0.8442322760820389
MC seed123_C1_lambda0.03_bank24004.json 0.24245234988629819 0.8358405828475952
MC seed123_C1_lambda0.03_bank24005.json 0.24719551522284747 0.8450539320707321
MC seed123_C1_lambda0.03_bank24006.json 0.24284130707383156 0.8341894388198853
MC seed123_C1_lambda0.03_bank24007.json 0.24410863406956196 0.8359886914491653
