model,source,candidate,best_CCC
MAM,11,8,0.04397362709118182
MAM,11,9,0.1315290536359886
MAM,12,0,0.08878139805515589
MAM,12,1,0.09753485370041765
MAM,12,2,0.027115277187603093
MAM,12,3,0.08612165867597892
MAM,12,4,0.0889197430339953
MAM,12,5,0.12452654816248714
MAM,12,6,0.04183474138799642
MAM,12,7,0.10151508002114962
MAM,12,8,0.0764760313198894
MAM,12,9,0.10159595502230555
MAM,13,0,0.06550133314753732
MAM,13,1,0.03492583799619567
MAM,13,2,0.03373235542924515
MAM,13,3,0.019807926477442995
MAM,13,4,0.049547322946203114
MAM,13,5,0.040473885075089984
MAM,13,6,0.0321154885553107
MAM,13,7,0.011529519646285472
MAM,13,8,0.014076673164371542
MAM,13,9,0.05856739763317714
MAM,14,0,0.02635527107827537
MAM,14,1,0.017481516422834388
MAM,14,2,0.017910990825698348
MAM,14,3,0.02283835389433233
MAM,14,4,0.019095922297396897
MAM,14,5,0.02813453388867228
MAM,14,6,0.01885395083768004
MAM,14,7,0.023422727953319747
MAM,14,8,0.022684891396752747
MAM,14,9,0.037820418781909004
MAM,15,0,0.12385975027667062
MAM,15,1,0.054685691437119315
MAM,15,2,0.07654244700700512
MAM,15,3,0.06789816460937359
MAM,15,4,0.10901248224910841
MAM,15,5,0.13102637162663816
MAM,15,6,0.11919642056465608
MAM,15,7,0.09484225203001398
MAM,15,8,0.0532090395213877
MAM,15,9,0.13220512353046052
MAM,16,0,0.10320407209060674
MAM,16,1,0.07703777857401778
MAM,16,2,0.08637505862365359
MAM,16,3,0.05661918824663775
MAM,16,4,0.1486259069509183
MAM,16,5,0.1521133875079999
MAM,16,6,0.11851350977987686
MAM,16,7,0.06325471962138532
MAM,16,8,0.07410490125298443
MAM,16,9,0.11097596871214219
MAM,17,0,0.07594553341093815
MAM,17,1,0.07375905474023735
MAM,17,2,0.041408540519492394
MAM,17,3,0.054197378710460986
MAM,17,4,0.04531774023695322
MAM,17,5,0.04767723866614518
MAM,17,6,0.04930200959122384
MAM,17,7,0.06473118867383637
MAM,17,8,0.04813774791109778
MAM,17,9,0.08157608602949985
MAM,18,0,0.07534497548358476
MAM,18,1,0.03401101712482004
MAM,18,2,0.06075907968744535
MAM,18,3,0.049759052242773286
MAM,18,4,0.055184042923433665
MAM,18,5,0.06084756726730081
