model,policy,FRC,S_MSE,FRVar,exact_FRD20
MAM,AU>=0.5; VA/expression unchanged,0.810962318916204,0.15720370411872864,0.05891159176826477,not evaluated for this diagnostic policy
R2,AU>=0.5; VA/expression unchanged,1.0916054099359125,0.07563775032758713,0.05727222189307213,not evaluated for this diagnostic policy
A12000,AU>=0.5; VA/expression unchanged,0.40935188776727294,0.1469430923461914,0.07244263589382172,not evaluated for this diagnostic policy
T0,AU>=0.5; VA/expression unchanged,0.8425092856755544,0.08987371623516083,0.05823252722620964,not evaluated for this diagnostic policy
T1,AU>=0.5; VA/expression unchanged,0.8166068187072406,0.09119962155818939,0.05709317699074745,not evaluated for this diagnostic policy
