model,source,group,dimension_weight,total,DC,slow,fast,identity_error,speed,acceleration,total_contribution,DC_contribution,slow_contribution,fast_contribution
processed_targets,57,AU,0.6,0.2605203430031016,0.09146515602938227,0.1520898782448638,0.016965308728855526,0.0,0.010052596975673898,0.0201250411319513,0.15631220580186098,0.05487909361762936,0.09125392694691829,0.010179185237313315
processed_targets,57,VA,0.08,0.21120555550462594,0.1402520155590763,0.06846312286486829,0.0024904170806813826,0.0,0.012076197247364405,0.015803234577399603,0.016896444440370074,0.011220161244726103,0.005477049829189463,0.0001992333664545106
processed_targets,57,expression,0.32,0.12568384200816238,0.049953033436938105,0.07056825633582474,0.00516255223539953,0.0,0.007736090897631992,0.010408479824572102,0.04021882944261196,0.015984970699820193,0.022581842027463918,0.0016520167153278495
MAM,58,AU,0.6,0.12840536696964075,0.03676895384184383,0.06981150948180258,0.02182490364599435,0.0,0.019387357282094123,0.03867335562987737,0.07704322018178444,0.022061372305106297,0.041886905689081544,0.01309494218759661
MAM,58,VA,0.08,0.13749300109932946,0.12867321051342032,0.008289688054503568,0.0005301025314055612,2.7755575615628914e-17,0.031583423245848084,0.04695822221613565,0.010999440087946358,0.010293856841073624,0.0006631750443602854,4.24082025124449e-05
MAM,58,expression,0.32,0.09352958733570732,0.055300048976907004,0.03511949055833932,0.003110047800460976,1.3877787807814457e-17,0.015880030878185323,0.02439639390804868,0.029929467947426344,0.01769601567261024,0.011238236978668582,0.0009952152961475124
processed_targets,58,AU,0.6,0.2667754900142213,0.11205266883210925,0.13831703169758017,0.016405789484531832,5.551115123125783e-17,0.00883876357560568,0.017681159420289853,0.16006529400853278,0.06723160129926554,0.0829902190185481,0.009843473690719098
processed_targets,58,VA,0.08,0.228658677430574,0.14024306048558563,0.0860503425180764,0.0023652744269119894,0.0,0.012329716937509097,0.015664713619507376,0.01829269419444592,0.01121944483884685,0.0068840274014461125,0.00018922195415295914
processed_targets,58,expression,0.32,0.1325895602237738,0.052529907046654466,0.0747504452888082,0.005309207888311151,2.7755575615628914e-17,0.00834096726884197,0.010801571160761452,0.04242865927160762,0.016809570254929428,0.023920142492418625,0.0016989465242595683
MAM,59,AU,0.6,0.18784515408842642,0.09398768446132359,0.06526639200480883,0.028591077622293987,0.0,0.024640804597701148,0.049241280115066524,0.11270709245305585,0.05639261067679415,0.039159835202885296,0.017154646573376394
MAM,59,VA,0.08,0.13338822840675735,0.12901560974380333,0.0037798886330121487,0.0005927300299418648,0.0,0.03952697503358461,0.059732263308923145,0.010671058272540588,0.010321248779504267,0.0003023910906409719,4.7418402395349184e-05
MAM,59,expression,0.32,0.11033829438446849,0.090827238969272,0.016288397843251434,0.0032226575719450294,2.7755575615628914e-17,0.01747485416378044,0.026940929358196794,0.035308254203029917,0.02906471647016704,0.005212287309840458,0.0010312504230224095
processed_targets,59,AU,0.6,0.26229876808994146,0.11184467224358725,0.13363533413523507,0.016818761711119085,5.551115123125783e-17,0.008994252873563218,0.017993527508090613,0.1573792608539649,0.06710680334615235,0.08018120048114104,0.010091257026671453
processed_targets,59,VA,0.08,0.20538359761784766,0.11541965640479676,0.08659150287321289,0.0033724383398380654,5.551115123125783e-17,0.013944617794136164,0.018256716951607306,0.016430687809427812,0.00923357251238374,0.006927320229857032,0.00026979506718704524
processed_targets,59,expression,0.32,0.13182007328919948,0.05136790014025094,0.07333067957698869,0.007121493571959895,5.551115123125783e-17,0.011215994587299518,0.015643759278239976,0.04218242345254383,0.0164377280448803,0.02346581746463638,0.0022788779430271662
MAM,60,AU,0.6,0.16839401769634327,0.07748023195390322,0.06704271065043473,0.023871075092005326,0.0,0.019753216992772785,0.03947442680776014,0.10103641061780597,0.04648813917234193,0.04022562639026083,0.014322645055203196
MAM,60,VA,0.08,0.12335893923069242,0.11410127125574618,0.008674646545886225,0.0005830214290600002,2.7755575615628914e-17,0.02963920014107682,0.04340448549505146,0.009868715138455393,0.009128101700459695,0.000693971723670898,4.664171432480001e-05
MAM,60,expression,0.32,0.14051214783617458,0.11721841241011964,0.021686139742044266,0.0016075956840106856,2.7755575615628914e-17,0.011243642834487543,0.016688088647804498,0.04496388730757586,0.03750989197123829,0.006939564717454165,0.0005144306188834194
processed_targets,60,AU,0.6,0.2678521650614674,0.07472738927038548,0.16428355349055726,0.028841222300524626,5.551115123125783e-17,0.014909219108055703,0.02982716049382716,0.16071129903688047,0.04483643356223129,0.09857013209433436,0.017304733380314775
processed_targets,60,VA,0.08,0.139453971363914,0.07395078037316358,0.06070038880184595,0.0048028021889045,2.7755575615628914e-17,0.019618966360588762,0.024701551146036577,0.01115631770911312,0.005916062429853086,0.004856031104147676,0.00038422417511236
processed_targets,60,expression,0.32,0.13308986879524576,0.04669506876042917,0.07440037887615109,0.011994421158665529,2.7755575615628914e-17,0.01620589155384856,0.021983031397825665,0.042588758014478645,0.014942422003337334,0.02380812124036835,0.0038382147707729693
MAM,61,AU,0.6,0.1949861178110093,0.08633462506594212,0.08725757701830048,0.02139391572676667,5.551115123125783e-17,0.0165836711059641,0.033159571387199535,0.11699167068660557,0.05180077503956528,0.05235454621098029,0.012836349436060001
MAM,61,VA,0.08,0.09648127166482724,0.08776663679578267,0.00826566681972142,0.0004489680493231376,1.3877787807814457e-17,0.025430770900831047,0.036118730745889574,0.007718501733186179,0.0070213309436626134,0.0006612533455777137,3.591744394585101e-05
MAM,61,expression,0.32,0.1256590761395089,0.09929215732614123,0.02470190801929337,0.001665010794074359,5.551115123125783e-17,0.012528368839806629,0.018746488369347912,0.04021090436464285,0.03177349034436519,0.007904610566173878,0.0005328034541037949
processed_targets,61,AU,0.6,0.2568031301924211,0.05989009340453103,0.16696081663306497,0.029952220154825078,5.551115123125783e-17,0.016141671491989962,0.032284969591659426,0.15408187811545268,0.03593405604271862,0.10017648997983898,0.017971332092895045
processed_targets,61,VA,0.08,0.17682027339087783,0.06902851498148381,0.10225102358838958,0.005540734821004467,2.7755575615628914e-17,0.020309556497516545,0.02462245878749202,0.014145621871270227,0.0055222811985187045,0.008180081887071167,0.00044325878568035734
processed_targets,61,expression,0.32,0.12775616761464456,0.03400474434722023,0.08160010420843065,0.01215131905899365,2.7755575615628914e-17,0.01629075528852561,0.022072525392440413,0.04088197363668626,0.010881518191110473,0.02611203334669781,0.0038884220988779678
MAM,62,AU,0.6,0.16028483192250442,0.09577481917467068,0.0504487324113084,0.014061280336525287,5.551115123125783e-17,0.010967096709670967,0.021932773109243697,0.09617089915350265,0.057464891504802405,0.03026923944678504,0.008436768201915173
MAM,62,VA,0.08,0.12300360979960781,0.11811107259872974,0.004515539285303175,0.0003769979155748872,1.3877787807814457e-17,0.019481871646413025,0.026581052720689377,0.009840288783968625,0.009448885807898379,0.000361243142824254,3.0159833245990974e-05
MAM,62,expression,0.32,0.14899547708017216,0.1391773373632247,0.008902562474482666,0.0009155772424647662,0.0,0.008010442537315641,0.011542457407763421,0.04767855266565509,0.04453674795623191,0.002848819991834453,0.0002929847175887252
processed_targets,62,AU,0.6,0.26777177897753784,0.08421907126939608,0.15913470242031044,0.02441800528783132,0.0,0.012731273127312731,0.025456182472989197,0.1606630673865227,0.05053144276163765,0.09548082145218627,0.014650803172698791
processed_targets,62,VA,0.08,0.2059571308293925,0.09978977565507594,0.10156720353576697,0.004600151638549633,2.7755575615628914e-17,0.01764596596755872,0.02136391148391534,0.016476570466351398,0.007983182052406074,0.008125376282861358,0.00036801213108397064
processed_targets,62,expression,0.32,0.1364024432416998,0.05121471671201763,0.07521211519728785,0.009975611332394316,0.0,0.01280544587225008,0.016949994055153655,0.04364878183734394,0.016388709347845642,0.024067876863132113,0.0031921956263661812
MAM,63,AU,0.6,0.19426425035760964,0.09088778055146643,0.08173989674278494,0.021636573063358283,2.7755575615628914e-17,0.01710579951825088,0.03420628301362246,0.11655855021456578,0.05453266833087986,0.04904393804567096,0.01298194383801497
MAM,63,VA,0.08,0.09925162938978548,0.09372109589797045,0.0050731390663448705,0.0004573944254702251,6.938893903907228e-17,0.024791358752309825,0.03613074999286767,0.007940130351182838,0.007497687671837636,0.00040585112530758965,3.6591554037618005e-05
MAM,63,expression,0.32,0.13465405007075013,0.11735293255102561,0.015818520364578884,0.0014825971551456257,0.0,0.012028850706124932,0.01823725585454366,0.04308929602264004,0.037552938416328195,0.005061926516665243,0.00047443108964660024
processed_targets,63,AU,0.6,0.2661274222263386,0.06839291099476674,0.16997984392980808,0.027754667301763715,5.551115123125783e-17,0.014986103390772651,0.029978685941988693,0.15967645333580316,0.041035746596860045,0.10198790635788485,0.01665280038105823
processed_targets,63,VA,0.08,0.15960327059314647,0.0583540579219521,0.0960909175652267,0.0051582951059676845,0.0,0.01961126160254498,0.023999968979715854,0.012768261647451717,0.004668324633756168,0.007687273405218136,0.00041266360847741474
processed_targets,63,expression,0.32,0.1281755099746393,0.043844528106896145,0.07370886132942557,0.010622120538317606,0.0,0.014535243699506678,0.019068463354473836,0.04101616319188458,0.014030248994206766,0.02358683562541618,0.003399078572261634
MAM,64,AU,0.6,0.18578742727401734,0.07946494445885237,0.08062119148552113,0.02570129132964382,2.7755575615628914e-17,0.02217707934074358,0.04436605316973415,0.1114724563644104,0.04767896667531142,0.04837271489131268,0.015420774797786292
MAM,64,VA,0.08,0.12873617561561146,0.11892851917581716,0.009246328250684522,0.0005613281891098005,2.7755575615628914e-17,0.03104487345520246,0.046220154456355564,0.010298894049248917,0.009514281534065373,0.0007397062600547617,4.490625512878404e-05
MAM,64,expression,0.32,0.1347792955301627,0.10445424179007042,0.027743007052523333,0.002582046687568936,2.7755575615628914e-17,0.015158078643523538,0.023294744689542592,0.04312937456965207,0.03342535737282253,0.008877762256807467,0.0008262549400220595
processed_targets,64,AU,0.6,0.2289723286504896,0.10197324129666874,0.11260728942562442,0.014391797928196394,5.551115123125783e-17,0.008314807716877476,0.016630879345603273,0.13738339719029377,0.061183944778001244,0.06756437365537465,0.008635078756917837
processed_targets,64,VA,0.08,0.2333626268109342,0.17015496539338168,0.06059451130028246,0.0026131501172699566,1.1102230246251565e-16,0.015031167171786987,0.020231064083268923,0.018669010144874737,0.013612397231470534,0.004847560904022597,0.00020905200938159654
processed_targets,64,expression,0.32,0.1384584502938496,0.07523889832510777,0.0570723927297956,0.006147159238946262,2.7755575615628914e-17,0.010834680310961407,0.01533731066162192,0.04430670409403187,0.02407644746403449,0.01826316567353459,0.001967090956462804
MAM,65,AU,0.6,0.21277151335311573,0.11335730883786424,0.07185403306783965,0.0275601714474118,5.551115123125783e-17,0.02340855106888361,0.04680530798177857,0.12766290801186944,0.06801438530271854,0.04311241984070379,0.01653610286844708
MAM,65,VA,0.08,0.12087784540360925,0.11591542356647566,0.004263780051405776,0.0006986417857278297,1.3877787807814457e-17,0.031162727556812243,0.046863766405155244,0.00967022763228874,0.009273233885318054,0.0003411024041124621,5.589134285822637e-05
MAM,65,expression,0.32,0.12483748374487623,0.10893759865629656,0.01318528048430685,0.00271460460427282,0.0,0.018263338872417573,0.02827812388582332,0.03994799479836039,0.034860031570014896,0.004219289754978192,0.0008686734733673024
processed_targets,65,AU,0.6,0.25062182657434884,0.11158246769870366,0.1235138945389049,0.015525464336740302,0.0,0.008653998416468725,0.017314319667260845,0.15037309594460932,0.0669494806192222,0.07410833672334294,0.009315278602044182
processed_targets,65,VA,0.08,0.281800884905199,0.2008449766266293,0.07811587580071723,0.002840032477852437,5.551115123125783e-17,0.015133681076505794,0.019737629605588888,0.02254407079241592,0.016067598130130346,0.006249270064057379,0.00022720259822819495
processed_targets,65,expression,0.32,0.14689698544754948,0.07299977927747646,0.06737376925465748,0.006523436915415526,2.7755575615628914e-17,0.011033185249993726,0.015104392199283922,0.04700703534321583,0.023359929368792467,0.021559606161490392,0.0020874998129329684
MAM,66,AU,0.6,0.18201187793227597,0.09502992461129448,0.0625414209401506,0.024440532380830885,0.0,0.020875446656457377,0.04174390399591472,0.10920712675936559,0.057017954766776686,0.037524852564090355,0.01466431942849853
MAM,66,VA,0.08,0.08031543373995575,0.07257264050532845,0.007280928209970926,0.00046186502465636896,1.3877787807814457e-17,0.029423858419225925,0.04234965200590594,0.00642523469919646,0.005805811240426276,0.0005824742567976741,3.694920197250952e-05
MAM,66,expression,0.32,0.10859430543428919,0.09090309884241665,0.015551042714511425,0.0021401638773611087,0.0,0.015961737990762833,0.02418016597256153,0.03475017773897254,0.02908899162957333,0.004976333668643656,0.0006848524407555548
processed_targets,66,AU,0.6,0.20608807812787913,0.08059288104427885,0.11179337854098571,0.013701818542614564,0.0,0.007968351199591628,0.015942806076854336,0.12365284687672748,0.04835572862656731,0.06707602712459143,0.008221091125568738
processed_targets,66,VA,0.08,0.18621374350726602,0.13560766311479602,0.04850079754842487,0.0021052828440451454,2.7755575615628914e-17,0.012230679776325571,0.015493941721543869,0.014897099480581282,0.010848613049183681,0.00388006380387399,0.00016842262752361163
processed_targets,66,expression,0.32,0.12147718180217378,0.0640621753292553,0.05162186301759344,0.005793143455325056,1.3877787807814457e-17,0.01025880964846041,0.014023847297370405,0.03887269817669561,0.020499896105361695,0.0165189961656299,0.001853805905704018
MAM,67,AU,0.6,0.16182562902282036,0.07015640631858219,0.06572294699611342,0.02594627570812474,0.0,0.02234192037470726,0.04465534075375903,0.09709537741369222,0.04209384379114931,0.039433768197668057,0.015567765424874844
MAM,67,VA,0.08,0.1246788149666739,0.11999144962081172,0.004156722975397303,0.0005306423704648486,2.7755575615628914e-17,0.03180657442678667,0.04679053449906015,0.009974305197333912,0.009599315969664938,0.0003325378380317842,4.245138963718789e-05
MAM,67,expression,0.32,0.1070778461842363,0.08074757005653992,0.023068171101389066,0.0032621050263073295,1.3877787807814457e-17,0.017870737138871516,0.027591946165100682,0.03426491077895562,0.025839222418092774,0.007381814752444501,0.0010438736084183455
processed_targets,67,AU,0.6,0.21069457989294152,0.09544753483228106,0.10021466745192238,0.015032377608738054,2.7755575615628914e-17,0.008938329430132709,0.0178871314196446,0.1264167479357649,0.057268520899368645,0.060128800471153425,0.009019426565242832
processed_targets,67,VA,0.08,0.16068467411887807,0.1063322793161108,0.05204762278382542,0.002304772018941815,2.7755575615628914e-17,0.014461617348977393,0.01885937501288466,0.012854773929510246,0.008506582345288864,0.004163809822706034,0.0001843817615153452
processed_targets,67,expression,0.32,0.13619212462609537,0.07065861914762558,0.05819350645533733,0.007339999023132469,2.7755575615628914e-17,0.01270869378248445,0.017814386374349626,0.04358147988035052,0.022610758127240185,0.018621922065707945,0.00234879968740239
MAM,68,AU,0.6,0.15143126452472658,0.07522970657831929,0.05520748430570499,0.020994073640702274,2.7755575615628914e-17,0.016702508960573476,0.033397717295873576,0.09085875871483594,0.045137823946991576,0.033124490583423,0.012596444184421365
MAM,68,VA,0.08,0.1177199804795547,0.11469598516311316,0.002664398453425834,0.0003595968630157062,0.0,0.020062278352908712,0.027128383811891137,0.009417598438364377,0.009175678813049053,0.0002131518762740667,2.8767749041256498e-05
MAM,68,expression,0.32,0.15984657675456973,0.1496736008494224,0.009111599033492174,0.001061376871655102,2.7755575615628914e-17,0.007347556024143205,0.0104756807826989,0.05115090456146231,0.04789555227181517,0.002915711690717496,0.00033964059892963266
processed_targets,68,AU,0.6,0.12063510636568997,0.05565136304925605,0.055884073220712906,0.009099670095720994,2.7755575615628914e-17,0.0061209860288201304,0.012244659057652912,0.07238106381941398,0.03339081782955363,0.033530443932427746,0.005459802057432597
processed_targets,68,VA,0.08,0.12783182546423477,0.11044068013083369,0.016197014226906475,0.001194131106494642,2.7755575615628914e-17,0.010653357226904322,0.014237788775436992,0.010226546037138781,0.008835254410466696,0.001295761138152518,9.553048851957137e-05
processed_targets,68,expression,0.32,0.1311545891845907,0.08391633056328364,0.04242721909343429,0.004811039527872739,2.7755575615628914e-17,0.011407129021508757,0.01610100513316028,0.04196946853906902,0.026853225780250765,0.013576710109898972,0.0015395326489192765
MAM,69,AU,0.6,0.1680837287097068,0.08495950080832003,0.06242641965271779,0.02069780824866897,2.7755575615628914e-17,0.015706618962432917,0.03141728174159398,0.10085023722582408,0.050975700484992024,0.037455851791630676,0.012418684949201382
MAM,69,VA,0.08,0.13348357818416057,0.12701448573387683,0.005960650784599617,0.0005084416656841052,0.0,0.02090635001597242,0.027720907095640335,0.010678686254732846,0.010161158858710146,0.0004768520627679693,4.067533325472841e-05
MAM,69,expression,0.32,0.1511707427303518,0.13498958916018886,0.01496223020177529,0.0012189233683876797,2.7755575615628914e-17,0.007547478089659457,0.010511863491349449,0.04837463767371258,0.04319666853126043,0.004787913664568093,0.0003900554778840575
processed_targets,69,AU,0.6,0.12176002517160578,0.06352188122825861,0.04947146982456037,0.008766674118786793,1.3877787807814457e-17,0.005499403697078116,0.01100126742712294,0.07305601510296347,0.03811312873695517,0.02968288189473622,0.0052600044712720765
processed_targets,69,VA,0.08,0.12840355746402768,0.11146350190873397,0.015672067928702356,0.0012679876265913824,2.7755575615628914e-17,0.011100655186118321,0.014818291918603106,0.010272284597122214,0.008917080152698717,0.0012537654342961884,0.0001014390101273106
processed_targets,69,expression,0.32,0.12984928115058383,0.08292274071565114,0.04184284511420324,0.005083695320729455,0.0,0.01180221120822753,0.016046099264713964,0.041551769968186825,0.026535277029008365,0.013389710436545037,0.0016267825026334256
MAM,70,AU,0.6,0.147189495744068,0.06365486398853193,0.06394165180857382,0.019592979946962248,2.7755575615628914e-17,0.014949928469241773,0.029900724443251946,0.0883136974464408,0.038192918393119155,0.038364991085144295,0.01175578796817735
MAM,70,VA,0.08,0.12254745083226405,0.11630596473510302,0.005829749238023136,0.0004117368591378496,4.163336342344337e-17,0.023931310942543665,0.03330310726733555,0.009803796066581124,0.009304477178808241,0.0004663799390418509,3.293894873102797e-05
MAM,70,expression,0.32,0.14135109853487704,0.12731345503306807,0.012621682610420477,0.0014159608913884916,0.0,0.009233022519799065,0.013025940869843555,0.045232351531160654,0.040740305610581784,0.004038938435334553,0.00045310748524431734
processed_targets,70,AU,0.6,0.11702114557571784,0.052184281278417885,0.05514009324359676,0.009696771053703205,1.3877787807814457e-17,0.00674892703862661,0.013499686968965209,0.07021268734543071,0.03131056876705073,0.033084055946158056,0.005818062632221923
processed_targets,70,VA,0.08,0.12491285950752944,0.11041593094248738,0.013362994076085391,0.0011339344889566708,0.0,0.011418246038062218,0.015749439354391225,0.009993028760602355,0.00883327447539899,0.0010690395260868314,9.071475911653367e-05
processed_targets,70,expression,0.32,0.12248982778890247,0.07779569414288347,0.039256390992342384,0.0054377426536766265,1.3877787807814457e-17,0.011991496382060667,0.017125762397559106,0.03919674489244879,0.024894622125722708,0.012562045117549563,0.0017400776491765205
MAM,71,AU,0.6,0.22661729477778594,0.12976670653378042,0.07324704938394394,0.023603538860061554,2.7755575615628914e-17,0.018378654970760234,0.03675074943335527,0.13597037686667157,0.07786002392026825,0.04394822963036637,0.014162123316036931
MAM,71,VA,0.08,0.0821515098771718,0.0760420982036838,0.005692471765071814,0.0004169399084161659,2.7755575615628914e-17,0.024000925463976606,0.03446710754456104,0.006572120790173744,0.006083367856294704,0.0004553977412057451,3.3355192673293276e-05
MAM,71,expression,0.32,0.14039594467076497,0.12446505868989226,0.014427089910267072,0.001503796070605613,2.7755575615628914e-17,0.011686899965144413,0.01777947844617508,0.04492670229464479,0.039828818780765524,0.0046166687712854634,0.0004812147425937962
processed_targets,71,AU,0.6,0.1303583522132086,0.0647702324169071,0.05626690206464747,0.009321217731654041,0.0,0.006340643274853801,0.012682605834612854,0.07821501132792516,0.038862139450144266,0.03376014123878848,0.005592730638992425
processed_targets,71,VA,0.08,0.07753270987528177,0.05996923990345727,0.016303396387907683,0.001260073583916804,1.3877787807814457e-17,0.011460401937794431,0.015364455604052649,0.0062026167900225415,0.004797539192276582,0.0013042717110326146,0.00010080588671334432
processed_targets,71,expression,0.32,0.12294499148149404,0.08116920892246833,0.036068751157125364,0.005707031401900325,2.7755575615628914e-17,0.01099823304670219,0.01459763232614562,0.039342397274078095,0.025974146855189867,0.011542000370280116,0.001826250048608104
MAM,72,AU,0.6,0.2174308266111545,0.10625355330402936,0.08611406314145592,0.025063210165669186,5.551115123125783e-17,0.020199121522693996,0.040384690490138646,0.1304584959666927,0.06375213198241761,0.051668437884873554,0.015037926099401511
MAM,72,VA,0.08,0.12035219176161815,0.11249282919571697,0.0072393221847322905,0.0006200403811688816,1.3877787807814457e-17,0.027495270470699457,0.0398045833075736,0.009628175340929452,0.008999426335657357,0.0005791457747785833,4.960323049351053e-05
MAM,72,expression,0.32,0.1327588721705895,0.11226018879306766,0.018845111260357452,0.0016535721171643558,2.7755575615628914e-17,0.012320025855306366,0.01869472929237063,0.04248283909458864,0.03592326041378165,0.006030435603314384,0.0005291430774925939
processed_targets,72,AU,0.6,0.26519732847601707,0.08537423980013338,0.15084822095101588,0.02897486772486772,5.551115123125783e-17,0.014912640312347486,0.029834016793595,0.15911839708561024,0.05122454388008003,0.09050893257060952,0.01738492063492063
processed_targets,72,VA,0.08,0.188071359183814,0.11656243236589209,0.06697293639193694,0.004535990425985082,8.326672684688674e-17,0.018113754975608118,0.022733057113326148,0.015045708734705121,0.009324994589271367,0.005357834911354955,0.0003628792340788065
processed_targets,72,expression,0.32,0.13715774906556402,0.05989709012972695,0.06709287717095265,0.010167781764884412,0.0,0.013855162354113389,0.01903757398068966,0.043890479700980485,0.019167068841512626,0.021469720694704847,0.003253690164763012
MAM,73,AU,0.6,0.18525604581221936,0.07859808251770152,0.0835698097906246,0.023088153503893215,2.7755575615628914e-17,0.018427445526193787,0.03684845112224077,0.11115362748733162,0.04715884951062091,0.050141885874374764,0.01385289210233593
MAM,73,VA,0.08,0.1068744742471391,0.0976552054964994,0.008739846194850841,0.00047942255578885213,0.0,0.02308978083692439,0.03221745982949131,0.008549957939771128,0.007812416439719952,0.0006991876955880673,3.835380446310817e-05
MAM,73,expression,0.32,0.12765726576010739,0.10496470080862823,0.02104800996767977,0.0016445549837993895,0.0,0.0118612733184572,0.01750092637935111,0.04085032504323436,0.03358870425876103,0.006735363189657526,0.0005262575948158046
processed_targets,73,AU,0.6,0.2722749557121081,0.09575823971090436,0.14910261391246318,0.027414102088740577,5.551115123125783e-17,0.01440148354195642,0.028807271378222966,0.16336497342726486,0.057454943826542614,0.08946156834747791,0.016448461253244347
processed_targets,73,VA,0.08,0.168386018705859,0.09702435593489975,0.06686758082246182,0.004494081948497391,2.7755575615628914e-17,0.017866286555815472,0.02198508509523383,0.01347088149646872,0.0077619484747919795,0.005349406465796945,0.0003595265558797913
processed_targets,73,expression,0.32,0.1312040454064995,0.050577651982917936,0.07032817125229242,0.01029822217128916,0.0,0.014394274666936237,0.019600979065566605,0.04198529453007984,0.01618484863453374,0.022505014800733573,0.003295431094812531
MAM,74,AU,0.6,0.1925897862249444,0.08698727545781108,0.08394272471257552,0.02165978605455779,0.0,0.01697991663508905,0.033946055208135935,0.11555387173496663,0.052192365274686646,0.050365634827545316,0.012995871632734675
MAM,74,VA,0.08,0.13528271863385963,0.12780039246660413,0.0070163056623949276,0.0004660205048606216,2.7755575615628914e-17,0.025442545456264582,0.03615006070502996,0.01082261749070877,0.01022403139732833,0.0005613044529915942,3.728164038884973e-05
MAM,74,expression,0.32,0.13831006974066914,0.11280744671945724,0.02389099173042793,0.001611631290783948,2.7755575615628914e-17,0.010696500884017938,0.01602247890706925,0.044259222317014124,0.03609838295022631,0.007645117353736938,0.0005157220130508634
processed_targets,74,AU,0.6,0.25267776585071533,0.09155521283740904,0.13974526795350556,0.021377285059800685,5.551115123125783e-17,0.010977643046608565,0.021955656623081295,0.15160665951042918,0.054933127702445426,0.08384716077210333,0.012826371035880411
processed_targets,74,VA,0.08,0.21561728393276164,0.1651123418335173,0.04774313122959175,0.002761810869652576,0.0,0.012331146603469942,0.014883547554949292,0.017249382714620932,0.013208987346681385,0.00381945049836734,0.0002209448695722061
processed_targets,74,expression,0.32,0.12145440462124822,0.06685590012289351,0.048371839468099836,0.006226665030254876,0.0,0.008636482759473258,0.011270023316100086,0.038865409478799434,0.021393888039325924,0.015478988629791947,0.0019925328096815605
MAM,75,AU,0.6,0.21539860975344846,0.11052110884727832,0.08103456889791556,0.02384293200825459,2.7755575615628914e-17,0.01872410632447296,0.03744896711893411,0.12923916585206907,0.06631266530836699,0.04862074133874934,0.014305759204952752
MAM,75,VA,0.08,0.0917722389905369,0.08256582075276842,0.0087199671204329,0.0004864511173355813,0.0,0.0249643071129013,0.03552829027775003,0.007341779119242952,0.006605265660221473,0.000697597369634632,3.89160893868465e-05
MAM,75,expression,0.32,0.12175680314244834,0.09853940019850942,0.02142144590321241,0.0017959570407265202,0.0,0.013037595027346374,0.019293520149778948,0.03896217700558347,0.03153260806352301,0.006854862689027971,0.0005747062530324865
processed_targets,75,AU,0.6,0.25322200499619857,0.08050753172312154,0.1490668410367351,0.023647632236341913,0.0,0.012285976168652612,0.024576457645764577,0.15193320299771915,0.04830451903387292,0.08944010462204105,0.014188579341805148
processed_targets,75,VA,0.08,0.21999789596843583,0.1649505789980574,0.051668104799398124,0.0033792121709801783,1.3877787807814457e-16,0.013839251612109072,0.01681188926688827,0.017599831677474868,0.013196046319844591,0.00413344838395185,0.00027033697367841424
processed_targets,75,expression,0.32,0.11666747280147925,0.059040371356239,0.05053679437200555,0.007090307073234721,1.3877787807814457e-17,0.010205230162238881,0.013815618104734168,0.03733359129647336,0.018892918833996478,0.016171774199041776,0.0022688982634351106
MAM,76,AU,0.6,0.19840956568909204,0.08547728324032912,0.0860135469479146,0.02691873550084831,0.0,0.021674979218620116,0.04335931815819562,0.11904573941345524,0.05128636994419747,0.05160812816874876,0.016151241300508986
MAM,76,VA,0.08,0.12900250832899732,0.12000519264108332,0.00854957072056585,0.00044774496734816476,2.7755575615628914e-17,0.025924541647055547,0.03691960398371417,0.010320200666319786,0.009600415411286665,0.0006839656576452679,3.581959738785318e-05
MAM,76,expression,0.32,0.13015792833320572,0.1055903513284446,0.022368402293541614,0.002199174711219493,0.0,0.01290528616887442,0.019500903105341656,0.04165053706662583,0.03378891242510227,0.007157888733933316,0.0007037359075902377
processed_targets,76,AU,0.6,0.1951659106909964,0.0444089073531683,0.12684572371916297,0.023911279618665095,2.7755575615628914e-17,0.012581047381546135,0.025169940754599315,0.11709954641459784,0.02664534441190098,0.07610743423149778,0.014346767771199058
processed_targets,76,VA,0.08,0.16047468313029045,0.11366347554508899,0.04282964530518963,0.003981562280011843,0.0,0.016303449409242783,0.02025227674132368,0.012837974650423236,0.009093078043607119,0.0034263716244151703,0.0003185249824009474
processed_targets,76,expression,0.32,0.12591563260718128,0.0554576970514845,0.06079695361518346,0.009660981940513316,0.0,0.01287257109698539,0.01757917228132629,0.04029300243429801,0.01774646305647504,0.019455025156858707,0.003091514220964261
MAM,77,AU,0.6,0.21713713713713714,0.12633817323150148,0.06679597786875131,0.02400298603688434,2.7755575615628914e-17,0.019734188817598534,0.03945285037444597,0.13028228228228228,0.07580290393890089,0.040077586721250794,0.014401791622130605
MAM,77,VA,0.08,0.08803124138679794,0.08376456621466843,0.003738845329017285,0.0005278298431122633,5.551115123125783e-17,0.030832197188215293,0.046683548207362736,0.007042499310943835,0.0067011652971734744,0.0002991076263213828,4.2226387448981066e-05
MAM,77,expression,0.32,0.14221511122413225,0.12788164324468523,0.012278824434169356,0.0020546435452776955,5.551115123125783e-17,0.014407963525620474,0.022350051971307586,0.04550883559172232,0.040922125838299274,0.003929223818934194,0.0006574859344888626
processed_targets,77,AU,0.6,0.22744642948032778,0.06322675945042927,0.1373607651201462,0.02685890490975237,5.551115123125783e-17,0.014463794683776352,0.02893779611798869,0.13646785768819666,0.03793605567025757,0.08241645907208772,0.016115342945851423
