model,source,population,group,total,DC,slow,fast,identity_error,speed,acceleration
MAM_archive_offline,15,prediction,expression,0.12378364612294514,0.08433802139277546,0.03731627963852717,0.0021293450916424744,2.7755575615628914e-17,0.012519251203629901,0.018771980314392367
MAM_archive_offline,15,processed_targets,AU,0.1945005611672279,0.04312515654109369,0.11812203762276714,0.033253367003367,5.551115123125783e-17,0.016937847397675593,0.03387596899224806
MAM_archive_offline,15,processed_targets,VA,0.1316328889881215,0.07155865080863952,0.05352212251404739,0.006552115665434527,5.551115123125783e-17,0.023029101721776774,0.028492663029479608
MAM_archive_offline,15,processed_targets,expression,0.12687575715812907,0.04183202126579757,0.06928748202068417,0.01575625387164736,2.7755575615628914e-17,0.019624858219690552,0.027130126851084728
MAM_archive_offline,16,prediction,AU,0.17073630312339988,0.0596467430075279,0.08496568232102647,0.026123877794845537,2.7755575615628914e-17,0.02071340713407134,0.04142813173284087
MAM_archive_offline,16,prediction,VA,0.12788055718492217,0.12252928100252511,0.004794704055624305,0.0005565721267727602,0.0,0.02319804551906536,0.03217173613240955
MAM_archive_offline,16,prediction,expression,0.12696984290529031,0.0943448701449767,0.030872866188260826,0.0017521065720528233,2.7755575615628914e-17,0.010662119156515803,0.0161800644765132
MAM_archive_offline,16,processed_targets,AU,0.2012671104284008,0.0541602509983066,0.1190202576209117,0.028086601809182453,2.7755575615628914e-17,0.0138929889298893,0.02778085564789166
MAM_archive_offline,16,processed_targets,VA,0.17404548732732894,0.11847357060056365,0.04961477388318572,0.005957142843579593,2.7755575615628914e-17,0.019805289239612344,0.023070388689245047
MAM_archive_offline,16,processed_targets,expression,0.13573881164485535,0.0526468020952153,0.06957443381604136,0.013517575733598687,0.0,0.016149557639473528,0.021436163318733818
MAM_archive_offline,17,prediction,AU,0.19658712274416906,0.08632323720174787,0.08730069787911218,0.022963187663309,0.0,0.01834763762462072,0.03668921262573708
MAM_archive_offline,17,prediction,VA,0.09017039992311136,0.08452211100075481,0.00518828720360494,0.00046000171875160796,1.3877787807814457e-17,0.02405022415954463,0.03482393686482452
MAM_archive_offline,17,prediction,expression,0.12824959399855654,0.1095761460945684,0.017087678522601207,0.00158576938138694,0.0,0.011680934057047107,0.01763695911500118
MAM_archive_offline,17,processed_targets,AU,0.20866970975135304,0.07764507276810785,0.11011773033660895,0.020906906646636237,0.0,0.011224967490247074,0.02245057232049948
MAM_archive_offline,17,processed_targets,VA,0.09929126538310552,0.0590086892351138,0.03596976331683595,0.004312812831155814,4.163336342344337e-17,0.015847896866897613,0.019791105651450765
MAM_archive_offline,17,processed_targets,expression,0.10677838721111407,0.05227582085383457,0.04506870645124438,0.009433859906035116,1.3877787807814457e-17,0.012249337402954134,0.017038076027889325
MAM_archive_offline,18,prediction,AU,0.17205152979066024,0.08184570381952817,0.07113088710311749,0.019074938868014552,2.7755575615628914e-17,0.014622200741098759,0.029252095422308187
MAM_archive_offline,18,prediction,VA,0.13843820338514598,0.1310387750409941,0.00685136530289661,0.000548063041255279,2.7755575615628914e-17,0.02568979534954403,0.03637035300315145
MAM_archive_offline,18,prediction,expression,0.13819696652239571,0.11129463775023175,0.025294263555209206,0.001608065216954759,0.0,0.009585961589065016,0.014104534948447335
MAM_archive_offline,18,processed_targets,AU,0.23011415280014316,0.07705231238379737,0.12481370419638992,0.028248136219955863,2.7755575615628914e-17,0.014641533752215241,0.02928755641521599
MAM_archive_offline,18,processed_targets,VA,0.19054302888597324,0.13543351519137517,0.04900408820589061,0.006105425488707479,2.7755575615628914e-17,0.02030211714942165,0.02490340477617627
MAM_archive_offline,18,processed_targets,expression,0.1359043907256277,0.06151683351960703,0.06133057804826053,0.013056979157760135,0.0,0.015509365787393047,0.021541623762903098
MAM_archive_offline,19,prediction,AU,0.20569307637401854,0.11631510519915161,0.06937094671388101,0.020007024460985918,0.0,0.0155955441302485,0.03117302471781683
MAM_archive_offline,19,prediction,VA,0.09727777779322178,0.09205237273588181,0.0048235100483311295,0.00040189500900886,2.7755575615628914e-17,0.02332251889339191,0.03358147694076385
MAM_archive_offline,19,prediction,expression,0.14181993054620726,0.1259493783930278,0.014663564436569276,0.0012069877166101723,0.0,0.01008938480974257,0.015194243410775308
MAM_archive_offline,19,processed_targets,AU,0.2346438258386867,0.07892658433874176,0.1285918435415705,0.027125397958374403,2.7755575615628914e-17,0.01479005998286204,0.02958708386912416
