model,source,raw_FRC,P8_prediction_only_FRC
seed123_A_step12000,25,0.37565407156944275,0.41713014245033264
seed123_A_step12000,26,0.5176266431808472,0.585343062877655
seed123_A_step12000,27,0.24946947395801544,0.27945205569267273
seed123_A_step12000,28,0.4906407594680786,0.5497130155563354
seed123_A_step12000,29,0.4009148180484772,0.4535588026046753
seed123_A_step12000,30,0.40046030282974243,0.48241350054740906
seed123_A_step12000,31,0.4592067301273346,0.5379415154457092
seed123_A_step12000,32,0.42554616928100586,0.471670538187027
seed123_A_step12000,33,0.5999544858932495,0.6920352578163147
seed123_A_step12000,34,0.34898534417152405,0.4305798411369324
seed123_A_step12000,35,0.46457967162132263,0.5372871160507202
seed123_A_step12000,36,0.6479456424713135,0.7241117358207703
seed123_A_step12000,37,0.5222415328025818,0.6010022163391113
seed123_A_step12000,38,0.4961235225200653,0.5485799312591553
seed123_A_step12000,39,0.59543776512146,0.6771488189697266
seed123_A_step12000,40,0.5075117945671082,0.5896911025047302
seed123_A_step12000,41,0.6676179766654968,0.7422655820846558
seed123_A_step12000,42,0.414723664522171,0.4944596290588379
seed123_A_step12000,43,0.412081241607666,0.48088955879211426
seed123_A_step12000,44,0.5628981590270996,0.6250786781311035
seed123_A_step12000,45,0.6878098249435425,0.7690621018409729
seed123_A_step12000,46,0.4204443693161011,0.4694021940231323
seed123_A_step12000,47,0.7451422214508057,0.8200404644012451
seed123_A_step12000,48,0.5860098600387573,0.6915788054466248
seed123_A_step12000,49,0.31443244218826294,0.3734953999519348
seed123_A_step12000,50,0.31977343559265137,0.3723571002483368
seed123_A_step12000,51,0.3505970537662506,0.4097391963005066
seed123_A_step12000,52,0.22354185581207275,0.2582446336746216
seed123_A_step12000,53,0.13107852637767792,0.15751926600933075
seed123_A_step12000,54,0.3096725344657898,0.3620143234729767
seed123_A_step12000,55,0.36186671257019043,0.417088121175766
seed123_A_step12000,56,0.5847271680831909,0.6588353514671326
seed123_A_step12000,57,0.6591086387634277,0.7512426972389221
seed123_A_step12000,58,0.5907595157623291,0.6625030636787415
seed123_A_step12000,59,0.377179354429245,0.43096432089805603
seed123_A_step12000,60,0.42041003704071045,0.4602575898170471
seed123_A_step12000,61,0.35456690192222595,0.4025425612926483
seed123_A_step12000,62,0.30600160360336304,0.35210660099983215
seed123_A_step12000,63,0.2535148859024048,0.2775229215621948
seed123_A_step12000,64,0.43948936462402344,0.5369859933853149
seed123_A_step12000,65,0.4819902777671814,0.5727372169494629
seed123_A_step12000,66,0.29403355717658997,0.3567409813404083
seed123_A_step12000,67,0.40625935792922974,0.4794199466705322
seed123_A_step12000,68,0.46613889932632446,0.5166355967521667
seed123_A_step12000,69,0.24717402458190918,0.27398499846458435
seed123_A_step12000,70,0.341970294713974,0.4001232981681824
seed123_A_step12000,71,0.6357211470603943,0.7220197319984436
seed123_A_step12000,72,0.33252736926078796,0.3876143991947174
seed123_A_step12000,73,0.21237868070602417,0.24073682725429535
seed123_A_step12000,74,0.14581897854804993,0.1747025102376938
seed123_A_step12000,75,0.18567979335784912,0.23338845372200012
seed123_A_step12000,76,0.5145775079727173,0.590976893901825
seed123_A_step12000,77,0.43215781450271606,0.49762237071990967
seed123_A_step12000,78,0.2684425711631775,0.3174276649951935
seed123_A_step12000,79,0.46519821882247925,0.5094529986381531
seed123_A_step2000,0,0.3722493052482605,0.48829716444015503
seed123_A_step2000,1,0.8119738698005676,0.9825077056884766
seed123_A_step2000,2,0.8183631300926208,1.0244739055633545
seed123_A_step2000,3,0.7179864645004272,0.9418145418167114
seed123_A_step2000,4,0.8298929333686829,1.1091893911361694
seed123_A_step2000,5,0.31947338581085205,0.3824298679828644
seed123_A_step2000,6,0.36203405261039734,0.4597246050834656
seed123_A_step2000,7,0.4746870696544647,0.6435129642486572
seed123_A_step2000,8,0.3878875970840454,0.581622302532196
seed123_A_step2000,9,0.3050610423088074,0.38554805517196655
seed123_A_step2000,10,0.11757989227771759,0.17732656002044678
seed123_A_step2000,11,0.2712588310241699,0.3719381093978882
seed123_A_step2000,12,0.13468502461910248,0.19423124194145203
seed123_A_step2000,13,0.18363185226917267,0.223108172416687
seed123_A_step2000,14,0.10149089992046356,0.1482231765985489
seed123_A_step2000,15,0.21754291653633118,0.2904278039932251
seed123_A_step2000,16,0.3407316505908966,0.4511694312095642
seed123_A_step2000,17,0.29969656467437744,0.4164979159832001
seed123_A_step2000,18,0.21455124020576477,0.31708669662475586
seed123_A_step2000,19,0.20058302581310272,0.24560189247131348
seed123_A_step2000,20,0.5719031095504761,0.7114492654800415
seed123_A_step2000,21,0.557843029499054,0.7431703805923462
seed123_A_step2000,22,0.6944761276245117,0.8702144622802734
